Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,1483 (599 -- 4441),Likely decreasing,0.95 (0.73 -- 1.2),-0.013 (-0.078 -- 0.066),-52 (11 -- -8.9)
Bavaria,2883 (953 -- 8182),Likely decreasing,0.97 (0.7 -- 1.3),-0.0093 (-0.086 -- 0.067),-75 (10 -- -8.1)
Berlin,835 (254 -- 3118),Likely decreasing,0.96 (0.69 -- 1.3),-0.011 (-0.09 -- 0.083),-66 (8.4 -- -7.7)
Brandenburg,502 (28 -- 3439),Likely decreasing,0.84 (0.33 -- 1.4),-0.043 (-0.21 -- 0.099),-16 (7 -- -3.3)
Bremen,49 (0 -- 391),Likely decreasing,0.78 (0.25 -- 1.2),-0.062 (-0.24 -- 0.044),-11 (16 -- -2.9)
Dolnośląskie,9663 (3919 -- 34770),Likely increasing,1.2 (0.98 -- 1.6),0.048 (-0.0064 -- 0.15),15 (4.5 -- -110)
Germany,13696 (5820 -- 26213),Likely decreasing,0.94 (0.73 -- 1.1),-0.018 (-0.079 -- 0.027),-39 (26 -- -8.8)
Hamburg,354 (96 -- 1778),Likely decreasing,0.93 (0.68 -- 1.3),-0.019 (-0.091 -- 0.078),-37 (8.8 -- -7.7)
Hesse,1241 (110 -- 4418),Likely decreasing,0.86 (0.35 -- 1.2),-0.038 (-0.2 -- 0.058),-18 (12 -- -3.5)
Kujawsko-Pomorskie,8374 (2064 -- 29796),Likely increasing,1.1 (0.74 -- 1.5),0.029 (-0.075 -- 0.13),24 (5.4 -- -9.2)
Lower Saxony,1480 (533 -- 8110),Likely decreasing,0.92 (0.75 -- 1.3),-0.022 (-0.072 -- 0.079),-31 (8.7 -- -9.6)
Lubelskie,3272 (1120 -- 8473),Likely increasing,1 (0.76 -- 1.2),0.0085 (-0.066 -- 0.061),82 (11 -- -10)
Lubuskie,1493 (184 -- 5065),Stable,0.99 (0.54 -- 1.2),-0.002 (-0.14 -- 0.062),-350 (11 -- -5.1)
Mazowieckie,12573 (4540 -- 39593),Likely increasing,1.1 (0.84 -- 1.5),0.023 (-0.046 -- 0.13),30 (5.4 -- -15)
Małopolskie,13129 (4891 -- 43810),Likely increasing,1.2 (0.93 -- 1.6),0.052 (-0.02 -- 0.15),13 (4.7 -- -35)
Mecklenburg-Vorpommern,936 (194 -- 8958),Stable,1.1 (0.72 -- 1.9),0.017 (-0.081 -- 0.22),40 (3.2 -- -8.6)
North Rhine-Westphalia,2487 (1316 -- 5150),Likely decreasing,0.92 (0.81 -- 1.1),-0.022 (-0.054 -- 0.021),-32 (33 -- -13)
Opolskie,6971 (1184 -- 46868),Likely increasing,1.3 (0.69 -- 2),0.068 (-0.089 -- 0.24),10 (2.9 -- -7.8)
Podkarpackie,5342 (2487 -- 11092),Likely increasing,1.1 (0.88 -- 1.3),0.023 (-0.034 -- 0.067),30 (10 -- -20)
Podlaskie,1672 (644 -- 3847),Stable,0.99 (0.81 -- 1.1),-0.0016 (-0.054 -- 0.031),-430 (22 -- -13)
Poland,72868 (39539 -- 142934),Likely increasing,1.1 (0.91 -- 1.3),0.024 (-0.024 -- 0.087),28 (8 -- -28)
Pomorskie,2946 (1248 -- 8340),Likely increasing,1 (0.82 -- 1.3),0.0063 (-0.051 -- 0.069),110 (10 -- -14)
Rhineland-Palatinate,550 (112 -- 3090),Likely decreasing,0.92 (0.57 -- 1.3),-0.022 (-0.13 -- 0.084),-31 (8.2 -- -5.5)
Saarland,16 (0 -- 126),Likely decreasing,0.74 (0.21 -- 1.1),-0.074 (-0.26 -- 0.032),-9.4 (22 -- -2.7)
Saxony,1002 (419 -- 4475),Likely decreasing,0.9 (0.75 -- 1.3),-0.027 (-0.071 -- 0.076),-26 (9.2 -- -9.8)
Saxony-Anhalt,406 (120 -- 1171),Likely decreasing,0.88 (0.68 -- 1.1),-0.033 (-0.092 -- 0.018),-21 (38 -- -7.5)
Schleswig-Holstein,147 (13 -- 853),Likely decreasing,0.83 (0.42 -- 1.3),-0.048 (-0.18 -- 0.078),-14 (8.9 -- -3.9)
Thuringia,1593 (583 -- 4617),Likely decreasing,0.97 (0.74 -- 1.2),-0.0074 (-0.076 -- 0.059),-93 (12 -- -9.2)
Warmińsko-Mazurskie,1988 (446 -- 9788),Likely decreasing,0.95 (0.62 -- 1.5),-0.012 (-0.11 -- 0.13),-56 (5.5 -- -6.3)
Wielkopolskie,13190 (5344 -- 42178),Likely increasing,1.2 (0.94 -- 1.6),0.049 (-0.016 -- 0.15),14 (4.6 -- -42)
Zachodniopomorskie,2445 (962 -- 7352),Likely increasing,1.1 (0.89 -- 1.4),0.023 (-0.033 -- 0.1),30 (6.9 -- -21)
Łódzkie,10592 (4150 -- 29362),Likely increasing,1.2 (0.95 -- 1.5),0.054 (-0.013 -- 0.14),13 (4.9 -- -52)
Śląskie,11509 (5586 -- 26818),Likely increasing,1.1 (0.89 -- 1.3),0.025 (-0.03 -- 0.087),27 (8 -- -23)
Świętokrzyskie,3213 (333 -- 16611),Stable,1 (0.53 -- 1.4),0.0099 (-0.14 -- 0.1),70 (6.9 -- -4.9)
