region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,138502 (68874 -- 284964),138502,152395,70198,68874,105511,124882,153609,181765,284964,New confirmed cases by infection date,Likely decreasing,0.9
North Rhine-Westphalia,33121 (19318 -- 56972),33121,35068,12677,19318,26402,30633,35778,40785,56972,New confirmed cases by infection date,Likely decreasing,0.92
Bavaria,26531 (8585 -- 75351),26531,33050,27577,8585,17097,22738,30990,39712,75351,New confirmed cases by infection date,Likely decreasing,0.83
Lower Saxony,21134 (5836 -- 77567),21134,31703,53793,5836,13431,17892,25693,34970,77567,New confirmed cases by infection date,Likely decreasing,0.79
Baden-Wurttemberg,17447 (5216 -- 74181),17447,29838,76328,5216,11110,14539,21041,29577,74181,New confirmed cases by infection date,Likely decreasing,0.78
Hesse,13245 (4128 -- 38067),13245,16183,11752,4128,8561,11358,15506,19868,38067,New confirmed cases by infection date,Likely decreasing,0.86
Rhineland-Palatinate,7100 (2597 -- 20600),7100,8763,7147,2597,4615,6058,8301,10842,20600,New confirmed cases by infection date,Likely decreasing,0.87
Schleswig-Holstein,6228 (2347 -- 14300),6228,6973,3924,2347,4261,5381,7081,8580,14300,New confirmed cases by infection date,Likely decreasing,0.9
Berlin,6013 (2688 -- 14444),6013,7149,5453,2688,4490,5392,6779,8238,14444,New confirmed cases by infection date,Likely decreasing,0.77
Hamburg,3690 (2205 -- 6346),3690,3906,1361,2205,2962,3394,3998,4598,6346,New confirmed cases by infection date,Decreasing,0.95
Saxony,3644 (832 -- 14037),3644,5498,9495,832,2100,2966,4398,6135,14037,New confirmed cases by infection date,Likely decreasing,0.86
Brandenburg,2800 (818 -- 8786),2800,3638,3261,818,1833,2410,3356,4382,8786,New confirmed cases by infection date,Likely decreasing,0.86
Saxony-Anhalt,1951 (775 -- 4512),1951,2238,1394,775,1416,1720,2220,2743,4512,New confirmed cases by infection date,Decreasing,0.95
Saarland,1602 (537 -- 5898),1602,2175,2078,537,1043,1368,1877,2477,5898,New confirmed cases by infection date,Likely decreasing,0.82
Mecklenburg-Vorpommern,1526 (495 -- 4890),1526,2077,2975,495,964,1282,1852,2435,4890,New confirmed cases by infection date,Likely decreasing,0.87
Bremen,1505 (370 -- 5640),1505,2148,2538,370,880,1247,1843,2537,5640,New confirmed cases by infection date,Likely decreasing,0.79
Thuringia,1356 (311 -- 6470),1356,2331,4775,311,758,1078,1675,2440,6470,New confirmed cases by infection date,Likely decreasing,0.85
Poland,874 (297 -- 2726),874,1130,933,297,577,752,1051,1383,2726,New confirmed cases by infection date,Likely decreasing,0.77
Mazowieckie,175 (57 -- 545),175,220,166,57,112,146,204,272,545,New confirmed cases by infection date,Likely decreasing,0.78
Małopolskie,117 (40 -- 337),117,144,105,40,77,101,137,177,337,New confirmed cases by infection date,Likely decreasing,0.77
Lubelskie,109 (30 -- 485),109,168,207,30,64,88,136,197,485,New confirmed cases by infection date,Stable,0.47
