Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,7323 (2507 -- 25660),Likely increasing,1.1 (0.89 -- 1.6),0.04 (-0.031 -- 0.15),18 (4.7 -- -22)
Bavaria,5507 (1575 -- 14998),Likely increasing,1 (0.72 -- 1.4),0.011 (-0.079 -- 0.092),61 (7.5 -- -8.8)
Berlin,639 (112 -- 2784),Stable,1 (0.62 -- 1.3),0.00038 (-0.11 -- 0.085),1800 (8.2 -- -6.3)
Brandenburg,1027 (159 -- 4390),Stable,0.98 (0.53 -- 1.3),-0.0046 (-0.14 -- 0.085),-150 (8.1 -- -4.9)
Bremen,170 (31 -- 852),Likely decreasing,0.96 (0.68 -- 1.3),-0.01 (-0.092 -- 0.077),-68 (9 -- -7.6)
Dolnośląskie,2542 (264 -- 10570),Likely decreasing,0.96 (0.5 -- 1.2),-0.011 (-0.15 -- 0.061),-65 (11 -- -4.7)
Germany,34211 (13033 -- 75616),Stable,1 (0.77 -- 1.2),0.0079 (-0.067 -- 0.065),87 (11 -- -10)
Hamburg,580 (43 -- 2835),Likely decreasing,0.92 (0.47 -- 1.3),-0.023 (-0.16 -- 0.079),-30 (8.8 -- -4.4)
Hesse,3028 (816 -- 25407),Likely increasing,1.1 (0.77 -- 1.8),0.019 (-0.066 -- 0.21),36 (3.3 -- -10)
Kujawsko-Pomorskie,3575 (811 -- 13638),Likely increasing,1.1 (0.69 -- 1.5),0.022 (-0.092 -- 0.13),32 (5.3 -- -7.6)
Lower Saxony,3394 (244 -- 17642),Stable,1 (0.46 -- 1.5),0.0082 (-0.16 -- 0.12),85 (5.9 -- -4.2)
Lubelskie,1501 (192 -- 5185),Likely decreasing,0.96 (0.49 -- 1.3),-0.012 (-0.15 -- 0.076),-57 (9.1 -- -4.6)
Lubuskie,2311 (102 -- 21995),Stable,1 (0.37 -- 1.8),0.012 (-0.2 -- 0.2),58 (3.5 -- -3.6)
Mazowieckie,4619 (687 -- 15871),Stable,1 (0.55 -- 1.3),0.0025 (-0.13 -- 0.09),280 (7.7 -- -5.2)
Małopolskie,1966 (187 -- 7693),Likely decreasing,0.93 (0.49 -- 1.2),-0.02 (-0.16 -- 0.059),-34 (12 -- -4.5)
Mecklenburg-Vorpommern,1057 (341 -- 6051),Stable,1 (0.82 -- 1.5),0.0068 (-0.05 -- 0.14),100 (4.9 -- -14)
North Rhine-Westphalia,8667 (2118 -- 24508),Stable,1 (0.65 -- 1.3),0.00041 (-0.1 -- 0.076),1700 (9.2 -- -6.8)
Opolskie,773 (162 -- 2699),Likely decreasing,0.96 (0.62 -- 1.2),-0.012 (-0.11 -- 0.062),-57 (11 -- -6.2)
Podkarpackie,1696 (342 -- 5947),Likely decreasing,0.96 (0.6 -- 1.2),-0.012 (-0.12 -- 0.051),-57 (14 -- -5.7)
Podlaskie,1026 (345 -- 4083),Likely increasing,1 (0.8 -- 1.5),0.014 (-0.057 -- 0.12),50 (5.8 -- -12)
Poland,45751 (13228 -- 117202),Stable,1 (0.73 -- 1.2),0.0034 (-0.077 -- 0.064),210 (11 -- -8.9)
Pomorskie,2648 (927 -- 10509),Stable,1 (0.78 -- 1.3),-0.00065 (-0.062 -- 0.074),-1100 (9.3 -- -11)
Rhineland-Palatinate,2940 (598 -- 11657),Likely increasing,1.1 (0.7 -- 1.6),0.034 (-0.087 -- 0.16),20 (4.4 -- -8)
Saarland,1087 (198 -- 8853),Likely increasing,1.1 (0.71 -- 1.6),0.031 (-0.085 -- 0.16),22 (4.2 -- -8.1)
Saxony,568 (120 -- 3116),Likely decreasing,0.82 (0.62 -- 1.1),-0.051 (-0.11 -- 0.022),-13 (32 -- -6.2)
Saxony-Anhalt,776 (314 -- 4038),Stable,0.97 (0.84 -- 1.4),-0.0079 (-0.045 -- 0.1),-88 (6.6 -- -15)
Schleswig-Holstein,688 (96 -- 2634),Stable,0.99 (0.57 -- 1.4),-0.0019 (-0.13 -- 0.098),-360 (7.1 -- -5.4)
Thuringia,1858 (265 -- 14016),Likely increasing,1.1 (0.62 -- 1.7),0.017 (-0.11 -- 0.18),40 (3.9 -- -6.2)
Warmińsko-Mazurskie,1227 (192 -- 4352),Likely decreasing,0.96 (0.57 -- 1.2),-0.011 (-0.13 -- 0.062),-63 (11 -- -5.4)
Wielkopolskie,2486 (926 -- 9137),Likely decreasing,0.96 (0.77 -- 1.3),-0.01 (-0.064 -- 0.078),-69 (8.8 -- -11)
Zachodniopomorskie,2791 (897 -- 12713),Likely increasing,1 (0.81 -- 1.5),0.013 (-0.054 -- 0.12),53 (5.9 -- -13)
Łódzkie,2638 (923 -- 8650),Likely decreasing,0.97 (0.78 -- 1.2),-0.0076 (-0.064 -- 0.048),-92 (14 -- -11)
Śląskie,7435 (1711 -- 27354),Stable,1 (0.72 -- 1.3),0.0083 (-0.081 -- 0.09),83 (7.7 -- -8.6)
Świętokrzyskie,1123 (273 -- 3410),Likely decreasing,0.96 (0.69 -- 1.2),-0.011 (-0.09 -- 0.044),-66 (16 -- -7.7)
