region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Poland,45751 (13228 -- 117202),45751,54036,48487,13228,30724,39561,52024,66244,117202,New confirmed cases by infection date,Stable,0.46
Germany,34211 (13033 -- 75616),34211,37954,21593,13033,24342,30183,38263,46541,75616,New confirmed cases by infection date,Stable,0.41
North Rhine-Westphalia,8667 (2118 -- 24508),8667,10496,8176,2118,5190,7152,10266,13362,24508,New confirmed cases by infection date,Stable,0.49
Śląskie,7435 (1711 -- 27354),7435,10480,12432,1711,4519,6111,9050,12239,27354,New confirmed cases by infection date,Stable,0.4
Baden-Wurttemberg,7323 (2507 -- 25660),7323,10390,12662,2507,4717,6232,8555,11970,25660,New confirmed cases by infection date,Likely increasing,0.17
Bavaria,5507 (1575 -- 14998),5507,6911,9356,1575,3547,4696,6301,8066,14998,New confirmed cases by infection date,Likely increasing,0.38
Mazowieckie,4619 (687 -- 15871),4619,6000,5465,687,2471,3752,5701,7761,15871,New confirmed cases by infection date,Stable,0.48
Kujawsko-Pomorskie,3575 (811 -- 13638),3575,5161,6180,811,2067,2889,4487,6128,13638,New confirmed cases by infection date,Likely increasing,0.34
Lower Saxony,3394 (244 -- 17642),3394,6349,16879,244,1601,2593,4334,6420,17642,New confirmed cases by infection date,Stable,0.43
Hesse,3028 (816 -- 25407),3028,17967,264083,816,1819,2497,3752,5549,25407,New confirmed cases by infection date,Likely increasing,0.3
Rhineland-Palatinate,2940 (598 -- 11657),2940,4426,6868,598,1599,2346,3671,5279,11657,New confirmed cases by infection date,Likely increasing,0.29
Zachodniopomorskie,2791 (897 -- 12713),2791,4349,5537,897,1744,2320,3409,4735,12713,New confirmed cases by infection date,Likely increasing,0.36
Pomorskie,2648 (927 -- 10509),2648,4076,6615,927,1733,2253,3162,4396,10509,New confirmed cases by infection date,Stable,0.51
Łódzkie,2638 (923 -- 8650),2638,3634,4924,923,1839,2300,3111,4008,8650,New confirmed cases by infection date,Likely decreasing,0.66
Dolnośląskie,2542 (264 -- 10570),2542,3662,4626,264,1475,2115,3018,4158,10570,New confirmed cases by infection date,Likely decreasing,0.67
Wielkopolskie,2486 (926 -- 9137),2486,3922,8897,926,1686,2139,2971,3994,9137,New confirmed cases by infection date,Likely decreasing,0.63
Lubuskie,2311 (102 -- 21995),2311,6360,22591,102,821,1578,3229,5659,21995,New confirmed cases by infection date,Stable,0.45
Małopolskie,1966 (187 -- 7693),1966,2891,5296,187,1071,1609,2406,3309,7693,New confirmed cases by infection date,Likely decreasing,0.77
Thuringia,1858 (265 -- 14016),1858,4310,11411,265,908,1441,2503,4171,14016,New confirmed cases by infection date,Likely increasing,0.39
Podkarpackie,1696 (342 -- 5947),1696,2243,2971,342,1002,1409,1972,2637,5947,New confirmed cases by infection date,Likely decreasing,0.67
Lubelskie,1501 (192 -- 5185),1501,1988,2155,192,744,1194,1837,2595,5185,New confirmed cases by infection date,Likely decreasing,0.6
Warmińsko-Mazurskie,1227 (192 -- 4352),1227,1670,1634,192,721,1029,1503,2087,4352,New confirmed cases by infection date,Likely decreasing,0.63
Świętokrzyskie,1123 (273 -- 3410),1123,1436,1379,273,748,973,1275,1695,3410,New confirmed cases by infection date,Likely decreasing,0.73
Saarland,1087 (198 -- 8853),1087,2525,5472,198,536,830,1454,2484,8853,New confirmed cases by infection date,Likely increasing,0.28
Mecklenburg-Vorpommern,1057 (341 -- 6051),1057,1927,3428,341,635,852,1298,1934,6051,New confirmed cases by infection date,Stable,0.4
Brandenburg,1027 (159 -- 4390),1027,1608,3404,159,579,827,1252,1803,4390,New confirmed cases by infection date,Stable,0.55
Podlaskie,1026 (345 -- 4083),1026,1523,2351,345,644,866,1234,1649,4083,New confirmed cases by infection date,Likely increasing,0.35
Saxony-Anhalt,776 (314 -- 4038),776,1570,5460,314,508,662,938,1412,4038,New confirmed cases by infection date,Stable,0.59
Opolskie,773 (162 -- 2699),773,1048,1296,162,491,649,918,1221,2699,New confirmed cases by infection date,Likely decreasing,0.66
Schleswig-Holstein,688 (96 -- 2634),688,991,1517,96,353,540,832,1187,2634,New confirmed cases by infection date,Stable,0.51
Berlin,639 (112 -- 2784),639,996,1491,112,402,544,772,1082,2784,New confirmed cases by infection date,Stable,0.49
Hamburg,580 (43 -- 2835),580,2180,55718,43,251,446,761,1138,2835,New confirmed cases by infection date,Likely decreasing,0.68
Saxony,568 (120 -- 3116),568,1087,2747,120,306,463,745,1099,3116,New confirmed cases by infection date,Likely decreasing,0.91
Bremen,170 (31 -- 852),170,358,1774,31,100,140,216,305,852,New confirmed cases by infection date,Likely decreasing,0.67
Baden-Wurttemberg,1.1 (0.89 -- 1.6),1.1,1.2,0.24,0.89,1,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.17
Hesse,1.1 (0.77 -- 1.8),1.1,1.2,0.47,0.77,0.98,1,1.1,1.2,1.8,Effective reproduction no.,Likely increasing,0.3
Kujawsko-Pomorskie,1.1 (0.69 -- 1.5),1.1,1.1,0.26,0.69,0.95,1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing,0.34
Rhineland-Palatinate,1.1 (0.7 -- 1.6),1.1,1.1,0.3,0.7,0.97,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.29
Saarland,1.1 (0.71 -- 1.6),1.1,1.1,0.29,0.71,0.98,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.28
Thuringia,1.1 (0.62 -- 1.7),1.1,1.1,0.34,0.62,0.92,1,1.1,1.3,1.7,Effective reproduction no.,Likely increasing,0.39
Bavaria,1 (0.72 -- 1.4),1,1,0.21,0.72,0.94,1,1.1,1.1,1.4,Effective reproduction no.,Likely increasing,0.38
Berlin,1 (0.62 -- 1.3),1,1,0.22,0.62,0.91,0.98,1,1.1,1.3,Effective reproduction no.,Stable,0.49
Germany,1 (0.77 -- 1.2),1,1,0.15,0.77,0.94,1,1.1,1.1,1.2,Effective reproduction no.,Stable,0.41
Lower Saxony,1 (0.46 -- 1.5),1,1,0.36,0.46,0.86,0.99,1.1,1.2,1.5,Effective reproduction no.,Stable,0.43
Lubuskie,1 (0.37 -- 1.8),1,1.1,0.47,0.37,0.76,0.96,1.1,1.3,1.8,Effective reproduction no.,Stable,0.45
Mazowieckie,1 (0.55 -- 1.3),1,0.99,0.25,0.55,0.85,0.96,1.1,1.1,1.3,Effective reproduction no.,Stable,0.48
Mecklenburg-Vorpommern,1 (0.82 -- 1.5),1,1.1,0.24,0.82,0.97,1,1.1,1.2,1.5,Effective reproduction no.,Stable,0.4
North Rhine-Westphalia,1 (0.65 -- 1.3),1,0.99,0.2,0.65,0.87,0.96,1,1.1,1.3,Effective reproduction no.,Stable,0.49
Podlaskie,1 (0.8 -- 1.5),1,1.1,0.23,0.8,0.96,1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing,0.35
Poland,1 (0.73 -- 1.2),1,1,0.16,0.73,0.92,0.98,1,1.1,1.2,Effective reproduction no.,Stable,0.46
Pomorskie,1 (0.78 -- 1.3),1,1,0.18,0.78,0.95,0.98,1,1.1,1.3,Effective reproduction no.,Stable,0.51
Zachodniopomorskie,1 (0.81 -- 1.5),1,1.1,0.21,0.81,0.97,1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing,0.36
Śląskie,1 (0.72 -- 1.3),1,1,0.2,0.72,0.93,1,1.1,1.1,1.3,Effective reproduction no.,Stable,0.4
Schleswig-Holstein,0.99 (0.57 -- 1.4),0.99,0.98,0.25,0.57,0.84,0.94,1,1.1,1.4,Effective reproduction no.,Stable,0.51
Brandenburg,0.98 (0.53 -- 1.3),0.98,0.98,0.24,0.53,0.88,0.95,1,1.1,1.3,Effective reproduction no.,Stable,0.55
Saxony-Anhalt,0.97 (0.84 -- 1.4),0.97,1,0.23,0.84,0.92,0.95,1,1.1,1.4,Effective reproduction no.,Stable,0.59
Łódzkie,0.97 (0.78 -- 1.2),0.97,0.98,0.13,0.78,0.93,0.96,0.99,1,1.2,Effective reproduction no.,Likely decreasing,0.66
Bremen,0.96 (0.68 -- 1.3),0.96,0.98,0.22,0.68,0.89,0.94,0.98,1,1.3,Effective reproduction no.,Likely decreasing,0.67
Dolnośląskie,0.96 (0.5 -- 1.2),0.96,0.93,0.22,0.5,0.86,0.94,0.98,1,1.2,Effective reproduction no.,Likely decreasing,0.67
Lubelskie,0.96 (0.49 -- 1.3),0.96,0.93,0.25,0.49,0.8,0.9,1,1.1,1.3,Effective reproduction no.,Likely decreasing,0.6
Opolskie,0.96 (0.62 -- 1.2),0.96,0.95,0.19,0.62,0.88,0.93,0.98,1,1.2,Effective reproduction no.,Likely decreasing,0.66
Podkarpackie,0.96 (0.6 -- 1.2),0.96,0.93,0.2,0.6,0.85,0.93,0.98,1,1.2,Effective reproduction no.,Likely decreasing,0.67
