Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,1009 (534 -- 2079),Likely decreasing,0.86 (0.68 -- 1.1),-0.039 (-0.091 -- 0.033),-18 (21 -- -7.6)
Bavaria,958 (547 -- 1691),Likely decreasing,0.84 (0.68 -- 1),-0.044 (-0.094 -- 0.0073),-16 (94 -- -7.4)
Berlin,152 (73 -- 343),Decreasing,0.77 (0.61 -- 0.96),-0.064 (-0.11 -- -0.0097),-11 (-71 -- -6.1)
Brandenburg,31 (12 -- 77),Decreasing,0.66 (0.46 -- 0.85),-0.1 (-0.16 -- -0.041),-6.9 (-17 -- -4.3)
Bremen,35 (14 -- 79),Likely decreasing,0.8 (0.6 -- 1),-0.055 (-0.12 -- 0.0049),-13 (140 -- -6)
Dolnośląskie,47 (25 -- 110),Likely decreasing,0.74 (0.59 -- 1),-0.075 (-0.12 -- 0.012),-9.2 (57 -- -5.8)
Germany,4296 (2569 -- 7619),Decreasing,0.79 (0.64 -- 0.96),-0.061 (-0.1 -- -0.013),-11 (-55 -- -6.7)
Hamburg,134 (73 -- 257),Likely decreasing,0.88 (0.75 -- 1.1),-0.034 (-0.073 -- 0.02),-21 (34 -- -9.4)
Hesse,347 (203 -- 666),Decreasing,0.78 (0.65 -- 0.97),-0.061 (-0.1 -- -0.0078),-11 (-89 -- -6.8)
Kujawsko-Pomorskie,23 (10 -- 67),Likely decreasing,0.76 (0.53 -- 1.2),-0.069 (-0.14 -- 0.054),-10 (13 -- -4.8)
Lower Saxony,185 (90 -- 350),Decreasing,0.71 (0.54 -- 0.86),-0.084 (-0.14 -- -0.039),-8.2 (-18 -- -5)
Lubelskie,56 (26 -- 147),Likely decreasing,0.84 (0.64 -- 1.2),-0.046 (-0.1 -- 0.062),-15 (11 -- -6.6)
Lubuskie,10 (5 -- 23),Decreasing,0.73 (0.61 -- 1),-0.076 (-0.12 -- 0.00095),-9.1 (730 -- -6)
Mazowieckie,94 (49 -- 233),Likely decreasing,0.82 (0.67 -- 1.2),-0.05 (-0.098 -- 0.06),-14 (12 -- -7.1)
Małopolskie,38 (20 -- 78),Decreasing,0.72 (0.59 -- 0.91),-0.081 (-0.12 -- -0.025),-8.6 (-28 -- -5.7)
Mecklenburg-Vorpommern,20 (9 -- 49),Decreasing,0.72 (0.54 -- 0.98),-0.082 (-0.14 -- -0.0054),-8.5 (-130 -- -5.1)
North Rhine-Westphalia,972 (509 -- 1833),Decreasing,0.77 (0.6 -- 0.97),-0.064 (-0.12 -- -0.0095),-11 (-73 -- -6)
Opolskie,13 (6 -- 25),Decreasing,0.65 (0.49 -- 0.78),-0.1 (-0.15 -- -0.063),-6.8 (-11 -- -4.5)
Podkarpackie,53 (21 -- 154),Stable,1 (0.75 -- 1.6),0.0091 (-0.071 -- 0.15),76 (4.7 -- -9.8)
Podlaskie,10 (2 -- 41),Likely decreasing,0.69 (0.36 -- 1.3),-0.089 (-0.2 -- 0.072),-7.8 (9.6 -- -3.5)
Poland,557 (326 -- 1165),Decreasing,0.75 (0.62 -- 0.99),-0.07 (-0.11 -- -0.0032),-9.8 (-220 -- -6.2)
Pomorskie,20 (7 -- 76),Likely decreasing,0.75 (0.48 -- 1.3),-0.072 (-0.16 -- 0.077),-9.6 (9 -- -4.4)
Rhineland-Palatinate,205 (113 -- 362),Decreasing,0.77 (0.59 -- 0.91),-0.066 (-0.12 -- -0.026),-10 (-26 -- -5.7)
Saarland,78 (39 -- 169),Likely decreasing,0.81 (0.66 -- 1),-0.053 (-0.098 -- 0.0067),-13 (100 -- -7.1)
Saxony,120 (63 -- 226),Decreasing,0.67 (0.52 -- 0.83),-0.095 (-0.14 -- -0.049),-7.3 (-14 -- -4.8)
Saxony-Anhalt,50 (25 -- 93),Decreasing,0.67 (0.5 -- 0.83),-0.096 (-0.15 -- -0.047),-7.2 (-15 -- -4.6)
Schleswig-Holstein,95 (54 -- 179),Decreasing,0.82 (0.71 -- 0.99),-0.052 (-0.084 -- -0.0024),-13 (-290 -- -8.2)
Thuringia,89 (48 -- 185),Decreasing,0.72 (0.58 -- 0.9),-0.082 (-0.13 -- -0.028),-8.4 (-25 -- -5.5)
Warmińsko-Mazurskie,13 (6 -- 26),Decreasing,0.72 (0.59 -- 0.88),-0.081 (-0.12 -- -0.034),-8.6 (-20 -- -5.7)
Wielkopolskie,53 (28 -- 107),Decreasing,0.7 (0.56 -- 0.91),-0.085 (-0.13 -- -0.024),-8.2 (-29 -- -5.3)
Zachodniopomorskie,15 (7 -- 31),Decreasing,0.64 (0.5 -- 0.78),-0.11 (-0.15 -- -0.061),-6.6 (-11 -- -4.7)
Łódzkie,40 (21 -- 85),Decreasing,0.73 (0.57 -- 0.98),-0.079 (-0.13 -- -0.0067),-8.8 (-100 -- -5.5)
Śląskie,49 (27 -- 96),Decreasing,0.7 (0.58 -- 0.9),-0.087 (-0.12 -- -0.028),-8 (-24 -- -5.6)
Świętokrzyskie,10 (4 -- 23),Decreasing,0.67 (0.5 -- 0.9),-0.095 (-0.15 -- -0.028),-7.3 (-24 -- -4.7)
