Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,3395 (876 -- 14549),Stable,1 (0.68 -- 1.5),0.0018 (-0.092 -- 0.12),380 (5.8 -- -7.5)
Bavaria,2266 (657 -- 7917),Likely decreasing,0.87 (0.65 -- 1.2),-0.035 (-0.1 -- 0.053),-20 (13 -- -6.9)
Berlin,389 (68 -- 1751),Likely decreasing,0.8 (0.51 -- 1.1),-0.057 (-0.15 -- 0.026),-12 (26 -- -4.7)
Brandenburg,806 (71 -- 6206),Likely decreasing,0.88 (0.39 -- 1.5),-0.033 (-0.19 -- 0.13),-21 (5.2 -- -3.7)
Bremen,383 (71 -- 1248),Likely decreasing,0.98 (0.64 -- 1.2),-0.0045 (-0.1 -- 0.047),-150 (15 -- -6.7)
Dolnośląskie,4495 (1532 -- 21042),Likely increasing,1.1 (0.91 -- 1.6),0.033 (-0.026 -- 0.16),21 (4.3 -- -27)
Germany,17378 (6414 -- 46678),Likely decreasing,0.89 (0.68 -- 1.2),-0.03 (-0.091 -- 0.045),-23 (15 -- -7.6)
Hamburg,550 (80 -- 2666),Likely decreasing,0.91 (0.57 -- 1.2),-0.026 (-0.13 -- 0.047),-26 (15 -- -5.5)
Hesse,1421 (506 -- 5586),Likely decreasing,0.88 (0.7 -- 1.3),-0.032 (-0.086 -- 0.071),-21 (9.7 -- -8.1)
Kujawsko-Pomorskie,4025 (1356 -- 21348),Likely increasing,1.1 (0.83 -- 1.6),0.02 (-0.048 -- 0.16),34 (4.2 -- -14)
Lower Saxony,1984 (580 -- 6744),Likely decreasing,0.9 (0.68 -- 1.2),-0.028 (-0.093 -- 0.057),-25 (12 -- -7.5)
Lubelskie,2310 (1006 -- 7757),Stable,0.99 (0.85 -- 1.3),-0.0035 (-0.043 -- 0.084),-200 (8.2 -- -16)
Lubuskie,3283 (528 -- 25255),Likely increasing,1.1 (0.68 -- 1.7),0.018 (-0.093 -- 0.18),38 (3.9 -- -7.4)
Mazowieckie,9522 (3116 -- 48745),Likely increasing,1.1 (0.84 -- 1.7),0.026 (-0.044 -- 0.18),27 (3.9 -- -16)
Małopolskie,2025 (851 -- 5432),Stable,1 (0.84 -- 1.2),0.00034 (-0.045 -- 0.057),2000 (12 -- -15)
Mecklenburg-Vorpommern,465 (86 -- 3863),Likely decreasing,0.87 (0.55 -- 1.5),-0.037 (-0.13 -- 0.13),-19 (5.5 -- -5.2)
North Rhine-Westphalia,3847 (1358 -- 8990),Likely decreasing,0.89 (0.7 -- 1.1),-0.03 (-0.085 -- 0.022),-23 (32 -- -8.2)
Opolskie,461 (68 -- 2111),Likely decreasing,0.96 (0.63 -- 1.3),-0.01 (-0.11 -- 0.081),-69 (8.6 -- -6.3)
Podkarpackie,3593 (1117 -- 12488),Likely increasing,1.1 (0.78 -- 1.4),0.019 (-0.062 -- 0.11),36 (6.5 -- -11)
Podlaskie,1760 (545 -- 4134),Stable,1 (0.78 -- 1.2),0.0033 (-0.064 -- 0.046),210 (15 -- -11)
Poland,50532 (21623 -- 142158),Likely increasing,1.1 (0.88 -- 1.5),0.024 (-0.034 -- 0.12),29 (5.9 -- -21)
Pomorskie,3817 (1249 -- 16507),Stable,0.99 (0.81 -- 1.3),-0.0025 (-0.055 -- 0.084),-280 (8.2 -- -13)
Rhineland-Palatinate,694 (133 -- 3439),Likely decreasing,0.86 (0.58 -- 1.3),-0.038 (-0.12 -- 0.074),-18 (9.3 -- -5.6)
Saarland,275 (47 -- 1472),Likely decreasing,0.9 (0.57 -- 1.3),-0.027 (-0.13 -- 0.082),-26 (8.5 -- -5.5)
Saxony,941 (31 -- 3977),Likely decreasing,0.77 (0.29 -- 1),-0.066 (-0.23 -- 0.012),-11 (56 -- -3.1)
Saxony-Anhalt,1207 (145 -- 9332),Likely decreasing,0.9 (0.5 -- 1.5),-0.029 (-0.15 -- 0.14),-24 (5 -- -4.6)
Schleswig-Holstein,707 (156 -- 6590),Likely decreasing,0.9 (0.63 -- 1.6),-0.029 (-0.11 -- 0.14),-24 (4.8 -- -6.4)
Thuringia,2322 (621 -- 9488),Likely decreasing,0.94 (0.71 -- 1.3),-0.017 (-0.084 -- 0.086),-40 (8 -- -8.3)
Warmińsko-Mazurskie,5794 (1369 -- 34369),Likely increasing,1.1 (0.79 -- 1.7),0.036 (-0.059 -- 0.19),19 (3.7 -- -12)
Wielkopolskie,2842 (869 -- 9143),Stable,1 (0.71 -- 1.3),0.0023 (-0.082 -- 0.09),300 (7.7 -- -8.5)
Zachodniopomorskie,1178 (382 -- 3452),Likely decreasing,0.95 (0.76 -- 1.2),-0.012 (-0.068 -- 0.066),-56 (11 -- -10)
Łódzkie,3736 (788 -- 30622),Likely increasing,1.1 (0.79 -- 2),0.027 (-0.06 -- 0.25),26 (2.8 -- -11)
Śląskie,7293 (2748 -- 22660),Likely increasing,1.1 (0.86 -- 1.4),0.031 (-0.04 -- 0.11),22 (6.1 -- -17)
Świętokrzyskie,994 (293 -- 4049),Stable,1 (0.78 -- 1.3),0.00082 (-0.065 -- 0.087),840 (8 -- -11)
