region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Poland,50532 (21623 -- 142158),50532,63010,54509,21623,34873,43814,57115,73002,142158,New confirmed cases by infection date,Likely increasing,0.24
Germany,17378 (6414 -- 46678),17378,21123,15897,6414,12119,15213,20136,25319,46678,New confirmed cases by infection date,Likely decreasing,0.81
Mazowieckie,9522 (3116 -- 48745),9522,18190,84876,3116,5906,7818,11910,17839,48745,New confirmed cases by infection date,Likely increasing,0.26
Śląskie,7293 (2748 -- 22660),7293,9534,9362,2748,4973,6244,8627,11208,22660,New confirmed cases by infection date,Likely increasing,0.19
Warmińsko-Mazurskie,5794 (1369 -- 34369),5794,13292,49067,1369,2891,4412,7568,11985,34369,New confirmed cases by infection date,Likely increasing,0.23
Dolnośląskie,4495 (1532 -- 21042),4495,7697,16165,1532,2801,3756,5462,7508,21042,New confirmed cases by infection date,Likely increasing,0.16
Kujawsko-Pomorskie,4025 (1356 -- 21348),4025,6941,10896,1356,2455,3301,5054,7134,21348,New confirmed cases by infection date,Likely increasing,0.31
North Rhine-Westphalia,3847 (1358 -- 8990),3847,4512,4386,1358,2620,3311,4372,5449,8990,New confirmed cases by infection date,Likely decreasing,0.88
Pomorskie,3817 (1249 -- 16507),3817,6784,18100,1249,2525,3286,4641,6508,16507,New confirmed cases by infection date,Stable,0.56
Łódzkie,3736 (788 -- 30622),3736,11155,48855,788,1943,2856,4976,7717,30622,New confirmed cases by infection date,Likely increasing,0.34
Podkarpackie,3593 (1117 -- 12488),3593,4822,5073,1117,2322,3040,4170,5385,12488,New confirmed cases by infection date,Likely increasing,0.28
Baden-Wurttemberg,3395 (876 -- 14549),3395,5158,7131,876,2102,2821,4092,5826,14549,New confirmed cases by infection date,Stable,0.49
Lubuskie,3283 (528 -- 25255),3283,8496,29599,528,1657,2536,4201,6961,25255,New confirmed cases by infection date,Likely increasing,0.33
Wielkopolskie,2842 (869 -- 9143),2842,3738,3601,869,1856,2440,3322,4452,9143,New confirmed cases by infection date,Stable,0.47
Thuringia,2322 (621 -- 9488),2322,3866,9540,621,1424,1930,2791,3907,9488,New confirmed cases by infection date,Likely decreasing,0.68
Lubelskie,2310 (1006 -- 7757),2310,3205,4228,1006,1690,2037,2617,3294,7757,New confirmed cases by infection date,Stable,0.58
Bavaria,2266 (657 -- 7917),2266,3237,4815,657,1429,1917,2679,3625,7917,New confirmed cases by infection date,Likely decreasing,0.82
Małopolskie,2025 (851 -- 5432),2025,2507,2663,851,1454,1763,2298,2828,5432,New confirmed cases by infection date,Stable,0.49
Lower Saxony,1984 (580 -- 6744),1984,3447,29722,580,1210,1670,2359,3132,6744,New confirmed cases by infection date,Likely decreasing,0.79
Podlaskie,1760 (545 -- 4134),1760,2007,1329,545,1225,1541,2001,2403,4134,New confirmed cases by infection date,Stable,0.41
Hesse,1421 (506 -- 5586),1421,2097,2856,506,918,1208,1651,2260,5586,New confirmed cases by infection date,Likely decreasing,0.77
Saxony-Anhalt,1207 (145 -- 9332),1207,3207,15090,145,561,923,1589,2430,9332,New confirmed cases by infection date,Likely decreasing,0.67
Zachodniopomorskie,1178 (382 -- 3452),1178,1555,2948,382,795,1011,1368,1779,3452,New confirmed cases by infection date,Likely decreasing,0.69
Świętokrzyskie,994 (293 -- 4049),994,1513,2569,293,655,850,1171,1560,4049,New confirmed cases by infection date,Stable,0.48
Saxony,941 (31 -- 3977),941,1390,1594,31,353,677,1247,1907,3977,New confirmed cases by infection date,Likely decreasing,0.93
Brandenburg,806 (71 -- 6206),806,1855,3984,71,354,589,1079,1796,6206,New confirmed cases by infection date,Likely decreasing,0.67
Schleswig-Holstein,707 (156 -- 6590),707,2013,7456,156,383,564,897,1432,6590,New confirmed cases by infection date,Likely decreasing,0.69
Rhineland-Palatinate,694 (133 -- 3439),694,1223,4199,133,367,545,836,1185,3439,New confirmed cases by infection date,Likely decreasing,0.8
Hamburg,550 (80 -- 2666),550,868,1257,80,294,443,664,974,2666,New confirmed cases by infection date,Likely decreasing,0.83
Mecklenburg-Vorpommern,465 (86 -- 3863),465,1712,19136,86,231,358,620,961,3863,New confirmed cases by infection date,Likely decreasing,0.74
Opolskie,461 (68 -- 2111),461,889,4073,68,274,387,551,744,2111,New confirmed cases by infection date,Likely decreasing,0.68
Berlin,389 (68 -- 1751),389,601,886,68,204,305,484,694,1751,New confirmed cases by infection date,Likely decreasing,0.9
Bremen,383 (71 -- 1248),383,491,466,71,224,317,457,592,1248,New confirmed cases by infection date,Likely decreasing,0.6
Saarland,275 (47 -- 1472),275,573,2932,47,148,219,340,484,1472,New confirmed cases by infection date,Likely decreasing,0.75
Dolnośląskie,1.1 (0.91 -- 1.6),1.1,1.2,0.26,0.91,1,1.1,1.2,1.2,1.6,Effective reproduction no.,Likely increasing,0.16
Kujawsko-Pomorskie,1.1 (0.83 -- 1.6),1.1,1.1,0.27,0.83,0.98,1,1.1,1.2,1.6,Effective reproduction no.,Likely increasing,0.31
Lubuskie,1.1 (0.68 -- 1.7),1.1,1.1,0.35,0.68,0.96,1,1.1,1.2,1.7,Effective reproduction no.,Likely increasing,0.33
Mazowieckie,1.1 (0.84 -- 1.7),1.1,1.2,0.3,0.84,1,1.1,1.2,1.3,1.7,Effective reproduction no.,Likely increasing,0.26
Podkarpackie,1.1 (0.78 -- 1.4),1.1,1.1,0.2,0.78,0.99,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.28
Poland,1.1 (0.88 -- 1.5),1.1,1.1,0.19,0.88,1,1.1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing,0.24
Warmińsko-Mazurskie,1.1 (0.79 -- 1.7),1.1,1.2,0.35,0.79,1,1.1,1.2,1.3,1.7,Effective reproduction no.,Likely increasing,0.23
Łódzkie,1.1 (0.79 -- 2),1.1,1.2,0.49,0.79,0.97,1,1.2,1.3,2,Effective reproduction no.,Likely increasing,0.34
Śląskie,1.1 (0.86 -- 1.4),1.1,1.1,0.19,0.86,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.19
Baden-Wurttemberg,1 (0.68 -- 1.5),1,1,0.26,0.68,0.9,0.96,1.1,1.1,1.5,Effective reproduction no.,Stable,0.49
Małopolskie,1 (0.84 -- 1.2),1,1,0.13,0.84,0.97,0.99,1,1,1.2,Effective reproduction no.,Stable,0.49
Podlaskie,1 (0.78 -- 1.2),1,1,0.13,0.78,0.96,1,1,1,1.2,Effective reproduction no.,Stable,0.41
Wielkopolskie,1 (0.71 -- 1.3),1,1,0.2,0.71,0.94,0.98,1,1.1,1.3,Effective reproduction no.,Stable,0.47
Świętokrzyskie,1 (0.78 -- 1.3),1,1,0.2,0.78,0.95,0.99,1,1.1,1.3,Effective reproduction no.,Stable,0.48
Lubelskie,0.99 (0.85 -- 1.3),0.99,1,0.17,0.85,0.95,0.98,1,1.1,1.3,Effective reproduction no.,Stable,0.58
Pomorskie,0.99 (0.81 -- 1.3),0.99,1,0.21,0.81,0.95,0.98,1,1.1,1.3,Effective reproduction no.,Stable,0.56
Bremen,0.98 (0.64 -- 1.2),0.98,0.96,0.17,0.64,0.9,0.96,1,1,1.2,Effective reproduction no.,Likely decreasing,0.6
Opolskie,0.96 (0.63 -- 1.3),0.96,0.96,0.24,0.63,0.88,0.94,0.98,1,1.3,Effective reproduction no.,Likely decreasing,0.68
Zachodniopomorskie,0.95 (0.76 -- 1.2),0.95,0.98,0.17,0.76,0.9,0.94,0.97,1,1.2,Effective reproduction no.,Likely decreasing,0.69
Thuringia,0.94 (0.71 -- 1.3),0.94,0.98,0.24,0.71,0.87,0.91,0.97,1,1.3,Effective reproduction no.,Likely decreasing,0.68
Hamburg,0.91 (0.57 -- 1.2),0.91,0.89,0.19,0.57,0.82,0.88,0.92,0.96,1.2,Effective reproduction no.,Likely decreasing,0.83
Lower Saxony,0.9 (0.68 -- 1.2),0.9,0.92,0.19,0.68,0.83,0.87,0.93,0.98,1.2,Effective reproduction no.,Likely decreasing,0.79
Saarland,0.9 (0.57 -- 1.3),0.9,0.92,0.27,0.57,0.81,0.87,0.93,1,1.3,Effective reproduction no.,Likely decreasing,0.75
Saxony-Anhalt,0.9 (0.5 -- 1.5),0.9,0.95,0.38,0.5,0.76,0.84,0.95,1.1,1.5,Effective reproduction no.,Likely decreasing,0.67
Schleswig-Holstein,0.9 (0.63 -- 1.6),0.9,0.97,0.34,0.63,0.79,0.85,0.95,1,1.6,Effective reproduction no.,Likely decreasing,0.69
Germany,0.89 (0.68 -- 1.2),0.89,0.9,0.16,0.68,0.82,0.87,0.92,0.97,1.2,Effective reproduction no.,Likely decreasing,0.81
North Rhine-Westphalia,0.89 (0.7 -- 1.1),0.89,0.89,0.13,0.7,0.83,0.87,0.91,0.94,1.1,Effective reproduction no.,Likely decreasing,0.88
Brandenburg,0.88 (0.39 -- 1.5),0.88,0.91,0.35,0.39,0.72,0.82,0.95,1.1,1.5,Effective reproduction no.,Likely decreasing,0.67
Hesse,0.88 (0.7 -- 1.3),0.88,0.92,0.19,0.7,0.82,0.86,0.91,0.99,1.3,Effective reproduction no.,Likely decreasing,0.77
Bavaria,0.87 (0.65 -- 1.2),0.87,0.89,0.2,0.65,0.8,0.85,0.9,0.96,1.2,Effective reproduction no.,Likely decreasing,0.82
Mecklenburg-Vorpommern,0.87 (0.55 -- 1.5),0.87,0.92,0.37,0.55,0.75,0.82,0.92,1,1.5,Effective reproduction no.,Likely decreasing,0.74
Rhineland-Palatinate,0.86 (0.58 -- 1.3),0.86,0.89,0.23,0.58,0.77,0.83,0.9,0.96,1.3,Effective reproduction no.,Likely decreasing,0.8
