Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Württemberg State,25588 (8426 -- 114726),Likely increasing,1.1 (0.84 -- 1.5),0.016 (-0.044 -- 0.14),42 (5 -- -16)
Berlin State,11328 (2467 -- 68222),Likely increasing,1.1 (0.75 -- 1.6),0.02 (-0.07 -- 0.15),35 (4.5 -- -9.9)
Brandenburg State,13245 (3856 -- 41275),Likely increasing,1.1 (0.86 -- 1.3),0.035 (-0.038 -- 0.092),20 (7.5 -- -18)
Dolnoslaskie,2716 (375 -- 19186),Stable,0.96 (0.57 -- 1.5),-0.011 (-0.13 -- 0.13),-61 (5.2 -- -5.5)
Free Hanseatic City of Bremen,656 (186 -- 3227),Likely increasing,1 (0.8 -- 1.4),0.0086 (-0.056 -- 0.094),81 (7.4 -- -12)
Free Hanseatic City of Hamburg,8321 (2353 -- 56206),Likely increasing,1.2 (0.94 -- 1.8),0.042 (-0.017 -- 0.19),17 (3.6 -- -40)
Free State of Bavaria,50356 (15311 -- 233467),Likely increasing,1.1 (0.87 -- 1.6),0.028 (-0.037 -- 0.15),24 (4.8 -- -19)
Free State of Saxony,36252 (10026 -- 239108),Likely increasing,1.1 (0.83 -- 1.7),0.022 (-0.047 -- 0.18),32 (3.8 -- -15)
Free State of Thüringia,25214 (6721 -- 226127),Likely increasing,1.2 (0.94 -- 1.9),0.048 (-0.016 -- 0.22),14 (3.1 -- -43)
Germany,406773 (174751 -- 1190660),Likely increasing,1.1 (0.95 -- 1.4),0.029 (-0.013 -- 0.11),24 (6.3 -- -52)
Hesse State,22425 (7100 -- 65463),Likely increasing,1.1 (0.82 -- 1.2),0.015 (-0.052 -- 0.057),46 (12 -- -13)
Kujawsko-Pomorskie,6558 (1501 -- 43303),Stable,1 (0.74 -- 1.7),0.0077 (-0.075 -- 0.18),90 (3.9 -- -9.2)
Lodzkie,15158 (1109 -- 263853),Likely increasing,1.3 (0.59 -- 2.7),0.071 (-0.12 -- 0.4),9.7 (1.7 -- -5.7)
Lower Saxony State,13888 (3478 -- 61184),Likely increasing,1.1 (0.8 -- 1.3),0.017 (-0.057 -- 0.085),41 (8.2 -- -12)
Lubelskie,4642 (857 -- 30222),Stable,1 (0.67 -- 1.6),0.0065 (-0.096 -- 0.16),110 (4.3 -- -7.2)
Lubuskie,3217 (463 -- 133238),Likely increasing,1.1 (0.73 -- 2.6),0.021 (-0.078 -- 0.37),32 (1.9 -- -8.9)
Malopolskie,793 (69 -- 6858),Likely decreasing,0.88 (0.41 -- 1.5),-0.034 (-0.18 -- 0.13),-20 (5.3 -- -3.9)
Mazowieckie,13850 (2768 -- 111067),Likely increasing,1.1 (0.76 -- 1.8),0.017 (-0.07 -- 0.21),42 (3.3 -- -9.9)
Mecklenburg-Western Pomerania State,3659 (1163 -- 20106),Likely increasing,1.2 (0.96 -- 1.6),0.042 (-0.012 -- 0.15),16 (4.7 -- -57)
North Rhine-Westphalia State,59583 (23366 -- 159696),Likely increasing,1.1 (0.92 -- 1.2),0.021 (-0.023 -- 0.064),33 (11 -- -30)
Opolskie,1013 (139 -- 5616),Likely decreasing,0.92 (0.51 -- 1.4),-0.023 (-0.15 -- 0.099),-30 (7 -- -4.7)
Podkarpackie,1751 (236 -- 10421),Stable,0.97 (0.55 -- 1.5),-0.0092 (-0.14 -- 0.12),-75 (5.8 -- -5.1)
Podlaskie,1768 (241 -- 14286),Stable,0.98 (0.59 -- 1.5),-0.0044 (-0.12 -- 0.13),-160 (5.2 -- -5.7)
Poland,106933 (29499 -- 525195),Likely increasing,1.2 (0.82 -- 1.8),0.042 (-0.049 -- 0.2),17 (3.4 -- -14)
Pomorskie,63828 (6319 -- 788873),Likely increasing,1.8 (0.96 -- 3.5),0.19 (-0.01 -- 0.55),3.6 (1.2 -- -67)
Rhineland-Palatinate State,15609 (4286 -- 115131),Likely increasing,1.1 (0.85 -- 1.7),0.027 (-0.042 -- 0.18),25 (3.9 -- -16)
Saarland State,4273 (1130 -- 24282),Likely increasing,1.1 (0.87 -- 1.6),0.033 (-0.038 -- 0.15),21 (4.7 -- -18)
Sachsen-Anhalt State,11522 (2636 -- 43872),Likely increasing,1.2 (0.82 -- 1.5),0.041 (-0.051 -- 0.13),17 (5.5 -- -14)
Schleswig-Holstein State,7245 (1208 -- 44875),Likely increasing,1.2 (0.72 -- 1.7),0.046 (-0.081 -- 0.17),15 (4 -- -8.5)
Slaskie,4604 (990 -- 27683),Stable,0.99 (0.66 -- 1.5),-0.0028 (-0.098 -- 0.13),-250 (5.2 -- -7.1)
Swietokrzyskie,419 (59 -- 2669),Likely decreasing,0.85 (0.54 -- 1.3),-0.043 (-0.14 -- 0.067),-16 (10 -- -5.1)
Warminsko-Mazurskie,2037 (339 -- 18926),Stable,0.96 (0.61 -- 1.7),-0.012 (-0.11 -- 0.17),-59 (4.1 -- -6.2)
Wielkopolskie,3901 (943 -- 13360),Likely decreasing,0.9 (0.63 -- 1.2),-0.027 (-0.11 -- 0.061),-25 (11 -- -6.4)
Zachodniopomorskie,5174 (919 -- 56351),Likely increasing,1.1 (0.72 -- 2),0.022 (-0.08 -- 0.24),32 (2.9 -- -8.6)
