Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,4541 (1892 -- 10015),Likely decreasing,0.89 (0.65 -- 1.1),-0.032 (-0.1 -- 0.035),-22 (20 -- -6.7)
Bavaria,7184 (3690 -- 14972),Likely decreasing,0.97 (0.78 -- 1.3),-0.0086 (-0.062 -- 0.068),-81 (10 -- -11)
Berlin,1443 (697 -- 3051),Likely decreasing,0.95 (0.77 -- 1.2),-0.013 (-0.066 -- 0.044),-52 (16 -- -11)
Brandenburg,481 (217 -- 949),Likely decreasing,0.93 (0.69 -- 1.1),-0.02 (-0.088 -- 0.029),-35 (24 -- -7.9)
Bremen,395 (214 -- 744),Likely decreasing,0.95 (0.78 -- 1.1),-0.013 (-0.062 -- 0.038),-54 (18 -- -11)
Dolnośląskie,212 (101 -- 387),Likely increasing,1.1 (0.81 -- 1.2),0.021 (-0.055 -- 0.065),33 (11 -- -13)
Germany,31299 (18924 -- 53563),Likely decreasing,0.96 (0.81 -- 1.2),-0.012 (-0.053 -- 0.051),-59 (14 -- -13)
Hamburg,578 (265 -- 1266),Likely decreasing,0.91 (0.72 -- 1.2),-0.024 (-0.081 -- 0.041),-28 (17 -- -8.6)
Hesse,2068 (1105 -- 4482),Likely decreasing,0.9 (0.71 -- 1.2),-0.027 (-0.084 -- 0.059),-25 (12 -- -8.2)
Kujawsko-Pomorskie,152 (90 -- 286),Likely increasing,1.1 (0.99 -- 1.3),0.036 (-0.0027 -- 0.078),19 (8.8 -- -260)
Lower Saxony,1568 (762 -- 3382),Likely decreasing,0.84 (0.62 -- 1.2),-0.045 (-0.11 -- 0.043),-15 (16 -- -6.3)
Lubelskie,647 (287 -- 1537),Likely increasing,1.1 (0.72 -- 1.5),0.017 (-0.08 -- 0.13),40 (5.2 -- -8.7)
Lubuskie,73 (41 -- 140),Likely increasing,1.1 (0.97 -- 1.3),0.036 (-0.0088 -- 0.078),19 (8.9 -- -79)
Mazowieckie,838 (573 -- 1327),Increasing,1.2 (1.1 -- 1.3),0.055 (0.032 -- 0.083),12 (8.3 -- 22)
Małopolskie,256 (137 -- 513),Stable,1 (0.8 -- 1.3),0.0081 (-0.055 -- 0.077),86 (8.9 -- -13)
Mecklenburg-Vorpommern,304 (169 -- 638),Stable,0.99 (0.82 -- 1.3),-0.003 (-0.051 -- 0.084),-230 (8.2 -- -14)
North Rhine-Westphalia,4603 (2569 -- 8487),Likely decreasing,0.89 (0.7 -- 1.1),-0.031 (-0.086 -- 0.036),-22 (19 -- -8.1)
Opolskie,51 (23 -- 94),Likely increasing,1.1 (0.8 -- 1.2),0.014 (-0.055 -- 0.043),50 (16 -- -13)
Podkarpackie,315 (216 -- 503),Increasing,1.1 (1.1 -- 1.2),0.039 (0.017 -- 0.064),18 (11 -- 42)
Podlaskie,280 (178 -- 477),Increasing,1.2 (1.1 -- 1.4),0.054 (0.022 -- 0.096),13 (7.2 -- 32)
Poland,3615 (2533 -- 5199),Likely increasing,1.1 (0.95 -- 1.2),0.019 (-0.014 -- 0.048),37 (14 -- -49)
Pomorskie,153 (93 -- 237),Likely increasing,1.1 (0.95 -- 1.1),0.022 (-0.013 -- 0.04),32 (17 -- -54)
Rhineland-Palatinate,1196 (577 -- 2666),Likely decreasing,0.92 (0.69 -- 1.3),-0.024 (-0.091 -- 0.077),-29 (9 -- -7.6)
Saarland,217 (94 -- 494),Likely decreasing,0.89 (0.67 -- 1.2),-0.03 (-0.097 -- 0.047),-23 (15 -- -7.2)
Saxony,2211 (970 -- 4254),Likely increasing,1.1 (0.93 -- 1.2),0.037 (-0.02 -- 0.064),19 (11 -- -36)
Saxony-Anhalt,584 (332 -- 991),Likely increasing,1.1 (0.89 -- 1.2),0.018 (-0.032 -- 0.046),39 (15 -- -22)
Schleswig-Holstein,345 (200 -- 605),Likely decreasing,0.86 (0.71 -- 1),-0.039 (-0.085 -- 0.0095),-18 (73 -- -8.2)
Thuringia,1348 (631 -- 2642),Likely increasing,1.1 (0.9 -- 1.4),0.039 (-0.028 -- 0.093),18 (7.4 -- -24)
Warmińsko-Mazurskie,194 (103 -- 374),Likely increasing,1.2 (0.98 -- 1.4),0.059 (-0.0052 -- 0.12),12 (6 -- -130)
Wielkopolskie,210 (98 -- 423),Likely increasing,1.1 (0.8 -- 1.3),0.02 (-0.055 -- 0.075),35 (9.3 -- -12)
Zachodniopomorskie,317 (194 -- 534),Increasing,1.2 (1 -- 1.3),0.042 (0.0017 -- 0.086),17 (8.1 -- 410)
Łódzkie,207 (96 -- 379),Stable,1 (0.74 -- 1.2),-0.00039 (-0.073 -- 0.052),-1800 (13 -- -9.4)
Śląskie,276 (181 -- 470),Increasing,1.1 (1.1 -- 1.3),0.036 (0.014 -- 0.077),19 (9 -- 48)
Świętokrzyskie,33 (13 -- 63),Stable,1 (0.76 -- 1.1),0.0029 (-0.068 -- 0.029),240 (24 -- -10)
