Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,154133 (81794 -- 266830),Likely increasing,1.1 (0.8 -- 1.3),0.014 (-0.056 -- 0.07),49 (9.9 -- -12)
Bavaria,222318 (141270 -- 340083),Likely increasing,1.1 (0.92 -- 1.3),0.024 (-0.023 -- 0.07),29 (9.8 -- -30)
Berlin,17773 (7628 -- 44809),Stable,1 (0.77 -- 1.3),0.0041 (-0.064 -- 0.09),170 (7.7 -- -11)
Brandenburg,18419 (7813 -- 49362),Stable,0.98 (0.76 -- 1.3),-0.0059 (-0.069 -- 0.084),-120 (8.3 -- -10)
Bremen,12104 (4443 -- 41107),Likely increasing,1.3 (0.97 -- 2),0.087 (-0.01 -- 0.23),7.9 (3 -- -69)
Dolnośląskie,2519 (1058 -- 6016),Likely decreasing,0.81 (0.52 -- 1.2),-0.052 (-0.14 -- 0.058),-13 (12 -- -4.9)
Germany,836490 (528020 -- 1288360),Stable,1 (0.81 -- 1.2),-0.00019 (-0.053 -- 0.045),-3700 (16 -- -13)
Hamburg,25253 (9476 -- 76436),Likely increasing,1.3 (0.86 -- 1.8),0.068 (-0.04 -- 0.21),10 (3.3 -- -17)
Hesse,54929 (30749 -- 96868),Stable,1 (0.79 -- 1.2),0.0068 (-0.058 -- 0.066),100 (10 -- -12)
Kujawsko-Pomorskie,1379 (614 -- 3048),Decreasing,0.69 (0.46 -- 0.99),-0.089 (-0.16 -- -0.0028),-7.8 (-240 -- -4.2)
Lower Saxony,94520 (43472 -- 235971),Likely increasing,1.1 (0.86 -- 1.4),0.018 (-0.04 -- 0.097),38 (7.1 -- -17)
Lubelskie,2446 (968 -- 6116),Likely decreasing,0.8 (0.49 -- 1.2),-0.057 (-0.15 -- 0.048),-12 (15 -- -4.5)
Lubuskie,819 (366 -- 1777),Likely decreasing,0.75 (0.49 -- 1.1),-0.071 (-0.15 -- 0.018),-9.7 (39 -- -4.5)
Mazowieckie,4290 (2041 -- 8803),Likely decreasing,0.75 (0.48 -- 1.1),-0.072 (-0.16 -- 0.014),-9.6 (48 -- -4.4)
Małopolskie,1643 (737 -- 3305),Likely decreasing,0.8 (0.51 -- 1.1),-0.057 (-0.14 -- 0.021),-12 (33 -- -4.8)
Mecklenburg-Vorpommern,28420 (17050 -- 48496),Likely increasing,1.1 (0.87 -- 1.2),0.017 (-0.038 -- 0.062),42 (11 -- -18)
North Rhine-Westphalia,107528 (57032 -- 196490),Likely decreasing,0.83 (0.62 -- 1.1),-0.047 (-0.11 -- 0.018),-15 (40 -- -6.2)
Opolskie,498 (171 -- 1305),Likely decreasing,0.76 (0.42 -- 1.2),-0.067 (-0.18 -- 0.054),-10 (13 -- -3.9)
Podkarpackie,1003 (427 -- 2311),Likely increasing,1.1 (0.7 -- 1.6),0.018 (-0.088 -- 0.14),38 (4.8 -- -7.9)
Podlaskie,627 (261 -- 1450),Likely decreasing,0.86 (0.55 -- 1.3),-0.039 (-0.13 -- 0.071),-18 (9.8 -- -5.2)
Poland,25289 (11572 -- 54167),Likely decreasing,0.73 (0.47 -- 1),-0.077 (-0.16 -- 0.01),-9 (68 -- -4.3)
Pomorskie,2051 (814 -- 4802),Likely decreasing,0.81 (0.48 -- 1.2),-0.054 (-0.16 -- 0.062),-13 (11 -- -4.4)
Rhineland-Palatinate,46001 (24645 -- 87966),Likely increasing,1 (0.82 -- 1.3),0.013 (-0.052 -- 0.07),54 (9.9 -- -13)
Saarland,11504 (5992 -- 20835),Likely decreasing,0.91 (0.65 -- 1.1),-0.026 (-0.1 -- 0.036),-27 (19 -- -6.8)
Saxony,95496 (46770 -- 198305),Likely increasing,1.2 (0.89 -- 1.6),0.055 (-0.031 -- 0.15),13 (4.6 -- -22)
Saxony-Anhalt,26176 (14044 -- 49929),Stable,0.98 (0.75 -- 1.2),-0.0048 (-0.072 -- 0.063),-150 (11 -- -9.6)
Schleswig-Holstein,45353 (26467 -- 83318),Likely increasing,1.2 (0.99 -- 1.4),0.051 (-0.0037 -- 0.11),14 (6.3 -- -190)
Thuringia,27120 (12282 -- 58423),Stable,0.97 (0.68 -- 1.3),-0.0085 (-0.095 -- 0.084),-81 (8.2 -- -7.3)
Warmińsko-Mazurskie,830 (339 -- 1802),Likely decreasing,0.69 (0.44 -- 1),-0.089 (-0.17 -- 0.0076),-7.8 (92 -- -4)
Wielkopolskie,2551 (1099 -- 5712),Decreasing,0.69 (0.43 -- 1),-0.091 (-0.18 -- 0.0015),-7.6 (470 -- -3.9)
Zachodniopomorskie,2085 (869 -- 5011),Likely decreasing,0.81 (0.51 -- 1.1),-0.055 (-0.15 -- 0.04),-13 (17 -- -4.7)
Łódzkie,1568 (619 -- 3883),Likely decreasing,0.75 (0.45 -- 1.1),-0.07 (-0.17 -- 0.038),-9.8 (18 -- -4.2)
Śląskie,2547 (966 -- 5948),Likely decreasing,0.88 (0.53 -- 1.4),-0.034 (-0.14 -- 0.093),-21 (7.4 -- -4.9)
Świętokrzyskie,805 (371 -- 1625),Likely decreasing,0.83 (0.56 -- 1.1),-0.048 (-0.13 -- 0.034),-15 (20 -- -5.3)
