Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,1260 (613 -- 2850),Likely increasing,1.1 (0.81 -- 1.5),0.019 (-0.055 -- 0.12),36 (5.7 -- -13)
Bavaria,1628 (588 -- 3839),Likely increasing,1.1 (0.75 -- 1.7),0.03 (-0.073 -- 0.18),23 (3.9 -- -9.6)
Berlin,1562 (394 -- 5726),Likely increasing,1.2 (0.74 -- 1.9),0.056 (-0.073 -- 0.22),12 (3.2 -- -9.5)
Brandenburg,256 (46 -- 1496),Likely increasing,1.1 (0.56 -- 2.2),0.039 (-0.13 -- 0.3),18 (2.3 -- -5.4)
Bremen,118 (42 -- 334),Stable,1 (0.67 -- 1.4),0.0074 (-0.096 -- 0.12),94 (6 -- -7.2)
Dolnośląskie,30 (12 -- 84),Stable,1 (0.74 -- 1.5),0.0021 (-0.076 -- 0.13),330 (5.2 -- -9.2)
Germany,13888 (7523 -- 26434),Likely increasing,1.1 (0.87 -- 1.5),0.033 (-0.035 -- 0.13),21 (5.5 -- -20)
Hamburg,1178 (591 -- 2512),Increasing,1.3 (1 -- 1.6),0.069 (0.00085 -- 0.15),10 (4.5 -- 810)
Hesse,744 (348 -- 1656),Stable,0.99 (0.74 -- 1.3),-0.0038 (-0.074 -- 0.08),-180 (8.6 -- -9.3)
Kujawsko-Pomorskie,28 (11 -- 67),Likely increasing,1.1 (0.82 -- 1.4),0.031 (-0.05 -- 0.12),23 (5.9 -- -14)
Lower Saxony,918 (349 -- 2704),Stable,1 (0.68 -- 1.6),0.0027 (-0.093 -- 0.15),260 (4.7 -- -7.5)
Lubelskie,41 (11 -- 119),Stable,1 (0.58 -- 1.5),0.0033 (-0.12 -- 0.13),210 (5.2 -- -5.6)
Lubuskie,14 (4 -- 50),Likely increasing,1.1 (0.72 -- 1.7),0.034 (-0.08 -- 0.18),20 (3.9 -- -8.6)
Mazowieckie,79 (39 -- 166),Likely increasing,1 (0.79 -- 1.3),0.013 (-0.059 -- 0.085),53 (8.2 -- -12)
Małopolskie,81 (32 -- 183),Stable,0.96 (0.64 -- 1.3),-0.012 (-0.11 -- 0.089),-58 (7.8 -- -6.5)
Mecklenburg-Vorpommern,281 (89 -- 883),Likely increasing,1.3 (0.83 -- 1.9),0.075 (-0.047 -- 0.22),9.3 (3.1 -- -15)
North Rhine-Westphalia,5332 (2754 -- 10604),Likely increasing,1.2 (0.9 -- 1.6),0.052 (-0.03 -- 0.15),13 (4.7 -- -23)
Opolskie,16 (5 -- 46),Likely increasing,1.2 (0.82 -- 1.6),0.047 (-0.051 -- 0.16),15 (4.4 -- -14)
Podkarpackie,40 (10 -- 108),Stable,1.1 (0.6 -- 1.4),0.015 (-0.12 -- 0.11),46 (6.1 -- -5.9)
Podlaskie,35 (14 -- 92),Likely increasing,1.1 (0.82 -- 1.6),0.037 (-0.051 -- 0.14),19 (4.8 -- -14)
Poland,479 (304 -- 782),Stable,0.98 (0.81 -- 1.2),-0.0047 (-0.055 -- 0.05),-150 (14 -- -13)
Pomorskie,15 (4 -- 43),Likely decreasing,0.85 (0.47 -- 1.2),-0.042 (-0.16 -- 0.055),-16 (13 -- -4.3)
Rhineland-Palatinate,413 (184 -- 949),Likely decreasing,0.94 (0.67 -- 1.3),-0.017 (-0.096 -- 0.077),-41 (9 -- -7.2)
Saarland,231 (84 -- 636),Likely increasing,1.1 (0.74 -- 1.5),0.028 (-0.071 -- 0.13),24 (5.2 -- -9.7)
Saxony,150 (38 -- 547),Stable,0.95 (0.52 -- 1.5),-0.013 (-0.14 -- 0.14),-52 (5.1 -- -4.8)
Saxony-Anhalt,112 (34 -- 328),Stable,1 (0.64 -- 1.6),0.011 (-0.1 -- 0.15),62 (4.5 -- -6.6)
Schleswig-Holstein,1108 (522 -- 2424),Likely increasing,1.2 (0.9 -- 1.6),0.053 (-0.029 -- 0.16),13 (4.5 -- -24)
Thuringia,57 (15 -- 191),Likely decreasing,0.87 (0.5 -- 1.4),-0.035 (-0.15 -- 0.098),-20 (7.1 -- -4.6)
Warmińsko-Mazurskie,26 (10 -- 70),Likely increasing,1.1 (0.84 -- 1.5),0.036 (-0.044 -- 0.14),19 (5 -- -16)
Wielkopolskie,30 (14 -- 78),Stable,1 (0.82 -- 1.5),0.0078 (-0.051 -- 0.12),89 (5.6 -- -14)
Zachodniopomorskie,30 (13 -- 73),Likely increasing,1.2 (0.87 -- 1.6),0.044 (-0.037 -- 0.14),16 (4.8 -- -19)
Łódzkie,29 (13 -- 67),Likely increasing,1.1 (0.83 -- 1.4),0.017 (-0.048 -- 0.1),40 (6.9 -- -15)
Śląskie,62 (21 -- 141),Stable,1 (0.63 -- 1.4),0.0039 (-0.11 -- 0.094),180 (7.3 -- -6.4)
Świętokrzyskie,15 (5 -- 44),Likely increasing,1.1 (0.75 -- 1.5),0.024 (-0.071 -- 0.13),29 (5.5 -- -9.7)
