region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,89703 (44410 -- 289462),89703,119745,98647,44410,64036,76684,105164,141835,289462,New confirmed cases by infection date,Likely increasing,0.15
Poland,59029 (34269 -- 152417),59029,73133,65035,34269,46275,53691,65156,80222,152417,New confirmed cases by infection date,Likely decreasing,0.64
North Rhine-Westphalia,13509 (8255 -- 23240),13509,14470,5168,8255,11092,12553,14596,16854,23240,New confirmed cases by infection date,Stable,0.49
Bavaria,9935 (5638 -- 17691),9935,10555,3922,5638,7824,9116,10782,12651,17691,New confirmed cases by infection date,Stable,0.59
Baden-Wurttemberg,7960 (4874 -- 15127),7960,8688,3640,4874,6428,7356,8561,9813,15127,New confirmed cases by infection date,Likely increasing,0.35
Mazowieckie,7865 (4180 -- 83704),7865,25394,31158,4180,5792,6857,9217,47638,83704,New confirmed cases by infection date,Likely decreasing,0.62
Śląskie,7780 (4336 -- 14936),7780,8416,3591,4336,6090,7090,8448,9826,14936,New confirmed cases by infection date,Likely decreasing,0.9
Saxony,5518 (2987 -- 14763),5518,6714,4225,2987,4218,4949,6178,7634,14763,New confirmed cases by infection date,Stable,0.41
Hesse,5337 (3332 -- 9055),5337,5658,1907,3332,4352,4938,5794,6535,9055,New confirmed cases by infection date,Stable,0.49
Wielkopolskie,5219 (2728 -- 11346),5219,5896,3045,2728,3987,4654,5800,6979,11346,New confirmed cases by infection date,Likely decreasing,0.82
Dolnośląskie,5215 (2593 -- 10884),5215,5818,3031,2593,3929,4719,5779,6848,10884,New confirmed cases by infection date,Likely decreasing,0.8
Łódzkie,5190 (3014 -- 9659),5190,5624,2392,3014,4157,4763,5580,6451,9659,New confirmed cases by infection date,Likely decreasing,0.66
Małopolskie,4639 (2591 -- 8660),4639,4984,2229,2591,3635,4211,5030,5781,8660,New confirmed cases by infection date,Likely decreasing,0.83
Lower Saxony,4357 (2575 -- 7994),4357,4764,2296,2575,3534,4031,4689,5458,7994,New confirmed cases by infection date,Stable,0.56
Rhineland-Palatinate,3593 (1446 -- 8872),3593,4173,2656,1446,2492,3145,4157,5053,8872,New confirmed cases by infection date,Stable,0.4
Kujawsko-Pomorskie,2932 (1753 -- 6272),2932,3368,1826,1753,2360,2710,3220,3815,6272,New confirmed cases by infection date,Likely decreasing,0.7
Pomorskie,2628 (1592 -- 5299),2628,3025,2054,1592,2124,2403,2880,3347,5299,New confirmed cases by infection date,Likely decreasing,0.82
Saxony-Anhalt,2579 (1222 -- 5287),2579,2867,1518,1222,1942,2343,2855,3492,5287,New confirmed cases by infection date,Likely increasing,0.36
Lubelskie,2461 (1504 -- 4044),2461,2582,801,1504,2040,2295,2634,3005,4044,New confirmed cases by infection date,Likely decreasing,0.83
Thuringia,2418 (1502 -- 4291),2418,2617,998,1502,1994,2255,2617,2999,4291,New confirmed cases by infection date,Stable,0.56
Berlin,2131 (1107 -- 4036),2131,2280,963,1107,1629,1917,2329,2722,4036,New confirmed cases by infection date,Likely decreasing,0.73
Zachodniopomorskie,2130 (1141 -- 4322),2130,2407,1386,1141,1644,1938,2362,2781,4322,New confirmed cases by infection date,Likely decreasing,0.72
Hamburg,1951 (852 -- 4231),1951,2192,1143,852,1441,1764,2199,2701,4231,New confirmed cases by infection date,Likely increasing,0.32
Podkarpackie,1879 (1094 -- 3567),1879,2052,889,1094,1510,1733,2036,2337,3567,New confirmed cases by infection date,Likely decreasing,0.9
Mecklenburg-Vorpommern,1629 (1031 -- 2671),1629,1715,525,1031,1356,1515,1743,1966,2671,New confirmed cases by infection date,Likely increasing,0.053
Brandenburg,1617 (798 -- 3753),1617,1865,1152,798,1223,1457,1805,2144,3753,New confirmed cases by infection date,Stable,0.55
Opolskie,1584 (894 -- 2949),1584,1722,733,894,1249,1457,1743,2002,2949,New confirmed cases by infection date,Likely decreasing,0.72
Podlaskie,1413 (892 -- 2458),1413,1514,551,892,1165,1319,1518,1725,2458,New confirmed cases by infection date,Likely decreasing,0.73
Warmińsko-Mazurskie,1297 (767 -- 2409),1297,1408,540,767,1047,1201,1401,1638,2409,New confirmed cases by infection date,Likely decreasing,0.88
Świętokrzyskie,1240 (651 -- 2502),1240,1404,852,651,964,1131,1367,1619,2502,New confirmed cases by infection date,Likely decreasing,0.86
Schleswig-Holstein,1195 (795 -- 1800),1195,1240,340,795,1017,1124,1270,1418,1800,New confirmed cases by infection date,Likely increasing,0.37
Saarland,1062 (496 -- 2759),1062,1266,848,496,773,939,1199,1487,2759,New confirmed cases by infection date,Likely increasing,0.12
Lubuskie,1016 (582 -- 1845),1016,1103,453,582,821,936,1115,1297,1845,New confirmed cases by infection date,Likely decreasing,0.93
Bremen,621 (338 -- 1133),621,660,246,338,491,565,675,784,1133,New confirmed cases by infection date,Likely increasing,0.29
Germany,1.3 (0.92 -- 2.2),1.3,1.4,0.46,0.92,1.1,1.2,1.4,1.6,2.2,Effective reproduction no.,Likely increasing,0.15
