region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,6220 (2188 -- 30868),6220,11400,30091,2188,3849,5090,7550,10736,30868,New confirmed cases by infection date,Likely decreasing,0.63
North Rhine-Westphalia,4562 (770 -- 57187),4562,26496,268352,770,1975,3320,6511,11829,57187,New confirmed cases by infection date,Likely increasing,0.23
Lower Saxony,1675 (409 -- 10798),1675,3890,15523,409,1024,1378,2052,2974,10798,New confirmed cases by infection date,Likely decreasing,0.63
Bavaria,1667 (452 -- 11752),1667,3795,10520,452,967,1344,2098,3063,11752,New confirmed cases by infection date,Stable,0.47
Hesse,997 (194 -- 5128),997,2337,16575,194,616,835,1227,1714,5128,New confirmed cases by infection date,Stable,0.55
Baden-Wurttemberg,594 (193 -- 3328),594,1184,3321,193,401,501,689,964,3328,New confirmed cases by infection date,Likely decreasing,0.7
Hamburg,474 (86 -- 6655),474,2403,24367,86,225,354,633,1126,6655,New confirmed cases by infection date,Stable,0.5
Rhineland-Palatinate,342 (81 -- 3489),342,1127,4188,81,192,274,447,726,3489,New confirmed cases by infection date,Stable,0.58
Saxony,239 (59 -- 3095),239,1111,5471,59,136,190,322,522,3095,New confirmed cases by infection date,Likely decreasing,0.65
Poland,209 (70 -- 1038),209,400,1730,70,141,183,245,328,1038,New confirmed cases by infection date,Likely decreasing,0.81
Schleswig-Holstein,198 (20 -- 877),198,335,789,20,111,163,245,344,877,New confirmed cases by infection date,Likely decreasing,0.8
Thuringia,164 (7 -- 896),164,314,717,7,71,120,210,326,896,New confirmed cases by infection date,Likely decreasing,0.86
Brandenburg,148 (21 -- 872),148,379,3420,21,77,118,189,276,872,New confirmed cases by infection date,Likely decreasing,0.74
Saarland,140 (18 -- 1330),140,531,3435,18,72,108,182,306,1330,New confirmed cases by infection date,Likely decreasing,0.63
Saxony-Anhalt,131 (29 -- 626),131,515,12758,29,79,109,156,214,626,New confirmed cases by infection date,Likely decreasing,0.81
Opolskie,95 (5 -- 73980),95,37700,286350,5,29,62,183,923,73980,New confirmed cases by infection date,Likely increasing,0.35
Mecklenburg-Vorpommern,78 (16 -- 670),78,320,4251,16,44,63,98,159,670,New confirmed cases by infection date,Likely decreasing,0.7
Małopolskie,72 (0 -- 184813),72,63626,871879,0,9,29,211,1783,184813,New confirmed cases by infection date,Stable,0.41
Mazowieckie,57 (4 -- 348),57,134,517,4,27,43,73,110,348,New confirmed cases by infection date,Likely decreasing,0.79
Bremen,42 (2 -- 777),42,353,3158,2,18,31,58,115,777,New confirmed cases by infection date,Likely decreasing,0.64
Podlaskie,39 (1 -- 2855),39,946,6860,1,10,24,67,208,2855,New confirmed cases by infection date,Stable,0.45
Berlin,31 (0 -- 491),31,278,4425,0,9,20,46,88,491,New confirmed cases by infection date,Likely decreasing,0.83
Świętokrzyskie,21 (0 -- 786),21,2867,48309,0,7,14,30,58,786,New confirmed cases by infection date,Likely decreasing,0.68
Pomorskie,18 (0 -- 446),18,446,7404,0,6,12,26,53,446,New confirmed cases by infection date,Likely decreasing,0.72
Warmińsko-Mazurskie,16 (0 -- 325),16,296,5500,0,5,11,24,46,325,New confirmed cases by infection date,Likely decreasing,0.68
Dolnośląskie,11 (0 -- 623),11,1858,52847,0,3,7,17,36,623,New confirmed cases by infection date,Likely decreasing,0.68
Podkarpackie,10 (0 -- 114),10,46,316,0,2,7,16,28,114,New confirmed cases by infection date,Likely decreasing,0.79
Kujawsko-Pomorskie,5 (0 -- 358),5,2063,64297,0,1,3,8,18,358,New confirmed cases by infection date,Likely decreasing,0.72
Łódzkie,5 (0 -- 124),5,115,2701,0,0,2,11,26,124,New confirmed cases by infection date,Likely decreasing,0.84
Lubelskie,3 (0 -- 54),3,20,100,0,0,2,6,11,54,New confirmed cases by infection date,Likely decreasing,0.86
Śląskie,2 (0 -- 56),2,32,426,0,0,1,4,8,56,New confirmed cases by infection date,Likely decreasing,0.85
Małopolskie,1.2 (0.56 -- 6.2),1.2,1.9,1.8,0.56,0.85,0.98,1.5,2.2,6.2,Effective reproduction no.,Stable,0.41
North Rhine-Westphalia,1.2 (0.83 -- 2.3),1.2,1.4,0.58,0.83,1,1.1,1.3,1.6,2.3,Effective reproduction no.,Likely increasing,0.23
Opolskie,1.1 (0.7 -- 4.8),1.1,1.7,1.4,0.7,0.94,1,1.3,1.8,4.8,Effective reproduction no.,Likely increasing,0.35
Bavaria,1 (0.76 -- 1.6),1,1.1,0.28,0.76,0.91,0.97,1.1,1.2,1.6,Effective reproduction no.,Stable,0.47
Hamburg,1 (0.68 -- 1.7),1,1.1,0.38,0.68,0.91,0.96,1.1,1.2,1.7,Effective reproduction no.,Stable,0.5
Podlaskie,1 (0.5 -- 2.4),1,1.2,0.66,0.5,0.87,0.97,1.1,1.4,2.4,Effective reproduction no.,Stable,0.45
Hesse,0.99 (0.67 -- 1.3),0.99,1,0.26,0.67,0.92,0.97,1,1.1,1.3,Effective reproduction no.,Stable,0.55
Lower Saxony,0.97 (0.73 -- 1.4),0.97,1,0.24,0.73,0.91,0.95,0.99,1.1,1.4,Effective reproduction no.,Likely decreasing,0.63
Rhineland-Palatinate,0.97 (0.68 -- 1.6),0.97,1,0.33,0.68,0.89,0.93,1,1.1,1.6,Effective reproduction no.,Stable,0.58
Germany,0.96 (0.76 -- 1.4),0.96,1,0.21,0.76,0.9,0.93,0.99,1.1,1.4,Effective reproduction no.,Likely decreasing,0.63
Saarland,0.95 (0.58 -- 1.5),0.95,0.99,0.32,0.58,0.87,0.92,0.98,1.1,1.5,Effective reproduction no.,Likely decreasing,0.63
Baden-Wurttemberg,0.94 (0.73 -- 1.4),0.94,0.98,0.22,0.73,0.89,0.92,0.96,1,1.4,Effective reproduction no.,Likely decreasing,0.7
Bremen,0.93 (0.49 -- 1.7),0.93,1,0.4,0.49,0.82,0.89,0.97,1.1,1.7,Effective reproduction no.,Likely decreasing,0.64
Schleswig-Holstein,0.93 (0.57 -- 1.2),0.93,0.91,0.2,0.57,0.85,0.91,0.95,0.98,1.2,Effective reproduction no.,Likely decreasing,0.8
Brandenburg,0.92 (0.61 -- 1.3),0.92,0.94,0.25,0.61,0.83,0.89,0.94,1,1.3,Effective reproduction no.,Likely decreasing,0.74
Mecklenburg-Vorpommern,0.92 (0.69 -- 1.4),0.92,0.97,0.27,0.69,0.86,0.9,0.95,1,1.4,Effective reproduction no.,Likely decreasing,0.7
Saxony,0.92 (0.68 -- 1.6),0.92,1,0.34,0.68,0.85,0.89,0.97,1.1,1.6,Effective reproduction no.,Likely decreasing,0.65
