Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,3334 (1662 -- 6416),Decreasing,0.74 (0.54 -- 0.93),-0.075 (-0.14 -- -0.02),-9.3 (-34 -- -5.1)
Bavaria,3915 (2280 -- 6801),Decreasing,0.82 (0.67 -- 0.99),-0.051 (-0.096 -- -0.003),-13 (-230 -- -7.2)
Berlin,781 (375 -- 1636),Decreasing,0.79 (0.59 -- 0.95),-0.061 (-0.12 -- -0.013),-11 (-53 -- -5.7)
Brandenburg,516 (252 -- 978),Decreasing,0.81 (0.63 -- 1),-0.053 (-0.11 -- -0.00066),-13 (-1100 -- -6.5)
Bremen,129 (53 -- 279),Decreasing,0.76 (0.54 -- 0.95),-0.069 (-0.14 -- -0.013),-10 (-53 -- -5)
Dolnośląskie,747 (414 -- 1410),Likely decreasing,0.83 (0.66 -- 1),-0.048 (-0.098 -- 0.009),-14 (77 -- -7)
Germany,17352 (9143 -- 31506),Decreasing,0.71 (0.49 -- 0.92),-0.083 (-0.15 -- -0.022),-8.3 (-32 -- -4.6)
Hamburg,385 (161 -- 809),Decreasing,0.82 (0.6 -- 0.99),-0.051 (-0.12 -- -0.0016),-14 (-420 -- -5.9)
Hesse,1860 (1062 -- 3227),Decreasing,0.79 (0.62 -- 0.94),-0.059 (-0.11 -- -0.017),-12 (-40 -- -6.3)
Kujawsko-Pomorskie,393 (201 -- 758),Likely decreasing,0.83 (0.6 -- 1),-0.048 (-0.12 -- 0.0071),-14 (97 -- -5.9)
Lower Saxony,1523 (786 -- 2705),Decreasing,0.8 (0.6 -- 0.98),-0.057 (-0.12 -- -0.005),-12 (-140 -- -5.8)
Lubelskie,471 (240 -- 900),Likely decreasing,0.88 (0.66 -- 1.1),-0.035 (-0.097 -- 0.029),-20 (24 -- -7.1)
Lubuskie,170 (91 -- 336),Likely decreasing,0.85 (0.68 -- 1.1),-0.041 (-0.093 -- 0.024),-17 (29 -- -7.4)
Mazowieckie,922 (453 -- 1741),Decreasing,0.8 (0.55 -- 0.99),-0.057 (-0.13 -- -0.0024),-12 (-290 -- -5.2)
Małopolskie,525 (283 -- 980),Decreasing,0.79 (0.61 -- 0.97),-0.059 (-0.11 -- -0.007),-12 (-99 -- -6.1)
Mecklenburg-Vorpommern,239 (118 -- 448),Decreasing,0.74 (0.56 -- 0.92),-0.074 (-0.13 -- -0.021),-9.4 (-33 -- -5.3)
North Rhine-Westphalia,3813 (2026 -- 7071),Decreasing,0.71 (0.51 -- 0.91),-0.085 (-0.15 -- -0.024),-8.2 (-29 -- -4.7)
Opolskie,241 (136 -- 436),Likely decreasing,0.83 (0.65 -- 1),-0.048 (-0.1 -- 0.0069),-14 (100 -- -6.9)
Podkarpackie,167 (83 -- 349),Likely decreasing,0.81 (0.59 -- 1.1),-0.054 (-0.12 -- 0.015),-13 (46 -- -5.8)
Podlaskie,255 (110 -- 582),Stable,0.96 (0.63 -- 1.3),-0.01 (-0.11 -- 0.078),-66 (8.9 -- -6.3)
Poland,7042 (3614 -- 12946),Decreasing,0.8 (0.57 -- 0.98),-0.058 (-0.13 -- -0.0057),-12 (-120 -- -5.4)
Pomorskie,564 (294 -- 1022),Likely decreasing,0.9 (0.67 -- 1.1),-0.029 (-0.097 -- 0.027),-24 (25 -- -7.2)
Rhineland-Palatinate,1301 (741 -- 2590),Likely decreasing,0.91 (0.7 -- 1.2),-0.026 (-0.087 -- 0.057),-26 (12 -- -8)
Saarland,300 (125 -- 677),Likely decreasing,0.86 (0.61 -- 1.1),-0.039 (-0.11 -- 0.023),-18 (30 -- -6.1)
Saxony,992 (410 -- 1960),Decreasing,0.63 (0.39 -- 0.83),-0.11 (-0.19 -- -0.048),-6.5 (-14 -- -3.7)
Saxony-Anhalt,527 (280 -- 926),Decreasing,0.73 (0.56 -- 0.89),-0.076 (-0.13 -- -0.031),-9.1 (-22 -- -5.3)
Schleswig-Holstein,323 (189 -- 524),Decreasing,0.8 (0.64 -- 0.92),-0.057 (-0.1 -- -0.022),-12 (-32 -- -6.7)
Thuringia,872 (424 -- 1564),Decreasing,0.78 (0.56 -- 0.92),-0.064 (-0.13 -- -0.021),-11 (-33 -- -5.3)
Warmińsko-Mazurskie,195 (110 -- 385),Decreasing,0.81 (0.67 -- 0.99),-0.053 (-0.095 -- -0.0027),-13 (-260 -- -7.3)
Wielkopolskie,679 (288 -- 1401),Decreasing,0.76 (0.5 -- 1),-0.068 (-0.15 -- -0.00083),-10 (-830 -- -4.6)
Zachodniopomorskie,307 (151 -- 573),Decreasing,0.76 (0.54 -- 0.94),-0.068 (-0.14 -- -0.016),-10 (-44 -- -5)
Łódzkie,652 (349 -- 1236),Likely decreasing,0.83 (0.64 -- 1),-0.048 (-0.11 -- 0.0092),-14 (75 -- -6.5)
Śląskie,766 (402 -- 1467),Decreasing,0.74 (0.55 -- 0.91),-0.076 (-0.13 -- -0.024),-9.2 (-29 -- -5.2)
Świętokrzyskie,195 (94 -- 404),Likely decreasing,0.82 (0.57 -- 1.1),-0.05 (-0.13 -- 0.023),-14 (31 -- -5.4)
