Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,1930 (362 -- 5214),Likely decreasing,0.94 (0.59 -- 1.2),-0.016 (-0.12 -- 0.048),-43 (14 -- -5.8)
Bavaria,5492 (2631 -- 17735),Likely increasing,1 (0.9 -- 1.4),0.01 (-0.028 -- 0.11),69 (6.1 -- -25)
Berlin,835 (271 -- 6577),Stable,1 (0.84 -- 1.6),0.0039 (-0.047 -- 0.17),180 (4.1 -- -15)
Brandenburg,719 (123 -- 2503),Likely decreasing,0.97 (0.61 -- 1.3),-0.0078 (-0.12 -- 0.067),-89 (10 -- -6)
Bremen,169 (26 -- 889),Stable,0.98 (0.64 -- 1.3),-0.0061 (-0.1 -- 0.091),-110 (7.6 -- -6.7)
Dolnośląskie,327 (34 -- 2078),Likely decreasing,0.85 (0.47 -- 1.3),-0.043 (-0.16 -- 0.085),-16 (8.1 -- -4.3)
Germany,22574 (12999 -- 61524),Likely increasing,1 (0.9 -- 1.4),0.0053 (-0.029 -- 0.1),130 (6.9 -- -24)
Hamburg,432 (69 -- 6709),Stable,0.99 (0.68 -- 2),-0.0034 (-0.093 -- 0.24),-200 (2.9 -- -7.4)
Hesse,1714 (265 -- 6396),Likely decreasing,0.94 (0.61 -- 1.2),-0.015 (-0.12 -- 0.045),-46 (15 -- -5.9)
Kujawsko-Pomorskie,976 (269 -- 4212),Likely decreasing,0.97 (0.69 -- 1.4),-0.0094 (-0.089 -- 0.11),-74 (6.2 -- -7.8)
Lower Saxony,3428 (886 -- 30281),Likely increasing,1.1 (0.74 -- 1.8),0.014 (-0.074 -- 0.21),49 (3.3 -- -9.4)
Lubelskie,271 (38 -- 1204),Likely decreasing,0.84 (0.51 -- 1.3),-0.045 (-0.15 -- 0.071),-15 (9.8 -- -4.7)
Lubuskie,498 (69 -- 2918),Likely decreasing,0.97 (0.59 -- 1.5),-0.0091 (-0.12 -- 0.13),-76 (5.4 -- -5.7)
Mazowieckie,4799 (382 -- 71800),Likely increasing,1.3 (0.52 -- 2.9),0.073 (-0.15 -- 0.45),9.5 (1.6 -- -4.7)
Małopolskie,546 (110 -- 1844),Likely decreasing,0.86 (0.59 -- 1.1),-0.038 (-0.12 -- 0.02),-18 (34 -- -5.7)
Mecklenburg-Vorpommern,1401 (323 -- 5754),Likely increasing,1 (0.7 -- 1.5),0.011 (-0.086 -- 0.13),63 (5.3 -- -8.1)
North Rhine-Westphalia,4878 (1993 -- 16051),Stable,1 (0.76 -- 1.4),0.0035 (-0.069 -- 0.1),200 (6.8 -- -10)
Opolskie,37 (1 -- 284),Likely decreasing,0.71 (0.27 -- 1.1),-0.083 (-0.23 -- 0.031),-8.4 (22 -- -3)
Podkarpackie,146 (12 -- 935),Likely decreasing,0.76 (0.4 -- 1.1),-0.068 (-0.19 -- 0.035),-10 (20 -- -3.7)
Podlaskie,121 (13 -- 2362),Likely decreasing,0.86 (0.48 -- 1.8),-0.04 (-0.16 -- 0.21),-17 (3.3 -- -4.4)
Poland,7198 (1827 -- 37161),Likely decreasing,0.9 (0.58 -- 1.4),-0.027 (-0.12 -- 0.11),-26 (6.1 -- -5.6)
Pomorskie,252 (6 -- 3645),Likely decreasing,0.82 (0.27 -- 1.5),-0.052 (-0.23 -- 0.14),-13 (5 -- -3)
Rhineland-Palatinate,1443 (446 -- 11772),Likely increasing,1 (0.81 -- 1.8),0.012 (-0.054 -- 0.2),58 (3.5 -- -13)
Saarland,938 (218 -- 4362),Likely increasing,1.1 (0.73 -- 1.4),0.014 (-0.077 -- 0.11),48 (6.1 -- -9)
Saxony,2911 (434 -- 16159),Likely increasing,1.1 (0.63 -- 1.7),0.025 (-0.11 -- 0.17),28 (4.1 -- -6.4)
Saxony-Anhalt,1387 (334 -- 4525),Stable,1 (0.68 -- 1.3),0.008 (-0.091 -- 0.091),87 (7.6 -- -7.6)
Schleswig-Holstein,1192 (302 -- 4307),Stable,1 (0.74 -- 1.3),0.0017 (-0.074 -- 0.071),400 (9.7 -- -9.4)
Thuringia,793 (142 -- 5210),Stable,1 (0.58 -- 1.6),-0.00083 (-0.12 -- 0.14),-830 (4.8 -- -5.7)
Warmińsko-Mazurskie,179 (17 -- 830),Likely decreasing,0.82 (0.45 -- 1.2),-0.05 (-0.17 -- 0.041),-14 (17 -- -4.1)
Wielkopolskie,482 (80 -- 1363),Likely decreasing,0.88 (0.58 -- 1.1),-0.033 (-0.13 -- 0.015),-21 (47 -- -5.5)
Zachodniopomorskie,434 (57 -- 1803),Likely decreasing,0.9 (0.55 -- 1.2),-0.029 (-0.13 -- 0.055),-24 (13 -- -5.2)
Łódzkie,773 (158 -- 2441),Likely decreasing,0.9 (0.63 -- 1.1),-0.028 (-0.11 -- 0.032),-24 (22 -- -6.4)
Śląskie,762 (137 -- 5385),Likely decreasing,0.87 (0.57 -- 1.5),-0.036 (-0.13 -- 0.12),-19 (5.6 -- -5.5)
Świętokrzyskie,406 (59 -- 1221),Likely decreasing,0.9 (0.58 -- 1.1),-0.028 (-0.13 -- 0.029),-25 (24 -- -5.5)
