Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,1597 (866 -- 3067),Decreasing,0.77 (0.62 -- 1),-0.065 (-0.11 -- -0.00056),-11 (-1200 -- -6.2)
Bavaria,1551 (930 -- 2708),Decreasing,0.78 (0.63 -- 0.94),-0.064 (-0.11 -- -0.017),-11 (-42 -- -6.4)
Berlin,277 (122 -- 619),Decreasing,0.72 (0.54 -- 0.89),-0.079 (-0.14 -- -0.03),-8.8 (-23 -- -5)
Brandenburg,138 (51 -- 308),Decreasing,0.69 (0.48 -- 0.88),-0.089 (-0.16 -- -0.034),-7.8 (-20 -- -4.4)
Bremen,88 (44 -- 234),Likely decreasing,0.86 (0.68 -- 1.2),-0.04 (-0.092 -- 0.055),-17 (13 -- -7.5)
Dolnośląskie,98 (46 -- 192),Decreasing,0.6 (0.43 -- 0.78),-0.12 (-0.18 -- -0.063),-5.9 (-11 -- -3.9)
Germany,9589 (5737 -- 18227),Likely decreasing,0.78 (0.65 -- 1),-0.063 (-0.1 -- 0.002),-11 (350 -- -6.7)
Hamburg,152 (65 -- 345),Decreasing,0.78 (0.6 -- 0.98),-0.062 (-0.12 -- -0.0056),-11 (-120 -- -5.9)
Hesse,1018 (587 -- 1820),Decreasing,0.81 (0.69 -- 0.99),-0.053 (-0.091 -- -0.0015),-13 (-450 -- -7.6)
Kujawsko-Pomorskie,39 (15 -- 92),Decreasing,0.55 (0.35 -- 0.8),-0.13 (-0.2 -- -0.057),-5.2 (-12 -- -3.4)
Lower Saxony,599 (330 -- 1153),Decreasing,0.76 (0.61 -- 0.97),-0.068 (-0.11 -- -0.0093),-10 (-74 -- -6.1)
Lubelskie,92 (43 -- 188),Decreasing,0.68 (0.49 -- 0.9),-0.094 (-0.16 -- -0.029),-7.4 (-24 -- -4.5)
Lubuskie,26 (11 -- 52),Decreasing,0.66 (0.46 -- 0.85),-0.098 (-0.16 -- -0.043),-7.1 (-16 -- -4.3)
Mazowieckie,171 (85 -- 356),Decreasing,0.66 (0.48 -- 0.88),-0.099 (-0.16 -- -0.032),-7 (-21 -- -4.4)
Małopolskie,76 (34 -- 148),Decreasing,0.58 (0.39 -- 0.76),-0.12 (-0.19 -- -0.068),-5.6 (-10 -- -3.7)
Mecklenburg-Vorpommern,52 (24 -- 106),Decreasing,0.64 (0.46 -- 0.8),-0.1 (-0.16 -- -0.057),-6.6 (-12 -- -4.2)
North Rhine-Westphalia,2551 (1453 -- 4773),Likely decreasing,0.81 (0.64 -- 1.1),-0.055 (-0.1 -- 0.016),-13 (44 -- -6.6)
Opolskie,53 (25 -- 106),Decreasing,0.67 (0.49 -- 0.87),-0.095 (-0.15 -- -0.035),-7.3 (-20 -- -4.5)
Podkarpackie,32 (13 -- 76),Decreasing,0.67 (0.47 -- 0.97),-0.095 (-0.16 -- -0.0075),-7.3 (-93 -- -4.3)
Podlaskie,30 (9 -- 90),Decreasing,0.6 (0.32 -- 1),-0.12 (-0.21 -- 0.0011),-5.9 (620 -- -3.2)
Poland,1227 (628 -- 2410),Decreasing,0.63 (0.47 -- 0.84),-0.11 (-0.16 -- -0.044),-6.5 (-16 -- -4.3)
Pomorskie,45 (18 -- 112),Decreasing,0.55 (0.33 -- 0.86),-0.13 (-0.21 -- -0.038),-5.2 (-18 -- -3.3)
Rhineland-Palatinate,489 (280 -- 930),Decreasing,0.78 (0.65 -- 0.98),-0.064 (-0.1 -- -0.0056),-11 (-120 -- -6.7)
Saarland,93 (34 -- 210),Decreasing,0.72 (0.5 -- 0.91),-0.08 (-0.15 -- -0.026),-8.6 (-27 -- -4.6)
Saxony,506 (269 -- 1025),Decreasing,0.73 (0.58 -- 0.95),-0.078 (-0.12 -- -0.015),-8.9 (-46 -- -5.6)
Saxony-Anhalt,216 (126 -- 443),Likely decreasing,0.77 (0.64 -- 1),-0.064 (-0.11 -- 0.0092),-11 (76 -- -6.6)
Schleswig-Holstein,168 (100 -- 282),Decreasing,0.79 (0.67 -- 0.9),-0.059 (-0.095 -- -0.027),-12 (-26 -- -7.3)
Thuringia,277 (145 -- 516),Decreasing,0.71 (0.57 -- 0.91),-0.082 (-0.13 -- -0.024),-8.4 (-28 -- -5.4)
Warmińsko-Mazurskie,41 (18 -- 77),Decreasing,0.7 (0.51 -- 0.84),-0.088 (-0.15 -- -0.044),-7.9 (-16 -- -4.7)
Wielkopolskie,175 (84 -- 353),Decreasing,0.67 (0.49 -- 0.89),-0.094 (-0.15 -- -0.031),-7.3 (-23 -- -4.5)
Zachodniopomorskie,83 (41 -- 159),Decreasing,0.68 (0.51 -- 0.85),-0.093 (-0.15 -- -0.043),-7.4 (-16 -- -4.7)
Łódzkie,93 (42 -- 201),Decreasing,0.62 (0.42 -- 0.82),-0.11 (-0.18 -- -0.053),-6.2 (-13 -- -3.9)
Śląskie,177 (93 -- 331),Decreasing,0.66 (0.5 -- 0.83),-0.1 (-0.15 -- -0.048),-6.9 (-14 -- -4.6)
Świętokrzyskie,45 (19 -- 99),Decreasing,0.69 (0.47 -- 0.95),-0.091 (-0.16 -- -0.013),-7.6 (-51 -- -4.4)
