region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,12757 (5364 -- 34254),12757,15929,13264,5364,8979,11179,14600,18305,34254,New confirmed cases by infection date,Likely decreasing,0.75
Poland,7628 (1810 -- 28029),7628,11030,17901,1810,4495,6231,9205,12610,28029,New confirmed cases by infection date,Likely decreasing,0.86
Hesse,3306 (847 -- 63162),3306,16716,69221,847,1851,2628,4633,9246,63162,New confirmed cases by infection date,Likely increasing,0.38
North Rhine-Westphalia,2888 (822 -- 11129),2888,4343,7998,822,1801,2364,3369,4725,11129,New confirmed cases by infection date,Likely decreasing,0.71
Śląskie,2751 (511 -- 14772),2751,7238,71681,511,1443,2150,3414,5039,14772,New confirmed cases by infection date,Likely decreasing,0.74
Saxony,2746 (670 -- 19496),2746,6102,16380,670,1607,2298,3386,5072,19496,New confirmed cases by infection date,Stable,0.51
Bavaria,2282 (754 -- 6137),2282,2739,2291,754,1540,2003,2643,3369,6137,New confirmed cases by infection date,Likely decreasing,0.78
Baden-Wurttemberg,1302 (309 -- 3578),1302,1614,1576,309,820,1101,1525,2033,3578,New confirmed cases by infection date,Likely decreasing,0.82
Mazowieckie,1094 (182 -- 5693),1094,2037,5301,182,597,866,1330,1969,5693,New confirmed cases by infection date,Likely decreasing,0.77
Thuringia,914 (124 -- 3091),914,1199,1162,124,456,729,1132,1621,3091,New confirmed cases by infection date,Likely decreasing,0.83
Warmińsko-Mazurskie,779 (209 -- 3410),779,1311,2954,209,494,647,939,1317,3410,New confirmed cases by infection date,Likely decreasing,0.75
Dolnośląskie,699 (106 -- 2852),699,1277,7279,106,368,564,883,1263,2852,New confirmed cases by infection date,Likely decreasing,0.86
Lower Saxony,681 (131 -- 1945),681,831,739,131,387,552,826,1078,1945,New confirmed cases by infection date,Likely decreasing,0.86
Małopolskie,639 (83 -- 4580),639,1416,4764,83,310,488,831,1313,4580,New confirmed cases by infection date,Likely decreasing,0.81
Wielkopolskie,605 (92 -- 3099),605,1062,2426,92,305,463,752,1148,3099,New confirmed cases by infection date,Likely decreasing,0.83
Rhineland-Palatinate,578 (119 -- 1849),578,783,1568,119,336,472,692,927,1849,New confirmed cases by infection date,Likely decreasing,0.79
Berlin,542 (5 -- 4910),542,2100,14349,5,123,330,839,1447,4910,New confirmed cases by infection date,Likely decreasing,0.72
Hamburg,448 (62 -- 53144),448,28051,253085,62,203,326,634,1599,53144,New confirmed cases by infection date,Stable,0.49
Saxony-Anhalt,419 (38 -- 2364),419,805,2604,38,195,320,549,822,2364,New confirmed cases by infection date,Likely decreasing,0.79
