Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,1302 (309 -- 3578),Likely decreasing,0.9 (0.62 -- 1.1),-0.029 (-0.11 -- 0.034),-24 (20 -- -6.3)
Bavaria,2282 (754 -- 6137),Likely decreasing,0.93 (0.7 -- 1.1),-0.021 (-0.087 -- 0.034),-34 (20 -- -7.9)
Berlin,542 (5 -- 4910),Likely decreasing,0.85 (0.21 -- 1.4),-0.043 (-0.26 -- 0.097),-16 (7.2 -- -2.7)
Brandenburg,392 (53 -- 9009),Likely decreasing,0.92 (0.6 -- 2.1),-0.022 (-0.11 -- 0.26),-32 (2.7 -- -6)
Bremen,12 (0 -- 159),Likely decreasing,0.76 (0.24 -- 1.4),-0.07 (-0.24 -- 0.097),-9.9 (7.1 -- -2.9)
Dolnośląskie,699 (106 -- 2852),Likely decreasing,0.81 (0.49 -- 1.1),-0.052 (-0.15 -- 0.04),-13 (17 -- -4.5)
Germany,12757 (5364 -- 34254),Likely decreasing,0.92 (0.72 -- 1.2),-0.024 (-0.082 -- 0.056),-29 (12 -- -8.4)
Hamburg,448 (62 -- 53144),Stable,1 (0.65 -- 3.7),0.0024 (-0.1 -- 0.6),290 (1.1 -- -6.8)
Hesse,3306 (847 -- 63162),Likely increasing,1.1 (0.8 -- 2.3),0.018 (-0.058 -- 0.32),39 (2.2 -- -12)
Kujawsko-Pomorskie,164 (15 -- 942),Likely decreasing,0.72 (0.39 -- 1.1),-0.081 (-0.19 -- 0.031),-8.6 (23 -- -3.6)
Lower Saxony,681 (131 -- 1945),Likely decreasing,0.9 (0.61 -- 1.1),-0.027 (-0.11 -- 0.028),-26 (25 -- -6.2)
Lubelskie,236 (20 -- 1104),Likely decreasing,0.78 (0.39 -- 1.1),-0.064 (-0.19 -- 0.034),-11 (20 -- -3.7)
Lubuskie,204 (17 -- 1858),Likely decreasing,0.78 (0.42 -- 1.2),-0.061 (-0.18 -- 0.058),-11 (12 -- -3.9)
Mazowieckie,1094 (182 -- 5693),Likely decreasing,0.86 (0.49 -- 1.3),-0.039 (-0.15 -- 0.081),-18 (8.6 -- -4.6)
Małopolskie,639 (83 -- 4580),Likely decreasing,0.8 (0.46 -- 1.3),-0.055 (-0.17 -- 0.07),-13 (9.8 -- -4.2)
Mecklenburg-Vorpommern,63 (1 -- 478),Likely decreasing,0.67 (0.23 -- 1.1),-0.094 (-0.25 -- 0.02),-7.4 (35 -- -2.8)
North Rhine-Westphalia,2888 (822 -- 11129),Likely decreasing,0.92 (0.65 -- 1.3),-0.022 (-0.1 -- 0.091),-32 (7.7 -- -6.8)
Opolskie,121 (0 -- 1077),Likely decreasing,0.74 (0.046 -- 1.3),-0.074 (-0.34 -- 0.069),-9.4 (10 -- -2)
Podkarpackie,233 (39 -- 2014),Likely decreasing,0.79 (0.48 -- 1.4),-0.06 (-0.16 -- 0.11),-11 (6.5 -- -4.4)
Podlaskie,234 (41 -- 1759),Likely decreasing,0.89 (0.58 -- 1.5),-0.03 (-0.12 -- 0.12),-23 (6 -- -5.7)
Poland,7628 (1810 -- 28029),Likely decreasing,0.82 (0.54 -- 1.2),-0.052 (-0.14 -- 0.046),-13 (15 -- -5.1)
Pomorskie,115 (2 -- 756),Decreasing,0.67 (0.23 -- 0.99),-0.096 (-0.25 -- -0.0015),-7.2 (-450 -- -2.8)
Rhineland-Palatinate,578 (119 -- 1849),Likely decreasing,0.93 (0.62 -- 1.2),-0.019 (-0.11 -- 0.042),-36 (16 -- -6.2)
Saarland,376 (65 -- 1819),Likely increasing,1.1 (0.7 -- 1.4),0.014 (-0.087 -- 0.1),50 (6.8 -- -8)
Saxony,2746 (670 -- 19496),Stable,1 (0.7 -- 1.7),-0.0012 (-0.086 -- 0.17),-580 (4.2 -- -8)
Saxony-Anhalt,419 (38 -- 2364),Likely decreasing,0.86 (0.43 -- 1.3),-0.039 (-0.18 -- 0.08),-18 (8.7 -- -3.9)
Schleswig-Holstein,323 (36 -- 1011),Stable,0.98 (0.55 -- 1.2),-0.0045 (-0.14 -- 0.06),-150 (12 -- -5.1)
Thuringia,914 (124 -- 3091),Likely decreasing,0.9 (0.56 -- 1.1),-0.028 (-0.13 -- 0.031),-25 (23 -- -5.3)
Warmińsko-Mazurskie,779 (209 -- 3410),Likely decreasing,0.93 (0.71 -- 1.3),-0.019 (-0.082 -- 0.066),-36 (11 -- -8.4)
Wielkopolskie,605 (92 -- 3099),Likely decreasing,0.78 (0.44 -- 1.2),-0.061 (-0.17 -- 0.052),-11 (13 -- -4.1)
Zachodniopomorskie,259 (33 -- 1249),Likely decreasing,0.75 (0.41 -- 1.1),-0.07 (-0.18 -- 0.034),-9.9 (20 -- -3.8)
Łódzkie,339 (36 -- 1970),Likely decreasing,0.74 (0.38 -- 1.1),-0.075 (-0.19 -- 0.025),-9.2 (28 -- -3.6)
Śląskie,2751 (511 -- 14772),Likely decreasing,0.87 (0.56 -- 1.3),-0.037 (-0.13 -- 0.09),-19 (7.7 -- -5.3)
Świętokrzyskie,394 (21 -- 2122),Likely decreasing,0.77 (0.33 -- 1.1),-0.064 (-0.21 -- 0.022),-11 (32 -- -3.3)
