Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,8451 (2131 -- 21392),Stable,1 (0.72 -- 1.2),0.0054 (-0.081 -- 0.048),130 (14 -- -8.5)
Bavaria,3738 (585 -- 15328),Likely decreasing,0.78 (0.39 -- 1.2),-0.063 (-0.19 -- 0.041),-11 (17 -- -3.7)
Berlin,2916 (898 -- 13829),Likely increasing,1.1 (0.89 -- 1.4),0.025 (-0.031 -- 0.1),28 (6.8 -- -22)
Brandenburg,6864 (2123 -- 17317),Likely increasing,1.1 (0.87 -- 1.3),0.038 (-0.036 -- 0.077),18 (9 -- -19)
Bremen,308 (21 -- 2091),Likely increasing,1 (0.5 -- 1.5),0.012 (-0.15 -- 0.12),60 (5.6 -- -4.6)
Dolnośląskie,10183 (2722 -- 39496),Likely increasing,1.1 (0.84 -- 1.4),0.037 (-0.045 -- 0.11),19 (6.2 -- -15)
Germany,82771 (36810 -- 164927),Likely increasing,1.1 (0.88 -- 1.2),0.021 (-0.034 -- 0.062),33 (11 -- -20)
Hamburg,845 (206 -- 6487),Likely increasing,1 (0.79 -- 1.6),0.012 (-0.06 -- 0.17),57 (4.2 -- -12)
Hesse,2075 (514 -- 5942),Stable,1 (0.7 -- 1.3),0.004 (-0.084 -- 0.074),170 (9.3 -- -8.2)
Kujawsko-Pomorskie,2828 (512 -- 12288),Likely decreasing,0.94 (0.55 -- 1.3),-0.016 (-0.13 -- 0.091),-43 (7.6 -- -5.2)
Lower Saxony,3677 (672 -- 18438),Likely increasing,1.1 (0.65 -- 2),0.022 (-0.1 -- 0.23),32 (3 -- -7)
Lubelskie,2340 (359 -- 18984),Likely decreasing,0.86 (0.5 -- 1.4),-0.04 (-0.15 -- 0.11),-17 (6.2 -- -4.6)
Lubuskie,801 (19 -- 16880),Likely decreasing,0.81 (0.24 -- 1.9),-0.052 (-0.24 -- 0.22),-13 (3.2 -- -2.8)
Mazowieckie,11193 (3283 -- 38156),Stable,1 (0.74 -- 1.4),0.0055 (-0.073 -- 0.097),130 (7.2 -- -9.5)
Małopolskie,7423 (954 -- 33941),Stable,0.97 (0.57 -- 1.3),-0.0076 (-0.13 -- 0.09),-91 (7.7 -- -5.4)
Mecklenburg-Vorpommern,2179 (707 -- 12056),Likely increasing,1.1 (0.9 -- 1.5),0.029 (-0.028 -- 0.13),24 (5.4 -- -25)
North Rhine-Westphalia,9528 (4226 -- 17639),Likely increasing,1.1 (0.9 -- 1.2),0.022 (-0.029 -- 0.051),31 (14 -- -24)
Opolskie,3590 (420 -- 17339),Stable,1 (0.59 -- 1.4),0.0057 (-0.12 -- 0.12),120 (5.9 -- -5.7)
Podkarpackie,4364 (582 -- 28145),Stable,0.95 (0.54 -- 1.5),-0.013 (-0.14 -- 0.14),-52 (4.9 -- -5.1)
Podlaskie,1253 (154 -- 6827),Likely decreasing,0.83 (0.46 -- 1.2),-0.048 (-0.16 -- 0.056),-14 (12 -- -4.3)
Poland,96485 (29660 -- 318740),Stable,1 (0.77 -- 1.3),0.0044 (-0.065 -- 0.078),160 (8.9 -- -11)
Pomorskie,7229 (1107 -- 39579),Likely increasing,1.1 (0.68 -- 1.6),0.033 (-0.093 -- 0.16),21 (4.5 -- -7.4)
Rhineland-Palatinate,2713 (1171 -- 6895),Likely increasing,1.1 (0.89 -- 1.3),0.022 (-0.03 -- 0.067),32 (10 -- -23)
Saarland,3016 (982 -- 16504),Likely increasing,1.2 (0.96 -- 1.7),0.057 (-0.011 -- 0.18),12 (3.8 -- -66)
Saxony,41690 (13988 -- 136694),Likely increasing,1.2 (0.98 -- 1.5),0.057 (-0.005 -- 0.14),12 (5.1 -- -140)
Saxony-Anhalt,5774 (1947 -- 19018),Likely increasing,1.1 (0.9 -- 1.5),0.038 (-0.028 -- 0.13),18 (5.5 -- -25)
Schleswig-Holstein,901 (197 -- 3820),Likely increasing,1.1 (0.79 -- 1.3),0.015 (-0.06 -- 0.085),48 (8.1 -- -11)
Thuringia,6553 (1442 -- 25165),Stable,1 (0.68 -- 1.3),0.003 (-0.095 -- 0.083),230 (8.4 -- -7.3)
Warmińsko-Mazurskie,4839 (873 -- 22525),Stable,1 (0.69 -- 1.3),0.0084 (-0.089 -- 0.072),82 (9.6 -- -7.8)
Wielkopolskie,14280 (3411 -- 52445),Likely increasing,1.1 (0.79 -- 1.3),0.035 (-0.06 -- 0.079),20 (8.8 -- -12)
Zachodniopomorskie,2943 (660 -- 14489),Stable,0.96 (0.63 -- 1.4),-0.011 (-0.11 -- 0.095),-65 (7.3 -- -6.4)
Łódzkie,8557 (2126 -- 37888),Likely increasing,1.1 (0.78 -- 1.3),0.015 (-0.063 -- 0.091),46 (7.6 -- -11)
Śląskie,22785 (7658 -- 59435),Likely increasing,1.2 (0.95 -- 1.3),0.046 (-0.014 -- 0.088),15 (7.9 -- -49)
Świętokrzyskie,4882 (644 -- 25197),Likely increasing,1.1 (0.65 -- 1.4),0.014 (-0.1 -- 0.094),51 (7.4 -- -6.8)
