Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,6042 (2812 -- 14465),Stable,1 (0.8 -- 1.4),0.0041 (-0.055 -- 0.1),170 (6.8 -- -12)
Bavaria,7829 (4036 -- 15972),Likely increasing,1 (0.82 -- 1.3),0.0095 (-0.051 -- 0.081),73 (8.6 -- -14)
Berlin,1981 (1043 -- 4076),Likely increasing,1.1 (0.88 -- 1.3),0.014 (-0.033 -- 0.083),48 (8.3 -- -21)
Brandenburg,950 (537 -- 2088),Likely increasing,1.1 (0.94 -- 1.5),0.033 (-0.016 -- 0.13),21 (5.5 -- -43)
Bremen,388 (224 -- 707),Likely decreasing,0.96 (0.79 -- 1.1),-0.011 (-0.058 -- 0.034),-61 (20 -- -12)
Dolnośląskie,422 (250 -- 735),Likely increasing,1.1 (0.98 -- 1.4),0.037 (-0.0061 -- 0.098),18 (7.1 -- -110)
Germany,41687 (26913 -- 67627),Likely increasing,1.1 (0.93 -- 1.3),0.025 (-0.02 -- 0.073),28 (9.5 -- -34)
Hamburg,694 (331 -- 1665),Stable,0.98 (0.8 -- 1.3),-0.0049 (-0.058 -- 0.069),-140 (10 -- -12)
Hesse,2422 (1251 -- 4767),Stable,0.99 (0.74 -- 1.3),-0.0015 (-0.074 -- 0.068),-460 (10 -- -9.4)
Kujawsko-Pomorskie,307 (194 -- 507),Increasing,1.2 (1.1 -- 1.3),0.044 (0.015 -- 0.078),16 (8.8 -- 47)
Lower Saxony,1880 (989 -- 3503),Stable,0.98 (0.75 -- 1.2),-0.0064 (-0.071 -- 0.058),-110 (12 -- -9.8)
Lubelskie,2695 (1361 -- 5366),Likely increasing,1.2 (0.91 -- 1.7),0.065 (-0.024 -- 0.17),11 (4.1 -- -29)
Lubuskie,122 (76 -- 217),Increasing,1.1 (1.1 -- 1.3),0.039 (0.014 -- 0.081),18 (8.6 -- 49)
Mazowieckie,2111 (1491 -- 3153),Increasing,1.3 (1.2 -- 1.4),0.068 (0.045 -- 0.095),10 (7.3 -- 15)
Małopolskie,527 (354 -- 885),Increasing,1.1 (1 -- 1.2),0.033 (0.0045 -- 0.066),21 (11 -- 150)
Mecklenburg-Vorpommern,621 (320 -- 1210),Likely increasing,1.1 (0.86 -- 1.3),0.021 (-0.041 -- 0.079),34 (8.8 -- -17)
North Rhine-Westphalia,6515 (3819 -- 11511),Likely increasing,1.1 (0.89 -- 1.4),0.03 (-0.031 -- 0.11),23 (6.6 -- -22)
Opolskie,93 (57 -- 164),Likely increasing,1.1 (1 -- 1.3),0.028 (-0.00047 -- 0.069),25 (10 -- -1500)
Podkarpackie,449 (290 -- 695),Increasing,1.1 (1 -- 1.2),0.034 (0.0043 -- 0.045),20 (15 -- 160)
Podlaskie,1587 (983 -- 2823),Increasing,1.4 (1.2 -- 1.7),0.11 (0.065 -- 0.17),6.4 (4.1 -- 11)
Poland,11529 (8109 -- 17139),Increasing,1.2 (1.1 -- 1.4),0.065 (0.024 -- 0.1),11 (6.8 -- 28)
Pomorskie,566 (300 -- 1064),Likely increasing,1.2 (0.92 -- 1.5),0.063 (-0.023 -- 0.13),11 (5.4 -- -30)
Rhineland-Palatinate,2442 (1334 -- 4883),Likely increasing,1.2 (0.97 -- 1.6),0.06 (-0.0075 -- 0.15),11 (4.6 -- -92)
Saarland,273 (144 -- 548),Likely increasing,1.1 (0.85 -- 1.4),0.019 (-0.043 -- 0.1),37 (6.6 -- -16)
Saxony,3187 (1646 -- 5943),Likely increasing,1.1 (0.99 -- 1.3),0.036 (-0.0015 -- 0.075),19 (9.2 -- -460)
Saxony-Anhalt,750 (472 -- 1298),Likely increasing,1.1 (0.96 -- 1.2),0.016 (-0.012 -- 0.053),43 (13 -- -58)
Schleswig-Holstein,406 (241 -- 715),Likely decreasing,0.97 (0.79 -- 1.2),-0.0077 (-0.058 -- 0.045),-90 (15 -- -12)
Thuringia,1728 (884 -- 3833),Likely increasing,1.1 (0.92 -- 1.5),0.035 (-0.021 -- 0.12),20 (5.6 -- -33)
Warmińsko-Mazurskie,341 (207 -- 575),Increasing,1.2 (1 -- 1.3),0.047 (0.0063 -- 0.089),15 (7.8 -- 110)
Wielkopolskie,364 (242 -- 611),Increasing,1.1 (1 -- 1.3),0.038 (0.013 -- 0.082),18 (8.5 -- 52)
Zachodniopomorskie,547 (380 -- 808),Increasing,1.2 (1 -- 1.2),0.043 (0.01 -- 0.065),16 (11 -- 67)
Łódzkie,478 (303 -- 903),Increasing,1.2 (1 -- 1.4),0.045 (0.013 -- 0.11),15 (6 -- 52)
Śląskie,491 (336 -- 821),Increasing,1.2 (1.1 -- 1.3),0.042 (0.023 -- 0.076),17 (9.2 -- 30)
Świętokrzyskie,126 (70 -- 261),Increasing,1.2 (1 -- 1.5),0.047 (0.012 -- 0.12),15 (5.9 -- 59)
