region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,39196 (23283 -- 64477),39196,40739,12999,23283,31454,35818,42213,47962,64477,New confirmed cases by infection date,Likely increasing,0.081
North Rhine-Westphalia,22311 (12322 -- 39682),22311,23609,9239,12322,17355,20284,24344,27777,39682,New confirmed cases by infection date,Increasing,0.01
Bavaria,6972 (2614 -- 19565),6972,8469,6126,2614,4697,6042,8056,10298,19565,New confirmed cases by infection date,Likely increasing,0.12
Baden-Wurttemberg,6092 (3017 -- 12222),6092,6649,2944,3017,4617,5504,6764,7998,12222,New confirmed cases by infection date,Increasing,0.041
Hesse,3883 (2022 -- 8174),3883,4314,2011,2022,2941,3493,4332,5153,8174,New confirmed cases by infection date,Increasing,0.044
Lower Saxony,3382 (1566 -- 7754),3382,3885,2194,1566,2498,3044,3830,4669,7754,New confirmed cases by infection date,Likely increasing,0.084
Berlin,1973 (530 -- 7117),1973,2677,2576,530,1213,1644,2397,3196,7117,New confirmed cases by infection date,Stable,0.4
Rhineland-Palatinate,1433 (566 -- 3297),1433,1618,867,566,1016,1259,1624,2052,3297,New confirmed cases by infection date,Likely increasing,0.31
Saxony,825 (221 -- 3496),825,1208,1359,221,496,693,1025,1409,3496,New confirmed cases by infection date,Likely increasing,0.17
Saarland,775 (309 -- 2293),775,1007,876,309,514,656,925,1233,2293,New confirmed cases by infection date,Likely increasing,0.065
Poland,730 (494 -- 1090),730,753,185,494,619,692,774,850,1090,New confirmed cases by infection date,Likely increasing,0.24
Hamburg,674 (188 -- 1828),674,791,528,188,428,578,788,1007,1828,New confirmed cases by infection date,Likely decreasing,0.74
Schleswig-Holstein,613 (282 -- 1303),613,674,329,282,448,541,674,818,1303,New confirmed cases by infection date,Likely decreasing,0.72
Brandenburg,531 (86 -- 2402),531,873,2034,86,281,425,659,979,2402,New confirmed cases by infection date,Likely increasing,0.39
Mecklenburg-Vorpommern,388 (121 -- 1120),388,479,388,121,247,335,452,583,1120,New confirmed cases by infection date,Likely increasing,0.35
Bremen,359 (153 -- 902),359,424,266,153,256,314,410,516,902,New confirmed cases by infection date,Likely increasing,0.13
Thuringia,270 (84 -- 942),270,358,313,84,171,227,320,435,942,New confirmed cases by infection date,Likely increasing,0.2
Saxony-Anhalt,235 (68 -- 725),235,298,249,68,145,196,273,371,725,New confirmed cases by infection date,Stable,0.41
Mazowieckie,128 (70 -- 243),128,138,55,70,101,117,140,163,243,New confirmed cases by infection date,Likely increasing,0.24
Małopolskie,104 (43 -- 296),104,131,104,43,73,91,119,154,296,New confirmed cases by infection date,Likely increasing,0.28
Wielkopolskie,81 (32 -- 173),81,90,49,32,57,71,91,112,173,New confirmed cases by infection date,Likely increasing,0.18
Pomorskie,66 (30 -- 156),66,76,46,30,49,58,74,91,156,New confirmed cases by infection date,Likely increasing,0.18
Łódzkie,62 (33 -- 124),62,70,34,33,48,57,69,83,124,New confirmed cases by infection date,Likely increasing,0.11
Podkarpackie,60 (23 -- 170),60,74,55,23,41,53,69,90,170,New confirmed cases by infection date,Stable,0.43
Podlaskie,56 (23 -- 133),56,64,36,23,39,49,64,80,133,New confirmed cases by infection date,Likely increasing,0.22
Śląskie,56 (26 -- 130),56,65,40,26,41,50,63,78,130,New confirmed cases by infection date,Stable,0.55
Dolnośląskie,55 (24 -- 123),55,62,34,24,40,49,61,76,123,New confirmed cases by infection date,Likely increasing,0.3
Opolskie,45 (16 -- 125),45,55,40,16,31,39,51,66,125,New confirmed cases by infection date,Likely increasing,0.13
Kujawsko-Pomorskie,43 (18 -- 102),43,50,30,18,31,38,49,60,102,New confirmed cases by infection date,Likely increasing,0.29
Zachodniopomorskie,39 (18 -- 83),39,43,21,18,29,34,43,53,83,New confirmed cases by infection date,Likely increasing,0.3
Warmińsko-Mazurskie,37 (16 -- 82),37,43,29,16,26,33,42,51,82,New confirmed cases by infection date,Likely increasing,0.21
Świętokrzyskie,22 (8 -- 50),22,25,16,8,15,19,25,30,50,New confirmed cases by infection date,Likely increasing,0.31
Lubelskie,20 (6 -- 56),20,25,18,6,13,17,24,31,56,New confirmed cases by infection date,Likely decreasing,0.86
Lubuskie,12 (2 -- 44),12,16,15,2,7,10,15,21,44,New confirmed cases by infection date,Stable,0.56
Baden-Wurttemberg,1.4 (1 -- 1.8),1.4,1.4,0.25,1,1.2,1.3,1.4,1.5,1.8,Effective reproduction no.,Increasing,0.041
North Rhine-Westphalia,1.4 (1.1 -- 1.8),1.4,1.4,0.22,1.1,1.3,1.4,1.5,1.6,1.8,Effective reproduction no.,Increasing,0.01
Bavaria,1.3 (0.87 -- 1.9),1.3,1.4,0.34,0.87,1.1,1.3,1.4,1.5,1.9,Effective reproduction no.,Likely increasing,0.12
Hesse,1.3 (1 -- 1.7),1.3,1.3,0.22,1,1.2,1.3,1.4,1.5,1.7,Effective reproduction no.,Increasing,0.044
Lower Saxony,1.3 (0.94 -- 1.9),1.3,1.4,0.3,0.94,1.2,1.3,1.4,1.5,1.9,Effective reproduction no.,Likely increasing,0.084
Opolskie,1.3 (0.86 -- 1.8),1.3,1.3,0.29,0.86,1.1,1.2,1.3,1.4,1.8,Effective reproduction no.,Likely increasing,0.13
Saarland,1.3 (0.97 -- 1.9),1.3,1.4,0.33,0.97,1.2,1.3,1.4,1.6,1.9,Effective reproduction no.,Likely increasing,0.065
Saxony,1.3 (0.74 -- 2.1),1.3,1.3,0.43,0.74,1.1,1.2,1.4,1.5,2.1,Effective reproduction no.,Likely increasing,0.17
Thuringia,1.3 (0.74 -- 2.1),1.3,1.3,0.41,0.74,1,1.2,1.3,1.5,2.1,Effective reproduction no.,Likely increasing,0.2
Bremen,1.2 (0.89 -- 1.6),1.2,1.2,0.24,0.89,1.1,1.2,1.3,1.4,1.6,Effective reproduction no.,Likely increasing,0.13
Germany,1.2 (0.96 -- 1.5),1.2,1.2,0.17,0.96,1.1,1.2,1.3,1.3,1.5,Effective reproduction no.,Likely increasing,0.081
Wielkopolskie,1.2 (0.8 -- 1.5),1.2,1.2,0.21,0.8,1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.18
Łódzkie,1.2 (0.94 -- 1.5),1.2,1.2,0.18,0.94,1.1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.11
Berlin,1.1 (0.63 -- 1.6),1.1,1.1,0.3,0.63,0.9,1,1.1,1.3,1.6,Effective reproduction no.,Stable,0.4
Brandenburg,1.1 (0.47 -- 1.9),1.1,1.1,0.47,0.47,0.85,1,1.2,1.4,1.9,Effective reproduction no.,Likely increasing,0.39
Dolnośląskie,1.1 (0.81 -- 1.4),1.1,1.1,0.18,0.81,0.98,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.3
Kujawsko-Pomorskie,1.1 (0.79 -- 1.4),1.1,1.1,0.2,0.79,0.98,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.29
Mazowieckie,1.1 (0.87 -- 1.4),1.1,1.1,0.16,0.87,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.24
Małopolskie,1.1 (0.8 -- 1.8),1.1,1.2,0.33,0.8,0.98,1.1,1.2,1.4,1.8,Effective reproduction no.,Likely increasing,0.28
Mecklenburg-Vorpommern,1.1 (0.67 -- 1.6),1.1,1.1,0.29,0.67,0.93,1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.35
Podlaskie,1.1 (0.82 -- 1.5),1.1,1.1,0.2,0.82,1,1.1,1.2,1.2,1.5,Effective reproduction no.,Likely increasing,0.22
Poland,1.1 (0.92 -- 1.2),1.1,1.1,0.1,0.92,1,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.24
Pomorskie,1.1 (0.88 -- 1.5),1.1,1.2,0.21,0.88,1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.18
Rhineland-Palatinate,1.1 (0.69 -- 1.5),1.1,1.1,0.26,0.69,0.95,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.31
Saxony-Anhalt,1.1 (0.61 -- 1.7),1.1,1.1,0.35,0.61,0.88,0.99,1.2,1.3,1.7,Effective reproduction no.,Stable,0.41
Warmińsko-Mazurskie,1.1 (0.86 -- 1.5),1.1,1.1,0.21,0.86,1,1.1,1.2,1.2,1.5,Effective reproduction no.,Likely increasing,0.21
Zachodniopomorskie,1.1 (0.83 -- 1.3),1.1,1.1,0.16,0.83,0.98,1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.3
Świętokrzyskie,1.1 (0.79 -- 1.3),1.1,1.1,0.18,0.79,0.97,1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.31
Podkarpackie,1 (0.71 -- 1.5),1,1.1,0.25,0.71,0.9,0.99,1.1,1.2,1.5,Effective reproduction no.,Stable,0.43
