Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,2669 (629 -- 10336),Likely decreasing,0.86 (0.62 -- 1.1),-0.038 (-0.11 -- 0.029),-18 (24 -- -6.2)
Bavaria,5032 (1211 -- 22427),Likely decreasing,0.94 (0.65 -- 1.4),-0.015 (-0.1 -- 0.096),-45 (7.2 -- -6.8)
Berlin,329 (51 -- 2856),Likely decreasing,0.93 (0.59 -- 1.6),-0.019 (-0.12 -- 0.15),-36 (4.7 -- -5.7)
Brandenburg,1242 (241 -- 5808),Likely decreasing,0.9 (0.56 -- 1.3),-0.029 (-0.13 -- 0.081),-24 (8.6 -- -5.3)
Bremen,319 (38 -- 2371),Stable,1 (0.64 -- 1.5),0.001 (-0.11 -- 0.14),660 (5.1 -- -6.6)
Dolnośląskie,1440 (90 -- 8750),Likely decreasing,0.82 (0.41 -- 1.2),-0.052 (-0.18 -- 0.043),-13 (16 -- -3.8)
Germany,17006 (3902 -- 51273),Likely decreasing,0.85 (0.5 -- 1.1),-0.042 (-0.15 -- 0.039),-16 (18 -- -4.6)
Hamburg,793 (242 -- 2892),Likely increasing,1 (0.81 -- 1.3),0.0064 (-0.055 -- 0.068),110 (10 -- -13)
Hesse,1124 (274 -- 5831),Likely decreasing,0.94 (0.67 -- 1.3),-0.017 (-0.096 -- 0.09),-41 (7.7 -- -7.2)
Kujawsko-Pomorskie,1186 (209 -- 6757),Likely decreasing,0.82 (0.52 -- 1.2),-0.052 (-0.14 -- 0.041),-13 (17 -- -4.9)
Lower Saxony,1535 (328 -- 6791),Likely decreasing,0.94 (0.64 -- 1.3),-0.016 (-0.11 -- 0.078),-43 (8.9 -- -6.5)
Lubelskie,1359 (259 -- 6263),Likely decreasing,0.89 (0.62 -- 1.1),-0.03 (-0.11 -- 0.034),-23 (20 -- -6.2)
Lubuskie,141 (0 -- 2536),Likely decreasing,0.59 (0.1 -- 1.1),-0.12 (-0.31 -- 0.037),-5.7 (19 -- -2.2)
Mazowieckie,3549 (733 -- 15045),Likely decreasing,0.86 (0.57 -- 1.1),-0.04 (-0.13 -- 0.034),-17 (20 -- -5.4)
Małopolskie,2038 (246 -- 14313),Likely decreasing,0.82 (0.5 -- 1.3),-0.051 (-0.15 -- 0.072),-14 (9.7 -- -4.6)
Mecklenburg-Vorpommern,1116 (302 -- 2951),Stable,1 (0.75 -- 1.2),0.0049 (-0.07 -- 0.052),140 (13 -- -9.8)
North Rhine-Westphalia,2640 (816 -- 10952),Likely decreasing,0.93 (0.69 -- 1.3),-0.02 (-0.091 -- 0.086),-36 (8.1 -- -7.6)
Opolskie,890 (156 -- 6342),Likely decreasing,0.9 (0.55 -- 1.4),-0.029 (-0.13 -- 0.11),-24 (6.1 -- -5.2)
Podkarpackie,3540 (536 -- 29783),Likely decreasing,0.92 (0.63 -- 1.4),-0.023 (-0.11 -- 0.11),-30 (6.4 -- -6.4)
Podlaskie,1088 (160 -- 8192),Likely decreasing,0.9 (0.6 -- 1.3),-0.028 (-0.12 -- 0.092),-24 (7.6 -- -5.8)
Poland,35200 (8619 -- 152158),Likely decreasing,0.86 (0.62 -- 1.1),-0.04 (-0.11 -- 0.03),-17 (23 -- -6.3)
Pomorskie,2232 (283 -- 14046),Likely decreasing,0.88 (0.51 -- 1.2),-0.032 (-0.15 -- 0.042),-22 (16 -- -4.6)
Rhineland-Palatinate,300 (43 -- 1807),Likely decreasing,0.81 (0.49 -- 1.3),-0.054 (-0.15 -- 0.075),-13 (9.3 -- -4.5)
Saarland,243 (17 -- 2098),Likely decreasing,0.86 (0.42 -- 1.4),-0.038 (-0.18 -- 0.097),-18 (7.2 -- -3.9)
Saxony,1597 (207 -- 8623),Likely decreasing,0.76 (0.41 -- 1.1),-0.068 (-0.18 -- 0.037),-10 (19 -- -3.9)
Saxony-Anhalt,1087 (248 -- 4873),Likely decreasing,0.91 (0.63 -- 1.3),-0.025 (-0.11 -- 0.084),-28 (8.3 -- -6.4)
Schleswig-Holstein,768 (209 -- 8158),Likely increasing,1.1 (0.84 -- 1.8),0.02 (-0.046 -- 0.21),35 (3.3 -- -15)
Thuringia,892 (46 -- 4127),Likely decreasing,0.76 (0.3 -- 1.1),-0.067 (-0.22 -- 0.014),-10 (49 -- -3.1)
Warmińsko-Mazurskie,988 (226 -- 4625),Likely decreasing,0.9 (0.62 -- 1.4),-0.029 (-0.11 -- 0.093),-24 (7.5 -- -6.1)
Wielkopolskie,2041 (286 -- 9402),Likely decreasing,0.83 (0.49 -- 1.2),-0.049 (-0.15 -- 0.042),-14 (17 -- -4.5)
Zachodniopomorskie,1573 (268 -- 7261),Likely decreasing,0.88 (0.56 -- 1.2),-0.033 (-0.13 -- 0.053),-21 (13 -- -5.3)
Łódzkie,4030 (824 -- 20671),Likely decreasing,0.96 (0.57 -- 1.3),-0.012 (-0.13 -- 0.067),-58 (10 -- -5.4)
Śląskie,847 (67 -- 4238),Decreasing,0.68 (0.24 -- 1),-0.094 (-0.25 -- -0.00037),-7.4 (-1900 -- -2.8)
Świętokrzyskie,2500 (481 -- 10988),Stable,1 (0.66 -- 1.3),-0.0013 (-0.098 -- 0.092),-530 (7.5 -- -7)
