region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Poland,35200 (8619 -- 152158),35200,53277,65335,8619,20513,28965,42779,62292,152158,New confirmed cases by infection date,Likely decreasing,0.87
Germany,17006 (3902 -- 51273),17006,21269,18526,3902,10808,14354,20116,26430,51273,New confirmed cases by infection date,Likely decreasing,0.85
Bavaria,5032 (1211 -- 22427),5032,9222,35247,1211,2871,4160,6177,8969,22427,New confirmed cases by infection date,Likely decreasing,0.63
Łódzkie,4030 (824 -- 20671),4030,7029,13666,824,2150,3231,4945,7190,20671,New confirmed cases by infection date,Likely decreasing,0.65
Mazowieckie,3549 (733 -- 15045),3549,5222,5794,733,2065,2963,4282,6218,15045,New confirmed cases by infection date,Likely decreasing,0.86
Podkarpackie,3540 (536 -- 29783),3540,8632,25849,536,1714,2652,4518,7660,29783,New confirmed cases by infection date,Likely decreasing,0.67
Baden-Wurttemberg,2669 (629 -- 10336),2669,3713,4043,629,1522,2090,3265,4619,10336,New confirmed cases by infection date,Likely decreasing,0.85
North Rhine-Westphalia,2640 (816 -- 10952),2640,3954,5658,816,1670,2212,3144,4271,10952,New confirmed cases by infection date,Likely decreasing,0.68
Świętokrzyskie,2500 (481 -- 10988),2500,3764,4876,481,1337,1989,3109,4398,10988,New confirmed cases by infection date,Stable,0.52
Pomorskie,2232 (283 -- 14046),2232,4282,9198,283,1100,1752,2897,4638,14046,New confirmed cases by infection date,Likely decreasing,0.79
Wielkopolskie,2041 (286 -- 9402),2041,3401,5782,286,1043,1599,2577,3896,9402,New confirmed cases by infection date,Likely decreasing,0.85
Małopolskie,2038 (246 -- 14313),2038,4799,15633,246,925,1487,2701,4488,14313,New confirmed cases by infection date,Likely decreasing,0.8
Saxony,1597 (207 -- 8623),1597,2758,6341,207,740,1227,2019,3049,8623,New confirmed cases by infection date,Likely decreasing,0.88
Zachodniopomorskie,1573 (268 -- 7261),1573,2423,3493,268,833,1224,1967,2874,7261,New confirmed cases by infection date,Likely decreasing,0.78
Lower Saxony,1535 (328 -- 6791),1535,2362,3264,328,850,1224,1888,2720,6791,New confirmed cases by infection date,Likely decreasing,0.67
Dolnośląskie,1440 (90 -- 8750),1440,2550,3641,90,547,1013,1950,3100,8750,New confirmed cases by infection date,Likely decreasing,0.83
Lubelskie,1359 (259 -- 6263),1359,2115,3508,259,735,1114,1693,2298,6263,New confirmed cases by infection date,Likely decreasing,0.88
Brandenburg,1242 (241 -- 5808),1242,2093,5608,241,660,983,1551,2263,5808,New confirmed cases by infection date,Likely decreasing,0.71
Kujawsko-Pomorskie,1186 (209 -- 6757),1186,2254,5622,209,606,920,1486,2243,6757,New confirmed cases by infection date,Likely decreasing,0.87
Hesse,1124 (274 -- 5831),1124,1883,2789,274,658,914,1364,2050,5831,New confirmed cases by infection date,Likely decreasing,0.66
Mecklenburg-Vorpommern,1116 (302 -- 2951),1116,1301,914,302,724,953,1289,1602,2951,New confirmed cases by infection date,Stable,0.42
Podlaskie,1088 (160 -- 8192),1088,2697,7327,160,540,834,1429,2234,8192,New confirmed cases by infection date,Likely decreasing,0.73
Saxony-Anhalt,1087 (248 -- 4873),1087,1674,2204,248,639,894,1335,1905,4873,New confirmed cases by infection date,Likely decreasing,0.72
Warmińsko-Mazurskie,988 (226 -- 4625),988,1651,3003,226,575,795,1217,1748,4625,New confirmed cases by infection date,Likely decreasing,0.74
Thuringia,892 (46 -- 4127),892,1365,1730,46,342,655,1158,1745,4127,New confirmed cases by infection date,Likely decreasing,0.91
Opolskie,890 (156 -- 6342),890,1911,5726,156,466,691,1139,1797,6342,New confirmed cases by infection date,Likely decreasing,0.69
Śląskie,847 (67 -- 4238),847,1345,1686,67,359,632,1093,1671,4238,New confirmed cases by infection date,Decreasing,0.95
Hamburg,793 (242 -- 2892),793,1119,1391,242,508,683,958,1257,2892,New confirmed cases by infection date,Likely increasing,0.36
Schleswig-Holstein,768 (209 -- 8158),768,2830,17292,209,420,589,1020,1772,8158,New confirmed cases by infection date,Likely increasing,0.3
