region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,353733 (218265 -- 572058),353733,369039,111222,218265,288103,327460,384114,434241,572058,New confirmed cases by infection date,Decreasing,1
North Rhine-Westphalia,102454 (58258 -- 180464),102454,109061,39310,58258,82116,94651,112162,129071,180464,New confirmed cases by infection date,Likely decreasing,0.87
Baden-Wurttemberg,93527 (25013 -- 233817),93527,107765,70515,25013,61259,80281,107694,138505,233817,New confirmed cases by infection date,Likely decreasing,0.67
Bavaria,81800 (50744 -- 131590),81800,84908,24799,50744,67131,75477,87439,98936,131590,New confirmed cases by infection date,Decreasing,0.98
Lower Saxony,80095 (24306 -- 168540),80095,86247,45691,24306,52169,70339,91669,112437,168540,New confirmed cases by infection date,Likely decreasing,0.62
Hesse,39084 (20166 -- 74193),39084,42099,17158,20166,30353,35711,43201,50741,74193,New confirmed cases by infection date,Decreasing,0.95
Rhineland-Palatinate,34147 (17313 -- 62383),34147,36339,14539,17313,26458,31359,37318,43570,62383,New confirmed cases by infection date,Likely decreasing,0.76
Hamburg,17282 (5930 -- 47883),17282,20819,15314,5930,11118,14542,19858,26087,47883,New confirmed cases by infection date,Stable,0.55
Berlin,16333 (8191 -- 29994),16333,17323,6905,8191,12706,14934,17918,20799,29994,New confirmed cases by infection date,Likely decreasing,0.68
Schleswig-Holstein,14564 (7268 -- 28698),14564,15936,7045,7268,10897,13098,16258,19289,28698,New confirmed cases by infection date,Likely decreasing,0.94
Thuringia,14563 (7769 -- 25277),14563,15338,5916,7769,11330,13213,15743,18327,25277,New confirmed cases by infection date,Likely decreasing,0.84
Saxony,14507 (7073 -- 30718),14507,16179,7648,7073,10838,12861,16251,19888,30718,New confirmed cases by infection date,Decreasing,0.99
Brandenburg,13373 (3928 -- 37642),13373,16429,14957,3928,8616,11290,15611,19895,37642,New confirmed cases by infection date,Likely decreasing,0.74
Bremen,13029 (4424 -- 37332),13029,16246,12039,4424,8725,11191,15239,20427,37332,New confirmed cases by infection date,Likely increasing,0.23
Saarland,10896 (6599 -- 18556),10896,11558,3859,6599,8850,10097,11832,13502,18556,New confirmed cases by infection date,Likely decreasing,0.65
Mecklenburg-Vorpommern,9134 (5222 -- 15703),9134,9678,3349,5222,7331,8382,9988,11447,15703,New confirmed cases by infection date,Decreasing,0.97
Saxony-Anhalt,6746 (3276 -- 12475),6746,7147,2919,3276,5063,6080,7439,8753,12475,New confirmed cases by infection date,Decreasing,1
Poland,737 (221 -- 2002),737,881,608,221,467,622,871,1131,2002,New confirmed cases by infection date,Decreasing,1
Mazowieckie,123 (36 -- 339),123,147,98,36,78,104,144,189,339,New confirmed cases by infection date,Decreasing,1
Małopolskie,86 (34 -- 201),86,99,58,34,58,75,99,126,201,New confirmed cases by infection date,Decreasing,1
Dolnośląskie,84 (25 -- 235),84,101,70,25,54,71,99,129,235,New confirmed cases by infection date,Decreasing,1
Śląskie,72 (19 -- 224),72,90,70,19,44,60,86,116,224,New confirmed cases by infection date,Decreasing,1
Lubelskie,70 (19 -- 205),70,85,63,19,41,58,83,109,205,New confirmed cases by infection date,Decreasing,1
Podkarpackie,65 (23 -- 175),65,77,49,23,44,56,75,96,175,New confirmed cases by infection date,Decreasing,1
Łódzkie,56 (16 -- 160),56,68,47,16,34,48,66,89,160,New confirmed cases by infection date,Decreasing,1
Świętokrzyskie,49 (21 -- 112),49,55,29,21,35,43,55,69,112,New confirmed cases by infection date,Decreasing,1
Zachodniopomorskie,48 (12 -- 140),48,59,49,12,29,39,56,76,140,New confirmed cases by infection date,Decreasing,1
Opolskie,47 (14 -- 136),47,58,42,14,30,39,54,74,136,New confirmed cases by infection date,Decreasing,0.99
Wielkopolskie,46 (13 -- 128),46,55,40,13,28,38,54,71,128,New confirmed cases by infection date,Decreasing,1
Lubuskie,40 (12 -- 104),40,46,30,12,25,33,46,59,104,New confirmed cases by infection date,Decreasing,1
Kujawsko-Pomorskie,39 (12 -- 102),39,46,31,12,24,33,46,59,102,New confirmed cases by infection date,Decreasing,1
Podlaskie,28 (9 -- 69),28,32,19,9,18,23,32,41,69,New confirmed cases by infection date,Decreasing,1
Pomorskie,26 (6 -- 91),26,35,30,6,16,21,32,44,91,New confirmed cases by infection date,Decreasing,1
Warmińsko-Mazurskie,22 (6 -- 56),22,26,16,6,14,19,25,33,56,New confirmed cases by infection date,Decreasing,1
Bremen,1.1 (0.77 -- 1.5),1.1,1.1,0.23,0.77,1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.23
Berlin,0.97 (0.75 -- 1.1),0.97,0.96,0.12,0.75,0.9,0.95,0.98,1,1.1,Effective reproduction no.,Likely decreasing,0.68
Hamburg,0.97 (0.64 -- 1.4),0.97,0.98,0.23,0.64,0.83,0.92,1,1.1,1.4,Effective reproduction no.,Stable,0.55
Lower Saxony,0.96 (0.61 -- 1.1),0.96,0.92,0.16,0.61,0.82,0.92,0.99,1,1.1,Effective reproduction no.,Likely decreasing,0.62
Saarland,0.96 (0.76 -- 1.2),0.96,0.96,0.13,0.76,0.88,0.92,0.98,1,1.2,Effective reproduction no.,Likely decreasing,0.65
Baden-Wurttemberg,0.95 (0.62 -- 1.1),0.95,0.92,0.16,0.62,0.85,0.92,0.98,1,1.1,Effective reproduction no.,Likely decreasing,0.67
Brandenburg,0.94 (0.65 -- 1.2),0.94,0.93,0.17,0.65,0.85,0.9,0.96,1,1.2,Effective reproduction no.,Likely decreasing,0.74
Rhineland-Palatinate,0.92 (0.7 -- 1.1),0.92,0.92,0.13,0.7,0.84,0.89,0.95,1,1.1,Effective reproduction no.,Likely decreasing,0.76
Thuringia,0.88 (0.68 -- 1.1),0.88,0.89,0.14,0.68,0.8,0.85,0.91,0.96,1.1,Effective reproduction no.,Likely decreasing,0.84
North Rhine-Westphalia,0.86 (0.66 -- 1.1),0.86,0.86,0.13,0.66,0.78,0.83,0.89,0.94,1.1,Effective reproduction no.,Likely decreasing,0.87
Hesse,0.81 (0.6 -- 1),0.81,0.81,0.13,0.6,0.73,0.78,0.83,0.89,1,Effective reproduction no.,Decreasing,0.95
Schleswig-Holstein,0.8 (0.59 -- 1),0.8,0.8,0.13,0.59,0.71,0.76,0.83,0.88,1,Effective reproduction no.,Likely decreasing,0.94
Bavaria,0.78 (0.62 -- 0.93),0.78,0.78,0.096,0.62,0.72,0.75,0.8,0.84,0.93,Effective reproduction no.,Decreasing,0.98
Mecklenburg-Vorpommern,0.78 (0.63 -- 0.96),0.78,0.79,0.1,0.63,0.72,0.76,0.81,0.85,0.96,Effective reproduction no.,Decreasing,0.97
Germany,0.72 (0.57 -- 0.87),0.72,0.72,0.091,0.57,0.66,0.69,0.74,0.78,0.87,Effective reproduction no.,Decreasing,1
Saxony-Anhalt,0.66 (0.46 -- 0.86),0.66,0.66,0.13,0.46,0.58,0.63,0.7,0.75,0.86,Effective reproduction no.,Decreasing,1
Saxony,0.62 (0.43 -- 0.86),0.62,0.63,0.13,0.43,0.54,0.59,0.66,0.71,0.86,Effective reproduction no.,Decreasing,0.99
Opolskie,0.45 (0.22 -- 0.76),0.45,0.46,0.17,0.22,0.35,0.41,0.49,0.56,0.76,Effective reproduction no.,Decreasing,0.99
Podkarpackie,0.44 (0.24 -- 0.75),0.44,0.46,0.16,0.24,0.35,0.41,0.48,0.55,0.75,Effective reproduction no.,Decreasing,1
Świętokrzyskie,0.44 (0.27 -- 0.66),0.44,0.45,0.13,0.27,0.36,0.41,0.48,0.53,0.66,Effective reproduction no.,Decreasing,1
Lubuskie,0.37 (0.18 -- 0.59),0.37,0.38,0.13,0.18,0.29,0.34,0.4,0.46,0.59,Effective reproduction no.,Decreasing,1
Podlaskie,0.37 (0.18 -- 0.62),0.37,0.38,0.14,0.18,0.29,0.34,0.41,0.47,0.62,Effective reproduction no.,Decreasing,1
Małopolskie,0.33 (0.18 -- 0.52),0.33,0.33,0.11,0.18,0.26,0.3,0.35,0.4,0.52,Effective reproduction no.,Decreasing,1
Dolnośląskie,0.3 (0.14 -- 0.53),0.3,0.32,0.12,0.14,0.23,0.28,0.33,0.39,0.53,Effective reproduction no.,Decreasing,1
Łódzkie,0.3 (0.13 -- 0.53),0.3,0.31,0.12,0.13,0.22,0.27,0.32,0.38,0.53,Effective reproduction no.,Decreasing,1
Kujawsko-Pomorskie,0.29 (0.14 -- 0.49),0.29,0.31,0.11,0.14,0.23,0.27,0.32,0.37,0.49,Effective reproduction no.,Decreasing,1
Lubelskie,0.28 (0.12 -- 0.51),0.28,0.29,0.12,0.12,0.2,0.25,0.31,0.37,0.51,Effective reproduction no.,Decreasing,1
Warmińsko-Mazurskie,0.28 (0.12 -- 0.47),0.28,0.29,0.11,0.12,0.21,0.26,0.31,0.36,0.47,Effective reproduction no.,Decreasing,1
Zachodniopomorskie,0.28 (0.13 -- 0.51),0.28,0.3,0.12,0.13,0.21,0.25,0.32,0.37,0.51,Effective reproduction no.,Decreasing,1
Poland,0.26 (0.12 -- 0.46),0.26,0.27,0.11,0.12,0.2,0.23,0.29,0.34,0.46,Effective reproduction no.,Decreasing,1
Mazowieckie,0.25 (0.11 -- 0.44),0.25,0.26,0.1,0.11,0.18,0.23,0.28,0.32,0.44,Effective reproduction no.,Decreasing,1
Śląskie,0.25 (0.11 -- 0.5),0.25,0.27,0.13,0.11,0.18,0.22,0.29,0.34,0.5,Effective reproduction no.,Decreasing,1
Wielkopolskie,0.22 (0.096 -- 0.4),0.22,0.23,0.095,0.096,0.16,0.2,0.24,0.29,0.4,Effective reproduction no.,Decreasing,1
Pomorskie,0.19 (0.07 -- 0.4),0.19,0.21,0.11,0.07,0.13,0.16,0.22,0.26,0.4,Effective reproduction no.,Decreasing,1
