Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,5884 (1574 -- 21095),Likely decreasing,0.89 (0.65 -- 1.1),-0.032 (-0.1 -- 0.037),-22 (19 -- -6.7)
Bavaria,9011 (2385 -- 29502),Likely decreasing,0.88 (0.62 -- 1.1),-0.033 (-0.11 -- 0.03),-21 (23 -- -6.2)
Berlin,1960 (290 -- 7434),Likely decreasing,0.84 (0.51 -- 1.1),-0.044 (-0.15 -- 0.028),-16 (25 -- -4.7)
Brandenburg,866 (37 -- 6207),Likely decreasing,0.68 (0.26 -- 1.1),-0.092 (-0.24 -- 0.034),-7.6 (20 -- -2.9)
Bremen,553 (178 -- 2141),Stable,1 (0.79 -- 1.2),0.0036 (-0.058 -- 0.065),190 (11 -- -12)
Dolnośląskie,1403 (495 -- 4435),Stable,0.98 (0.76 -- 1.3),-0.0055 (-0.07 -- 0.069),-130 (10 -- -9.9)
Germany,39534 (11987 -- 102570),Likely decreasing,0.84 (0.61 -- 1),-0.045 (-0.12 -- 0.011),-15 (63 -- -6)
Hamburg,761 (89 -- 4100),Likely decreasing,0.87 (0.54 -- 1.2),-0.036 (-0.14 -- 0.064),-19 (11 -- -5)
Hesse,3272 (956 -- 9367),Likely decreasing,0.86 (0.62 -- 1.1),-0.04 (-0.11 -- 0.023),-17 (30 -- -6.2)
Kujawsko-Pomorskie,3648 (1087 -- 8947),Likely decreasing,0.96 (0.72 -- 1.1),-0.012 (-0.08 -- 0.016),-59 (44 -- -8.6)
Lower Saxony,5638 (1629 -- 15316),Likely decreasing,0.96 (0.71 -- 1.1),-0.011 (-0.085 -- 0.036),-61 (19 -- -8.2)
Lubelskie,2211 (769 -- 7661),Stable,0.99 (0.74 -- 1.3),-0.0038 (-0.075 -- 0.074),-180 (9.3 -- -9.3)
Lubuskie,829 (85 -- 10354),Likely decreasing,0.96 (0.51 -- 1.9),-0.011 (-0.15 -- 0.24),-63 (2.9 -- -4.7)
Mazowieckie,4798 (947 -- 14534),Likely decreasing,0.95 (0.58 -- 1.2),-0.015 (-0.13 -- 0.058),-45 (12 -- -5.5)
Małopolskie,1078 (199 -- 5401),Stable,0.98 (0.6 -- 1.5),-0.0044 (-0.12 -- 0.12),-160 (5.7 -- -5.9)
Mecklenburg-Vorpommern,2439 (366 -- 9598),Stable,0.98 (0.61 -- 1.2),-0.0051 (-0.11 -- 0.051),-140 (14 -- -6)
North Rhine-Westphalia,6848 (1908 -- 21531),Likely decreasing,0.87 (0.62 -- 1.2),-0.037 (-0.11 -- 0.041),-19 (17 -- -6.2)
Opolskie,2074 (413 -- 14946),Likely increasing,1.2 (0.82 -- 1.8),0.046 (-0.052 -- 0.21),15 (3.3 -- -13)
Podkarpackie,1217 (479 -- 6523),Stable,1 (0.8 -- 1.5),0.0016 (-0.058 -- 0.14),440 (5.1 -- -12)
Podlaskie,1232 (390 -- 4698),Stable,1 (0.74 -- 1.3),0.00067 (-0.073 -- 0.081),1000 (8.6 -- -9.5)
Poland,24747 (9512 -- 73050),Likely decreasing,0.97 (0.71 -- 1.3),-0.0085 (-0.084 -- 0.074),-81 (9.4 -- -8.3)
Pomorskie,4511 (1168 -- 58205),Likely increasing,1 (0.72 -- 2),0.013 (-0.082 -- 0.24),55 (2.9 -- -8.4)
Rhineland-Palatinate,1713 (189 -- 7635),Likely decreasing,0.81 (0.45 -- 1.1),-0.054 (-0.17 -- 0.015),-13 (47 -- -4.1)
Saarland,367 (28 -- 2282),Likely decreasing,0.83 (0.42 -- 1.2),-0.048 (-0.18 -- 0.063),-14 (11 -- -3.9)
Saxony,3664 (569 -- 17269),Likely decreasing,0.81 (0.48 -- 1.2),-0.054 (-0.16 -- 0.045),-13 (16 -- -4.5)
Saxony-Anhalt,1286 (104 -- 9766),Likely decreasing,0.77 (0.38 -- 1.3),-0.065 (-0.19 -- 0.067),-11 (10 -- -3.6)
Schleswig-Holstein,2249 (420 -- 8618),Likely decreasing,0.92 (0.57 -- 1.2),-0.021 (-0.13 -- 0.056),-32 (12 -- -5.5)
Thuringia,4250 (1179 -- 29157),Stable,0.96 (0.71 -- 1.5),-0.01 (-0.084 -- 0.13),-69 (5.2 -- -8.3)
Warmińsko-Mazurskie,1265 (145 -- 5374),Likely decreasing,0.92 (0.5 -- 1.2),-0.022 (-0.15 -- 0.062),-31 (11 -- -4.6)
Wielkopolskie,3002 (1072 -- 6601),Likely decreasing,0.95 (0.75 -- 1.1),-0.015 (-0.073 -- 0.02),-46 (35 -- -9.5)
Zachodniopomorskie,1367 (437 -- 3456),Likely decreasing,0.97 (0.72 -- 1.2),-0.0093 (-0.081 -- 0.047),-75 (15 -- -8.5)
Łódzkie,1057 (81 -- 15912),Likely decreasing,0.91 (0.39 -- 1.9),-0.026 (-0.19 -- 0.21),-26 (3.2 -- -3.7)
Śląskie,1584 (310 -- 5008),Likely decreasing,0.94 (0.59 -- 1.3),-0.017 (-0.12 -- 0.072),-40 (9.6 -- -5.7)
Świętokrzyskie,1005 (124 -- 5074),Stable,0.99 (0.53 -- 1.4),-0.0041 (-0.14 -- 0.1),-170 (6.7 -- -5)
