Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,12032 (5184 -- 39335),Likely decreasing,0.92 (0.79 -- 1.3),-0.022 (-0.061 -- 0.072),-32 (9.6 -- -11)
Bavaria,13389 (4748 -- 72142),Likely decreasing,0.91 (0.71 -- 1.4),-0.025 (-0.082 -- 0.11),-28 (6.1 -- -8.5)
Berlin,2660 (1240 -- 8085),Likely decreasing,0.91 (0.76 -- 1.2),-0.026 (-0.069 -- 0.065),-27 (11 -- -10)
Brandenburg,2244 (906 -- 10274),Likely decreasing,0.94 (0.78 -- 1.4),-0.017 (-0.062 -- 0.11),-41 (6.1 -- -11)
Bremen,1170 (401 -- 5264),Likely decreasing,0.94 (0.75 -- 1.4),-0.017 (-0.073 -- 0.093),-41 (7.5 -- -9.5)
Dolnośląskie,49 (19 -- 141),Stable,1 (0.7 -- 1.5),0.0046 (-0.087 -- 0.13),150 (5.4 -- -8)
Germany,105284 (47173 -- 415451),Likely decreasing,0.95 (0.8 -- 1.4),-0.013 (-0.056 -- 0.11),-54 (6.4 -- -12)
Hamburg,2862 (1073 -- 10581),Likely decreasing,0.92 (0.74 -- 1.3),-0.021 (-0.076 -- 0.077),-32 (9 -- -9.1)
Hesse,11228 (3926 -- 72162),Stable,0.97 (0.77 -- 1.6),-0.0087 (-0.066 -- 0.16),-80 (4.3 -- -10)
Kujawsko-Pomorskie,34 (10 -- 188),Likely increasing,1.1 (0.75 -- 2.1),0.027 (-0.072 -- 0.27),26 (2.6 -- -9.6)
Lower Saxony,17591 (3957 -- 168732),Stable,1 (0.66 -- 1.9),0.0047 (-0.098 -- 0.22),150 (3.1 -- -7.1)
Lubelskie,22 (9 -- 69),Likely decreasing,0.88 (0.65 -- 1.3),-0.034 (-0.1 -- 0.082),-20 (8.5 -- -6.7)
Lubuskie,20 (4 -- 141),Likely increasing,1.3 (0.7 -- 2.7),0.073 (-0.085 -- 0.39),9.5 (1.8 -- -8.1)
Mazowieckie,121 (46 -- 301),Likely decreasing,0.96 (0.64 -- 1.3),-0.011 (-0.1 -- 0.089),-62 (7.8 -- -6.6)
Małopolskie,64 (22 -- 206),Stable,1.1 (0.69 -- 1.6),0.017 (-0.09 -- 0.16),40 (4.4 -- -7.7)
Mecklenburg-Vorpommern,1714 (472 -- 12633),Stable,1 (0.74 -- 1.8),0.0039 (-0.076 -- 0.2),180 (3.5 -- -9.1)
North Rhine-Westphalia,29205 (14486 -- 86554),Likely decreasing,0.96 (0.85 -- 1.3),-0.01 (-0.044 -- 0.081),-70 (8.6 -- -16)
Opolskie,18 (3 -- 93),Stable,1.1 (0.55 -- 2.1),0.023 (-0.13 -- 0.26),31 (2.7 -- -5.2)
Podkarpackie,23 (10 -- 59),Likely decreasing,0.89 (0.65 -- 1.2),-0.03 (-0.1 -- 0.057),-23 (12 -- -6.9)
Podlaskie,34 (13 -- 134),Stable,1.1 (0.76 -- 1.8),0.016 (-0.069 -- 0.2),44 (3.5 -- -10)
Poland,602 (225 -- 1535),Stable,0.96 (0.59 -- 1.4),-0.012 (-0.12 -- 0.11),-56 (6.1 -- -5.8)
Pomorskie,47 (15 -- 116),Stable,0.97 (0.59 -- 1.3),-0.007 (-0.12 -- 0.081),-99 (8.5 -- -5.7)
Rhineland-Palatinate,5797 (1993 -- 45664),Stable,0.97 (0.76 -- 1.8),-0.0076 (-0.068 -- 0.19),-91 (3.7 -- -10)
Saarland,1374 (429 -- 10651),Stable,1 (0.75 -- 1.8),0.003 (-0.07 -- 0.2),230 (3.5 -- -9.9)
Saxony,3475 (761 -- 33353),Stable,1 (0.65 -- 2),0.0071 (-0.1 -- 0.24),97 (2.8 -- -6.8)
Saxony-Anhalt,1307 (459 -- 8997),Stable,0.94 (0.74 -- 1.7),-0.016 (-0.073 -- 0.17),-44 (4 -- -9.5)
Schleswig-Holstein,6262 (2792 -- 26964),Likely decreasing,0.95 (0.79 -- 1.4),-0.015 (-0.059 -- 0.11),-48 (6.5 -- -12)
Thuringia,1168 (195 -- 13837),Stable,1 (0.54 -- 2.3),0.0077 (-0.14 -- 0.32),90 (2.2 -- -5.1)
Warmińsko-Mazurskie,7 (2 -- 21),Likely decreasing,0.84 (0.45 -- 1.1),-0.046 (-0.17 -- 0.024),-15 (29 -- -4.1)
Wielkopolskie,21 (3 -- 114),Likely decreasing,0.82 (0.31 -- 1.8),-0.05 (-0.22 -- 0.2),-14 (3.5 -- -3.1)
Zachodniopomorskie,12 (4 -- 39),Likely decreasing,0.9 (0.64 -- 1.3),-0.027 (-0.11 -- 0.09),-26 (7.7 -- -6.6)
Łódzkie,43 (17 -- 129),Stable,1 (0.71 -- 1.6),0.0057 (-0.081 -- 0.14),120 (4.8 -- -8.5)
Śląskie,50 (11 -- 154),Likely decreasing,0.8 (0.37 -- 1.3),-0.057 (-0.2 -- 0.074),-12 (9.4 -- -3.5)
Świętokrzyskie,18 (8 -- 44),Likely decreasing,0.92 (0.72 -- 1.2),-0.022 (-0.079 -- 0.064),-32 (11 -- -8.7)
