region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,69635 (38796 -- 129214),69635,75672,34472,38796,55044,64350,75779,87269,129214,New confirmed cases by infection date,Stable,0.49
North Rhine-Westphalia,20711 (13625 -- 33332),20711,21775,6313,13625,17563,19510,22156,24840,33332,New confirmed cases by infection date,Likely increasing,0.18
Baden-Wurttemberg,16282 (9826 -- 27742),16282,17208,5983,9826,13230,14969,17677,19908,27742,New confirmed cases by infection date,Likely increasing,0.14
Poland,12293 (7212 -- 20040),12293,12766,4019,7212,10082,11391,13209,14958,20040,New confirmed cases by infection date,Decreasing,1
Bavaria,10005 (5190 -- 16096),10005,10196,3483,5190,7687,9107,10879,12214,16096,New confirmed cases by infection date,Likely decreasing,0.78
Lower Saxony,6349 (4062 -- 10715),6349,6769,2155,4062,5375,5953,6863,7789,10715,New confirmed cases by infection date,Likely increasing,0.28
Hesse,5617 (3543 -- 8884),5617,5847,1665,3543,4699,5254,6009,6727,8884,New confirmed cases by infection date,Likely increasing,0.38
Saxony,4726 (2877 -- 7797),4726,4962,1599,2877,3879,4406,5084,5753,7797,New confirmed cases by infection date,Stable,0.5
Berlin,2834 (1639 -- 5004),2834,3017,1084,1639,2283,2637,3067,3516,5004,New confirmed cases by infection date,Stable,0.56
Thuringia,2599 (1645 -- 4187),2599,2716,796,1645,2187,2434,2773,3103,4187,New confirmed cases by infection date,Stable,0.48
Rhineland-Palatinate,2262 (965 -- 4063),2262,2358,979,965,1655,2052,2488,2911,4063,New confirmed cases by infection date,Likely decreasing,0.8
Śląskie,2258 (1208 -- 4039),2258,2400,907,1208,1762,2064,2483,2857,4039,New confirmed cases by infection date,Decreasing,0.98
Saxony-Anhalt,2248 (1527 -- 3451),2248,2342,604,1527,1929,2112,2397,2654,3451,New confirmed cases by infection date,Stable,0.43
Mazowieckie,1545 (900 -- 2598),1545,1633,557,900,1262,1429,1666,1919,2598,New confirmed cases by infection date,Decreasing,1
Brandenburg,1303 (589 -- 2521),1303,1402,646,589,983,1160,1433,1700,2521,New confirmed cases by infection date,Likely decreasing,0.77
Dolnośląskie,1302 (754 -- 2224),1302,1378,485,754,1047,1193,1416,1609,2224,New confirmed cases by infection date,Decreasing,0.99
Hamburg,1240 (568 -- 2437),1240,1329,582,568,911,1110,1390,1640,2437,New confirmed cases by infection date,Likely decreasing,0.6
Łódzkie,1133 (650 -- 2059),1133,1234,460,650,925,1050,1248,1467,2059,New confirmed cases by infection date,Decreasing,0.98
Wielkopolskie,1117 (586 -- 2038),1117,1196,482,586,877,1019,1219,1422,2038,New confirmed cases by infection date,Decreasing,0.99
Schleswig-Holstein,1040 (669 -- 1567),1040,1072,282,669,875,980,1107,1235,1567,New confirmed cases by infection date,Likely decreasing,0.71
Małopolskie,987 (549 -- 1678),987,1034,374,549,779,911,1065,1219,1678,New confirmed cases by infection date,Decreasing,1
