Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,1959 (405 -- 7267),Likely decreasing,0.92 (0.63 -- 1.2),-0.023 (-0.11 -- 0.048),-30 (14 -- -6.4)
Bavaria,3720 (1336 -- 15491),Likely decreasing,0.96 (0.76 -- 1.4),-0.012 (-0.07 -- 0.11),-57 (6.5 -- -9.9)
Berlin,530 (136 -- 2427),Likely decreasing,0.98 (0.74 -- 1.3),-0.0057 (-0.075 -- 0.077),-120 (9 -- -9.2)
Brandenburg,1037 (332 -- 7952),Likely decreasing,0.98 (0.83 -- 1.5),-0.0067 (-0.05 -- 0.13),-100 (5.2 -- -14)
Bremen,225 (44 -- 1253),Stable,1 (0.74 -- 1.4),0.00096 (-0.073 -- 0.097),730 (7.2 -- -9.4)
Dolnośląskie,109 (17 -- 595),Likely decreasing,0.84 (0.57 -- 1.2),-0.045 (-0.13 -- 0.054),-16 (13 -- -5.5)
Germany,18689 (6095 -- 42026),Likely decreasing,0.96 (0.75 -- 1.2),-0.0099 (-0.07 -- 0.042),-70 (17 -- -9.9)
Hamburg,360 (6 -- 3652),Likely decreasing,0.83 (0.22 -- 1.5),-0.048 (-0.25 -- 0.12),-14 (5.7 -- -2.7)
Hesse,1118 (360 -- 3851),Likely decreasing,0.97 (0.78 -- 1.2),-0.0079 (-0.063 -- 0.065),-88 (11 -- -11)
Kujawsko-Pomorskie,5 (0 -- 138),Likely decreasing,0.55 (0.17 -- 1.2),-0.13 (-0.28 -- 0.057),-5.2 (12 -- -2.5)
Lower Saxony,2565 (279 -- 12337),Likely decreasing,0.95 (0.55 -- 1.2),-0.013 (-0.13 -- 0.053),-53 (13 -- -5.2)
Lubelskie,88 (8 -- 351),Likely decreasing,0.81 (0.47 -- 1.1),-0.055 (-0.16 -- 0.014),-13 (51 -- -4.3)
Lubuskie,6 (0 -- 168),Likely decreasing,0.56 (0.1 -- 1.1),-0.13 (-0.31 -- 0.016),-5.3 (42 -- -2.2)
Mazowieckie,433 (122 -- 2097),Likely decreasing,0.87 (0.7 -- 1.2),-0.035 (-0.087 -- 0.061),-20 (11 -- -8)
Małopolskie,85 (15 -- 690),Likely decreasing,0.85 (0.59 -- 1.4),-0.043 (-0.12 -- 0.094),-16 (7.4 -- -5.7)
Mecklenburg-Vorpommern,666 (127 -- 2754),Likely decreasing,0.93 (0.63 -- 1.2),-0.019 (-0.11 -- 0.055),-37 (13 -- -6.4)
North Rhine-Westphalia,4647 (1150 -- 12509),Likely decreasing,0.95 (0.69 -- 1.1),-0.014 (-0.089 -- 0.029),-49 (24 -- -7.8)
Opolskie,7 (0 -- 98),Likely decreasing,0.7 (0.26 -- 1.2),-0.085 (-0.24 -- 0.044),-8.1 (16 -- -2.9)
Podkarpackie,13 (0 -- 142),Likely decreasing,0.7 (0.29 -- 1.1),-0.087 (-0.23 -- 0.037),-8 (19 -- -3.1)
Podlaskie,0 (0 -- 43),Decreasing,0.48 (0.043 -- 1),-0.16 (-0.34 -- 0.0022),-4.4 (310 -- -2)
Poland,572 (96 -- 2417),Likely decreasing,0.74 (0.47 -- 1.1),-0.074 (-0.16 -- 0.032),-9.4 (22 -- -4.3)
Pomorskie,89 (0 -- 856),Likely decreasing,0.75 (0.1 -- 1.1),-0.071 (-0.31 -- 0.033),-9.8 (21 -- -2.2)
Rhineland-Palatinate,1052 (118 -- 3751),Likely decreasing,0.93 (0.53 -- 1.1),-0.018 (-0.14 -- 0.039),-38 (18 -- -5)
Saarland,614 (102 -- 3138),Likely decreasing,0.97 (0.66 -- 1.3),-0.0078 (-0.097 -- 0.085),-89 (8.2 -- -7.2)
Saxony,1281 (96 -- 5682),Likely decreasing,0.91 (0.45 -- 1.2),-0.024 (-0.17 -- 0.063),-28 (11 -- -4.1)
Saxony-Anhalt,1074 (359 -- 3170),Stable,0.98 (0.77 -- 1.3),-0.0043 (-0.067 -- 0.068),-160 (10 -- -10)
Schleswig-Holstein,832 (298 -- 2847),Stable,1 (0.82 -- 1.3),-0.0011 (-0.052 -- 0.073),-630 (9.5 -- -13)
Thuringia,1627 (489 -- 7214),Stable,1 (0.79 -- 1.4),0.0029 (-0.059 -- 0.097),240 (7.2 -- -12)
Warmińsko-Mazurskie,12 (0 -- 132),Likely decreasing,0.69 (0.3 -- 1.1),-0.089 (-0.22 -- 0.025),-7.8 (27 -- -3.1)
Wielkopolskie,3 (0 -- 80),Likely decreasing,0.48 (0.087 -- 1.1),-0.15 (-0.32 -- 0.015),-4.5 (47 -- -2.2)
Zachodniopomorskie,121 (10 -- 507),Likely decreasing,0.83 (0.45 -- 1.1),-0.047 (-0.17 -- 0.022),-15 (31 -- -4.1)
Łódzkie,81 (11 -- 449),Likely decreasing,0.81 (0.52 -- 1.2),-0.054 (-0.14 -- 0.05),-13 (14 -- -4.8)
Śląskie,77 (5 -- 387),Likely decreasing,0.77 (0.41 -- 1.1),-0.065 (-0.18 -- 0.027),-11 (26 -- -3.8)
Świętokrzyskie,8 (0 -- 178),Likely decreasing,0.65 (0.26 -- 1.2),-0.1 (-0.24 -- 0.056),-6.8 (12 -- -2.9)
