Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,269 (149 -- 522),Decreasing,0.76 (0.62 -- 0.95),-0.069 (-0.11 -- -0.015),-10 (-47 -- -6.2)
Bavaria,186 (82 -- 365),Decreasing,0.67 (0.5 -- 0.82),-0.095 (-0.15 -- -0.05),-7.3 (-14 -- -4.6)
Berlin,54 (22 -- 127),Decreasing,0.77 (0.58 -- 1),-0.066 (-0.12 -- 0.0024),-11 (290 -- -5.6)
Brandenburg,9 (2 -- 45),Likely decreasing,0.72 (0.5 -- 1.3),-0.081 (-0.15 -- 0.08),-8.5 (8.7 -- -4.6)
Bremen,11 (4 -- 30),Decreasing,0.77 (0.58 -- 1),-0.065 (-0.12 -- -3.5e-05),-11 (-20000 -- -5.6)
Dolnośląskie,15 (8 -- 33),Decreasing,0.74 (0.57 -- 0.93),-0.075 (-0.13 -- -0.019),-9.2 (-36 -- -5.5)
Germany,1300 (778 -- 2305),Decreasing,0.74 (0.63 -- 0.89),-0.074 (-0.11 -- -0.03),-9.3 (-23 -- -6.4)
Hamburg,83 (45 -- 157),Likely decreasing,0.89 (0.76 -- 1.1),-0.031 (-0.069 -- 0.02),-23 (35 -- -10)
Hesse,169 (95 -- 332),Likely decreasing,0.82 (0.68 -- 1),-0.052 (-0.094 -- 0.0032),-13 (210 -- -7.4)
Kujawsko-Pomorskie,1 (0 -- 10),Decreasing,0.39 (0.11 -- 0.86),-0.19 (-0.31 -- -0.04),-3.7 (-17 -- -2.3)
Lower Saxony,67 (37 -- 135),Decreasing,0.73 (0.59 -- 0.9),-0.078 (-0.12 -- -0.027),-8.9 (-25 -- -5.8)
Lubelskie,25 (9 -- 56),Likely decreasing,0.79 (0.52 -- 1),-0.059 (-0.14 -- 0.0084),-12 (82 -- -4.8)
Lubuskie,1 (0 -- 3),Decreasing,0.6 (0.29 -- 0.79),-0.12 (-0.23 -- -0.059),-5.9 (-12 -- -3)
Mazowieckie,14 (3 -- 36),Decreasing,0.6 (0.27 -- 0.84),-0.12 (-0.23 -- -0.046),-6 (-15 -- -3)
Małopolskie,14 (7 -- 29),Decreasing,0.74 (0.55 -- 0.92),-0.076 (-0.13 -- -0.023),-9.2 (-30 -- -5.3)
Mecklenburg-Vorpommern,8 (3 -- 24),Likely decreasing,0.78 (0.59 -- 1.1),-0.061 (-0.12 -- 0.038),-11 (18 -- -5.7)
North Rhine-Westphalia,263 (147 -- 523),Decreasing,0.73 (0.6 -- 0.94),-0.077 (-0.12 -- -0.016),-9 (-44 -- -5.9)
Opolskie,4 (1 -- 8),Decreasing,0.68 (0.53 -- 0.87),-0.094 (-0.14 -- -0.038),-7.4 (-18 -- -4.9)
Podkarpackie,12 (5 -- 29),Likely decreasing,0.83 (0.6 -- 1.1),-0.049 (-0.12 -- 0.014),-14 (48 -- -5.8)
Podlaskie,6 (1 -- 26),Likely decreasing,0.7 (0.29 -- 1.3),-0.086 (-0.22 -- 0.069),-8.1 (10 -- -3.1)
Poland,200 (87 -- 381),Decreasing,0.73 (0.48 -- 0.91),-0.077 (-0.16 -- -0.024),-8.9 (-28 -- -4.4)
Pomorskie,11 (3 -- 42),Likely decreasing,0.81 (0.44 -- 1.4),-0.054 (-0.17 -- 0.11),-13 (6.2 -- -4)
Rhineland-Palatinate,56 (30 -- 106),Decreasing,0.71 (0.56 -- 0.88),-0.084 (-0.13 -- -0.034),-8.2 (-20 -- -5.4)
Saarland,18 (7 -- 39),Decreasing,0.73 (0.54 -- 0.91),-0.078 (-0.14 -- -0.026),-8.9 (-26 -- -5.1)
Saxony,23 (10 -- 52),Decreasing,0.62 (0.47 -- 0.81),-0.11 (-0.16 -- -0.054),-6.3 (-13 -- -4.3)
Saxony-Anhalt,7 (3 -- 18),Decreasing,0.6 (0.43 -- 0.8),-0.12 (-0.17 -- -0.057),-5.9 (-12 -- -4)
Schleswig-Holstein,27 (15 -- 50),Decreasing,0.78 (0.67 -- 0.94),-0.062 (-0.096 -- -0.017),-11 (-40 -- -7.2)
Thuringia,18 (8 -- 39),Decreasing,0.65 (0.49 -- 0.81),-0.1 (-0.15 -- -0.053),-6.7 (-13 -- -4.5)
Warmińsko-Mazurskie,6 (3 -- 17),Likely decreasing,0.77 (0.65 -- 1.1),-0.067 (-0.1 -- 0.016),-10 (42 -- -6.7)
Wielkopolskie,33 (15 -- 75),Likely decreasing,0.83 (0.69 -- 1.1),-0.048 (-0.089 -- 0.02),-14 (34 -- -7.8)
Zachodniopomorskie,11 (3 -- 25),Decreasing,0.76 (0.37 -- 1),-0.069 (-0.2 -- 0.00056),-10 (1200 -- -3.5)
Łódzkie,19 (10 -- 43),Decreasing,0.77 (0.63 -- 1),-0.065 (-0.11 -- 0.0013),-11 (540 -- -6.4)
Śląskie,21 (10 -- 42),Decreasing,0.74 (0.56 -- 0.92),-0.074 (-0.13 -- -0.022),-9.4 (-31 -- -5.3)
Świętokrzyskie,9 (4 -- 28),Likely decreasing,0.8 (0.62 -- 1.2),-0.056 (-0.11 -- 0.043),-12 (16 -- -6.2)
