Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,4669 (1586 -- 14290),Stable,1 (0.81 -- 1.3),0.00033 (-0.055 -- 0.078),2100 (8.8 -- -13)
Bavaria,8956 (4620 -- 19282),Likely increasing,1 (0.92 -- 1.2),0.0064 (-0.023 -- 0.047),110 (15 -- -30)
Berlin,495 (60 -- 1900),Likely decreasing,0.96 (0.57 -- 1.2),-0.011 (-0.13 -- 0.047),-61 (15 -- -5.5)
Brandenburg,504 (99 -- 1556),Likely decreasing,0.93 (0.62 -- 1.1),-0.019 (-0.11 -- 0.04),-37 (17 -- -6.4)
Bremen,133 (22 -- 627),Likely decreasing,0.98 (0.65 -- 1.3),-0.0065 (-0.1 -- 0.081),-110 (8.6 -- -6.9)
Dolnośląskie,105 (5 -- 712),Likely decreasing,0.76 (0.33 -- 1.2),-0.069 (-0.21 -- 0.047),-10 (15 -- -3.3)
Germany,32124 (21562 -- 58311),Likely increasing,1 (0.94 -- 1.1),0.0054 (-0.016 -- 0.036),130 (19 -- -44)
Hamburg,2513 (407 -- 24346),Likely increasing,1.2 (0.76 -- 2),0.053 (-0.067 -- 0.24),13 (2.9 -- -10)
Hesse,1966 (622 -- 7494),Likely decreasing,0.98 (0.77 -- 1.2),-0.0059 (-0.065 -- 0.05),-120 (14 -- -11)
Kujawsko-Pomorskie,41 (0 -- 301),Decreasing,0.59 (0.17 -- 0.93),-0.12 (-0.28 -- -0.021),-5.8 (-34 -- -2.5)
Lower Saxony,5218 (1025 -- 21273),Likely increasing,1 (0.68 -- 1.5),0.012 (-0.093 -- 0.12),59 (5.9 -- -7.4)
Lubelskie,217 (41 -- 1612),Likely decreasing,0.87 (0.58 -- 1.4),-0.038 (-0.12 -- 0.12),-18 (6 -- -5.7)
Lubuskie,267 (23 -- 1547),Likely decreasing,0.88 (0.5 -- 1.2),-0.033 (-0.15 -- 0.052),-21 (13 -- -4.6)
Mazowieckie,124 (2 -- 692),Likely decreasing,0.7 (0.19 -- 1.1),-0.086 (-0.27 -- 0.028),-8 (25 -- -2.6)
Małopolskie,8 (0 -- 127),Decreasing,0.5 (0.11 -- 0.98),-0.15 (-0.31 -- -0.0059),-4.6 (-120 -- -2.3)
Mecklenburg-Vorpommern,1087 (325 -- 2829),Stable,1 (0.76 -- 1.2),1e-04 (-0.069 -- 0.051),6800 (14 -- -10)
North Rhine-Westphalia,5787 (1567 -- 14433),Likely decreasing,0.97 (0.65 -- 1.2),-0.0087 (-0.1 -- 0.053),-79 (13 -- -6.7)
Opolskie,7 (0 -- 98),Likely decreasing,0.66 (0.25 -- 1.2),-0.099 (-0.24 -- 0.044),-7 (16 -- -2.9)
Podkarpackie,69 (5 -- 419),Likely decreasing,0.74 (0.41 -- 1.1),-0.073 (-0.18 -- 0.019),-9.4 (36 -- -3.8)
Podlaskie,96 (7 -- 557),Likely decreasing,0.83 (0.4 -- 1.2),-0.048 (-0.18 -- 0.046),-14 (15 -- -3.8)
Poland,1058 (136 -- 4068),Decreasing,0.69 (0.34 -- 0.98),-0.09 (-0.21 -- -0.0059),-7.7 (-120 -- -3.4)
Pomorskie,1195 (186 -- 16417),Stable,0.98 (0.61 -- 1.8),-0.0044 (-0.11 -- 0.19),-160 (3.6 -- -6)
Rhineland-Palatinate,1805 (509 -- 5523),Likely increasing,1 (0.76 -- 1.3),0.0078 (-0.071 -- 0.085),89 (8.2 -- -9.8)
Saarland,690 (94 -- 2076),Stable,1 (0.62 -- 1.2),-0.00027 (-0.11 -- 0.05),-2600 (14 -- -6.2)
Saxony,4851 (1082 -- 19319),Likely increasing,1.1 (0.74 -- 1.5),0.03 (-0.075 -- 0.14),23 (5.1 -- -9.2)
Saxony-Anhalt,1457 (666 -- 3713),Likely increasing,1 (0.87 -- 1.3),0.012 (-0.036 -- 0.069),57 (10 -- -19)
Schleswig-Holstein,849 (150 -- 2622),Likely decreasing,0.98 (0.67 -- 1.1),-0.0068 (-0.098 -- 0.035),-100 (20 -- -7)
Thuringia,1712 (602 -- 6300),Likely increasing,1 (0.83 -- 1.4),0.012 (-0.049 -- 0.095),59 (7.3 -- -14)
Warmińsko-Mazurskie,48 (4 -- 283),Likely decreasing,0.72 (0.39 -- 1.1),-0.081 (-0.19 -- 0.015),-8.5 (45 -- -3.7)
Wielkopolskie,445 (121 -- 1253),Likely decreasing,0.91 (0.69 -- 1.1),-0.026 (-0.089 -- 0.024),-27 (29 -- -7.8)
Zachodniopomorskie,420 (104 -- 2645),Likely decreasing,0.95 (0.7 -- 1.5),-0.014 (-0.087 -- 0.14),-48 (5.1 -- -7.9)
Łódzkie,172 (24 -- 710),Likely decreasing,0.79 (0.49 -- 1.1),-0.059 (-0.15 -- 0.016),-12 (42 -- -4.5)
Śląskie,279 (45 -- 1385),Likely decreasing,0.8 (0.51 -- 1.2),-0.056 (-0.15 -- 0.046),-12 (15 -- -4.6)
Świętokrzyskie,62 (5 -- 360),Likely decreasing,0.77 (0.43 -- 1.2),-0.065 (-0.17 -- 0.042),-11 (17 -- -4)
