Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,3704 (917 -- 18010),Stable,0.98 (0.64 -- 1.4),-0.0053 (-0.11 -- 0.11),-130 (6.5 -- -6.6)
Bavaria,1801 (444 -- 5119),Likely decreasing,0.87 (0.55 -- 1.1),-0.036 (-0.13 -- 0.039),-19 (18 -- -5.2)
Berlin,4402 (771 -- 32825),Likely increasing,1.2 (0.71 -- 1.8),0.044 (-0.083 -- 0.19),16 (3.6 -- -8.4)
Brandenburg,653 (59 -- 2598),Likely decreasing,0.9 (0.44 -- 1.2),-0.028 (-0.17 -- 0.062),-24 (11 -- -4.1)
Bremen,101 (2 -- 810),Likely decreasing,0.92 (0.33 -- 1.4),-0.023 (-0.21 -- 0.11),-31 (6.3 -- -3.3)
Dolnośląskie,1526 (298 -- 5901),Likely decreasing,0.85 (0.56 -- 1.2),-0.042 (-0.13 -- 0.045),-17 (15 -- -5.2)
Germany,11545 (3666 -- 29899),Likely decreasing,0.85 (0.58 -- 1.1),-0.044 (-0.12 -- 0.03),-16 (23 -- -5.6)
Hamburg,73 (0 -- 730),Likely decreasing,0.71 (0.13 -- 1.2),-0.084 (-0.29 -- 0.043),-8.2 (16 -- -2.4)
Hesse,655 (37 -- 2806),Likely decreasing,0.79 (0.32 -- 1.1),-0.06 (-0.21 -- 0.019),-11 (36 -- -3.3)
Kujawsko-Pomorskie,951 (161 -- 4530),Likely decreasing,0.81 (0.51 -- 1.2),-0.054 (-0.15 -- 0.043),-13 (16 -- -4.7)
Lower Saxony,1003 (191 -- 2322),Likely decreasing,0.94 (0.61 -- 1.1),-0.016 (-0.11 -- 0.022),-43 (31 -- -6.1)
Lubelskie,817 (162 -- 5820),Likely decreasing,0.88 (0.6 -- 1.5),-0.033 (-0.12 -- 0.13),-21 (5.5 -- -5.9)
Lubuskie,457 (44 -- 2954),Likely decreasing,0.83 (0.45 -- 1.3),-0.048 (-0.17 -- 0.085),-14 (8.2 -- -4.1)
Mazowieckie,1867 (478 -- 11672),Likely decreasing,0.87 (0.59 -- 1.4),-0.038 (-0.12 -- 0.11),-18 (6.1 -- -5.7)
Małopolskie,884 (122 -- 5573),Likely decreasing,0.78 (0.42 -- 1.3),-0.064 (-0.18 -- 0.069),-11 (10 -- -3.9)
Mecklenburg-Vorpommern,731 (207 -- 1946),Stable,1 (0.72 -- 1.2),0.0047 (-0.08 -- 0.063),150 (11 -- -8.6)
North Rhine-Westphalia,2516 (539 -- 8874),Likely decreasing,0.83 (0.51 -- 1.2),-0.049 (-0.15 -- 0.05),-14 (14 -- -4.6)
Opolskie,501 (64 -- 3901),Likely decreasing,0.88 (0.47 -- 1.5),-0.035 (-0.16 -- 0.12),-20 (5.8 -- -4.3)
Podkarpackie,427 (65 -- 2345),Likely decreasing,0.72 (0.43 -- 1.1),-0.08 (-0.18 -- 0.034),-8.7 (20 -- -3.9)
Podlaskie,204 (29 -- 1028),Likely decreasing,0.79 (0.46 -- 1.2),-0.059 (-0.16 -- 0.066),-12 (11 -- -4.2)
Poland,15388 (4637 -- 58891),Likely decreasing,0.83 (0.6 -- 1.2),-0.048 (-0.12 -- 0.059),-15 (12 -- -5.9)
Pomorskie,1479 (350 -- 5269),Likely decreasing,0.91 (0.65 -- 1.1),-0.026 (-0.1 -- 0.04),-27 (17 -- -6.8)
Rhineland-Palatinate,286 (34 -- 1121),Likely decreasing,0.86 (0.47 -- 1.2),-0.039 (-0.16 -- 0.055),-18 (13 -- -4.4)
Saarland,245 (9 -- 7238),Stable,1 (0.38 -- 2.6),0.007 (-0.19 -- 0.37),99 (1.9 -- -3.6)
Saxony,182 (6 -- 2167),Likely decreasing,0.55 (0.15 -- 1.2),-0.13 (-0.29 -- 0.044),-5.2 (16 -- -2.4)
Saxony-Anhalt,334 (18 -- 4566),Likely decreasing,0.78 (0.33 -- 1.7),-0.061 (-0.21 -- 0.16),-11 (4.2 -- -3.3)
Schleswig-Holstein,25369 (1112 -- 1070370),Increasing,2.4 (1.1 -- 7),0.34 (0.037 -- 1.2),2 (0.59 -- 19)
Thuringia,2722 (788 -- 7493),Stable,0.99 (0.76 -- 1.1),-0.0028 (-0.069 -- 0.038),-250 (18 -- -10)
Warmińsko-Mazurskie,348 (40 -- 1764),Likely decreasing,0.83 (0.48 -- 1.2),-0.048 (-0.16 -- 0.05),-15 (14 -- -4.4)
Wielkopolskie,1899 (372 -- 10506),Likely decreasing,0.84 (0.52 -- 1.3),-0.045 (-0.14 -- 0.087),-15 (8 -- -4.8)
Zachodniopomorskie,960 (229 -- 3434),Likely decreasing,0.91 (0.62 -- 1.3),-0.026 (-0.11 -- 0.07),-26 (9.9 -- -6.3)
Łódzkie,1055 (203 -- 4653),Likely decreasing,0.82 (0.54 -- 1.2),-0.051 (-0.14 -- 0.047),-14 (15 -- -5.1)
Śląskie,3256 (486 -- 14816),Likely decreasing,0.82 (0.48 -- 1.2),-0.05 (-0.16 -- 0.046),-14 (15 -- -4.4)
Świętokrzyskie,1479 (236 -- 8101),Likely decreasing,0.91 (0.58 -- 1.3),-0.024 (-0.12 -- 0.086),-28 (8.1 -- -5.6)
