Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,3052 (333 -- 20354),Likely increasing,1.2 (0.63 -- 1.9),0.054 (-0.11 -- 0.22),13 (3.1 -- -6.3)
Bavaria,2628 (603 -- 12368),Likely increasing,1.2 (0.85 -- 1.7),0.053 (-0.042 -- 0.17),13 (4 -- -17)
Berlin,560 (61 -- 9878),Likely increasing,1.1 (0.6 -- 2),0.035 (-0.12 -- 0.26),20 (2.7 -- -5.9)
Brandenburg,181 (2 -- 5364),Likely increasing,1.1 (0.29 -- 2.5),0.029 (-0.23 -- 0.35),24 (2 -- -3.1)
Bremen,177 (21 -- 3328),Likely increasing,1.1 (0.75 -- 2),0.034 (-0.071 -- 0.25),20 (2.8 -- -9.8)
Dolnośląskie,36 (0 -- 6059),Stable,1 (0.17 -- 2.9),0.0028 (-0.28 -- 0.44),250 (1.6 -- -2.5)
Germany,17259 (5876 -- 57356),Likely increasing,1.2 (0.89 -- 1.6),0.055 (-0.03 -- 0.16),13 (4.2 -- -23)
Hamburg,2405 (382 -- 57698),Likely increasing,1.3 (0.91 -- 2.7),0.088 (-0.026 -- 0.4),7.9 (1.7 -- -26)
Hesse,1341 (352 -- 11996),Likely increasing,1.2 (0.89 -- 1.9),0.049 (-0.03 -- 0.22),14 (3.2 -- -23)
Kujawsko-Pomorskie,55 (2 -- 934),Stable,1 (0.39 -- 1.7),0.005 (-0.19 -- 0.18),140 (3.8 -- -3.7)
Lower Saxony,1557 (135 -- 18430),Likely increasing,1.2 (0.61 -- 2),0.046 (-0.11 -- 0.25),15 (2.8 -- -6.1)
Lubelskie,664 (44 -- 17118),Likely increasing,1.3 (0.65 -- 2.5),0.071 (-0.11 -- 0.37),9.7 (1.9 -- -6.6)
Lubuskie,30 (0 -- 877),Stable,0.99 (0.25 -- 1.9),-0.0014 (-0.24 -- 0.21),-490 (3.3 -- -2.8)
Mazowieckie,173 (3 -- 3374),Stable,1.1 (0.32 -- 1.9),0.014 (-0.22 -- 0.23),49 (3 -- -3.2)
Małopolskie,321 (1 -- 13712),Likely increasing,1.2 (0.14 -- 2.5),0.049 (-0.29 -- 0.37),14 (1.9 -- -2.4)
Mecklenburg-Vorpommern,25 (0 -- 389),Likely decreasing,0.91 (0.25 -- 1.5),-0.026 (-0.24 -- 0.14),-27 (5 -- -2.9)
North Rhine-Westphalia,3099 (407 -- 25630),Stable,1.1 (0.56 -- 2),0.022 (-0.13 -- 0.25),31 (2.8 -- -5.3)
Opolskie,7 (0 -- 420),Stable,0.95 (0.3 -- 1.9),-0.014 (-0.22 -- 0.23),-51 (3 -- -3.1)
Podkarpackie,331 (14 -- 11487),Likely increasing,1.2 (0.48 -- 2.6),0.055 (-0.16 -- 0.37),13 (1.9 -- -4.4)
Podlaskie,109 (7 -- 4587),Likely increasing,1.1 (0.69 -- 2.4),0.032 (-0.092 -- 0.34),21 (2 -- -7.6)
Poland,1878 (346 -- 9742),Likely increasing,1.1 (0.65 -- 1.7),0.031 (-0.1 -- 0.18),23 (3.9 -- -6.7)
Pomorskie,81 (1 -- 2532),Stable,1.1 (0.35 -- 2.2),0.016 (-0.21 -- 0.3),43 (2.3 -- -3.4)
Rhineland-Palatinate,633 (85 -- 4317),Likely increasing,1.1 (0.69 -- 1.6),0.028 (-0.088 -- 0.14),24 (4.8 -- -7.9)
Saarland,269 (1 -- 5747),Likely increasing,1.1 (0.21 -- 2.2),0.04 (-0.26 -- 0.3),17 (2.3 -- -2.7)
Saxony,253 (42 -- 2021),Stable,1 (0.64 -- 1.7),0.0091 (-0.11 -- 0.16),77 (4.2 -- -6.6)
Saxony-Anhalt,839 (97 -- 18103),Likely increasing,1.1 (0.71 -- 2),0.029 (-0.083 -- 0.24),24 (2.9 -- -8.4)
Schleswig-Holstein,455 (46 -- 3258),Likely increasing,1.1 (0.62 -- 1.6),0.025 (-0.11 -- 0.14),28 (5 -- -6.2)
Thuringia,16 (0 -- 246),Likely decreasing,0.87 (0.47 -- 1.4),-0.036 (-0.16 -- 0.1),-19 (6.6 -- -4.3)
Warmińsko-Mazurskie,27 (0 -- 343),Stable,0.98 (0.28 -- 1.6),-0.0062 (-0.23 -- 0.15),-110 (4.7 -- -3)
Wielkopolskie,19 (0 -- 580),Likely decreasing,0.94 (0.43 -- 2),-0.018 (-0.18 -- 0.24),-39 (2.9 -- -4)
Zachodniopomorskie,41 (0 -- 780),Stable,1 (0.24 -- 1.8),-0.00071 (-0.24 -- 0.2),-980 (3.4 -- -2.9)
Łódzkie,132 (0 -- 10117),Stable,0.85 (0.07 -- 2.8),-0.042 (-0.33 -- 0.43),-16 (1.6 -- -2.1)
Śląskie,23 (0 -- 204),Likely decreasing,0.92 (0.3 -- 1.4),-0.022 (-0.22 -- 0.094),-31 (7.4 -- -3.2)
Świętokrzyskie,176 (4 -- 3720),Likely increasing,1.1 (0.34 -- 2.2),0.031 (-0.21 -- 0.28),22 (2.5 -- -3.4)
