Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,3612 (1377 -- 14096),Stable,0.98 (0.83 -- 1.3),-0.0042 (-0.047 -- 0.088),-160 (7.9 -- -15)
Bavaria,8894 (2862 -- 30371),Likely increasing,1.1 (0.8 -- 1.5),0.032 (-0.056 -- 0.13),21 (5.3 -- -12)
Berlin,678 (122 -- 3828),Stable,1 (0.63 -- 1.4),-0.00062 (-0.11 -- 0.099),-1100 (7 -- -6.4)
Brandenburg,1366 (357 -- 10220),Likely decreasing,0.94 (0.76 -- 1.5),-0.017 (-0.069 -- 0.12),-42 (5.9 -- -10)
Bremen,231 (26 -- 1231),Likely decreasing,0.98 (0.63 -- 1.3),-0.0067 (-0.1 -- 0.078),-100 (8.9 -- -6.7)
Dolnośląskie,10848 (1614 -- 232023),Likely increasing,1.3 (0.87 -- 2.7),0.069 (-0.036 -- 0.39),10 (1.8 -- -19)
Germany,55689 (20254 -- 161723),Likely increasing,1.1 (0.85 -- 1.5),0.037 (-0.044 -- 0.14),19 (4.9 -- -16)
Hamburg,1239 (132 -- 3671),Stable,1 (0.57 -- 1.2),0.0076 (-0.13 -- 0.06),91 (12 -- -5.5)
Hesse,4513 (491 -- 22598),Likely increasing,1.1 (0.57 -- 1.5),0.016 (-0.13 -- 0.13),42 (5.2 -- -5.5)
Kujawsko-Pomorskie,2341 (662 -- 15299),Stable,1 (0.78 -- 1.6),0.0082 (-0.063 -- 0.16),85 (4.4 -- -11)
Lower Saxony,9039 (1369 -- 244187),Likely increasing,1.4 (0.95 -- 3.2),0.1 (-0.014 -- 0.5),6.9 (1.4 -- -49)
Lubelskie,1349 (502 -- 5225),Stable,1 (0.79 -- 1.4),0.0041 (-0.06 -- 0.11),170 (6.3 -- -12)
Lubuskie,14006 (687 -- 441952),Likely increasing,1.7 (0.86 -- 4.3),0.19 (-0.039 -- 0.7),3.7 (0.98 -- -18)
Mazowieckie,6043 (1827 -- 44039),Likely increasing,1.1 (0.87 -- 1.9),0.035 (-0.036 -- 0.23),20 (3 -- -19)
Małopolskie,7710 (1445 -- 49128),Likely increasing,1.1 (0.7 -- 1.7),0.022 (-0.085 -- 0.18),31 (3.9 -- -8.1)
Mecklenburg-Vorpommern,550 (153 -- 2162),Likely decreasing,0.97 (0.77 -- 1.3),-0.0076 (-0.066 -- 0.09),-91 (7.7 -- -10)
North Rhine-Westphalia,16432 (5614 -- 56158),Likely increasing,1.2 (0.91 -- 1.6),0.055 (-0.026 -- 0.16),13 (4.3 -- -27)
Opolskie,1358 (394 -- 11577),Stable,0.99 (0.81 -- 1.7),-0.0025 (-0.055 -- 0.18),-280 (3.9 -- -13)
Podkarpackie,2159 (812 -- 8975),Likely decreasing,0.97 (0.79 -- 1.3),-0.0092 (-0.06 -- 0.086),-75 (8 -- -12)
Podlaskie,717 (224 -- 2739),Stable,0.99 (0.76 -- 1.3),-0.0037 (-0.067 -- 0.085),-190 (8.2 -- -10)
Poland,60545 (21865 -- 218692),Likely increasing,1.1 (0.84 -- 1.5),0.018 (-0.044 -- 0.12),39 (5.6 -- -16)
Pomorskie,1689 (407 -- 6156),Likely decreasing,0.94 (0.69 -- 1.2),-0.018 (-0.09 -- 0.043),-40 (16 -- -7.7)
Rhineland-Palatinate,1836 (356 -- 12784),Likely increasing,1.1 (0.76 -- 1.9),0.035 (-0.069 -- 0.22),20 (3.1 -- -10)
Saarland,255 (28 -- 1993),Likely decreasing,0.93 (0.57 -- 1.5),-0.018 (-0.13 -- 0.12),-38 (5.6 -- -5.5)
Saxony,1300 (218 -- 15904),Likely decreasing,0.93 (0.59 -- 1.8),-0.021 (-0.12 -- 0.19),-34 (3.6 -- -5.7)
Saxony-Anhalt,676 (155 -- 3612),Likely decreasing,0.94 (0.68 -- 1.5),-0.016 (-0.093 -- 0.12),-43 (5.6 -- -7.4)
Schleswig-Holstein,3689 (887 -- 18759),Likely increasing,1.2 (0.86 -- 1.8),0.057 (-0.04 -- 0.19),12 (3.6 -- -17)
Thuringia,715 (171 -- 3900),Likely decreasing,0.89 (0.65 -- 1.4),-0.032 (-0.1 -- 0.095),-22 (7.3 -- -6.7)
Warmińsko-Mazurskie,1666 (549 -- 9337),Stable,0.99 (0.82 -- 1.5),-0.0018 (-0.052 -- 0.13),-380 (5.1 -- -13)
Wielkopolskie,1297 (183 -- 5160),Likely decreasing,0.85 (0.5 -- 1.1),-0.041 (-0.15 -- 0.035),-17 (20 -- -4.7)
Zachodniopomorskie,4249 (924 -- 54067),Likely increasing,1.2 (0.9 -- 2.3),0.048 (-0.028 -- 0.32),14 (2.2 -- -25)
Łódzkie,2367 (464 -- 7063),Likely decreasing,0.95 (0.63 -- 1.2),-0.013 (-0.11 -- 0.041),-53 (17 -- -6.5)
Śląskie,7018 (1847 -- 31151),Stable,1 (0.68 -- 1.4),0.0032 (-0.094 -- 0.11),210 (6 -- -7.4)
Świętokrzyskie,2245 (796 -- 56464),Stable,1 (0.88 -- 2.2),0.0071 (-0.033 -- 0.29),97 (2.4 -- -21)
