Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,7096 (1507 -- 61071),Likely decreasing,0.87 (0.47 -- 1.6),-0.036 (-0.16 -- 0.16),-19 (4.4 -- -4.3)
Bavaria,10339 (3492 -- 38297),Likely decreasing,0.86 (0.66 -- 1.2),-0.039 (-0.099 -- 0.058),-18 (12 -- -7)
Berlin,2300 (667 -- 5317),Decreasing,0.85 (0.51 -- 1),-0.041 (-0.15 -- -0.00048),-17 (-1500 -- -4.7)
Brandenburg,1130 (443 -- 4101),Likely decreasing,0.87 (0.67 -- 1.2),-0.037 (-0.095 -- 0.053),-19 (13 -- -7.3)
Bremen,730 (220 -- 2124),Likely decreasing,0.88 (0.65 -- 1.2),-0.034 (-0.1 -- 0.044),-20 (16 -- -6.9)
Dolnośląskie,43 (12 -- 169),Stable,0.95 (0.53 -- 1.7),-0.013 (-0.14 -- 0.18),-55 (4 -- -5)
Germany,66971 (36435 -- 141621),Likely decreasing,0.87 (0.77 -- 1.1),-0.036 (-0.067 -- 0.016),-19 (44 -- -10)
Hamburg,2289 (872 -- 6561),Likely decreasing,0.88 (0.68 -- 1.2),-0.033 (-0.091 -- 0.044),-21 (16 -- -7.6)
Hesse,7416 (2904 -- 26827),Likely decreasing,0.89 (0.72 -- 1.3),-0.03 (-0.081 -- 0.066),-23 (11 -- -8.5)
Kujawsko-Pomorskie,6 (0 -- 52),Likely decreasing,0.67 (0.22 -- 1.7),-0.096 (-0.25 -- 0.19),-7.3 (3.7 -- -2.7)
Lower Saxony,9907 (2347 -- 84411),Likely decreasing,0.89 (0.54 -- 1.6),-0.03 (-0.14 -- 0.16),-23 (4.4 -- -5)
Lubelskie,31 (6 -- 145),Likely decreasing,0.86 (0.37 -- 1.7),-0.04 (-0.19 -- 0.18),-17 (3.9 -- -3.6)
Lubuskie,4 (0 -- 42),Stable,0.9 (0.31 -- 2.1),-0.028 (-0.21 -- 0.27),-25 (2.6 -- -3.2)
Mazowieckie,104 (27 -- 358),Likely decreasing,0.86 (0.42 -- 1.4),-0.04 (-0.18 -- 0.11),-17 (6.1 -- -3.9)
Małopolskie,43 (13 -- 163),Likely decreasing,0.93 (0.55 -- 1.7),-0.02 (-0.14 -- 0.17),-35 (4.1 -- -5.1)
Mecklenburg-Vorpommern,882 (294 -- 4129),Likely decreasing,0.87 (0.64 -- 1.3),-0.037 (-0.11 -- 0.088),-19 (7.9 -- -6.6)
North Rhine-Westphalia,19042 (10910 -- 34416),Likely decreasing,0.89 (0.79 -- 1),-0.029 (-0.059 -- 0.0039),-24 (180 -- -12)
Opolskie,6 (1 -- 36),Likely decreasing,0.77 (0.34 -- 1.5),-0.066 (-0.21 -- 0.14),-10 (5 -- -3.3)
Podkarpackie,30 (11 -- 87),Likely decreasing,0.91 (0.63 -- 1.4),-0.026 (-0.11 -- 0.095),-26 (7.3 -- -6.3)
Podlaskie,26 (6 -- 114),Stable,0.94 (0.47 -- 1.8),-0.017 (-0.16 -- 0.2),-41 (3.6 -- -4.4)
Poland,588 (172 -- 1843),Likely decreasing,0.88 (0.46 -- 1.5),-0.033 (-0.16 -- 0.13),-21 (5.4 -- -4.3)
Pomorskie,52 (11 -- 243),Stable,0.96 (0.47 -- 1.9),-0.011 (-0.16 -- 0.23),-64 (3.1 -- -4.3)
Rhineland-Palatinate,3392 (1317 -- 12547),Likely decreasing,0.87 (0.69 -- 1.2),-0.036 (-0.089 -- 0.058),-19 (12 -- -7.8)
Saarland,681 (259 -- 2769),Likely decreasing,0.86 (0.69 -- 1.3),-0.039 (-0.088 -- 0.068),-18 (10 -- -7.9)
Saxony,1587 (520 -- 8988),Likely decreasing,0.86 (0.65 -- 1.4),-0.041 (-0.1 -- 0.098),-17 (7.1 -- -6.7)
Saxony-Anhalt,744 (315 -- 2182),Likely decreasing,0.83 (0.68 -- 1.1),-0.049 (-0.094 -- 0.031),-14 (22 -- -7.4)
Schleswig-Holstein,4208 (1814 -- 10074),Likely decreasing,0.89 (0.73 -- 1.1),-0.03 (-0.077 -- 0.029),-23 (24 -- -9)
Thuringia,472 (109 -- 3355),Likely decreasing,0.81 (0.47 -- 1.5),-0.055 (-0.16 -- 0.12),-13 (5.7 -- -4.3)
Warmińsko-Mazurskie,28 (7 -- 168),Likely increasing,1.2 (0.65 -- 2.4),0.041 (-0.1 -- 0.34),17 (2 -- -6.7)
Wielkopolskie,37 (6 -- 226),Stable,0.95 (0.38 -- 2.2),-0.013 (-0.19 -- 0.3),-54 (2.3 -- -3.6)
Zachodniopomorskie,19 (3 -- 102),Stable,0.95 (0.42 -- 1.9),-0.014 (-0.18 -- 0.24),-50 (2.9 -- -3.9)
Łódzkie,25 (5 -- 100),Likely decreasing,0.79 (0.35 -- 1.4),-0.06 (-0.2 -- 0.11),-12 (6.1 -- -3.4)
Śląskie,90 (21 -- 327),Likely decreasing,0.91 (0.43 -- 1.6),-0.027 (-0.18 -- 0.15),-26 (4.6 -- -3.9)
Świętokrzyskie,11 (2 -- 36),Likely decreasing,0.73 (0.3 -- 1.1),-0.078 (-0.22 -- 0.032),-8.9 (22 -- -3.1)
