Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,21830 (6341 -- 91946),Likely decreasing,0.89 (0.62 -- 1.3),-0.032 (-0.11 -- 0.065),-22 (11 -- -6.3)
Bavaria,30140 (10768 -- 82326),Likely decreasing,0.87 (0.64 -- 1.1),-0.038 (-0.1 -- 0.031),-18 (22 -- -6.6)
Berlin,5389 (2570 -- 11641),Likely decreasing,0.9 (0.73 -- 1.1),-0.027 (-0.076 -- 0.017),-26 (41 -- -9.1)
Brandenburg,3314 (1137 -- 13025),Likely decreasing,0.88 (0.67 -- 1.2),-0.034 (-0.097 -- 0.061),-21 (11 -- -7.1)
Bremen,2258 (674 -- 7868),Likely decreasing,0.91 (0.64 -- 1.3),-0.026 (-0.11 -- 0.071),-27 (9.8 -- -6.6)
Dolnośląskie,72 (21 -- 254),Likely decreasing,0.79 (0.43 -- 1.4),-0.061 (-0.17 -- 0.11),-11 (6.5 -- -4)
Germany,152988 (71897 -- 307233),Likely decreasing,0.85 (0.64 -- 1),-0.043 (-0.1 -- 0.0082),-16 (85 -- -6.7)
Hamburg,3511 (1677 -- 6578),Decreasing,0.77 (0.54 -- 0.97),-0.066 (-0.14 -- -0.0074),-11 (-94 -- -5)
Hesse,14223 (4661 -- 35565),Likely decreasing,0.86 (0.61 -- 1.1),-0.04 (-0.11 -- 0.014),-17 (49 -- -6.1)
Kujawsko-Pomorskie,32 (7 -- 125),Likely decreasing,0.78 (0.38 -- 1.4),-0.063 (-0.19 -- 0.12),-11 (6 -- -3.7)
Lower Saxony,26916 (7169 -- 102444),Likely decreasing,0.91 (0.63 -- 1.2),-0.025 (-0.11 -- 0.058),-27 (12 -- -6.4)
Lubelskie,24 (5 -- 103),Likely decreasing,0.5 (0.21 -- 1),-0.15 (-0.26 -- 0.0085),-4.6 (81 -- -2.7)
Lubuskie,22 (5 -- 103),Likely decreasing,0.84 (0.43 -- 1.6),-0.045 (-0.17 -- 0.16),-15 (4.3 -- -4)
Mazowieckie,247 (83 -- 827),Likely decreasing,0.85 (0.5 -- 1.5),-0.042 (-0.15 -- 0.13),-16 (5.4 -- -4.6)
Małopolskie,123 (38 -- 392),Likely decreasing,0.82 (0.46 -- 1.4),-0.05 (-0.16 -- 0.1),-14 (6.6 -- -4.3)
Mecklenburg-Vorpommern,1414 (385 -- 4539),Likely decreasing,0.75 (0.48 -- 1),-0.07 (-0.16 -- 0.0053),-9.9 (130 -- -4.4)
North Rhine-Westphalia,35201 (19242 -- 58658),Decreasing,0.87 (0.68 -- 0.99),-0.037 (-0.092 -- -0.0022),-19 (-320 -- -7.5)
Opolskie,34 (8 -- 127),Likely decreasing,0.73 (0.36 -- 1.4),-0.077 (-0.2 -- 0.099),-9 (7 -- -3.4)
Podkarpackie,43 (12 -- 129),Likely decreasing,0.69 (0.36 -- 1.2),-0.09 (-0.2 -- 0.043),-7.7 (16 -- -3.5)
Podlaskie,37 (11 -- 132),Likely decreasing,0.74 (0.41 -- 1.4),-0.074 (-0.18 -- 0.096),-9.4 (7.2 -- -3.8)
Poland,1000 (309 -- 3383),Likely decreasing,0.77 (0.41 -- 1.3),-0.067 (-0.18 -- 0.093),-10 (7.4 -- -3.8)
Pomorskie,39 (8 -- 195),Likely decreasing,0.76 (0.34 -- 1.6),-0.07 (-0.2 -- 0.16),-9.9 (4.3 -- -3.4)
Rhineland-Palatinate,7301 (2652 -- 19681),Likely decreasing,0.84 (0.61 -- 1.1),-0.045 (-0.11 -- 0.021),-15 (34 -- -6.1)
Saarland,2044 (684 -- 6347),Likely decreasing,0.85 (0.61 -- 1.2),-0.042 (-0.11 -- 0.046),-17 (15 -- -6.1)
Saxony,5176 (1297 -- 20170),Likely decreasing,0.83 (0.54 -- 1.2),-0.049 (-0.14 -- 0.061),-14 (11 -- -5.1)
Saxony-Anhalt,3076 (1299 -- 6710),Likely decreasing,0.83 (0.58 -- 1),-0.047 (-0.12 -- 0.0085),-15 (81 -- -5.7)
Schleswig-Holstein,9199 (3362 -- 19988),Likely decreasing,0.87 (0.58 -- 1.1),-0.036 (-0.13 -- 0.027),-19 (25 -- -5.5)
Thuringia,1799 (440 -- 7951),Likely decreasing,0.78 (0.51 -- 1.2),-0.063 (-0.15 -- 0.059),-11 (12 -- -4.7)
Warmińsko-Mazurskie,26 (7 -- 88),Likely decreasing,0.79 (0.43 -- 1.4),-0.059 (-0.17 -- 0.094),-12 (7.4 -- -4)
Wielkopolskie,33 (7 -- 139),Likely decreasing,0.64 (0.28 -- 1.3),-0.11 (-0.23 -- 0.082),-6.6 (8.5 -- -3)
Zachodniopomorskie,20 (4 -- 79),Likely decreasing,0.62 (0.29 -- 1.1),-0.11 (-0.22 -- 0.038),-6.2 (18 -- -3.1)
Łódzkie,29 (8 -- 111),Likely decreasing,0.61 (0.3 -- 1.2),-0.12 (-0.22 -- 0.05),-6 (14 -- -3.1)
Śląskie,127 (34 -- 465),Likely decreasing,0.71 (0.36 -- 1.3),-0.084 (-0.2 -- 0.088),-8.3 (7.9 -- -3.5)
Świętokrzyskie,19 (6 -- 64),Likely decreasing,0.65 (0.35 -- 1.1),-0.1 (-0.21 -- 0.029),-6.8 (24 -- -3.4)
