Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,3017 (689 -- 12293),Likely decreasing,0.87 (0.59 -- 1.2),-0.035 (-0.12 -- 0.047),-20 (15 -- -5.7)
Bavaria,2390 (566 -- 11242),Likely decreasing,0.85 (0.59 -- 1.3),-0.042 (-0.12 -- 0.086),-17 (8.1 -- -5.7)
Berlin,274 (17 -- 3414),Likely decreasing,0.83 (0.4 -- 1.6),-0.047 (-0.18 -- 0.15),-15 (4.7 -- -3.8)
Brandenburg,1699 (313 -- 8889),Likely decreasing,0.93 (0.6 -- 1.4),-0.02 (-0.12 -- 0.11),-35 (6.4 -- -5.9)
Bremen,312 (13 -- 1372),Stable,1 (0.43 -- 1.3),0.0019 (-0.17 -- 0.068),360 (10 -- -4)
Dolnośląskie,1043 (43 -- 7986),Likely decreasing,0.74 (0.28 -- 1.1),-0.073 (-0.23 -- 0.034),-9.5 (21 -- -3)
Germany,29375 (9842 -- 124313),Likely decreasing,0.92 (0.7 -- 1.3),-0.023 (-0.089 -- 0.088),-30 (7.9 -- -7.8)
Hamburg,733 (234 -- 3167),Likely increasing,1 (0.82 -- 1.4),0.013 (-0.05 -- 0.1),52 (7 -- -14)
Hesse,580 (83 -- 2688),Likely decreasing,0.81 (0.5 -- 1.1),-0.053 (-0.15 -- 0.032),-13 (22 -- -4.6)
Kujawsko-Pomorskie,1900 (258 -- 9410),Likely decreasing,0.84 (0.47 -- 1.2),-0.044 (-0.16 -- 0.047),-16 (15 -- -4.3)
Lower Saxony,1605 (342 -- 15456),Stable,0.99 (0.7 -- 1.8),-0.0027 (-0.086 -- 0.2),-260 (3.5 -- -8.1)
Lubelskie,1358 (161 -- 7844),Likely decreasing,0.82 (0.47 -- 1.1),-0.05 (-0.16 -- 0.04),-14 (17 -- -4.4)
Lubuskie,2835 (237 -- 29313),Stable,1 (0.45 -- 1.8),0.0048 (-0.17 -- 0.21),140 (3.3 -- -4.2)
Mazowieckie,2430 (392 -- 10382),Likely decreasing,0.81 (0.47 -- 1.1),-0.055 (-0.16 -- 0.029),-13 (24 -- -4.4)
Małopolskie,1601 (26 -- 10452),Likely decreasing,0.74 (0.19 -- 1.1),-0.074 (-0.27 -- 0.031),-9.4 (23 -- -2.6)
Mecklenburg-Vorpommern,1027 (255 -- 3137),Likely increasing,1 (0.78 -- 1.3),0.0081 (-0.061 -- 0.077),85 (9 -- -11)
North Rhine-Westphalia,3542 (1064 -- 12068),Likely decreasing,0.9 (0.66 -- 1.2),-0.027 (-0.097 -- 0.053),-26 (13 -- -7.1)
Opolskie,552 (47 -- 3078),Likely decreasing,0.76 (0.37 -- 1.2),-0.068 (-0.2 -- 0.05),-10 (14 -- -3.5)
Podkarpackie,1388 (138 -- 9329),Likely decreasing,0.8 (0.41 -- 1.3),-0.055 (-0.18 -- 0.072),-13 (9.7 -- -3.9)
Podlaskie,313 (24 -- 2086),Likely decreasing,0.73 (0.36 -- 1.1),-0.079 (-0.2 -- 0.031),-8.8 (23 -- -3.5)
Poland,39245 (5503 -- 188112),Likely decreasing,0.8 (0.47 -- 1.1),-0.056 (-0.16 -- 0.021),-12 (33 -- -4.3)
Pomorskie,3318 (524 -- 23926),Stable,0.96 (0.61 -- 1.5),-0.01 (-0.11 -- 0.13),-69 (5.4 -- -6.2)
Rhineland-Palatinate,1115 (181 -- 4661),Likely decreasing,0.91 (0.59 -- 1.2),-0.026 (-0.12 -- 0.048),-27 (14 -- -5.7)
Saarland,54 (0 -- 995),Likely decreasing,0.64 (0.15 -- 1.3),-0.11 (-0.28 -- 0.074),-6.5 (9.4 -- -2.5)
Saxony,7341 (1277 -- 44072),Likely decreasing,0.91 (0.58 -- 1.4),-0.024 (-0.12 -- 0.11),-28 (6.3 -- -5.6)
Saxony-Anhalt,2194 (490 -- 10948),Likely decreasing,0.94 (0.65 -- 1.4),-0.015 (-0.1 -- 0.1),-45 (6.7 -- -6.8)
Schleswig-Holstein,212 (18 -- 1063),Likely decreasing,0.9 (0.53 -- 1.2),-0.029 (-0.14 -- 0.058),-24 (12 -- -4.9)
Thuringia,4293 (1025 -- 25797),Stable,0.98 (0.7 -- 1.6),-0.0051 (-0.086 -- 0.16),-140 (4.4 -- -8.1)
Warmińsko-Mazurskie,1104 (132 -- 5436),Likely decreasing,0.83 (0.46 -- 1.1),-0.047 (-0.16 -- 0.038),-15 (18 -- -4.3)
Wielkopolskie,3673 (590 -- 19408),Likely decreasing,0.89 (0.53 -- 1.3),-0.03 (-0.14 -- 0.069),-23 (10 -- -5)
Zachodniopomorskie,1769 (351 -- 8190),Likely decreasing,0.92 (0.58 -- 1.3),-0.023 (-0.12 -- 0.09),-30 (7.7 -- -5.6)
Łódzkie,2710 (107 -- 14428),Likely decreasing,0.88 (0.35 -- 1.1),-0.034 (-0.2 -- 0.04),-20 (17 -- -3.4)
Śląskie,4100 (592 -- 18429),Likely decreasing,0.82 (0.49 -- 1.1),-0.052 (-0.15 -- 0.035),-13 (20 -- -4.5)
Świętokrzyskie,1263 (159 -- 7736),Likely decreasing,0.88 (0.51 -- 1.3),-0.033 (-0.15 -- 0.074),-21 (9.3 -- -4.8)
