Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,1695 (178 -- 10529),Stable,1 (0.59 -- 1.7),0.013 (-0.12 -- 0.17),52 (4 -- -5.7)
Bavaria,3117 (543 -- 12354),Likely increasing,1.1 (0.64 -- 1.4),0.018 (-0.1 -- 0.099),38 (7 -- -6.6)
Berlin,570 (139 -- 4310),Likely increasing,1.1 (0.85 -- 1.7),0.03 (-0.042 -- 0.18),23 (3.8 -- -16)
Brandenburg,712 (102 -- 3933),Likely increasing,1.1 (0.77 -- 1.5),0.04 (-0.067 -- 0.14),17 (5 -- -10)
Bremen,283 (44 -- 2665),Likely increasing,1.1 (0.79 -- 1.7),0.035 (-0.061 -- 0.18),20 (3.8 -- -11)
Dolnośląskie,317 (34 -- 4455),Likely increasing,1.2 (0.76 -- 1.9),0.043 (-0.069 -- 0.22),16 (3.2 -- -10)
Germany,7122 (1990 -- 30114),Stable,0.97 (0.68 -- 1.5),-0.0085 (-0.093 -- 0.12),-81 (5.8 -- -7.4)
Hamburg,268 (1 -- 3937),Likely decreasing,0.85 (0.17 -- 1.6),-0.042 (-0.27 -- 0.15),-17 (4.8 -- -2.5)
Hesse,670 (47 -- 2309),Stable,1 (0.49 -- 1.2),0.0013 (-0.15 -- 0.055),530 (13 -- -4.6)
Kujawsko-Pomorskie,938 (135 -- 7334),Likely increasing,1.2 (0.76 -- 1.9),0.061 (-0.07 -- 0.21),11 (3.3 -- -10)
Lower Saxony,1251 (230 -- 4783),Likely increasing,1.1 (0.73 -- 1.3),0.019 (-0.077 -- 0.078),36 (8.9 -- -9)
Lubelskie,2909 (605 -- 16618),Likely increasing,1.3 (0.85 -- 1.8),0.073 (-0.041 -- 0.2),9.5 (3.5 -- -17)
Lubuskie,9 (0 -- 354),Likely decreasing,0.93 (0.32 -- 1.9),-0.019 (-0.22 -- 0.23),-36 (3.1 -- -3.2)
Mazowieckie,1394 (367 -- 9268),Likely increasing,1.2 (0.89 -- 1.6),0.052 (-0.031 -- 0.16),13 (4.3 -- -22)
Małopolskie,902 (106 -- 5279),Likely increasing,1.2 (0.74 -- 1.6),0.045 (-0.074 -- 0.15),15 (4.6 -- -9.4)
Mecklenburg-Vorpommern,87 (9 -- 681),Stable,1 (0.65 -- 1.5),0.0079 (-0.1 -- 0.12),88 (5.6 -- -6.8)
North Rhine-Westphalia,858 (157 -- 3407),Likely decreasing,0.87 (0.53 -- 1.2),-0.036 (-0.14 -- 0.057),-19 (12 -- -4.9)
Opolskie,611 (23 -- 7266),Likely increasing,1.2 (0.51 -- 1.9),0.063 (-0.15 -- 0.23),11 (3 -- -4.7)
Podkarpackie,792 (69 -- 5596),Likely increasing,1.2 (0.63 -- 1.7),0.045 (-0.11 -- 0.18),15 (3.9 -- -6.5)
Podlaskie,633 (58 -- 6963),Likely increasing,1.2 (0.64 -- 1.8),0.051 (-0.11 -- 0.2),14 (3.5 -- -6.6)
Poland,7494 (3168 -- 20327),Likely increasing,1.2 (0.93 -- 1.4),0.048 (-0.019 -- 0.12),14 (5.9 -- -37)
Pomorskie,370 (29 -- 3703),Likely increasing,1.1 (0.66 -- 1.7),0.036 (-0.097 -- 0.18),19 (3.8 -- -7.2)
Rhineland-Palatinate,771 (88 -- 3360),Likely increasing,1.1 (0.68 -- 1.7),0.021 (-0.095 -- 0.18),33 (3.8 -- -7.3)
Saarland,102 (1 -- 3813),Stable,1 (0.33 -- 2.4),0.0042 (-0.21 -- 0.33),160 (2.1 -- -3.3)
Saxony,279 (12 -- 952),Stable,1 (0.45 -- 1.2),0.0011 (-0.17 -- 0.056),640 (12 -- -4.1)
Saxony-Anhalt,250 (6 -- 1676),Stable,0.99 (0.43 -- 1.4),-0.004 (-0.17 -- 0.095),-170 (7.3 -- -4)
Schleswig-Holstein,122 (5 -- 1614),Stable,0.97 (0.51 -- 1.9),-0.0085 (-0.15 -- 0.23),-82 (3.1 -- -4.7)
Thuringia,632 (26 -- 10614),Likely increasing,1.2 (0.46 -- 2.2),0.045 (-0.16 -- 0.29),16 (2.4 -- -4.2)
Warmińsko-Mazurskie,121 (7 -- 2180),Likely increasing,1.1 (0.59 -- 1.8),0.021 (-0.12 -- 0.22),33 (3.2 -- -5.7)
Wielkopolskie,310 (14 -- 3669),Likely increasing,1.1 (0.44 -- 1.9),0.028 (-0.17 -- 0.22),25 (3.1 -- -4)
Zachodniopomorskie,155 (10 -- 1056),Likely increasing,1.1 (0.6 -- 1.5),0.018 (-0.12 -- 0.12),39 (5.9 -- -5.9)
Łódzkie,336 (22 -- 3539),Likely increasing,1.1 (0.59 -- 1.8),0.026 (-0.12 -- 0.21),26 (3.4 -- -5.7)
Śląskie,1021 (162 -- 11940),Likely increasing,1.2 (0.78 -- 2.1),0.064 (-0.065 -- 0.27),11 (2.5 -- -11)
Świętokrzyskie,17 (0 -- 417),Likely decreasing,0.82 (0.17 -- 1.4),-0.052 (-0.27 -- 0.1),-13 (6.6 -- -2.5)
