Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,1299 (372 -- 3713),Likely decreasing,0.9 (0.65 -- 1.1),-0.028 (-0.1 -- 0.037),-25 (19 -- -6.8)
Bavaria,2295 (801 -- 5561),Likely decreasing,0.92 (0.71 -- 1.1),-0.021 (-0.082 -- 0.033),-32 (21 -- -8.4)
Berlin,660 (7 -- 5645),Likely decreasing,0.86 (0.22 -- 1.4),-0.04 (-0.26 -- 0.098),-17 (7.1 -- -2.7)
Brandenburg,449 (65 -- 6562),Likely decreasing,0.93 (0.6 -- 2),-0.019 (-0.12 -- 0.24),-36 (2.8 -- -5.9)
Bremen,13 (0 -- 158),Likely decreasing,0.76 (0.3 -- 1.3),-0.069 (-0.22 -- 0.068),-10 (10 -- -3.1)
Dolnośląskie,729 (141 -- 3106),Likely decreasing,0.8 (0.5 -- 1.2),-0.056 (-0.15 -- 0.041),-12 (17 -- -4.7)
Germany,12550 (4791 -- 36007),Likely decreasing,0.91 (0.7 -- 1.2),-0.026 (-0.086 -- 0.059),-27 (12 -- -8.1)
Hamburg,430 (53 -- 27264),Stable,0.98 (0.63 -- 2.9),-0.0048 (-0.11 -- 0.43),-140 (1.6 -- -6.5)
Hesse,3766 (954 -- 88348),Likely increasing,1.1 (0.81 -- 2.5),0.02 (-0.054 -- 0.36),35 (1.9 -- -13)
Kujawsko-Pomorskie,246 (32 -- 1450),Likely decreasing,0.75 (0.43 -- 1.1),-0.072 (-0.17 -- 0.033),-9.6 (21 -- -4)
Lower Saxony,723 (151 -- 2040),Likely decreasing,0.91 (0.62 -- 1.1),-0.025 (-0.11 -- 0.021),-27 (33 -- -6.2)
Lubelskie,341 (49 -- 1736),Likely decreasing,0.81 (0.45 -- 1.2),-0.055 (-0.17 -- 0.054),-13 (13 -- -4.2)
Lubuskie,110 (8 -- 747),Likely decreasing,0.72 (0.34 -- 1.1),-0.079 (-0.2 -- 0.031),-8.8 (23 -- -3.4)
Mazowieckie,944 (149 -- 4256),Likely decreasing,0.81 (0.45 -- 1.2),-0.052 (-0.17 -- 0.052),-13 (13 -- -4.1)
Małopolskie,579 (76 -- 3290),Likely decreasing,0.8 (0.44 -- 1.2),-0.058 (-0.17 -- 0.059),-12 (12 -- -4.1)
Mecklenburg-Vorpommern,74 (2 -- 512),Likely decreasing,0.69 (0.25 -- 1),-0.088 (-0.24 -- 0.0084),-7.9 (82 -- -2.9)
North Rhine-Westphalia,3034 (851 -- 14547),Likely decreasing,0.92 (0.62 -- 1.4),-0.021 (-0.11 -- 0.11),-33 (6.2 -- -6.3)
Opolskie,210 (12 -- 1683),Likely decreasing,0.8 (0.36 -- 1.3),-0.057 (-0.2 -- 0.08),-12 (8.7 -- -3.4)
Podkarpackie,176 (24 -- 1206),Likely decreasing,0.74 (0.43 -- 1.2),-0.075 (-0.17 -- 0.049),-9.3 (14 -- -4)
Podlaskie,177 (31 -- 1118),Likely decreasing,0.85 (0.54 -- 1.4),-0.043 (-0.14 -- 0.093),-16 (7.4 -- -5.1)
Poland,6514 (1463 -- 23291),Likely decreasing,0.78 (0.48 -- 1.1),-0.062 (-0.16 -- 0.027),-11 (26 -- -4.4)
Pomorskie,173 (9 -- 932),Likely decreasing,0.7 (0.3 -- 1),-0.086 (-0.22 -- 0.0046),-8.1 (150 -- -3.1)
Rhineland-Palatinate,688 (129 -- 2443),Likely decreasing,0.93 (0.62 -- 1.1),-0.019 (-0.11 -- 0.037),-37 (19 -- -6.3)
Saarland,355 (49 -- 1538),Likely increasing,1 (0.66 -- 1.4),0.012 (-0.099 -- 0.097),60 (7.1 -- -7)
Saxony,3360 (793 -- 25193),Stable,1 (0.68 -- 1.7),-0.00033 (-0.092 -- 0.17),-2100 (4 -- -7.5)
Saxony-Anhalt,362 (41 -- 1997),Likely decreasing,0.85 (0.44 -- 1.3),-0.041 (-0.17 -- 0.078),-17 (8.9 -- -4.1)
Schleswig-Holstein,309 (40 -- 989),Likely decreasing,0.98 (0.58 -- 1.2),-0.0055 (-0.13 -- 0.059),-130 (12 -- -5.5)
Thuringia,1218 (186 -- 4482),Likely decreasing,0.91 (0.56 -- 1.1),-0.024 (-0.13 -- 0.038),-29 (18 -- -5.2)
Warmińsko-Mazurskie,743 (207 -- 2870),Likely decreasing,0.93 (0.71 -- 1.2),-0.02 (-0.084 -- 0.055),-35 (13 -- -8.2)
Wielkopolskie,695 (119 -- 3482),Likely decreasing,0.81 (0.45 -- 1.2),-0.055 (-0.17 -- 0.05),-13 (14 -- -4.2)
Zachodniopomorskie,307 (49 -- 1449),Likely decreasing,0.79 (0.47 -- 1.1),-0.06 (-0.16 -- 0.033),-12 (21 -- -4.3)
Łódzkie,412 (64 -- 2346),Likely decreasing,0.76 (0.45 -- 1.2),-0.069 (-0.17 -- 0.044),-10 (16 -- -4.1)
Śląskie,1385 (193 -- 6592),Likely decreasing,0.77 (0.42 -- 1.1),-0.065 (-0.18 -- 0.036),-11 (19 -- -3.9)
Świętokrzyskie,521 (35 -- 3065),Likely decreasing,0.8 (0.38 -- 1.1),-0.057 (-0.19 -- 0.025),-12 (28 -- -3.6)
