Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,4137 (276 -- 36697),Likely increasing,1.1 (0.53 -- 1.8),0.025 (-0.14 -- 0.2),27 (3.5 -- -4.9)
Bavaria,6029 (1507 -- 40548),Likely increasing,1.3 (0.94 -- 1.9),0.068 (-0.018 -- 0.23),10 (3 -- -40)
Berlin,278 (6 -- 1954),Stable,1 (0.34 -- 1.5),0.0076 (-0.21 -- 0.14),91 (5 -- -3.3)
Brandenburg,325 (23 -- 3133),Likely increasing,1.1 (0.57 -- 1.8),0.04 (-0.13 -- 0.2),17 (3.5 -- -5.5)
Bremen,77 (1 -- 711),Stable,1 (0.38 -- 1.5),0.0048 (-0.19 -- 0.14),150 (5 -- -3.6)
Dolnośląskie,30 (0 -- 684),Stable,1 (0.39 -- 1.9),0.0011 (-0.19 -- 0.22),640 (3.1 -- -3.7)
Germany,17138 (5238 -- 54948),Likely increasing,1.1 (0.78 -- 1.5),0.029 (-0.063 -- 0.13),24 (5.4 -- -11)
Hamburg,2321 (203 -- 25858),Likely increasing,1.2 (0.55 -- 1.9),0.053 (-0.13 -- 0.23),13 (3.1 -- -5.2)
Hesse,1060 (278 -- 4247),Likely increasing,1.1 (0.68 -- 1.4),0.024 (-0.094 -- 0.11),28 (6.6 -- -7.4)
Kujawsko-Pomorskie,240 (24 -- 4888),Likely increasing,1.2 (0.67 -- 2.1),0.041 (-0.097 -- 0.26),17 (2.6 -- -7.1)
Lower Saxony,986 (126 -- 4567),Likely increasing,1.1 (0.65 -- 1.4),0.028 (-0.1 -- 0.11),25 (6.2 -- -6.9)
Lubelskie,464 (23 -- 6849),Likely increasing,1.1 (0.48 -- 2),0.034 (-0.16 -- 0.24),20 (2.9 -- -4.4)
Lubuskie,8 (0 -- 171),Likely decreasing,0.89 (0.054 -- 1.4),-0.032 (-0.34 -- 0.12),-22 (6 -- -2)
Mazowieckie,272 (22 -- 2791),Likely increasing,1.1 (0.6 -- 1.9),0.028 (-0.12 -- 0.22),25 (3.2 -- -5.9)
Małopolskie,681 (76 -- 9780),Likely increasing,1.2 (0.71 -- 2.1),0.064 (-0.084 -- 0.27),11 (2.5 -- -8.2)
Mecklenburg-Vorpommern,47 (1 -- 1163),Stable,0.97 (0.42 -- 2),-0.0093 (-0.18 -- 0.25),-74 (2.7 -- -3.9)
North Rhine-Westphalia,3003 (496 -- 27756),Stable,1.1 (0.6 -- 2),0.02 (-0.12 -- 0.26),35 (2.7 -- -5.9)
Opolskie,28 (0 -- 2382),Likely increasing,1.1 (0.48 -- 2.6),0.021 (-0.15 -- 0.37),33 (1.8 -- -4.5)
Podkarpackie,293 (16 -- 7800),Likely increasing,1.2 (0.53 -- 2.2),0.043 (-0.14 -- 0.3),16 (2.3 -- -5)
Podlaskie,131 (7 -- 2256),Likely increasing,1.1 (0.58 -- 1.9),0.032 (-0.12 -- 0.23),22 (3.1 -- -5.6)
Poland,3298 (728 -- 16394),Likely increasing,1.2 (0.74 -- 1.8),0.043 (-0.074 -- 0.19),16 (3.7 -- -9.4)
Pomorskie,62 (1 -- 1246),Stable,1 (0.42 -- 1.9),0.0072 (-0.18 -- 0.21),97 (3.3 -- -3.9)
Rhineland-Palatinate,990 (100 -- 6418),Likely increasing,1.1 (0.62 -- 1.5),0.03 (-0.11 -- 0.13),23 (5.1 -- -6.3)
Saarland,43 (0 -- 1148),Likely decreasing,0.84 (0.051 -- 1.6),-0.045 (-0.34 -- 0.15),-16 (4.6 -- -2.1)
Saxony,235 (38 -- 941),Stable,1 (0.61 -- 1.4),0.0046 (-0.11 -- 0.093),150 (7.5 -- -6.1)
Saxony-Anhalt,678 (41 -- 8771),Likely increasing,1.1 (0.52 -- 1.7),0.018 (-0.14 -- 0.17),39 (4 -- -4.8)
Schleswig-Holstein,158 (0 -- 1396),Stable,0.95 (0.17 -- 1.4),-0.014 (-0.28 -- 0.12),-50 (5.9 -- -2.5)
Thuringia,191 (14 -- 8382),Likely increasing,1.1 (0.65 -- 2.6),0.036 (-0.1 -- 0.38),19 (1.8 -- -6.8)
Warmińsko-Mazurskie,52 (0 -- 749),Stable,1 (0.29 -- 1.7),0.0057 (-0.22 -- 0.17),120 (4 -- -3.1)
Wielkopolskie,1514 (89 -- 38062),Likely increasing,1.5 (0.75 -- 3.2),0.14 (-0.07 -- 0.5),5 (1.4 -- -9.9)
Zachodniopomorskie,528 (66 -- 19124),Likely increasing,1.3 (0.84 -- 2.8),0.071 (-0.045 -- 0.42),9.8 (1.7 -- -15)
Łódzkie,24 (0 -- 1453),Likely decreasing,0.65 (0.033 -- 1.9),-0.1 (-0.35 -- 0.21),-6.7 (3.2 -- -2)
Śląskie,76 (7 -- 841),Stable,1 (0.59 -- 1.6),0.0026 (-0.12 -- 0.15),270 (4.5 -- -5.8)
Świętokrzyskie,141 (1 -- 1449),Stable,1.1 (0.31 -- 1.6),0.017 (-0.22 -- 0.16),40 (4.4 -- -3.2)
