Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,2349 (1299 -- 4516),Likely decreasing,0.87 (0.73 -- 1),-0.035 (-0.076 -- 0.011),-20 (66 -- -9.1)
Bavaria,3139 (1919 -- 5106),Decreasing,0.88 (0.77 -- 1),-0.034 (-0.065 -- -0.00021),-21 (-3400 -- -11)
Berlin,788 (396 -- 1567),Likely decreasing,0.87 (0.71 -- 1),-0.037 (-0.085 -- 0.007),-19 (99 -- -8.2)
Brandenburg,725 (340 -- 1939),Likely decreasing,0.83 (0.64 -- 1.2),-0.049 (-0.11 -- 0.055),-14 (13 -- -6.5)
Bremen,272 (151 -- 533),Likely decreasing,0.98 (0.84 -- 1.1),-0.006 (-0.045 -- 0.037),-120 (18 -- -15)
Dolnośląskie,982 (618 -- 1659),Stable,0.98 (0.88 -- 1.2),-0.0045 (-0.033 -- 0.043),-150 (16 -- -21)
Germany,20703 (12979 -- 37654),Likely decreasing,0.9 (0.76 -- 1.2),-0.028 (-0.068 -- 0.047),-25 (15 -- -10)
Hamburg,598 (318 -- 1178),Likely decreasing,0.93 (0.77 -- 1.1),-0.021 (-0.065 -- 0.028),-33 (24 -- -11)
Hesse,1545 (881 -- 2656),Likely decreasing,0.89 (0.77 -- 1),-0.03 (-0.066 -- 0.0066),-23 (100 -- -10)
Kujawsko-Pomorskie,1505 (998 -- 2652),Likely decreasing,0.98 (0.89 -- 1.2),-0.0067 (-0.031 -- 0.047),-100 (15 -- -22)
Lower Saxony,2287 (1465 -- 3877),Likely decreasing,0.94 (0.84 -- 1.1),-0.016 (-0.044 -- 0.023),-43 (31 -- -16)
Lubelskie,784 (539 -- 1298),Likely decreasing,0.98 (0.91 -- 1.1),-0.0048 (-0.026 -- 0.039),-140 (18 -- -27)
Lubuskie,669 (432 -- 1222),Likely increasing,1 (0.95 -- 1.2),0.0073 (-0.015 -- 0.059),95 (12 -- -46)
Mazowieckie,3280 (2033 -- 5549),Likely increasing,1.1 (0.92 -- 1.3),0.017 (-0.023 -- 0.072),41 (9.7 -- -30)
Małopolskie,956 (565 -- 1955),Likely increasing,1 (0.88 -- 1.3),0.011 (-0.034 -- 0.089),63 (7.8 -- -20)
Mecklenburg-Vorpommern,508 (283 -- 1020),Likely decreasing,0.92 (0.76 -- 1.2),-0.023 (-0.069 -- 0.052),-30 (13 -- -10)
North Rhine-Westphalia,4586 (2930 -- 7887),Likely decreasing,0.91 (0.81 -- 1.1),-0.026 (-0.053 -- 0.015),-27 (46 -- -13)
Opolskie,333 (195 -- 722),Stable,1 (0.85 -- 1.4),0.007 (-0.041 -- 0.097),99 (7.1 -- -17)
Podkarpackie,1302 (325 -- 4366),Likely increasing,1.1 (0.52 -- 2.1),0.038 (-0.14 -- 0.26),18 (2.6 -- -4.9)
Podlaskie,704 (466 -- 1200),Likely increasing,1 (0.9 -- 1.2),0.0072 (-0.028 -- 0.056),97 (12 -- -24)
Poland,22102 (13349 -- 41975),Likely increasing,1.1 (0.91 -- 1.4),0.024 (-0.025 -- 0.094),29 (7.4 -- -27)
Pomorskie,2400 (1418 -- 4223),Likely increasing,1.1 (0.92 -- 1.3),0.031 (-0.024 -- 0.093),22 (7.5 -- -29)
Rhineland-Palatinate,820 (401 -- 1548),Decreasing,0.86 (0.67 -- 0.99),-0.04 (-0.096 -- -0.004),-17 (-170 -- -7.3)
Saarland,370 (111 -- 802),Likely decreasing,0.9 (0.6 -- 1.1),-0.027 (-0.12 -- 0.015),-26 (47 -- -5.9)
Saxony,1018 (563 -- 1979),Likely decreasing,0.83 (0.69 -- 1),-0.047 (-0.09 -- 0.0039),-15 (180 -- -7.7)
Saxony-Anhalt,725 (379 -- 1547),Likely decreasing,0.83 (0.68 -- 1.1),-0.048 (-0.094 -- 0.018),-14 (39 -- -7.4)
Schleswig-Holstein,692 (389 -- 1367),Likely decreasing,0.92 (0.76 -- 1.2),-0.022 (-0.07 -- 0.047),-31 (15 -- -9.9)
Thuringia,1154 (648 -- 2378),Likely decreasing,0.95 (0.78 -- 1.3),-0.013 (-0.063 -- 0.076),-52 (9.1 -- -11)
Warmińsko-Mazurskie,1439 (834 -- 3006),Likely increasing,1 (0.9 -- 1.3),0.0093 (-0.028 -- 0.084),74 (8.3 -- -25)
Wielkopolskie,1385 (865 -- 2675),Stable,0.98 (0.86 -- 1.2),-0.0058 (-0.039 -- 0.063),-120 (11 -- -18)
Zachodniopomorskie,773 (473 -- 1446),Likely decreasing,0.95 (0.82 -- 1.2),-0.013 (-0.049 -- 0.051),-52 (14 -- -14)
Łódzkie,841 (530 -- 1562),Stable,0.99 (0.86 -- 1.2),-0.0022 (-0.039 -- 0.059),-320 (12 -- -18)
Śląskie,2287 (1326 -- 4271),Likely increasing,1.1 (0.95 -- 1.4),0.03 (-0.014 -- 0.11),23 (6.5 -- -50)
Świętokrzyskie,464 (248 -- 873),Likely increasing,1.1 (0.8 -- 1.3),0.016 (-0.056 -- 0.076),42 (9.1 -- -12)
