Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,115021 (54937 -- 231734),Stable,0.99 (0.72 -- 1.3),-0.0033 (-0.078 -- 0.074),-210 (9.3 -- -8.9)
Bavaria,110479 (60509 -- 201240),Likely decreasing,0.89 (0.67 -- 1.2),-0.03 (-0.096 -- 0.043),-23 (16 -- -7.2)
Berlin,17026 (6111 -- 47095),Likely decreasing,0.8 (0.53 -- 1.1),-0.057 (-0.14 -- 0.033),-12 (21 -- -4.9)
Brandenburg,24691 (12363 -- 52414),Stable,0.97 (0.73 -- 1.3),-0.0089 (-0.078 -- 0.076),-78 (9.1 -- -8.9)
Bremen,4390 (1498 -- 12673),Likely decreasing,0.93 (0.64 -- 1.3),-0.02 (-0.1 -- 0.081),-34 (8.6 -- -6.6)
Dolnośląskie,3154 (1295 -- 8157),Likely decreasing,0.64 (0.4 -- 1),-0.11 (-0.19 -- 0.0061),-6.5 (110 -- -3.7)
Germany,620122 (346608 -- 1105050),Likely decreasing,0.93 (0.7 -- 1.2),-0.02 (-0.087 -- 0.051),-34 (14 -- -8)
Hamburg,13624 (4909 -- 36083),Likely decreasing,0.88 (0.6 -- 1.2),-0.033 (-0.12 -- 0.047),-21 (15 -- -5.8)
Hesse,37886 (18742 -- 71547),Likely decreasing,0.81 (0.58 -- 1),-0.054 (-0.12 -- 0.012),-13 (59 -- -5.5)
Kujawsko-Pomorskie,9440 (4877 -- 18584),Likely decreasing,0.89 (0.67 -- 1.2),-0.03 (-0.097 -- 0.056),-23 (12 -- -7.1)
Lower Saxony,103777 (32509 -- 348950),Likely increasing,1.1 (0.78 -- 1.5),0.034 (-0.062 -- 0.13),20 (5.5 -- -11)
Lubelskie,1600 (632 -- 4034),Likely decreasing,0.6 (0.34 -- 1),-0.12 (-0.21 -- 0.0047),-5.9 (150 -- -3.4)
Lubuskie,2460 (1076 -- 5247),Likely decreasing,0.76 (0.49 -- 1.1),-0.069 (-0.15 -- 0.038),-10 (18 -- -4.5)
Mazowieckie,5322 (2452 -- 10872),Decreasing,0.65 (0.4 -- 0.96),-0.1 (-0.19 -- -0.01),-6.8 (-69 -- -3.7)
Małopolskie,1732 (828 -- 3598),Decreasing,0.59 (0.38 -- 0.86),-0.12 (-0.19 -- -0.039),-5.7 (-18 -- -3.6)
Mecklenburg-Vorpommern,12407 (6245 -- 25345),Likely decreasing,0.96 (0.71 -- 1.2),-0.012 (-0.082 -- 0.06),-60 (12 -- -8.5)
North Rhine-Westphalia,128486 (66047 -- 245359),Likely decreasing,0.89 (0.64 -- 1.2),-0.032 (-0.1 -- 0.051),-22 (13 -- -6.6)
Opolskie,800 (308 -- 2295),Likely decreasing,0.61 (0.36 -- 1.1),-0.11 (-0.2 -- 0.02),-6 (35 -- -3.5)
Podkarpackie,471 (182 -- 1193),Decreasing,0.47 (0.26 -- 0.8),-0.16 (-0.24 -- -0.058),-4.3 (-12 -- -2.9)
Podlaskie,836 (346 -- 2033),Likely decreasing,0.65 (0.39 -- 1.1),-0.1 (-0.19 -- 0.017),-6.8 (41 -- -3.7)
Poland,45157 (19796 -- 100812),Likely decreasing,0.68 (0.43 -- 1),-0.093 (-0.17 -- 0.012),-7.5 (56 -- -4)
Pomorskie,2520 (1013 -- 6240),Decreasing,0.6 (0.35 -- 0.99),-0.12 (-0.2 -- -0.003),-5.9 (-230 -- -3.5)
Rhineland-Palatinate,23017 (10294 -- 49523),Likely decreasing,0.89 (0.6 -- 1.2),-0.031 (-0.12 -- 0.058),-22 (12 -- -5.9)
Saarland,8149 (4155 -- 16318),Likely decreasing,0.93 (0.69 -- 1.2),-0.019 (-0.09 -- 0.061),-36 (11 -- -7.7)
Saxony,38547 (17083 -- 85176),Likely increasing,1.1 (0.77 -- 1.4),0.018 (-0.066 -- 0.1),39 (6.9 -- -11)
Saxony-Anhalt,29598 (14632 -- 58493),Likely increasing,1.1 (0.83 -- 1.4),0.029 (-0.049 -- 0.12),24 (6 -- -14)
Schleswig-Holstein,8932 (4238 -- 18789),Likely decreasing,0.87 (0.6 -- 1.2),-0.037 (-0.12 -- 0.046),-19 (15 -- -5.9)
Thuringia,20532 (10349 -- 40407),Likely increasing,1.2 (0.88 -- 1.4),0.042 (-0.033 -- 0.11),16 (6 -- -21)
Warmińsko-Mazurskie,1333 (583 -- 3176),Decreasing,0.62 (0.39 -- 0.97),-0.11 (-0.19 -- -0.008),-6.2 (-87 -- -3.7)
Wielkopolskie,8629 (4192 -- 18564),Likely decreasing,0.78 (0.55 -- 1.1),-0.061 (-0.13 -- 0.031),-11 (23 -- -5.2)
Zachodniopomorskie,2786 (1226 -- 6401),Likely decreasing,0.72 (0.47 -- 1.1),-0.08 (-0.16 -- 0.026),-8.7 (26 -- -4.3)
Łódzkie,2141 (931 -- 5124),Decreasing,0.56 (0.35 -- 0.9),-0.13 (-0.2 -- -0.029),-5.3 (-24 -- -3.4)
Śląskie,1699 (608 -- 4614),Decreasing,0.45 (0.24 -- 0.81),-0.17 (-0.25 -- -0.056),-4.2 (-12 -- -2.8)
Świętokrzyskie,1646 (843 -- 3162),Decreasing,0.71 (0.5 -- 0.96),-0.085 (-0.15 -- -0.01),-8.2 (-68 -- -4.6)
