Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Württemberg State,5168 (2706 -- 10366),Likely decreasing,0.91 (0.73 -- 1.1),-0.024 (-0.077 -- 0.03),-29 (23 -- -9.1)
Berlin State,2400 (1239 -- 4156),Likely decreasing,0.93 (0.75 -- 1),-0.02 (-0.073 -- 0.0033),-35 (210 -- -9.5)
Brandenburg State,3983 (1832 -- 7380),Stable,1 (0.8 -- 1.1),0.0027 (-0.058 -- 0.025),250 (28 -- -12)
Dolnoslaskie,1383 (590 -- 3246),Likely decreasing,0.93 (0.67 -- 1.3),-0.02 (-0.098 -- 0.07),-34 (9.9 -- -7.1)
Free Hanseatic City of Bremen,244 (154 -- 443),Likely decreasing,0.96 (0.87 -- 1.1),-0.011 (-0.035 -- 0.027),-61 (26 -- -20)
Free Hanseatic City of Hamburg,658 (343 -- 1269),Likely decreasing,0.84 (0.66 -- 1),-0.044 (-0.099 -- 0.0089),-16 (78 -- -7)
Free State of Bavaria,7340 (4560 -- 11953),Likely decreasing,0.93 (0.81 -- 1),-0.02 (-0.054 -- 0.0065),-35 (110 -- -13)
Free State of Saxony,2836 (1507 -- 5572),Decreasing,0.82 (0.63 -- 1),-0.052 (-0.11 -- 0.00022),-13 (3100 -- -6.5)
Free State of Thüringia,2339 (1300 -- 4140),Likely decreasing,0.91 (0.72 -- 1),-0.025 (-0.079 -- 0.013),-28 (53 -- -8.7)
Germany,42393 (23070 -- 74683),Likely decreasing,0.91 (0.69 -- 1.1),-0.025 (-0.09 -- 0.038),-27 (18 -- -7.7)
Hesse State,3574 (2219 -- 6033),Likely decreasing,0.96 (0.84 -- 1.1),-0.012 (-0.045 -- 0.019),-59 (36 -- -16)
Kujawsko-Pomorskie,1708 (965 -- 2722),Decreasing,0.92 (0.75 -- 1),-0.021 (-0.07 -- 0.0012),-32 (570 -- -9.9)
Lodzkie,843 (444 -- 1499),Likely decreasing,0.86 (0.69 -- 1),-0.039 (-0.089 -- 0.0033),-18 (210 -- -7.7)
Lower Saxony State,4315 (2672 -- 6816),Stable,0.99 (0.86 -- 1.1),-0.002 (-0.039 -- 0.021),-350 (33 -- -18)
Lubelskie,966 (601 -- 1668),Likely decreasing,0.95 (0.82 -- 1.1),-0.014 (-0.05 -- 0.016),-50 (42 -- -14)
Lubuskie,609 (343 -- 1041),Likely decreasing,0.94 (0.78 -- 1),-0.018 (-0.062 -- 0.0081),-40 (85 -- -11)
Malopolskie,874 (364 -- 1941),Likely decreasing,0.89 (0.62 -- 1.2),-0.031 (-0.11 -- 0.056),-22 (12 -- -6.3)
Mazowieckie,2409 (1363 -- 4034),Likely decreasing,0.91 (0.76 -- 1),-0.024 (-0.069 -- 0.0067),-29 (100 -- -10)
Mecklenburg-Western Pomerania State,1163 (552 -- 2131),Stable,1 (0.75 -- 1.2),0.00055 (-0.072 -- 0.042),1300 (16 -- -9.7)
North Rhine-Westphalia State,9897 (5518 -- 16923),Likely decreasing,0.97 (0.77 -- 1.2),-0.0093 (-0.067 -- 0.043),-74 (16 -- -10)
Opolskie,292 (120 -- 629),Likely decreasing,0.78 (0.52 -- 1),-0.062 (-0.14 -- 0.0016),-11 (420 -- -4.9)
Podkarpackie,615 (222 -- 3655),Stable,0.94 (0.6 -- 2.3),-0.016 (-0.12 -- 0.32),-43 (2.2 -- -5.8)
Podlaskie,641 (324 -- 1177),Likely decreasing,0.94 (0.73 -- 1.1),-0.016 (-0.078 -- 0.04),-44 (17 -- -8.9)
Poland,16550 (8696 -- 31273),Likely decreasing,0.86 (0.67 -- 1.1),-0.038 (-0.095 -- 0.016),-18 (43 -- -7.3)
Pomorskie,1458 (800 -- 2598),Decreasing,0.84 (0.67 -- 1),-0.045 (-0.096 -- -0.00091),-15 (-760 -- -7.2)
Rhineland-Palatinate State,2310 (1306 -- 4083),Likely decreasing,0.96 (0.84 -- 1.1),-0.012 (-0.047 -- 0.021),-58 (33 -- -15)
Saarland State,668 (360 -- 1287),Likely decreasing,0.98 (0.85 -- 1.2),-0.0057 (-0.044 -- 0.04),-120 (17 -- -16)
Sachsen-Anhalt State,3297 (1740 -- 5806),Stable,0.99 (0.8 -- 1.1),-0.0039 (-0.056 -- 0.025),-180 (28 -- -12)
Schleswig-Holstein State,1879 (946 -- 3984),Likely increasing,1.1 (0.83 -- 1.4),0.02 (-0.049 -- 0.11),36 (6.3 -- -14)
Slaskie,1517 (587 -- 4004),Likely decreasing,0.87 (0.57 -- 1.3),-0.036 (-0.13 -- 0.069),-19 (10 -- -5.4)
Swietokrzyskie,323 (120 -- 853),Likely decreasing,0.83 (0.54 -- 1.2),-0.049 (-0.14 -- 0.056),-14 (12 -- -5)
Warminsko-Mazurskie,1098 (488 -- 1965),Decreasing,0.89 (0.68 -- 0.99),-0.029 (-0.095 -- -0.004),-24 (-180 -- -7.3)
Wielkopolskie,1901 (875 -- 3778),Likely decreasing,0.88 (0.67 -- 1),-0.032 (-0.096 -- 0.011),-21 (65 -- -7.2)
Zachodniopomorskie,928 (401 -- 1918),Decreasing,0.78 (0.55 -- 0.96),-0.063 (-0.13 -- -0.01),-11 (-68 -- -5.2)
