Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,277 (123 -- 534),Decreasing,0.69 (0.47 -- 0.85),-0.091 (-0.16 -- -0.041),-7.7 (-17 -- -4.4)
Bavaria,383 (215 -- 655),Decreasing,0.75 (0.6 -- 0.89),-0.072 (-0.12 -- -0.03),-9.6 (-23 -- -6)
Berlin,51 (19 -- 124),Decreasing,0.68 (0.47 -- 0.87),-0.092 (-0.16 -- -0.037),-7.5 (-19 -- -4.4)
Brandenburg,8 (2 -- 24),Decreasing,0.59 (0.39 -- 0.82),-0.12 (-0.19 -- -0.051),-5.7 (-13 -- -3.7)
Bremen,11 (3 -- 27),Decreasing,0.7 (0.45 -- 0.9),-0.088 (-0.17 -- -0.029),-7.9 (-24 -- -4.2)
Dolnośląskie,18 (9 -- 32),Decreasing,0.69 (0.55 -- 0.82),-0.091 (-0.13 -- -0.05),-7.6 (-14 -- -5.2)
Germany,1509 (873 -- 2521),Decreasing,0.7 (0.56 -- 0.84),-0.086 (-0.13 -- -0.047),-8.1 (-15 -- -5.3)
Hamburg,85 (48 -- 155),Likely decreasing,0.86 (0.71 -- 1),-0.039 (-0.083 -- 0.0038),-18 (180 -- -8.4)
Hesse,194 (111 -- 361),Decreasing,0.78 (0.65 -- 0.96),-0.062 (-0.1 -- -0.011),-11 (-62 -- -6.9)
Kujawsko-Pomorskie,23 (7 -- 61),Likely decreasing,0.87 (0.54 -- 1.3),-0.038 (-0.14 -- 0.08),-18 (8.6 -- -5)
Lower Saxony,88 (46 -- 165),Decreasing,0.7 (0.55 -- 0.85),-0.087 (-0.13 -- -0.041),-8 (-17 -- -5.2)
Lubelskie,41 (20 -- 99),Likely decreasing,0.86 (0.68 -- 1.2),-0.04 (-0.093 -- 0.042),-17 (16 -- -7.4)
Lubuskie,3 (1 -- 8),Decreasing,0.69 (0.55 -- 0.82),-0.091 (-0.14 -- -0.051),-7.6 (-14 -- -5.1)
Mazowieckie,42 (21 -- 69),Decreasing,0.75 (0.57 -- 0.89),-0.072 (-0.13 -- -0.031),-9.6 (-23 -- -5.4)
Małopolskie,20 (12 -- 37),Decreasing,0.73 (0.62 -- 0.9),-0.078 (-0.11 -- -0.027),-8.9 (-26 -- -6.3)
Mecklenburg-Vorpommern,4 (1 -- 10),Decreasing,0.56 (0.35 -- 0.76),-0.13 (-0.2 -- -0.068),-5.4 (-10 -- -3.4)
North Rhine-Westphalia,342 (181 -- 603),Decreasing,0.68 (0.51 -- 0.83),-0.093 (-0.15 -- -0.047),-7.5 (-15 -- -4.7)
Opolskie,8 (4 -- 15),Decreasing,0.69 (0.57 -- 0.84),-0.089 (-0.13 -- -0.044),-7.8 (-16 -- -5.4)
Podkarpackie,14 (7 -- 31),Likely decreasing,0.8 (0.6 -- 1),-0.058 (-0.12 -- 0.0034),-12 (210 -- -5.9)
Podlaskie,10 (3 -- 45),Likely decreasing,0.83 (0.51 -- 1.6),-0.047 (-0.15 -- 0.14),-15 (4.8 -- -4.7)
Poland,303 (175 -- 522),Decreasing,0.75 (0.59 -- 0.9),-0.072 (-0.12 -- -0.027),-9.6 (-26 -- -5.8)
Pomorskie,11 (4 -- 34),Likely decreasing,0.76 (0.47 -- 1.2),-0.07 (-0.16 -- 0.043),-10 (16 -- -4.3)
Rhineland-Palatinate,85 (43 -- 145),Decreasing,0.71 (0.52 -- 0.85),-0.084 (-0.14 -- -0.042),-8.2 (-16 -- -4.8)
Saarland,39 (18 -- 82),Decreasing,0.77 (0.59 -- 0.97),-0.065 (-0.12 -- -0.0079),-11 (-87 -- -5.7)
Saxony,39 (18 -- 77),Decreasing,0.61 (0.45 -- 0.77),-0.11 (-0.17 -- -0.067),-6.1 (-10 -- -4.2)
Saxony-Anhalt,15 (7 -- 32),Decreasing,0.61 (0.43 -- 0.79),-0.11 (-0.17 -- -0.061),-6 (-11 -- -4)
Schleswig-Holstein,37 (21 -- 64),Decreasing,0.76 (0.64 -- 0.89),-0.069 (-0.11 -- -0.029),-10 (-24 -- -6.5)
Thuringia,30 (14 -- 58),Decreasing,0.65 (0.48 -- 0.81),-0.1 (-0.16 -- -0.053),-6.9 (-13 -- -4.5)
Warmińsko-Mazurskie,5 (2 -- 11),Decreasing,0.68 (0.5 -- 0.84),-0.094 (-0.15 -- -0.046),-7.4 (-15 -- -4.6)
Wielkopolskie,25 (14 -- 47),Decreasing,0.7 (0.59 -- 0.84),-0.087 (-0.12 -- -0.046),-8 (-15 -- -5.7)
Zachodniopomorskie,15 (7 -- 35),Likely decreasing,0.76 (0.62 -- 1),-0.069 (-0.11 -- 0.0048),-10 (140 -- -6.2)
Łódzkie,24 (12 -- 50),Decreasing,0.73 (0.57 -- 0.93),-0.076 (-0.13 -- -0.019),-9.1 (-36 -- -5.4)
Śląskie,33 (18 -- 69),Decreasing,0.75 (0.64 -- 0.98),-0.071 (-0.11 -- -0.0048),-9.8 (-140 -- -6.5)
Świętokrzyskie,8 (4 -- 20),Likely decreasing,0.75 (0.63 -- 1),-0.07 (-0.11 -- 0.0052),-9.9 (130 -- -6.4)
