Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,1178 (565 -- 2323),Likely increasing,1.1 (0.8 -- 1.4),0.023 (-0.056 -- 0.11),31 (6.4 -- -12)
Bavaria,1253 (463 -- 3348),Stable,1 (0.68 -- 1.4),0.0069 (-0.093 -- 0.11),100 (6.4 -- -7.5)
Berlin,852 (194 -- 3466),Likely increasing,1.2 (0.65 -- 1.8),0.043 (-0.1 -- 0.21),16 (3.3 -- -6.7)
Brandenburg,172 (32 -- 959),Likely increasing,1.1 (0.58 -- 2.1),0.031 (-0.12 -- 0.26),22 (2.6 -- -5.6)
Bremen,161 (67 -- 421),Likely increasing,1.2 (0.91 -- 1.7),0.062 (-0.026 -- 0.18),11 (3.8 -- -26)
Dolnośląskie,32 (14 -- 68),Likely increasing,1.1 (0.81 -- 1.4),0.02 (-0.051 -- 0.096),35 (7.2 -- -13)
Germany,8808 (4593 -- 16356),Stable,1 (0.76 -- 1.3),0.0075 (-0.068 -- 0.088),92 (7.9 -- -10)
Hamburg,644 (316 -- 1281),Likely increasing,1.2 (0.93 -- 1.5),0.058 (-0.019 -- 0.13),12 (5.3 -- -36)
Hesse,655 (269 -- 1338),Stable,0.99 (0.68 -- 1.3),-0.0039 (-0.094 -- 0.069),-180 (10 -- -7.4)
Kujawsko-Pomorskie,20 (7 -- 64),Likely increasing,1.1 (0.81 -- 1.8),0.034 (-0.054 -- 0.19),20 (3.6 -- -13)
Lower Saxony,668 (246 -- 1718),Likely decreasing,0.91 (0.58 -- 1.3),-0.024 (-0.12 -- 0.088),-28 (7.9 -- -5.6)
Lubelskie,53 (17 -- 143),Likely increasing,1.1 (0.68 -- 1.7),0.04 (-0.091 -- 0.18),17 (3.8 -- -7.6)
Lubuskie,20 (6 -- 77),Likely increasing,1.3 (0.91 -- 2),0.088 (-0.025 -- 0.26),7.8 (2.7 -- -27)
Mazowieckie,51 (23 -- 93),Stable,1 (0.72 -- 1.2),0.00019 (-0.081 -- 0.061),3600 (11 -- -8.5)
Małopolskie,95 (26 -- 204),Likely increasing,1.1 (0.64 -- 1.5),0.037 (-0.11 -- 0.14),19 (4.9 -- -6.5)
Mecklenburg-Vorpommern,159 (47 -- 511),Likely increasing,1.3 (0.8 -- 1.8),0.078 (-0.058 -- 0.21),8.8 (3.3 -- -12)
North Rhine-Westphalia,3367 (1677 -- 7112),Likely increasing,1.2 (0.86 -- 1.6),0.041 (-0.039 -- 0.15),17 (4.7 -- -18)
Opolskie,8 (3 -- 25),Likely increasing,1.1 (0.82 -- 1.6),0.032 (-0.05 -- 0.15),21 (4.5 -- -14)
Podkarpackie,61 (22 -- 201),Likely increasing,1.4 (0.93 -- 2.1),0.098 (-0.02 -- 0.27),7.1 (2.6 -- -35)
Podlaskie,22 (8 -- 58),Likely increasing,1.1 (0.78 -- 1.5),0.019 (-0.061 -- 0.13),36 (5.5 -- -11)
Poland,561 (365 -- 886),Likely increasing,1.1 (0.96 -- 1.3),0.037 (-0.012 -- 0.091),19 (7.7 -- -59)
Pomorskie,40 (17 -- 92),Likely increasing,1.1 (0.81 -- 1.5),0.04 (-0.053 -- 0.14),17 (5.1 -- -13)
Rhineland-Palatinate,380 (160 -- 846),Likely decreasing,0.94 (0.62 -- 1.3),-0.018 (-0.11 -- 0.074),-39 (9.4 -- -6.2)
Saarland,203 (73 -- 543),Likely increasing,1.2 (0.81 -- 1.5),0.043 (-0.054 -- 0.14),16 (4.9 -- -13)
Saxony,223 (67 -- 674),Likely increasing,1.1 (0.71 -- 1.6),0.036 (-0.081 -- 0.16),19 (4.4 -- -8.5)
Saxony-Anhalt,154 (58 -- 450),Likely increasing,1.3 (0.89 -- 1.9),0.083 (-0.032 -- 0.23),8.4 (3 -- -22)
Schleswig-Holstein,628 (243 -- 1375),Likely increasing,1.2 (0.8 -- 1.5),0.046 (-0.058 -- 0.14),15 (5.1 -- -12)
Thuringia,77 (19 -- 238),Stable,0.94 (0.49 -- 1.4),-0.017 (-0.15 -- 0.11),-41 (6.5 -- -4.6)
Warmińsko-Mazurskie,31 (12 -- 112),Likely increasing,1.3 (0.97 -- 2.1),0.08 (-0.0079 -- 0.27),8.6 (2.5 -- -88)
Wielkopolskie,12 (5 -- 29),Likely decreasing,0.79 (0.58 -- 1),-0.061 (-0.12 -- 0.0062),-11 (110 -- -5.6)
Zachodniopomorskie,21 (9 -- 53),Likely increasing,1.1 (0.88 -- 1.5),0.035 (-0.035 -- 0.14),20 (5.1 -- -20)
Łódzkie,19 (9 -- 40),Stable,1 (0.81 -- 1.3),0.0052 (-0.055 -- 0.08),130 (8.6 -- -13)
Śląskie,92 (44 -- 196),Likely increasing,1.3 (0.99 -- 1.7),0.082 (-0.0024 -- 0.18),8.4 (3.8 -- -290)
Świętokrzyskie,10 (3 -- 29),Stable,1 (0.71 -- 1.5),0.01 (-0.084 -- 0.12),67 (5.7 -- -8.3)
