Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,2856 (1599 -- 5579),Likely decreasing,0.89 (0.75 -- 1.1),-0.031 (-0.072 -- 0.017),-22 (41 -- -9.6)
Bavaria,4511 (2808 -- 7637),Likely decreasing,0.91 (0.81 -- 1),-0.026 (-0.054 -- 0.0056),-27 (120 -- -13)
Berlin,952 (502 -- 1779),Likely decreasing,0.86 (0.71 -- 1),-0.041 (-0.084 -- 0.0027),-17 (260 -- -8.3)
Brandenburg,678 (252 -- 1557),Decreasing,0.72 (0.49 -- 0.93),-0.079 (-0.15 -- -0.019),-8.8 (-36 -- -4.5)
Bremen,317 (179 -- 632),Stable,0.99 (0.89 -- 1.2),-0.0029 (-0.03 -- 0.045),-240 (16 -- -23)
Dolnośląskie,903 (565 -- 1532),Likely decreasing,0.96 (0.81 -- 1.1),-0.012 (-0.054 -- 0.035),-56 (20 -- -13)
Germany,26262 (14820 -- 51779),Likely decreasing,0.9 (0.68 -- 1.2),-0.028 (-0.092 -- 0.051),-25 (14 -- -7.5)
Hamburg,670 (373 -- 1279),Likely decreasing,0.92 (0.78 -- 1.1),-0.023 (-0.062 -- 0.02),-30 (34 -- -11)
Hesse,2024 (1203 -- 3342),Likely decreasing,0.91 (0.79 -- 1),-0.025 (-0.061 -- 0.0044),-28 (160 -- -11)
Kujawsko-Pomorskie,1304 (874 -- 2123),Likely decreasing,0.94 (0.86 -- 1.1),-0.017 (-0.041 -- 0.02),-40 (35 -- -17)
Lower Saxony,3525 (2097 -- 6480),Likely decreasing,0.96 (0.84 -- 1.1),-0.012 (-0.044 -- 0.023),-58 (30 -- -16)
Lubelskie,746 (480 -- 1281),Likely decreasing,0.96 (0.84 -- 1.1),-0.012 (-0.044 -- 0.03),-57 (23 -- -16)
Lubuskie,572 (383 -- 1016),Likely decreasing,0.98 (0.9 -- 1.1),-0.0069 (-0.027 -- 0.038),-100 (18 -- -26)
Mazowieckie,3479 (1927 -- 6797),Likely increasing,1.1 (0.8 -- 1.3),0.015 (-0.059 -- 0.085),47 (8.2 -- -12)
Małopolskie,995 (531 -- 2214),Likely increasing,1 (0.83 -- 1.4),0.0094 (-0.048 -- 0.097),74 (7.1 -- -15)
Mecklenburg-Vorpommern,639 (323 -- 1538),Likely decreasing,0.92 (0.7 -- 1.3),-0.021 (-0.086 -- 0.083),-33 (8.3 -- -8.1)
North Rhine-Westphalia,5306 (3345 -- 9238),Likely decreasing,0.91 (0.77 -- 1.1),-0.025 (-0.066 -- 0.031),-28 (22 -- -11)
Opolskie,280 (162 -- 538),Likely decreasing,0.93 (0.78 -- 1.2),-0.019 (-0.062 -- 0.048),-36 (14 -- -11)
Podkarpackie,882 (235 -- 3804),Stable,1.1 (0.5 -- 2.2),0.021 (-0.15 -- 0.3),32 (2.3 -- -4.7)
Podlaskie,648 (373 -- 1215),Likely decreasing,0.98 (0.8 -- 1.2),-0.0069 (-0.056 -- 0.047),-100 (15 -- -12)
Poland,19435 (11449 -- 38260),Stable,1 (0.85 -- 1.3),0.0059 (-0.042 -- 0.084),120 (8.2 -- -16)
Pomorskie,2142 (1221 -- 4345),Likely increasing,1.1 (0.88 -- 1.4),0.018 (-0.033 -- 0.11),39 (6.4 -- -21)
Rhineland-Palatinate,1447 (765 -- 2552),Likely decreasing,0.92 (0.76 -- 1),-0.023 (-0.069 -- 0.0042),-31 (160 -- -10)
Saarland,609 (282 -- 1255),Likely decreasing,0.98 (0.78 -- 1.2),-0.0064 (-0.063 -- 0.046),-110 (15 -- -11)
Saxony,1796 (1041 -- 3593),Likely decreasing,0.9 (0.75 -- 1.2),-0.028 (-0.071 -- 0.048),-25 (14 -- -9.7)
Saxony-Anhalt,1027 (491 -- 2021),Decreasing,0.81 (0.63 -- 0.99),-0.053 (-0.11 -- -0.002),-13 (-350 -- -6.5)
Schleswig-Holstein,663 (315 -- 1272),Likely decreasing,0.87 (0.63 -- 1.1),-0.036 (-0.11 -- 0.024),-19 (29 -- -6.5)
Thuringia,1093 (608 -- 2026),Likely decreasing,0.87 (0.71 -- 1.1),-0.035 (-0.083 -- 0.023),-20 (30 -- -8.4)
Warmińsko-Mazurskie,1011 (664 -- 1759),Likely decreasing,0.95 (0.87 -- 1.1),-0.015 (-0.037 -- 0.027),-47 (26 -- -19)
Wielkopolskie,1346 (774 -- 2601),Likely decreasing,0.94 (0.78 -- 1.2),-0.018 (-0.064 -- 0.047),-39 (15 -- -11)
Zachodniopomorskie,768 (457 -- 1498),Likely decreasing,0.9 (0.76 -- 1.1),-0.027 (-0.068 -- 0.039),-25 (18 -- -10)
Łódzkie,837 (495 -- 1601),Likely decreasing,0.97 (0.81 -- 1.2),-0.0082 (-0.054 -- 0.057),-85 (12 -- -13)
Śląskie,1495 (861 -- 3239),Likely increasing,1 (0.87 -- 1.4),0.01 (-0.036 -- 0.094),69 (7.4 -- -19)
Świętokrzyskie,911 (376 -- 2644),Increasing,1.4 (1 -- 2.3),0.11 (0.00035 -- 0.31),6.1 (2.3 -- 2000)
