Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,438 (148 -- 3624),Likely decreasing,0.93 (0.74 -- 1.5),-0.02 (-0.075 -- 0.13),-34 (5.3 -- -9.3)
Bavaria,88 (12 -- 469),Likely decreasing,0.81 (0.53 -- 1.2),-0.053 (-0.14 -- 0.056),-13 (12 -- -5)
Berlin,85 (9 -- 2005),Likely decreasing,0.9 (0.51 -- 1.7),-0.028 (-0.15 -- 0.18),-25 (3.9 -- -4.7)
Brandenburg,14 (0 -- 174),Likely decreasing,0.79 (0.25 -- 1.3),-0.059 (-0.24 -- 0.086),-12 (8.1 -- -2.9)
Bremen,56 (4 -- 1024),Stable,1 (0.63 -- 1.9),0.00091 (-0.11 -- 0.23),760 (3 -- -6.5)
Dolnośląskie,31 (0 -- 255),Likely decreasing,0.8 (0.26 -- 1.2),-0.058 (-0.24 -- 0.06),-12 (12 -- -2.9)
Germany,1543 (714 -- 7685),Likely decreasing,0.91 (0.79 -- 1.4),-0.025 (-0.059 -- 0.096),-27 (7.2 -- -12)
Hamburg,34 (2 -- 247),Likely decreasing,0.89 (0.49 -- 1.3),-0.031 (-0.15 -- 0.074),-22 (9.3 -- -4.5)
Hesse,65 (3 -- 314),Likely decreasing,0.82 (0.41 -- 1.1),-0.052 (-0.18 -- 0.039),-13 (18 -- -3.8)
Kujawsko-Pomorskie,4 (0 -- 39),Likely decreasing,0.72 (0.079 -- 1.1),-0.08 (-0.32 -- 0.04),-8.6 (17 -- -2.2)
Lower Saxony,43 (1 -- 201),Likely decreasing,0.8 (0.34 -- 1.1),-0.057 (-0.21 -- 0.018),-12 (38 -- -3.4)
Lubelskie,12 (0 -- 81),Likely decreasing,0.75 (0.21 -- 1.1),-0.071 (-0.26 -- 0.019),-9.7 (36 -- -2.7)
Lubuskie,5 (0 -- 210),Likely decreasing,0.78 (0.15 -- 1.7),-0.063 (-0.28 -- 0.18),-11 (3.9 -- -2.4)
Mazowieckie,26 (1 -- 166),Likely decreasing,0.78 (0.39 -- 1.1),-0.063 (-0.19 -- 0.024),-11 (29 -- -3.7)
Małopolskie,9 (0 -- 69),Likely decreasing,0.71 (0.098 -- 1.1),-0.084 (-0.31 -- 0.026),-8.2 (27 -- -2.3)
Mecklenburg-Vorpommern,869 (57 -- 46217),Likely increasing,1.3 (0.72 -- 3.5),0.092 (-0.081 -- 0.55),7.5 (1.3 -- -8.6)
North Rhine-Westphalia,331 (121 -- 1333),Likely decreasing,0.9 (0.71 -- 1.2),-0.029 (-0.082 -- 0.061),-24 (11 -- -8.4)
Opolskie,1 (0 -- 27),Likely decreasing,0.7 (0.083 -- 1.2),-0.086 (-0.32 -- 0.06),-8.1 (12 -- -2.2)
Podkarpackie,90 (3 -- 2006),Stable,0.99 (0.39 -- 2),-0.0034 (-0.19 -- 0.26),-200 (2.7 -- -3.6)
Podlaskie,1 (0 -- 153),Likely decreasing,0.72 (0.17 -- 1.8),-0.081 (-0.28 -- 0.21),-8.6 (3.4 -- -2.5)
Poland,212 (64 -- 629),Decreasing,0.79 (0.58 -- 0.97),-0.059 (-0.12 -- -0.0073),-12 (-95 -- -5.6)
Pomorskie,4 (0 -- 4834),Likely decreasing,0.54 (0.016 -- 3.9),-0.14 (-0.37 -- 0.66),-5 (1.1 -- -1.9)
Rhineland-Palatinate,16554 (20 -- 1737800),Likely increasing,3 (0.61 -- 9.5),0.46 (-0.11 -- 1.5),1.5 (0.45 -- -6.1)
Saarland,3 (0 -- 132),Likely decreasing,0.71 (0.036 -- 1.4),-0.083 (-0.35 -- 0.12),-8.4 (5.8 -- -2)
Saxony,120 (3 -- 2375),Likely decreasing,0.85 (0.28 -- 1.8),-0.043 (-0.23 -- 0.2),-16 (3.4 -- -3)
Saxony-Anhalt,1634 (59 -- 53600),Likely increasing,1.5 (0.61 -- 3.5),0.12 (-0.12 -- 0.56),5.7 (1.2 -- -5.9)
Schleswig-Holstein,11 (0 -- 285),Likely decreasing,0.83 (0.31 -- 1.5),-0.049 (-0.22 -- 0.12),-14 (5.6 -- -3.2)
Thuringia,27 (0 -- 130),Likely decreasing,0.8 (0.34 -- 1.1),-0.058 (-0.21 -- 0.02),-12 (34 -- -3.3)
Warmińsko-Mazurskie,3 (0 -- 95),Likely decreasing,0.7 (0.14 -- 1.3),-0.086 (-0.29 -- 0.086),-8 (8 -- -2.4)
Wielkopolskie,18 (1 -- 164),Likely decreasing,0.77 (0.45 -- 1.2),-0.065 (-0.17 -- 0.055),-11 (13 -- -4.1)
Zachodniopomorskie,16 (1 -- 809),Likely decreasing,0.82 (0.52 -- 1.9),-0.05 (-0.14 -- 0.24),-14 (2.9 -- -4.9)
Łódzkie,16 (1 -- 211),Likely decreasing,0.79 (0.45 -- 1.3),-0.059 (-0.16 -- 0.08),-12 (8.6 -- -4.2)
Śląskie,6 (0 -- 1272),Likely decreasing,0.71 (0.24 -- 2.5),-0.083 (-0.25 -- 0.36),-8.3 (1.9 -- -2.8)
Świętokrzyskie,18 (1 -- 295),Likely decreasing,0.81 (0.42 -- 1.5),-0.054 (-0.18 -- 0.12),-13 (5.7 -- -3.9)
