date,location,location_name,value
2020-02-28,GM02,Free State of Bavaria,0
2020-02-28,GM03,Free Hanseatic City of Bremen,0
2020-02-28,GM04,Free Hanseatic City of Hamburg,0
2020-02-28,GM05,Hesse State,0
2020-02-28,GM06,Lower Saxony State,0
2020-02-28,GM07,North Rhine-Westphalia State,0
2020-02-28,GM08,Rhineland-Palatinate State,0
2020-02-28,GM09,Saarland State,0
2020-02-28,GM10,Schleswig-Holstein State,0
2020-02-28,GM11,Brandenburg State,0
2020-02-28,GM12,Mecklenburg-Western Pomerania State,0
2020-02-28,GM13,Free State of Saxony,0
2020-02-28,GM14,Sachsen-Anhalt State,0
2020-02-28,GM15,Free State of Thüringia,0
2020-02-28,GM16,Berlin State,0
2020-02-29,GM,Germany,0
2020-02-29,GM01,Baden-Württemberg State,0
2020-02-29,GM02,Free State of Bavaria,0
2020-02-29,GM03,Free Hanseatic City of Bremen,0
2020-02-29,GM04,Free Hanseatic City of Hamburg,0
2020-02-29,GM05,Hesse State,0
2020-02-29,GM06,Lower Saxony State,0
2020-02-29,GM07,North Rhine-Westphalia State,0
2020-02-29,GM08,Rhineland-Palatinate State,0
2020-02-29,GM09,Saarland State,0
2020-02-29,GM10,Schleswig-Holstein State,0
2020-02-29,GM11,Brandenburg State,0
2020-02-29,GM12,Mecklenburg-Western Pomerania State,0
2020-02-29,GM13,Free State of Saxony,0
2020-02-29,GM14,Sachsen-Anhalt State,0
2020-02-29,GM15,Free State of Thüringia,0
2020-02-29,GM16,Berlin State,0
2020-03-01,GM,Germany,0
2020-03-01,GM01,Baden-Württemberg State,0
2020-03-01,GM02,Free State of Bavaria,0
2020-03-01,GM03,Free Hanseatic City of Bremen,0
2020-03-01,GM04,Free Hanseatic City of Hamburg,0
2020-03-01,GM05,Hesse State,0
2020-03-01,GM06,Lower Saxony State,0
2020-03-01,GM07,North Rhine-Westphalia State,0
2020-03-01,GM08,Rhineland-Palatinate State,0
2020-03-01,GM09,Saarland State,0
2020-03-01,GM10,Schleswig-Holstein State,0
2020-03-01,GM11,Brandenburg State,0
2020-03-01,GM12,Mecklenburg-Western Pomerania State,0
2020-03-01,GM13,Free State of Saxony,0
2020-03-01,GM14,Sachsen-Anhalt State,0
2020-03-01,GM15,Free State of Thüringia,0
2020-03-01,GM16,Berlin State,0
2020-03-02,GM,Germany,0
2020-03-02,GM01,Baden-Württemberg State,0
2020-03-02,GM02,Free State of Bavaria,0
2020-03-02,GM03,Free Hanseatic City of Bremen,0
2020-03-02,GM04,Free Hanseatic City of Hamburg,0
2020-03-02,GM05,Hesse State,0
2020-03-02,GM06,Lower Saxony State,0
2020-03-02,GM07,North Rhine-Westphalia State,0
2020-03-02,GM08,Rhineland-Palatinate State,0
2020-03-02,GM09,Saarland State,0
2020-03-02,GM10,Schleswig-Holstein State,0
2020-03-02,GM11,Brandenburg State,0
2020-03-02,GM12,Mecklenburg-Western Pomerania State,0
2020-03-02,GM13,Free State of Saxony,0
2020-03-02,GM14,Sachsen-Anhalt State,0
2020-03-02,GM15,Free State of Thüringia,0
2020-03-02,GM16,Berlin State,0
2020-03-03,GM,Germany,0
2020-03-03,GM01,Baden-Württemberg State,0
2020-03-03,GM02,Free State of Bavaria,0
2020-03-03,GM03,Free Hanseatic City of Bremen,0
2020-03-03,GM04,Free Hanseatic City of Hamburg,0
2020-03-03,GM05,Hesse State,0
2020-03-03,GM06,Lower Saxony State,0
2020-03-03,GM07,North Rhine-Westphalia State,0
2020-03-03,GM08,Rhineland-Palatinate State,0
2020-03-03,GM09,Saarland State,0
2020-03-03,GM10,Schleswig-Holstein State,0
2020-03-03,GM11,Brandenburg State,0
2020-03-03,GM12,Mecklenburg-Western Pomerania State,0
2020-03-03,GM13,Free State of Saxony,0
2020-03-03,GM14,Sachsen-Anhalt State,0
2020-03-03,GM15,Free State of Thüringia,0
2020-03-03,GM16,Berlin State,0
2020-03-04,GM,Germany,0
2020-03-04,GM01,Baden-Württemberg State,0
2020-03-04,GM02,Free State of Bavaria,0
2020-03-04,GM03,Free Hanseatic City of Bremen,0
2020-03-04,GM04,Free Hanseatic City of Hamburg,0
2020-03-04,GM05,Hesse State,0
2020-03-04,GM06,Lower Saxony State,0
2020-03-04,GM07,North Rhine-Westphalia State,0
2020-03-04,GM08,Rhineland-Palatinate State,0
2020-03-04,GM09,Saarland State,0
2020-03-04,GM10,Schleswig-Holstein State,0
2020-03-04,GM11,Brandenburg State,0
2020-03-04,GM12,Mecklenburg-Western Pomerania State,0
2020-03-04,GM13,Free State of Saxony,0
2020-03-04,GM15,Free State of Thüringia,0
2020-03-04,GM16,Berlin State,0
2020-03-05,GM,Germany,0
2020-03-05,GM01,Baden-Württemberg State,0
2020-03-05,GM02,Free State of Bavaria,0
2020-03-05,GM03,Free Hanseatic City of Bremen,0
2020-03-05,GM04,Free Hanseatic City of Hamburg,0
2020-03-05,GM05,Hesse State,0
2020-03-05,GM06,Lower Saxony State,0
2020-03-05,GM07,North Rhine-Westphalia State,0
2020-03-05,GM08,Rhineland-Palatinate State,0
2020-03-05,GM09,Saarland State,0
2020-03-05,GM10,Schleswig-Holstein State,0
2020-03-05,GM11,Brandenburg State,0
2020-03-05,GM12,Mecklenburg-Western Pomerania State,0
2020-03-05,GM13,Free State of Saxony,0
2020-03-05,GM15,Free State of Thüringia,0
2020-03-05,GM16,Berlin State,0
2020-03-06,GM,Germany,0
2020-03-06,GM01,Baden-Württemberg State,0
2020-03-06,GM02,Free State of Bavaria,0
2020-03-06,GM03,Free Hanseatic City of Bremen,0
2020-03-06,GM04,Free Hanseatic City of Hamburg,0
2020-03-06,GM05,Hesse State,0
2020-03-06,GM06,Lower Saxony State,0
2020-03-06,GM07,North Rhine-Westphalia State,0
2020-03-06,GM08,Rhineland-Palatinate State,0
2020-03-06,GM09,Saarland State,0
2020-03-06,GM10,Schleswig-Holstein State,0
2020-03-06,GM11,Brandenburg State,0
2020-03-06,GM12,Mecklenburg-Western Pomerania State,0
2020-03-06,GM13,Free State of Saxony,0
2020-03-06,GM15,Free State of Thüringia,0
2020-03-06,GM16,Berlin State,0
2020-03-07,GM,Germany,0
2020-03-07,GM01,Baden-Württemberg State,0
2020-03-07,GM02,Free State of Bavaria,0
2020-03-07,GM03,Free Hanseatic City of Bremen,0
2020-03-07,GM04,Free Hanseatic City of Hamburg,0
2020-03-07,GM05,Hesse State,0
2020-03-07,GM06,Lower Saxony State,0
2020-03-07,GM07,North Rhine-Westphalia State,0
2020-03-07,GM08,Rhineland-Palatinate State,0
2020-03-07,GM09,Saarland State,0
2020-03-07,GM10,Schleswig-Holstein State,0
2020-03-07,GM11,Brandenburg State,0
2020-03-07,GM12,Mecklenburg-Western Pomerania State,0
2020-03-07,GM13,Free State of Saxony,0
2020-03-07,GM15,Free State of Thüringia,0
2020-03-07,GM16,Berlin State,0
2020-03-08,GM,Germany,0
2020-03-08,GM01,Baden-Württemberg State,0
2020-03-08,GM02,Free State of Bavaria,0
2020-03-08,GM03,Free Hanseatic City of Bremen,0
2020-03-08,GM04,Free Hanseatic City of Hamburg,0
2020-03-08,GM05,Hesse State,0
2020-03-08,GM06,Lower Saxony State,0
2020-03-08,GM07,North Rhine-Westphalia State,0
2020-03-08,GM08,Rhineland-Palatinate State,0
2020-03-08,GM09,Saarland State,0
2020-03-08,GM10,Schleswig-Holstein State,0
2020-03-08,GM11,Brandenburg State,0
2020-03-08,GM12,Mecklenburg-Western Pomerania State,0
2020-03-08,GM13,Free State of Saxony,0
2020-03-08,GM15,Free State of Thüringia,0
2020-03-08,GM16,Berlin State,0
2020-03-09,GM,Germany,2
2020-03-09,GM01,Baden-Württemberg State,0
2020-03-09,GM02,Free State of Bavaria,0
2020-03-09,GM03,Free Hanseatic City of Bremen,0
2020-03-09,GM04,Free Hanseatic City of Hamburg,0
2020-03-09,GM05,Hesse State,0
2020-03-09,GM06,Lower Saxony State,0
2020-03-09,GM07,North Rhine-Westphalia State,2
2020-03-09,GM08,Rhineland-Palatinate State,0
2020-03-09,GM09,Saarland State,0
2020-03-09,GM10,Schleswig-Holstein State,0
2020-03-09,GM11,Brandenburg State,0
2020-03-09,GM12,Mecklenburg-Western Pomerania State,0
2020-03-09,GM13,Free State of Saxony,0
2020-03-09,GM15,Free State of Thüringia,0
2020-03-09,GM16,Berlin State,0
2020-03-10,GM,Germany,0
2020-03-10,GM01,Baden-Württemberg State,0
2020-03-10,GM02,Free State of Bavaria,0
2020-03-10,GM03,Free Hanseatic City of Bremen,0
2020-03-10,GM04,Free Hanseatic City of Hamburg,0
2020-03-10,GM05,Hesse State,0
2020-03-10,GM06,Lower Saxony State,0
2020-03-10,GM07,North Rhine-Westphalia State,0
2020-03-10,GM08,Rhineland-Palatinate State,0
2020-03-10,GM09,Saarland State,0
2020-03-10,GM10,Schleswig-Holstein State,0
2020-03-10,GM11,Brandenburg State,0
2020-03-10,GM12,Mecklenburg-Western Pomerania State,0
2020-03-10,GM13,Free State of Saxony,0
2020-03-10,GM14,Sachsen-Anhalt State,0
2020-03-10,GM15,Free State of Thüringia,0
2020-03-10,GM16,Berlin State,0
2020-03-11,GM,Germany,1
2020-03-11,GM01,Baden-Württemberg State,0
2020-03-11,GM02,Free State of Bavaria,0
2020-03-11,GM03,Free Hanseatic City of Bremen,0
2020-03-11,GM04,Free Hanseatic City of Hamburg,0
2020-03-11,GM05,Hesse State,0
2020-03-11,GM06,Lower Saxony State,0
2020-03-11,GM07,North Rhine-Westphalia State,1
2020-03-11,GM08,Rhineland-Palatinate State,0
2020-03-11,GM09,Saarland State,0
2020-03-11,GM10,Schleswig-Holstein State,0
2020-03-11,GM11,Brandenburg State,0
2020-03-11,GM12,Mecklenburg-Western Pomerania State,0
2020-03-11,GM13,Free State of Saxony,0
2020-03-11,GM14,Sachsen-Anhalt State,0
2020-03-11,GM15,Free State of Thüringia,0
2020-03-11,GM16,Berlin State,0
2020-03-12,GM,Germany,2
2020-03-12,GM01,Baden-Württemberg State,1
2020-03-12,GM02,Free State of Bavaria,1
2020-03-12,GM03,Free Hanseatic City of Bremen,0
2020-03-12,GM04,Free Hanseatic City of Hamburg,0
2020-03-12,GM05,Hesse State,0
2020-03-12,GM06,Lower Saxony State,0
2020-03-12,GM07,North Rhine-Westphalia State,0
2020-03-12,GM08,Rhineland-Palatinate State,0
2020-03-12,GM09,Saarland State,0
2020-03-12,GM10,Schleswig-Holstein State,0
2020-03-12,GM11,Brandenburg State,0
2020-03-12,GM12,Mecklenburg-Western Pomerania State,0
2020-03-12,GM13,Free State of Saxony,0
2020-03-12,GM14,Sachsen-Anhalt State,0
2020-03-12,GM15,Free State of Thüringia,0
2020-03-12,GM16,Berlin State,0
2020-03-13,GM,Germany,0
2020-03-13,GM01,Baden-Württemberg State,0
2020-03-13,GM02,Free State of Bavaria,0
2020-03-13,GM03,Free Hanseatic City of Bremen,0
2020-03-13,GM04,Free Hanseatic City of Hamburg,0
2020-03-13,GM05,Hesse State,0
2020-03-13,GM06,Lower Saxony State,0
2020-03-13,GM07,North Rhine-Westphalia State,0
2020-03-13,GM08,Rhineland-Palatinate State,0
2020-03-13,GM09,Saarland State,0
2020-03-13,GM10,Schleswig-Holstein State,0
2020-03-13,GM11,Brandenburg State,0
2020-03-13,GM12,Mecklenburg-Western Pomerania State,0
2020-03-13,GM13,Free State of Saxony,0
2020-03-13,GM14,Sachsen-Anhalt State,0
2020-03-13,GM15,Free State of Thüringia,0
2020-03-13,GM16,Berlin State,0
2020-03-14,GM,Germany,3
2020-03-14,GM01,Baden-Württemberg State,1
2020-03-14,GM02,Free State of Bavaria,0
2020-03-14,GM03,Free Hanseatic City of Bremen,0
2020-03-14,GM04,Free Hanseatic City of Hamburg,0
2020-03-14,GM05,Hesse State,0
2020-03-14,GM06,Lower Saxony State,0
2020-03-14,GM07,North Rhine-Westphalia State,2
2020-03-14,GM08,Rhineland-Palatinate State,0
2020-03-14,GM09,Saarland State,0
2020-03-14,GM10,Schleswig-Holstein State,0
2020-03-14,GM11,Brandenburg State,0
2020-03-14,GM12,Mecklenburg-Western Pomerania State,0
2020-03-14,GM13,Free State of Saxony,0
2020-03-14,GM14,Sachsen-Anhalt State,0
2020-03-14,GM15,Free State of Thüringia,0
2020-03-14,GM16,Berlin State,0
2020-03-15,GM,Germany,3
2020-03-15,GM01,Baden-Württemberg State,0
2020-03-15,GM02,Free State of Bavaria,3
2020-03-15,GM03,Free Hanseatic City of Bremen,0
2020-03-15,GM04,Free Hanseatic City of Hamburg,0
2020-03-15,GM05,Hesse State,0
2020-03-15,GM06,Lower Saxony State,0
2020-03-15,GM07,North Rhine-Westphalia State,0
2020-03-15,GM08,Rhineland-Palatinate State,0
2020-03-15,GM09,Saarland State,0
2020-03-15,GM10,Schleswig-Holstein State,0
2020-03-15,GM11,Brandenburg State,0
2020-03-15,GM12,Mecklenburg-Western Pomerania State,0
2020-03-15,GM13,Free State of Saxony,0
2020-03-15,GM14,Sachsen-Anhalt State,0
2020-03-15,GM15,Free State of Thüringia,0
2020-03-15,GM16,Berlin State,0
2020-03-16,GM,Germany,0
2020-03-16,GM01,Baden-Württemberg State,0
2020-03-16,GM02,Free State of Bavaria,0
2020-03-16,GM03,Free Hanseatic City of Bremen,0
2020-03-16,GM04,Free Hanseatic City of Hamburg,0
2020-03-16,GM05,Hesse State,0
2020-03-16,GM06,Lower Saxony State,0
2020-03-16,GM07,North Rhine-Westphalia State,0
2020-03-16,GM08,Rhineland-Palatinate State,0
2020-03-16,GM09,Saarland State,0
2020-03-16,GM10,Schleswig-Holstein State,0
2020-03-16,GM11,Brandenburg State,0
2020-03-16,GM12,Mecklenburg-Western Pomerania State,0
2020-03-16,GM13,Free State of Saxony,0
2020-03-16,GM14,Sachsen-Anhalt State,0
2020-03-16,GM15,Free State of Thüringia,0
2020-03-16,GM16,Berlin State,0
2020-03-17,GM,Germany,1
2020-03-17,GM01,Baden-Württemberg State,0
2020-03-17,GM02,Free State of Bavaria,0
2020-03-17,GM03,Free Hanseatic City of Bremen,0
2020-03-17,GM04,Free Hanseatic City of Hamburg,0
2020-03-17,GM05,Hesse State,0
2020-03-17,GM06,Lower Saxony State,0
2020-03-17,GM07,North Rhine-Westphalia State,1
2020-03-17,GM08,Rhineland-Palatinate State,0
2020-03-17,GM09,Saarland State,0
2020-03-17,GM10,Schleswig-Holstein State,0
2020-03-17,GM11,Brandenburg State,0
2020-03-17,GM12,Mecklenburg-Western Pomerania State,0
2020-03-17,GM13,Free State of Saxony,0
2020-03-17,GM14,Sachsen-Anhalt State,0
2020-03-17,GM15,Free State of Thüringia,0
2020-03-17,GM16,Berlin State,0
2020-03-18,GM,Germany,0
2020-03-18,GM01,Baden-Württemberg State,0
2020-03-18,GM02,Free State of Bavaria,0
2020-03-18,GM03,Free Hanseatic City of Bremen,0
2020-03-18,GM04,Free Hanseatic City of Hamburg,0
2020-03-18,GM05,Hesse State,0
2020-03-18,GM06,Lower Saxony State,0
2020-03-18,GM07,North Rhine-Westphalia State,0
2020-03-18,GM08,Rhineland-Palatinate State,0
2020-03-18,GM09,Saarland State,0
2020-03-18,GM10,Schleswig-Holstein State,0
2020-03-18,GM11,Brandenburg State,0
2020-03-18,GM12,Mecklenburg-Western Pomerania State,0
2020-03-18,GM13,Free State of Saxony,0
2020-03-18,GM14,Sachsen-Anhalt State,0
2020-03-18,GM15,Free State of Thüringia,0
2020-03-18,GM16,Berlin State,0
2020-03-19,GM,Germany,8
2020-03-19,GM01,Baden-Württemberg State,4
2020-03-19,GM02,Free State of Bavaria,4
2020-03-19,GM03,Free Hanseatic City of Bremen,0
2020-03-19,GM04,Free Hanseatic City of Hamburg,0
2020-03-19,GM05,Hesse State,0
2020-03-19,GM06,Lower Saxony State,0
2020-03-19,GM07,North Rhine-Westphalia State,0
2020-03-19,GM08,Rhineland-Palatinate State,0
2020-03-19,GM09,Saarland State,0
2020-03-19,GM10,Schleswig-Holstein State,0
2020-03-19,GM11,Brandenburg State,0
2020-03-19,GM12,Mecklenburg-Western Pomerania State,0
2020-03-19,GM13,Free State of Saxony,0
2020-03-19,GM14,Sachsen-Anhalt State,0
2020-03-19,GM15,Free State of Thüringia,0
2020-03-19,GM16,Berlin State,0
2020-03-20,GM,Germany,11
2020-03-20,GM01,Baden-Württemberg State,4
2020-03-20,GM02,Free State of Bavaria,4
2020-03-20,GM03,Free Hanseatic City of Bremen,0
2020-03-20,GM04,Free Hanseatic City of Hamburg,0
2020-03-20,GM05,Hesse State,1
2020-03-20,GM06,Lower Saxony State,0
2020-03-20,GM07,North Rhine-Westphalia State,0
2020-03-20,GM08,Rhineland-Palatinate State,1
2020-03-20,GM09,Saarland State,0
2020-03-20,GM10,Schleswig-Holstein State,1
2020-03-20,GM11,Brandenburg State,0
2020-03-20,GM12,Mecklenburg-Western Pomerania State,0
2020-03-20,GM13,Free State of Saxony,0
2020-03-20,GM14,Sachsen-Anhalt State,0
2020-03-20,GM15,Free State of Thüringia,0
2020-03-20,GM16,Berlin State,0
2020-03-21,GM,Germany,16
2020-03-21,GM01,Baden-Württemberg State,6
2020-03-21,GM02,Free State of Bavaria,7
2020-03-21,GM03,Free Hanseatic City of Bremen,0
2020-03-21,GM04,Free Hanseatic City of Hamburg,0
2020-03-21,GM05,Hesse State,1
2020-03-21,GM06,Lower Saxony State,0
2020-03-21,GM07,North Rhine-Westphalia State,0
2020-03-21,GM08,Rhineland-Palatinate State,0
2020-03-21,GM09,Saarland State,0
2020-03-21,GM10,Schleswig-Holstein State,0
2020-03-21,GM11,Brandenburg State,0
2020-03-21,GM12,Mecklenburg-Western Pomerania State,0
2020-03-21,GM13,Free State of Saxony,0
2020-03-21,GM14,Sachsen-Anhalt State,1
2020-03-21,GM15,Free State of Thüringia,0
2020-03-21,GM16,Berlin State,1
2020-03-22,GM,Germany,8
2020-03-22,GM01,Baden-Württemberg State,5
2020-03-22,GM02,Free State of Bavaria,2
2020-03-22,GM03,Free Hanseatic City of Bremen,0
2020-03-22,GM04,Free Hanseatic City of Hamburg,0
2020-03-22,GM05,Hesse State,0
2020-03-22,GM06,Lower Saxony State,1
2020-03-22,GM07,North Rhine-Westphalia State,0
2020-03-22,GM08,Rhineland-Palatinate State,1
2020-03-22,GM09,Saarland State,0
2020-03-22,GM10,Schleswig-Holstein State,0
2020-03-22,GM11,Brandenburg State,0
2020-03-22,GM12,Mecklenburg-Western Pomerania State,0
2020-03-22,GM13,Free State of Saxony,0
2020-03-22,GM14,Sachsen-Anhalt State,-1
2020-03-22,GM15,Free State of Thüringia,0
2020-03-22,GM16,Berlin State,0
2020-03-23,GM,Germany,31
2020-03-23,GM01,Baden-Württemberg State,0
2020-03-23,GM02,Free State of Bavaria,5
2020-03-23,GM03,Free Hanseatic City of Bremen,0
2020-03-23,GM04,Free Hanseatic City of Hamburg,0
2020-03-23,GM05,Hesse State,1
2020-03-23,GM06,Lower Saxony State,3
2020-03-23,GM07,North Rhine-Westphalia State,22
2020-03-23,GM08,Rhineland-Palatinate State,0
2020-03-23,GM09,Saarland State,0
2020-03-23,GM10,Schleswig-Holstein State,0
2020-03-23,GM11,Brandenburg State,0
2020-03-23,GM12,Mecklenburg-Western Pomerania State,0
2020-03-23,GM13,Free State of Saxony,0
2020-03-23,GM14,Sachsen-Anhalt State,0
2020-03-23,GM15,Free State of Thüringia,0
2020-03-23,GM16,Berlin State,0
2020-03-24,GM,Germany,28
2020-03-24,GM01,Baden-Württemberg State,9
2020-03-24,GM02,Free State of Bavaria,4
2020-03-24,GM03,Free Hanseatic City of Bremen,0
2020-03-24,GM04,Free Hanseatic City of Hamburg,0
2020-03-24,GM05,Hesse State,1
2020-03-24,GM06,Lower Saxony State,2
2020-03-24,GM07,North Rhine-Westphalia State,5
2020-03-24,GM08,Rhineland-Palatinate State,3
2020-03-24,GM09,Saarland State,1
2020-03-24,GM10,Schleswig-Holstein State,1
2020-03-24,GM11,Brandenburg State,0
2020-03-24,GM12,Mecklenburg-Western Pomerania State,0
2020-03-24,GM13,Free State of Saxony,1
2020-03-24,GM14,Sachsen-Anhalt State,0
2020-03-24,GM15,Free State of Thüringia,1
2020-03-24,GM16,Berlin State,0
2020-03-25,GM,Germany,35
2020-03-25,GM01,Baden-Württemberg State,7
2020-03-25,GM02,Free State of Bavaria,7
2020-03-25,GM03,Free Hanseatic City of Bremen,0
2020-03-25,GM04,Free Hanseatic City of Hamburg,0
2020-03-25,GM05,Hesse State,0
2020-03-25,GM06,Lower Saxony State,1
2020-03-25,GM07,North Rhine-Westphalia State,10
2020-03-25,GM08,Rhineland-Palatinate State,0
2020-03-25,GM09,Saarland State,1
2020-03-25,GM10,Schleswig-Holstein State,1
2020-03-25,GM11,Brandenburg State,1
2020-03-25,GM12,Mecklenburg-Western Pomerania State,0
2020-03-25,GM13,Free State of Saxony,5
2020-03-25,GM14,Sachsen-Anhalt State,1
2020-03-25,GM15,Free State of Thüringia,0
2020-03-25,GM16,Berlin State,1
2020-03-26,GM,Germany,49
2020-03-26,GM01,Baden-Württemberg State,19
2020-03-26,GM02,Free State of Bavaria,10
2020-03-26,GM03,Free Hanseatic City of Bremen,1
2020-03-26,GM04,Free Hanseatic City of Hamburg,0
2020-03-26,GM05,Hesse State,2
2020-03-26,GM06,Lower Saxony State,1
2020-03-26,GM07,North Rhine-Westphalia State,10
2020-03-26,GM08,Rhineland-Palatinate State,1
2020-03-26,GM09,Saarland State,0
2020-03-26,GM10,Schleswig-Holstein State,0
2020-03-26,GM11,Brandenburg State,0
2020-03-26,GM12,Mecklenburg-Western Pomerania State,0
2020-03-26,GM13,Free State of Saxony,1
2020-03-26,GM14,Sachsen-Anhalt State,0
2020-03-26,GM15,Free State of Thüringia,2
2020-03-26,GM16,Berlin State,2
2020-03-27,GM,Germany,55
2020-03-27,GM01,Baden-Württemberg State,14
2020-03-27,GM02,Free State of Bavaria,8
2020-03-27,GM03,Free Hanseatic City of Bremen,0
2020-03-27,GM04,Free Hanseatic City of Hamburg,2
2020-03-27,GM05,Hesse State,1
2020-03-27,GM06,Lower Saxony State,2
2020-03-27,GM07,North Rhine-Westphalia State,19
2020-03-27,GM08,Rhineland-Palatinate State,2
2020-03-27,GM09,Saarland State,0
2020-03-27,GM10,Schleswig-Holstein State,1
2020-03-27,GM11,Brandenburg State,0
2020-03-27,GM12,Mecklenburg-Western Pomerania State,0
2020-03-27,GM13,Free State of Saxony,0
2020-03-27,GM14,Sachsen-Anhalt State,1
2020-03-27,GM15,Free State of Thüringia,1
2020-03-27,GM16,Berlin State,4
2020-03-28,GM,Germany,72
2020-03-28,GM01,Baden-Württemberg State,31
2020-03-28,GM02,Free State of Bavaria,22
2020-03-28,GM03,Free Hanseatic City of Bremen,1
2020-03-28,GM04,Free Hanseatic City of Hamburg,0
2020-03-28,GM05,Hesse State,2
2020-03-28,GM06,Lower Saxony State,2
2020-03-28,GM07,North Rhine-Westphalia State,8
2020-03-28,GM08,Rhineland-Palatinate State,3
2020-03-28,GM09,Saarland State,0
2020-03-28,GM10,Schleswig-Holstein State,0
2020-03-28,GM11,Brandenburg State,0
2020-03-28,GM12,Mecklenburg-Western Pomerania State,0
2020-03-28,GM13,Free State of Saxony,2
2020-03-28,GM14,Sachsen-Anhalt State,0
2020-03-28,GM15,Free State of Thüringia,1
2020-03-28,GM16,Berlin State,0
2020-03-29,GM,Germany,64
2020-03-29,GM01,Baden-Württemberg State,0
2020-03-29,GM02,Free State of Bavaria,30
2020-03-29,GM03,Free Hanseatic City of Bremen,0
2020-03-29,GM04,Free Hanseatic City of Hamburg,2
2020-03-29,GM05,Hesse State,0
2020-03-29,GM06,Lower Saxony State,9
2020-03-29,GM07,North Rhine-Westphalia State,18
2020-03-29,GM08,Rhineland-Palatinate State,1
