Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Württemberg State,6018 (3053 -- 11574),Likely decreasing,0.91 (0.75 -- 1.1),-0.024 (-0.071 -- 0.019),-28 (36 -- -9.8)
Berlin State,3667 (2298 -- 6244),Likely decreasing,0.98 (0.89 -- 1.1),-0.0044 (-0.031 -- 0.028),-160 (25 -- -23)
Brandenburg State,5835 (3426 -- 10302),Likely increasing,1.1 (0.95 -- 1.2),0.017 (-0.013 -- 0.041),40 (17 -- -52)
Dolnoslaskie,1158 (419 -- 3103),Likely decreasing,0.86 (0.51 -- 1.3),-0.041 (-0.15 -- 0.076),-17 (9.2 -- -4.7)
Free Hanseatic City of Bremen,289 (179 -- 588),Likely decreasing,0.96 (0.88 -- 1.2),-0.012 (-0.033 -- 0.041),-59 (17 -- -21)
Free Hanseatic City of Hamburg,1082 (496 -- 2016),Likely decreasing,0.89 (0.66 -- 1.1),-0.03 (-0.1 -- 0.022),-23 (32 -- -6.8)
Free State of Bavaria,10887 (6715 -- 18008),Likely decreasing,0.96 (0.83 -- 1.1),-0.0098 (-0.048 -- 0.029),-71 (24 -- -14)
Free State of Saxony,6188 (3305 -- 12675),Likely decreasing,0.91 (0.73 -- 1.1),-0.026 (-0.078 -- 0.034),-27 (20 -- -8.9)
Free State of Thüringia,3899 (2247 -- 7138),Stable,0.99 (0.83 -- 1.2),-0.003 (-0.047 -- 0.04),-230 (17 -- -15)
Germany,58085 (23844 -- 105148),Likely decreasing,0.89 (0.55 -- 1.1),-0.031 (-0.13 -- 0.026),-23 (26 -- -5.1)
Hesse State,4632 (2915 -- 7750),Likely decreasing,0.97 (0.88 -- 1.1),-0.0072 (-0.033 -- 0.022),-96 (32 -- -21)
Kujawsko-Pomorskie,2879 (1879 -- 4700),Likely decreasing,0.97 (0.89 -- 1.1),-0.0076 (-0.032 -- 0.015),-92 (47 -- -22)
Lodzkie,1563 (814 -- 2914),Likely decreasing,0.92 (0.72 -- 1.1),-0.023 (-0.081 -- 0.014),-30 (49 -- -8.5)
Lower Saxony State,5025 (3255 -- 8311),Stable,1 (0.91 -- 1.1),0.0015 (-0.026 -- 0.032),450 (21 -- -27)
Lubelskie,1452 (796 -- 2906),Likely decreasing,0.98 (0.82 -- 1.2),-0.0059 (-0.051 -- 0.048),-120 (14 -- -14)
Lubuskie,827 (448 -- 1634),Stable,0.98 (0.78 -- 1.2),-0.0052 (-0.062 -- 0.059),-130 (12 -- -11)
Malopolskie,984 (378 -- 2352),Likely decreasing,0.89 (0.56 -- 1.2),-0.031 (-0.13 -- 0.066),-23 (11 -- -5.3)
Mazowieckie,3604 (2047 -- 6071),Likely decreasing,0.96 (0.79 -- 1.1),-0.011 (-0.061 -- 0.019),-64 (37 -- -11)
Mecklenburg-Western Pomerania State,1463 (709 -- 3193),Stable,1 (0.75 -- 1.4),0.01 (-0.07 -- 0.092),68 (7.5 -- -9.9)
North Rhine-Westphalia State,14182 (8110 -- 26446),Stable,1 (0.79 -- 1.3),0.0016 (-0.058 -- 0.073),430 (9.4 -- -12)
Opolskie,681 (331 -- 1335),Stable,1 (0.74 -- 1.3),5.1e-05 (-0.074 -- 0.072),13000 (9.7 -- -9.4)
Podkarpackie,283 (41 -- 1236),Likely decreasing,0.6 (0.19 -- 1.2),-0.12 (-0.27 -- 0.06),-5.9 (12 -- -2.6)
Podlaskie,751 (322 -- 1674),Likely decreasing,0.9 (0.64 -- 1.2),-0.027 (-0.11 -- 0.042),-26 (16 -- -6.6)
Poland,25162 (11763 -- 48921),Likely decreasing,0.9 (0.65 -- 1.1),-0.029 (-0.1 -- 0.028),-24 (24 -- -6.9)
Pomorskie,2454 (1192 -- 4632),Likely decreasing,0.88 (0.66 -- 1.1),-0.034 (-0.099 -- 0.014),-20 (48 -- -7)
Rhineland-Palatinate State,2606 (1053 -- 4359),Likely decreasing,0.96 (0.65 -- 1.1),-0.011 (-0.1 -- 0.026),-61 (27 -- -6.9)
Saarland State,844 (444 -- 1767),Likely decreasing,0.99 (0.86 -- 1.2),-0.0033 (-0.039 -- 0.05),-210 (14 -- -18)
Sachsen-Anhalt State,4423 (2703 -- 7172),Likely increasing,1.1 (0.93 -- 1.2),0.018 (-0.018 -- 0.046),38 (15 -- -38)
Schleswig-Holstein State,1618 (795 -- 3249),Stable,1 (0.77 -- 1.3),0.0069 (-0.065 -- 0.089),100 (7.8 -- -11)
Slaskie,1504 (430 -- 5256),Likely decreasing,0.82 (0.42 -- 1.5),-0.05 (-0.18 -- 0.12),-14 (5.8 -- -3.9)
Swietokrzyskie,500 (197 -- 1152),Stable,0.97 (0.63 -- 1.4),-0.0079 (-0.11 -- 0.095),-88 (7.3 -- -6.4)
Warminsko-Mazurskie,1781 (950 -- 3166),Likely decreasing,0.94 (0.76 -- 1.1),-0.016 (-0.068 -- 0.025),-44 (28 -- -10)
Wielkopolskie,3504 (1651 -- 7568),Likely decreasing,0.95 (0.72 -- 1.2),-0.013 (-0.083 -- 0.048),-55 (14 -- -8.4)
Zachodniopomorskie,1816 (778 -- 3477),Likely decreasing,0.89 (0.6 -- 1.1),-0.031 (-0.12 -- 0.021),-22 (33 -- -5.9)
