Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,4550 (2081 -- 10972),Likely decreasing,0.94 (0.73 -- 1.3),-0.018 (-0.078 -- 0.069),-39 (10 -- -8.8)
Bavaria,7318 (3668 -- 15931),Stable,1 (0.79 -- 1.3),-0.00067 (-0.061 -- 0.072),-1000 (9.6 -- -11)
Berlin,1528 (751 -- 3359),Stable,0.98 (0.81 -- 1.2),-0.0045 (-0.053 -- 0.065),-150 (11 -- -13)
Brandenburg,469 (216 -- 898),Likely decreasing,0.96 (0.72 -- 1.2),-0.011 (-0.08 -- 0.046),-64 (15 -- -8.7)
Bremen,436 (248 -- 828),Stable,0.99 (0.82 -- 1.2),-0.0034 (-0.051 -- 0.059),-200 (12 -- -14)
Dolnośląskie,296 (170 -- 533),Likely increasing,1.1 (0.94 -- 1.4),0.032 (-0.017 -- 0.1),22 (6.9 -- -41)
Germany,46431 (27142 -- 86451),Likely increasing,1.1 (0.9 -- 1.3),0.016 (-0.028 -- 0.068),43 (10 -- -24)
Hamburg,645 (288 -- 1624),Likely decreasing,0.96 (0.75 -- 1.3),-0.011 (-0.071 -- 0.072),-64 (9.6 -- -9.8)
Hesse,2535 (1277 -- 5211),Stable,0.99 (0.75 -- 1.3),-0.0017 (-0.07 -- 0.073),-400 (9.5 -- -9.9)
Kujawsko-Pomorskie,200 (130 -- 335),Increasing,1.1 (1.1 -- 1.3),0.038 (0.016 -- 0.077),18 (9 -- 43)
Lower Saxony,1826 (998 -- 3545),Likely decreasing,0.96 (0.74 -- 1.3),-0.01 (-0.075 -- 0.067),-68 (10 -- -9.3)
Lubelskie,2188 (965 -- 5171),Increasing,1.5 (1 -- 2.1),0.12 (0.0057 -- 0.27),5.8 (2.5 -- 120)
Lubuskie,79 (40 -- 141),Likely increasing,1.1 (0.91 -- 1.2),0.031 (-0.024 -- 0.061),23 (11 -- -29)
Mazowieckie,1405 (962 -- 2233),Increasing,1.2 (1.2 -- 1.3),0.064 (0.041 -- 0.091),11 (7.6 -- 17)
Małopolskie,411 (240 -- 807),Likely increasing,1.1 (0.93 -- 1.4),0.032 (-0.019 -- 0.11),21 (6.3 -- -36)
Mecklenburg-Vorpommern,865 (442 -- 1991),Likely increasing,1.3 (0.99 -- 1.7),0.07 (-0.0015 -- 0.18),9.9 (3.9 -- -460)
North Rhine-Westphalia,6870 (3825 -- 13204),Likely increasing,1 (0.83 -- 1.3),0.011 (-0.048 -- 0.089),64 (7.8 -- -14)
Opolskie,65 (37 -- 111),Likely increasing,1.1 (0.93 -- 1.2),0.02 (-0.018 -- 0.055),35 (13 -- -39)
Podkarpackie,397 (277 -- 615),Increasing,1.1 (1.1 -- 1.2),0.037 (0.019 -- 0.053),19 (13 -- 36)
Podlaskie,533 (340 -- 928),Increasing,1.3 (1.1 -- 1.4),0.067 (0.038 -- 0.11),10 (6.2 -- 18)
Poland,8502 (5776 -- 13713),Increasing,1.3 (1.2 -- 1.6),0.085 (0.043 -- 0.15),8.1 (4.7 -- 16)
Pomorskie,286 (191 -- 529),Increasing,1.1 (1.1 -- 1.3),0.035 (0.021 -- 0.086),20 (8.1 -- 33)
Rhineland-Palatinate,1503 (740 -- 3206),Stable,1 (0.76 -- 1.4),0.0019 (-0.068 -- 0.096),360 (7.2 -- -10)
Saarland,179 (83 -- 403),Likely decreasing,0.87 (0.66 -- 1.1),-0.035 (-0.1 -- 0.04),-20 (18 -- -7)
Saxony,2508 (1334 -- 4786),Likely increasing,1.1 (0.98 -- 1.3),0.035 (-0.0058 -- 0.067),20 (10 -- -120)
Saxony-Anhalt,589 (336 -- 986),Likely increasing,1 (0.88 -- 1.2),0.0088 (-0.034 -- 0.042),78 (16 -- -20)
Schleswig-Holstein,420 (244 -- 782),Likely decreasing,0.93 (0.79 -- 1.1),-0.018 (-0.059 -- 0.037),-38 (19 -- -12)
Thuringia,1230 (580 -- 2537),Likely increasing,1.1 (0.86 -- 1.3),0.024 (-0.038 -- 0.083),29 (8.3 -- -18)
Warmińsko-Mazurskie,261 (150 -- 451),Increasing,1.2 (1 -- 1.4),0.052 (0.0047 -- 0.1),13 (6.8 -- 150)
Wielkopolskie,263 (147 -- 497),Likely increasing,1.1 (0.93 -- 1.3),0.031 (-0.019 -- 0.087),23 (7.9 -- -36)
Zachodniopomorskie,487 (326 -- 837),Increasing,1.2 (1.1 -- 1.4),0.05 (0.02 -- 0.097),14 (7.2 -- 35)
Łódzkie,286 (172 -- 513),Likely increasing,1.1 (0.92 -- 1.3),0.02 (-0.022 -- 0.083),34 (8.4 -- -32)
Śląskie,324 (225 -- 513),Increasing,1.1 (1 -- 1.2),0.029 (0.011 -- 0.051),24 (14 -- 65)
Świętokrzyskie,66 (41 -- 129),Increasing,1.1 (1 -- 1.3),0.025 (0.0071 -- 0.073),28 (9.6 -- 97)
