region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Poland,108127 (55489 -- 258703),108127,128359,99831,55489,81340,97386,120706,144201,258703,New confirmed cases by infection date,Likely increasing,0.14
Germany,55186 (25193 -- 218333),55186,85720,169554,25193,39317,48328,65356,88205,218333,New confirmed cases by infection date,Likely increasing,0.053
Mazowieckie,21947 (7342 -- 118889),21947,43964,111680,7342,13716,17944,27158,40207,118889,New confirmed cases by infection date,Likely increasing,0.19
Śląskie,21304 (9117 -- 83156),21304,33861,93538,9117,14676,18404,24781,32735,83156,New confirmed cases by infection date,Likely increasing,0.07
Małopolskie,15381 (5247 -- 52953),15381,21769,30889,5247,10254,13161,18094,24221,52953,New confirmed cases by infection date,Likely increasing,0.12
Saxony-Anhalt,14141 (1870 -- 323477),14141,95743,559247,1870,5591,9668,21861,45031,323477,New confirmed cases by infection date,Increasing,0.044
Wielkopolskie,12581 (5467 -- 32535),12581,15346,11915,5467,9057,11199,14143,17566,32535,New confirmed cases by infection date,Likely increasing,0.11
Łódzkie,10217 (3389 -- 34631),10217,14172,16572,3389,6696,8589,12239,16201,34631,New confirmed cases by infection date,Likely increasing,0.15
North Rhine-Westphalia,8750 (3458 -- 30348),8750,12604,16587,3458,5714,7419,10313,14070,30348,New confirmed cases by infection date,Likely increasing,0.17
Dolnośląskie,8660 (3083 -- 29585),8660,11750,12829,3083,5681,7326,10299,13383,29585,New confirmed cases by infection date,Likely increasing,0.22
Świętokrzyskie,7835 (2050 -- 40124),7835,14638,51944,2050,4528,6454,9793,13639,40124,New confirmed cases by infection date,Likely increasing,0.19
Opolskie,7761 (1344 -- 49707),7761,17731,67936,1344,4075,6112,10082,16132,49707,New confirmed cases by infection date,Likely increasing,0.2
Pomorskie,6923 (2552 -- 27498),6923,10685,20059,2552,4533,5795,8274,11104,27498,New confirmed cases by infection date,Likely increasing,0.27
Baden-Wurttemberg,6658 (1816 -- 48028),6658,15104,33661,1816,3663,5147,8533,13536,48028,New confirmed cases by infection date,Likely increasing,0.14
Kujawsko-Pomorskie,5843 (1145 -- 23032),5843,8669,12842,1145,3234,4792,7089,9983,23032,New confirmed cases by infection date,Stable,0.46
Lubelskie,5775 (2231 -- 20576),5775,8256,11518,2231,3949,5019,6828,8984,20576,New confirmed cases by infection date,Likely increasing,0.16
Podkarpackie,5343 (2095 -- 10411),5343,5766,2963,2095,3892,4832,5917,7000,10411,New confirmed cases by infection date,Likely increasing,0.27
