Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,961 (242 -- 3155),Likely decreasing,0.94 (0.65 -- 1.2),-0.018 (-0.1 -- 0.061),-39 (11 -- -6.8)
Bavaria,294 (23 -- 965),Likely decreasing,0.82 (0.42 -- 1),-0.051 (-0.18 -- 0.011),-14 (64 -- -3.8)
Berlin,29 (0 -- 444),Likely decreasing,0.68 (0.18 -- 1.2),-0.093 (-0.27 -- 0.043),-7.5 (16 -- -2.6)
Brandenburg,131 (7 -- 771),Likely decreasing,0.89 (0.4 -- 1.2),-0.031 (-0.18 -- 0.066),-22 (11 -- -3.8)
Bremen,82 (6 -- 2157),Stable,1 (0.56 -- 2.1),0.0063 (-0.13 -- 0.26),110 (2.6 -- -5.3)
Dolnośląskie,24 (0 -- 198),Decreasing,0.69 (0.31 -- 0.99),-0.09 (-0.22 -- -0.0032),-7.7 (-220 -- -3.2)
Germany,2034 (599 -- 5016),Likely decreasing,0.82 (0.6 -- 1),-0.05 (-0.12 -- 0.0085),-14 (81 -- -5.9)
Hamburg,73 (8 -- 1711),Likely decreasing,0.89 (0.55 -- 1.9),-0.03 (-0.13 -- 0.22),-23 (3.2 -- -5.2)
Hesse,552 (185 -- 3923),Likely decreasing,0.92 (0.77 -- 1.4),-0.022 (-0.066 -- 0.11),-32 (6.2 -- -11)
Kujawsko-Pomorskie,58 (9 -- 628),Likely decreasing,0.84 (0.53 -- 1.3),-0.046 (-0.14 -- 0.092),-15 (7.5 -- -4.9)
Lower Saxony,132 (10 -- 483),Likely decreasing,0.82 (0.44 -- 1),-0.049 (-0.17 -- 0.0096),-14 (72 -- -4)
Lubelskie,89 (18 -- 383),Likely decreasing,0.86 (0.6 -- 1.1),-0.041 (-0.12 -- 0.037),-17 (19 -- -5.9)
Lubuskie,14 (0 -- 469),Likely decreasing,0.79 (0.45 -- 1.6),-0.058 (-0.17 -- 0.15),-12 (4.5 -- -4.2)
Mazowieckie,77 (17 -- 243),Likely decreasing,0.81 (0.59 -- 1),-0.054 (-0.12 -- 0.0065),-13 (110 -- -5.7)
Małopolskie,91 (17 -- 489),Likely decreasing,0.82 (0.57 -- 1.2),-0.051 (-0.13 -- 0.045),-14 (15 -- -5.4)
Mecklenburg-Vorpommern,29 (1 -- 331),Likely decreasing,0.81 (0.38 -- 1.4),-0.054 (-0.19 -- 0.1),-13 (6.9 -- -3.7)
North Rhine-Westphalia,532 (163 -- 1616),Likely decreasing,0.85 (0.64 -- 1.1),-0.043 (-0.1 -- 0.029),-16 (24 -- -6.7)
Opolskie,16 (1 -- 112),Likely decreasing,0.8 (0.44 -- 1.2),-0.056 (-0.17 -- 0.05),-12 (14 -- -4.1)
Podkarpackie,16 (1 -- 73),Decreasing,0.76 (0.43 -- 0.99),-0.068 (-0.17 -- -0.0028),-10 (-250 -- -4)
Podlaskie,1 (0 -- 38),Likely decreasing,0.58 (0.049 -- 1.2),-0.12 (-0.34 -- 0.052),-5.7 (13 -- -2.1)
Poland,609 (191 -- 1506),Decreasing,0.79 (0.59 -- 0.97),-0.06 (-0.12 -- -0.0086),-12 (-81 -- -5.7)
Pomorskie,25 (0 -- 442),Likely decreasing,0.64 (0.03 -- 1.4),-0.11 (-0.35 -- 0.098),-6.5 (7.1 -- -2)
Rhineland-Palatinate,120 (0 -- 767),Likely decreasing,0.78 (0.21 -- 1.1),-0.061 (-0.26 -- 0.026),-11 (26 -- -2.7)
Saarland,5278 (25 -- 837413),Likely increasing,2.3 (0.75 -- 7.9),0.33 (-0.07 -- 1.3),2.1 (0.52 -- -10)
Saxony,23 (0 -- 918),Likely decreasing,0.53 (0.11 -- 1.5),-0.14 (-0.3 -- 0.13),-5 (5.5 -- -2.3)
Saxony-Anhalt,5 (0 -- 131),Likely decreasing,0.56 (0.11 -- 1.2),-0.13 (-0.31 -- 0.043),-5.4 (16 -- -2.3)
Schleswig-Holstein,8 (0 -- 201),Likely decreasing,0.73 (0.27 -- 1.5),-0.077 (-0.23 -- 0.14),-9 (5 -- -3)
Thuringia,72 (3 -- 473),Likely decreasing,0.78 (0.35 -- 1.2),-0.062 (-0.2 -- 0.057),-11 (12 -- -3.4)
Warmińsko-Mazurskie,32 (1 -- 495),Likely decreasing,0.82 (0.45 -- 1.6),-0.051 (-0.17 -- 0.14),-14 (4.8 -- -4.2)
Wielkopolskie,46 (2 -- 190),Likely decreasing,0.76 (0.38 -- 1),-0.069 (-0.19 -- 0.012),-10 (57 -- -3.6)
Zachodniopomorskie,18 (0 -- 142),Decreasing,0.69 (0.046 -- 0.99),-0.089 (-0.35 -- -0.0024),-7.8 (-290 -- -2)
Łódzkie,33 (3 -- 152),Likely decreasing,0.77 (0.47 -- 1.1),-0.066 (-0.16 -- 0.016),-11 (45 -- -4.3)
Śląskie,72 (7 -- 427),Likely decreasing,0.73 (0.42 -- 1.1),-0.077 (-0.18 -- 0.016),-9 (44 -- -3.9)
Świętokrzyskie,65 (6 -- 553),Likely decreasing,0.82 (0.5 -- 1.3),-0.051 (-0.15 -- 0.089),-14 (7.8 -- -4.6)
