Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,5318 (2798 -- 10728),Likely increasing,1.1 (0.95 -- 1.4),0.039 (-0.014 -- 0.11),18 (6.2 -- -48)
Bavaria,7011 (3817 -- 13410),Likely increasing,1.1 (0.92 -- 1.4),0.028 (-0.022 -- 0.094),25 (7.4 -- -31)
Berlin,1878 (978 -- 3870),Likely increasing,1.1 (0.89 -- 1.4),0.028 (-0.031 -- 0.096),25 (7.3 -- -22)
Brandenburg,1099 (457 -- 2883),Likely increasing,1.1 (0.75 -- 1.5),0.016 (-0.072 -- 0.12),42 (5.7 -- -9.6)
Bremen,277 (162 -- 495),Stable,0.99 (0.83 -- 1.1),-0.0026 (-0.048 -- 0.028),-270 (25 -- -15)
Dolnośląskie,4034 (2082 -- 7274),Likely increasing,1.2 (0.89 -- 1.4),0.049 (-0.031 -- 0.11),14 (6.2 -- -22)
Germany,37509 (22526 -- 64959),Likely increasing,1.1 (0.86 -- 1.3),0.014 (-0.04 -- 0.073),49 (9.5 -- -17)
Hamburg,905 (547 -- 1648),Likely increasing,1 (0.92 -- 1.2),0.0077 (-0.023 -- 0.052),89 (13 -- -30)
Hesse,2523 (1329 -- 4728),Stable,1 (0.79 -- 1.2),0.0059 (-0.059 -- 0.062),120 (11 -- -12)
Kujawsko-Pomorskie,3291 (1977 -- 6123),Likely increasing,1.1 (0.94 -- 1.4),0.035 (-0.017 -- 0.1),20 (6.6 -- -41)
Lower Saxony,3039 (1953 -- 5032),Likely decreasing,0.98 (0.89 -- 1.1),-0.0051 (-0.03 -- 0.03),-140 (23 -- -23)
Lubelskie,1650 (1041 -- 2802),Likely increasing,1.1 (0.95 -- 1.3),0.025 (-0.015 -- 0.069),28 (10 -- -46)
Lubuskie,1778 (938 -- 3230),Likely increasing,1.1 (0.9 -- 1.3),0.032 (-0.028 -- 0.08),22 (8.6 -- -25)
Mazowieckie,10920 (6375 -- 17892),Likely increasing,1.2 (0.95 -- 1.4),0.051 (-0.014 -- 0.11),14 (6.5 -- -51)
Małopolskie,4840 (2771 -- 8814),Increasing,1.3 (1 -- 1.5),0.072 (0.011 -- 0.14),9.6 (5 -- 64)
Mecklenburg-Vorpommern,727 (433 -- 1306),Likely increasing,1.1 (0.88 -- 1.3),0.016 (-0.034 -- 0.08),43 (8.7 -- -20)
North Rhine-Westphalia,7208 (4221 -- 13420),Likely increasing,1 (0.88 -- 1.2),0.011 (-0.033 -- 0.064),63 (11 -- -21)
Opolskie,826 (462 -- 1645),Likely increasing,1.2 (0.97 -- 1.5),0.049 (-0.009 -- 0.13),14 (5.5 -- -77)
Podkarpackie,2274 (509 -- 7295),Stable,1 (0.39 -- 1.7),-0.00055 (-0.19 -- 0.18),-1300 (3.9 -- -3.7)
Podlaskie,1352 (908 -- 2121),Likely increasing,1.1 (1 -- 1.2),0.026 (-9e-04 -- 0.062),27 (11 -- -770)
Poland,54303 (30159 -- 90733),Likely increasing,1.1 (0.86 -- 1.4),0.035 (-0.039 -- 0.095),20 (7.3 -- -18)
Pomorskie,5279 (3158 -- 9065),Likely increasing,1.1 (0.92 -- 1.4),0.037 (-0.023 -- 0.098),19 (7 -- -30)
Rhineland-Palatinate,957 (602 -- 1741),Likely decreasing,0.94 (0.88 -- 1.1),-0.016 (-0.035 -- 0.028),-43 (24 -- -20)
Saarland,329 (183 -- 646),Likely decreasing,0.95 (0.83 -- 1.1),-0.014 (-0.048 -- 0.026),-49 (26 -- -14)
Saxony,2716 (1245 -- 6287),Likely increasing,1.1 (0.85 -- 1.4),0.022 (-0.042 -- 0.1),31 (6.8 -- -16)
Saxony-Anhalt,1198 (564 -- 2623),Stable,1 (0.74 -- 1.3),0.0035 (-0.073 -- 0.082),200 (8.5 -- -9.5)
Schleswig-Holstein,701 (462 -- 1217),Likely decreasing,0.97 (0.88 -- 1.1),-0.0075 (-0.034 -- 0.04),-92 (17 -- -21)
Thuringia,1837 (1060 -- 3428),Likely increasing,1.1 (0.86 -- 1.3),0.017 (-0.04 -- 0.086),41 (8.1 -- -17)
Warmińsko-Mazurskie,3998 (2019 -- 7530),Likely increasing,1.1 (0.84 -- 1.4),0.029 (-0.045 -- 0.1),24 (6.8 -- -15)
Wielkopolskie,4027 (2289 -- 7055),Likely increasing,1.1 (0.9 -- 1.4),0.034 (-0.028 -- 0.093),21 (7.5 -- -25)
Zachodniopomorskie,1747 (916 -- 3365),Likely increasing,1.1 (0.84 -- 1.4),0.025 (-0.044 -- 0.096),28 (7.2 -- -16)
Łódzkie,3324 (1981 -- 6007),Likely increasing,1.2 (0.99 -- 1.5),0.055 (-0.0017 -- 0.12),13 (5.8 -- -420)
Śląskie,6890 (3906 -- 11868),Likely increasing,1.2 (0.99 -- 1.5),0.058 (-0.0037 -- 0.12),12 (5.8 -- -190)
Świętokrzyskie,1318 (760 -- 2474),Likely increasing,1.2 (0.98 -- 1.5),0.053 (-0.0066 -- 0.12),13 (5.8 -- -100)
