Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,1302 (359 -- 3319),Likely decreasing,0.91 (0.65 -- 1.1),-0.024 (-0.1 -- 0.03),-29 (23 -- -6.7)
Bavaria,4368 (1454 -- 15922),Stable,1 (0.81 -- 1.5),0.012 (-0.053 -- 0.13),57 (5.5 -- -13)
Berlin,830 (264 -- 3475),Stable,0.97 (0.73 -- 1.4),-0.0086 (-0.078 -- 0.1),-81 (6.9 -- -8.9)
Brandenburg,513 (30 -- 2919),Likely decreasing,0.85 (0.35 -- 1.3),-0.043 (-0.2 -- 0.081),-16 (8.5 -- -3.4)
Bremen,117 (4 -- 624),Likely decreasing,0.86 (0.39 -- 1.1),-0.039 (-0.19 -- 0.037),-18 (19 -- -3.6)
Dolnośląskie,4223 (1806 -- 12936),Likely increasing,1.1 (0.88 -- 1.3),0.018 (-0.034 -- 0.09),38 (7.7 -- -20)
Germany,17410 (9124 -- 31511),Likely decreasing,0.95 (0.79 -- 1.1),-0.013 (-0.059 -- 0.03),-55 (23 -- -12)
Hamburg,217 (33 -- 754),Likely decreasing,0.9 (0.57 -- 1.1),-0.028 (-0.13 -- 0.038),-25 (18 -- -5.5)
Hesse,2651 (461 -- 8854),Stable,1 (0.56 -- 1.4),0.003 (-0.13 -- 0.1),230 (6.7 -- -5.2)
Kujawsko-Pomorskie,9066 (2509 -- 36016),Likely increasing,1.1 (0.81 -- 1.6),0.039 (-0.054 -- 0.14),18 (4.8 -- -13)
Lower Saxony,1876 (714 -- 5300),Likely decreasing,0.93 (0.76 -- 1.2),-0.019 (-0.067 -- 0.056),-36 (12 -- -10)
Lubelskie,3384 (1370 -- 10452),Likely increasing,1 (0.84 -- 1.3),0.013 (-0.045 -- 0.081),54 (8.6 -- -15)
Lubuskie,4448 (1176 -- 26101),Likely increasing,1.2 (0.85 -- 1.7),0.043 (-0.041 -- 0.19),16 (3.7 -- -17)
Mazowieckie,7573 (1272 -- 22356),Stable,0.99 (0.59 -- 1.2),-0.0033 (-0.12 -- 0.06),-210 (11 -- -5.8)
Małopolskie,7229 (1982 -- 20840),Likely increasing,1.1 (0.75 -- 1.4),0.032 (-0.071 -- 0.11),22 (6.5 -- -9.8)
Mecklenburg-Vorpommern,274 (37 -- 1953),Likely decreasing,0.91 (0.55 -- 1.6),-0.025 (-0.13 -- 0.14),-28 (4.9 -- -5.2)
North Rhine-Westphalia,2300 (1254 -- 4649),Likely decreasing,0.91 (0.8 -- 1.1),-0.025 (-0.056 -- 0.015),-28 (48 -- -12)
Opolskie,4471 (799 -- 39255),Likely increasing,1.3 (0.79 -- 2.1),0.073 (-0.059 -- 0.28),9.5 (2.5 -- -12)
Podkarpackie,4925 (1734 -- 12362),Likely increasing,1.1 (0.8 -- 1.3),0.021 (-0.057 -- 0.086),33 (8.1 -- -12)
Podlaskie,1698 (678 -- 3983),Stable,1 (0.85 -- 1.2),0.0024 (-0.043 -- 0.056),280 (12 -- -16)
Poland,72562 (34641 -- 137764),Likely increasing,1.1 (0.86 -- 1.2),0.02 (-0.038 -- 0.066),34 (11 -- -18)
Pomorskie,3643 (1554 -- 13062),Likely increasing,1 (0.86 -- 1.3),0.0085 (-0.038 -- 0.094),81 (7.4 -- -18)
Rhineland-Palatinate,672 (165 -- 4144),Likely decreasing,0.93 (0.65 -- 1.5),-0.02 (-0.1 -- 0.12),-34 (5.8 -- -6.8)
Saarland,22 (0 -- 138),Likely decreasing,0.73 (0.24 -- 1),-0.076 (-0.25 -- 0.011),-9.1 (64 -- -2.8)
Saxony,915 (331 -- 2994),Likely decreasing,0.88 (0.72 -- 1.1),-0.035 (-0.081 -- 0.03),-20 (23 -- -8.5)
Saxony-Anhalt,873 (289 -- 3842),Likely decreasing,0.9 (0.73 -- 1.2),-0.029 (-0.078 -- 0.044),-24 (16 -- -8.9)
Schleswig-Holstein,140 (11 -- 739),Likely decreasing,0.8 (0.39 -- 1.2),-0.056 (-0.19 -- 0.048),-12 (14 -- -3.7)
Thuringia,1661 (498 -- 4421),Likely decreasing,0.95 (0.67 -- 1.2),-0.012 (-0.095 -- 0.043),-56 (16 -- -7.3)
Warmińsko-Mazurskie,2231 (386 -- 10331),Likely decreasing,0.95 (0.53 -- 1.4),-0.015 (-0.14 -- 0.11),-46 (6.2 -- -5)
Wielkopolskie,6649 (2048 -- 18192),Likely increasing,1.1 (0.74 -- 1.3),0.016 (-0.073 -- 0.086),44 (8 -- -9.6)
Zachodniopomorskie,2045 (685 -- 7376),Likely increasing,1 (0.81 -- 1.4),0.013 (-0.053 -- 0.1),53 (6.9 -- -13)
Łódzkie,5533 (1967 -- 16956),Likely increasing,1.1 (0.86 -- 1.5),0.04 (-0.038 -- 0.13),17 (5.3 -- -18)
Śląskie,9567 (3574 -- 22638),Likely increasing,1.1 (0.8 -- 1.3),0.014 (-0.056 -- 0.076),48 (9.2 -- -12)
Świętokrzyskie,5961 (1479 -- 32402),Likely increasing,1.1 (0.82 -- 1.6),0.039 (-0.051 -- 0.16),18 (4.3 -- -14)
