region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Poland,72562 (34641 -- 137764),72562,78075,34692,34641,54113,65703,81438,94198,137764,New confirmed cases by infection date,Likely increasing,0.23
Germany,17410 (9124 -- 31511),17410,18586,7307,9124,13782,16001,18947,21919,31511,New confirmed cases by infection date,Likely decreasing,0.72
Śląskie,9567 (3574 -- 22638),9567,10986,7333,3574,6660,8377,10960,13498,22638,New confirmed cases by infection date,Likely increasing,0.34
Kujawsko-Pomorskie,9066 (2509 -- 36016),9066,12920,14233,2509,5804,7673,11122,15131,36016,New confirmed cases by infection date,Likely increasing,0.19
Mazowieckie,7573 (1272 -- 22356),7573,9322,8680,1272,4298,6498,8946,11833,22356,New confirmed cases by infection date,Stable,0.55
Małopolskie,7229 (1982 -- 20840),7229,8881,7143,1982,4587,6153,8338,11005,20840,New confirmed cases by infection date,Likely increasing,0.24
Wielkopolskie,6649 (2048 -- 18192),6649,8027,6031,2048,4477,5753,7652,9911,18192,New confirmed cases by infection date,Likely increasing,0.32
Świętokrzyskie,5961 (1479 -- 32402),5961,11941,34312,1479,3254,4762,7519,11606,32402,New confirmed cases by infection date,Likely increasing,0.19
Łódzkie,5533 (1967 -- 16956),5533,7148,6925,1967,3652,4741,6437,8351,16956,New confirmed cases by infection date,Likely increasing,0.17
Podkarpackie,4925 (1734 -- 12362),4925,5873,5171,1734,3426,4362,5623,7073,12362,New confirmed cases by infection date,Likely increasing,0.26
Opolskie,4471 (799 -- 39255),4471,12167,36354,799,2222,3476,6011,10209,39255,New confirmed cases by infection date,Likely increasing,0.14
Lubuskie,4448 (1176 -- 26101),4448,11220,58709,1176,2675,3656,5534,8133,26101,New confirmed cases by infection date,Likely increasing,0.17
Bavaria,4368 (1454 -- 15922),4368,6052,6221,1454,2675,3629,5222,7167,15922,New confirmed cases by infection date,Stable,0.4
Dolnośląskie,4223 (1806 -- 12936),4223,5517,5233,1806,3012,3719,4868,6372,12936,New confirmed cases by infection date,Likely increasing,0.21
Pomorskie,3643 (1554 -- 13062),3643,5169,5861,1554,2587,3189,4171,5635,13062,New confirmed cases by infection date,Likely increasing,0.32
