Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,2076 (292 -- 6878),Likely decreasing,0.9 (0.5 -- 1.2),-0.027 (-0.15 -- 0.052),-25 (13 -- -4.6)
Bavaria,2691 (539 -- 6452),Likely decreasing,0.93 (0.57 -- 1.1),-0.02 (-0.13 -- 0.031),-35 (23 -- -5.4)
Berlin,394 (55 -- 1526),Likely decreasing,0.96 (0.61 -- 1.2),-0.012 (-0.11 -- 0.063),-58 (11 -- -6.1)
Brandenburg,886 (91 -- 3436),Likely decreasing,0.96 (0.5 -- 1.3),-0.0099 (-0.15 -- 0.082),-70 (8.4 -- -4.6)
Bremen,274 (64 -- 3899),Likely increasing,1 (0.81 -- 1.9),0.011 (-0.053 -- 0.22),66 (3.1 -- -13)
Dolnośląskie,530 (53 -- 6982),Likely decreasing,0.89 (0.49 -- 1.7),-0.031 (-0.16 -- 0.19),-22 (3.7 -- -4.4)
Germany,18486 (7040 -- 44150),Likely decreasing,0.95 (0.7 -- 1.2),-0.013 (-0.086 -- 0.061),-54 (11 -- -8.1)
Hamburg,72 (4 -- 545),Likely decreasing,0.74 (0.38 -- 1.2),-0.074 (-0.19 -- 0.047),-9.4 (15 -- -3.6)
Hesse,2823 (814 -- 10109),Likely increasing,1 (0.8 -- 1.3),0.007 (-0.056 -- 0.091),100 (7.6 -- -12)
Kujawsko-Pomorskie,945 (173 -- 7498),Likely decreasing,0.95 (0.58 -- 1.7),-0.015 (-0.12 -- 0.17),-47 (4.2 -- -5.6)
Lower Saxony,1439 (134 -- 9016),Likely decreasing,0.92 (0.47 -- 1.5),-0.023 (-0.16 -- 0.13),-30 (5.4 -- -4.2)
Lubelskie,309 (33 -- 1744),Likely decreasing,0.81 (0.43 -- 1.3),-0.053 (-0.17 -- 0.078),-13 (8.9 -- -4)
Lubuskie,241 (3 -- 6954),Likely decreasing,0.73 (0.17 -- 1.7),-0.078 (-0.28 -- 0.19),-8.8 (3.7 -- -2.5)
Mazowieckie,1122 (85 -- 78257),Stable,0.94 (0.42 -- 3),-0.017 (-0.18 -- 0.47),-40 (1.5 -- -3.9)
Małopolskie,618 (164 -- 2028),Likely decreasing,0.92 (0.67 -- 1.2),-0.024 (-0.097 -- 0.056),-29 (12 -- -7.1)
Mecklenburg-Vorpommern,1592 (311 -- 6365),Stable,1 (0.65 -- 1.4),0.0098 (-0.1 -- 0.11),71 (6.3 -- -6.8)
North Rhine-Westphalia,7627 (2260 -- 48062),Likely increasing,1.1 (0.8 -- 2),0.035 (-0.056 -- 0.24),20 (2.9 -- -12)
Opolskie,213 (28 -- 750),Likely decreasing,0.9 (0.55 -- 1.2),-0.029 (-0.13 -- 0.057),-24 (12 -- -5.2)
Podkarpackie,519 (68 -- 2147),Likely decreasing,0.87 (0.54 -- 1.2),-0.035 (-0.14 -- 0.043),-20 (16 -- -5)
Podlaskie,31 (0 -- 276),Likely decreasing,0.67 (0.25 -- 1.1),-0.096 (-0.24 -- 0.037),-7.2 (19 -- -2.9)
Poland,7514 (2054 -- 45410),Likely decreasing,0.88 (0.61 -- 1.5),-0.033 (-0.11 -- 0.13),-21 (5.3 -- -6.1)
Pomorskie,252 (6 -- 1892),Likely decreasing,0.76 (0.29 -- 1.2),-0.069 (-0.23 -- 0.056),-10 (12 -- -3.1)
Rhineland-Palatinate,488 (56 -- 2959),Likely decreasing,0.88 (0.47 -- 1.5),-0.034 (-0.16 -- 0.13),-20 (5.5 -- -4.3)
Saarland,1528 (384 -- 14131),Likely increasing,1.1 (0.85 -- 2),0.037 (-0.042 -- 0.24),19 (2.9 -- -16)
Saxony,3795 (483 -- 24353),Likely increasing,1.1 (0.55 -- 1.8),0.026 (-0.13 -- 0.2),27 (3.5 -- -5.2)
Saxony-Anhalt,1616 (232 -- 6196),Stable,1 (0.6 -- 1.3),0.006 (-0.12 -- 0.09),110 (7.7 -- -6)
Schleswig-Holstein,905 (245 -- 3438),Stable,1 (0.74 -- 1.4),0.0035 (-0.073 -- 0.1),200 (6.9 -- -9.5)
Thuringia,523 (26 -- 3966),Likely decreasing,0.89 (0.36 -- 1.5),-0.031 (-0.2 -- 0.12),-22 (5.7 -- -3.5)
Warmińsko-Mazurskie,335 (26 -- 1288),Likely decreasing,0.86 (0.45 -- 1.2),-0.039 (-0.17 -- 0.055),-18 (13 -- -4.1)
Wielkopolskie,929 (314 -- 2433),Likely decreasing,0.94 (0.76 -- 1.2),-0.017 (-0.068 -- 0.049),-42 (14 -- -10)
Zachodniopomorskie,766 (117 -- 3944),Likely decreasing,0.94 (0.59 -- 1.5),-0.016 (-0.12 -- 0.13),-43 (5.4 -- -5.7)
Łódzkie,735 (116 -- 2198),Likely decreasing,0.89 (0.56 -- 1.1),-0.031 (-0.13 -- 0.017),-22 (41 -- -5.3)
Śląskie,530 (63 -- 2685),Likely decreasing,0.8 (0.43 -- 1.2),-0.058 (-0.17 -- 0.056),-12 (12 -- -4)
Świętokrzyskie,580 (136 -- 1652),Likely decreasing,0.93 (0.65 -- 1.1),-0.019 (-0.1 -- 0.038),-37 (18 -- -6.8)
