region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Poland,122842 (90562 -- 170186),122842,125850,24738,90562,108515,117153,129428,141221,170186,New confirmed cases by infection date,Likely increasing,0.092
Germany,87806 (62164 -- 126877),87806,90493,20458,62164,76587,83283,92844,101510,126877,New confirmed cases by infection date,Likely increasing,0.055
Śląskie,23573 (15614 -- 36606),23573,24513,6475,15614,20026,22252,25134,27830,36606,New confirmed cases by infection date,Increasing,0.044
North Rhine-Westphalia,19443 (12945 -- 30179),19443,20271,5452,12945,16512,18367,20667,23276,30179,New confirmed cases by infection date,Increasing,0.042
Mazowieckie,19377 (13766 -- 29406),19377,20269,5025,13766,16916,18359,20536,22729,29406,New confirmed cases by infection date,Likely increasing,0.16
Wielkopolskie,16461 (10904 -- 25262),16461,17083,4517,10904,14042,15621,17508,19443,25262,New confirmed cases by infection date,Likely increasing,0.058
Bavaria,14559 (8542 -- 25395),14559,15473,5508,8542,11875,13455,15726,18156,25395,New confirmed cases by infection date,Likely increasing,0.14
Dolnośląskie,13787 (9001 -- 23157),13787,14630,4530,9001,11581,12871,14770,16797,23157,New confirmed cases by infection date,Increasing,0.027
Małopolskie,12814 (8300 -- 20641),12814,13445,3986,8300,10670,11849,13763,15608,20641,New confirmed cases by infection date,Likely increasing,0.08
Baden-Wurttemberg,11225 (6719 -- 19188),11225,11914,4022,6719,9223,10478,12075,13870,19188,New confirmed cases by infection date,Likely increasing,0.12
Łódzkie,8840 (5673 -- 13558),8840,9152,2483,5673,7486,8272,9438,10581,13558,New confirmed cases by infection date,Likely increasing,0.095
Hesse,7839 (5505 -- 12111),7839,8158,2074,5505,6720,7367,8324,9140,12111,New confirmed cases by infection date,Increasing,0.014
Lower Saxony,7269 (4587 -- 11888),7269,7595,2315,4587,5931,6776,7782,8821,11888,New confirmed cases by infection date,Likely increasing,0.096
Saxony,6863 (4172 -- 11204),6863,7190,2293,4172,5606,6358,7444,8376,11204,New confirmed cases by infection date,Likely increasing,0.11
Pomorskie,6832 (4652 -- 10500),6832,7064,1771,4652,5845,6445,7275,7985,10500,New confirmed cases by infection date,Likely increasing,0.36
Zachodniopomorskie,5813 (3678 -- 9260),5813,6081,1853,3678,4820,5441,6204,7034,9260,New confirmed cases by infection date,Increasing,0.039
Kujawsko-Pomorskie,5530 (3821 -- 8144),5530,5717,1355,3821,4778,5248,5868,6465,8144,New confirmed cases by infection date,Likely increasing,0.26
Lubelskie,5109 (3610 -- 7375),5109,5228,1140,3610,4451,4842,5371,5859,7375,New confirmed cases by infection date,Increasing,0.0025
Berlin,4820 (2888 -- 8201),4820,5068,1662,2888,3942,4473,5132,5854,8201,New confirmed cases by infection date,Increasing,0.047
Świętokrzyskie,4578 (2870 -- 7198),4578,4734,1329,2870,3800,4284,4900,5490,7198,New confirmed cases by infection date,Likely increasing,0.061
Podkarpackie,4393 (2717 -- 7062),4393,4582,1367,2717,3617,4075,4715,5356,7062,New confirmed cases by infection date,Stable,0.43
Rhineland-Palatinate,4299 (2111 -- 9515),4299,4958,2918,2111,3183,3772,4904,6030,9515,New confirmed cases by infection date,Likely increasing,0.064
Thuringia,4038 (2684 -- 6204),4038,4194,1166,2684,3381,3779,4292,4786,6204,New confirmed cases by infection date,Likely increasing,0.064
Opolskie,3479 (2101 -- 5746),3479,3650,1249,2101,2841,3222,3733,4220,5746,New confirmed cases by infection date,Likely increasing,0.088
Lubuskie,3458 (2288 -- 5650),3458,3641,1065,2288,2894,3227,3697,4162,5650,New confirmed cases by infection date,Likely increasing,0.2
Brandenburg,3186 (1376 -- 7333),3186,3650,2065,1376,2289,2807,3636,4483,7333,New confirmed cases by infection date,Likely increasing,0.17
Warmińsko-Mazurskie,3167 (1947 -- 5369),3167,3376,1122,1947,2602,2951,3426,3959,5369,New confirmed cases by infection date,Stable,0.54
Saxony-Anhalt,3077 (1372 -- 7870),3077,3654,2296,1372,2179,2676,3485,4458,7870,New confirmed cases by infection date,Likely increasing,0.18
Hamburg,2005 (996 -- 4881),2005,2365,1473,996,1495,1790,2242,2754,4881,New confirmed cases by infection date,Likely increasing,0.14
Podlaskie,1750 (1261 -- 2557),1750,1804,387,1261,1541,1670,1848,2018,2557,New confirmed cases by infection date,Likely increasing,0.28
Schleswig-Holstein,1537 (1062 -- 2354),1537,1599,414,1062,1296,1435,1644,1819,2354,New confirmed cases by infection date,Increasing,0.022
Mecklenburg-Vorpommern,1381 (869 -- 2210),1381,1442,417,869,1162,1297,1478,1654,2210,New confirmed cases by infection date,Likely increasing,0.064
Bremen,752 (425 -- 1421),752,817,326,425,602,687,819,960,1421,New confirmed cases by infection date,Increasing,0.038
Saarland,410 (213 -- 995),410,482,281,213,306,367,461,568,995,New confirmed cases by infection date,Stable,0.44
Berlin,1.2 (1 -- 1.4),1.2,1.2,0.11,1,1.1,1.2,1.2,1.2,1.4,Effective reproduction no.,Increasing,0.047
Brandenburg,1.2 (0.86 -- 1.5),1.2,1.2,0.19,0.86,1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.17
Bremen,1.2 (1 -- 1.4),1.2,1.2,0.12,1,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Increasing,0.038
Dolnośląskie,1.2 (1 -- 1.5),1.2,1.2,0.15,1,1.1,1.2,1.2,1.3,1.5,Effective reproduction no.,Increasing,0.027
Hesse,1.2 (1.1 -- 1.3),1.2,1.2,0.085,1.1,1.1,1.2,1.2,1.2,1.3,Effective reproduction no.,Increasing,0.014
Lubelskie,1.2 (1.1 -- 1.3),1.2,1.2,0.07,1.1,1.1,1.2,1.2,1.2,1.3,Effective reproduction no.,Increasing,0.0025
Mecklenburg-Vorpommern,1.2 (0.99 -- 1.4),1.2,1.2,0.12,0.99,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.064
North Rhine-Westphalia,1.2 (1 -- 1.3),1.2,1.1,0.086,1,1.1,1.1,1.2,1.2,1.3,Effective reproduction no.,Increasing,0.042
Rhineland-Palatinate,1.2 (0.98 -- 1.5),1.2,1.2,0.17,0.98,1.1,1.2,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.064
Wielkopolskie,1.2 (0.99 -- 1.3),1.2,1.2,0.096,0.99,1.1,1.1,1.2,1.2,1.3,Effective reproduction no.,Likely increasing,0.058
Zachodniopomorskie,1.2 (1 -- 1.3),1.2,1.2,0.11,1,1.1,1.1,1.2,1.2,1.3,Effective reproduction no.,Increasing,0.039
Śląskie,1.2 (1 -- 1.3),1.2,1.2,0.097,1,1.1,1.1,1.2,1.2,1.3,Effective reproduction no.,Increasing,0.044
Świętokrzyskie,1.2 (0.99 -- 1.3),1.2,1.2,0.1,0.99,1.1,1.1,1.2,1.2,1.3,Effective reproduction no.,Likely increasing,0.061
Baden-Wurttemberg,1.1 (0.94 -- 1.3),1.1,1.1,0.11,0.94,1.1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.12
Bavaria,1.1 (0.94 -- 1.3),1.1,1.1,0.11,0.94,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.14
Germany,1.1 (1 -- 1.2),1.1,1.1,0.077,1,1.1,1.1,1.1,1.2,1.2,Effective reproduction no.,Likely increasing,0.055
Hamburg,1.1 (0.92 -- 1.4),1.1,1.1,0.16,0.92,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.14
Lower Saxony,1.1 (0.96 -- 1.2),1.1,1.1,0.087,0.96,1.1,1.1,1.1,1.2,1.2,Effective reproduction no.,Likely increasing,0.096
Lubuskie,1.1 (0.93 -- 1.2),1.1,1.1,0.091,0.93,1,1.1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.2
Mazowieckie,1.1 (0.95 -- 1.2),1.1,1.1,0.093,0.95,1,1.1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.16
