Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,5692 (2626 -- 11241),Stable,1 (0.7 -- 1.4),0.0022 (-0.086 -- 0.095),320 (7.3 -- -8.1)
Bavaria,8703 (3087 -- 20415),Likely increasing,1.1 (0.73 -- 1.5),0.032 (-0.077 -- 0.12),21 (5.6 -- -9)
Berlin,2209 (810 -- 5282),Likely increasing,1.1 (0.78 -- 1.4),0.015 (-0.064 -- 0.094),48 (7.4 -- -11)
Brandenburg,780 (402 -- 1412),Likely increasing,1.2 (0.98 -- 1.3),0.042 (-0.0044 -- 0.072),16 (9.6 -- -160)
Bremen,720 (443 -- 1320),Increasing,1.2 (1.1 -- 1.3),0.053 (0.022 -- 0.09),13 (7.7 -- 32)
Dolnośląskie,100 (55 -- 226),Likely increasing,1.2 (0.97 -- 1.5),0.043 (-0.0073 -- 0.14),16 (5 -- -95)
Germany,37357 (23362 -- 62902),Likely increasing,1 (0.83 -- 1.3),0.011 (-0.048 -- 0.086),63 (8 -- -14)
Hamburg,1037 (388 -- 2635),Stable,1 (0.72 -- 1.3),-0.0012 (-0.08 -- 0.091),-570 (7.6 -- -8.7)
Hesse,6181 (3188 -- 12788),Likely increasing,1.2 (0.88 -- 1.5),0.043 (-0.033 -- 0.13),16 (5.2 -- -21)
Kujawsko-Pomorskie,50 (24 -- 120),Likely increasing,1.1 (0.87 -- 1.4),0.024 (-0.036 -- 0.12),29 (6 -- -19)
Lower Saxony,5087 (2233 -- 12137),Likely increasing,1.2 (0.8 -- 1.7),0.041 (-0.057 -- 0.17),17 (4 -- -12)
Lubelskie,382 (120 -- 1191),Increasing,1.7 (1 -- 2.7),0.18 (0.0033 -- 0.4),3.9 (1.7 -- 210)
Lubuskie,27 (13 -- 69),Likely increasing,1.1 (0.94 -- 1.5),0.034 (-0.017 -- 0.13),20 (5.2 -- -41)
Mazowieckie,208 (122 -- 372),Likely increasing,1.1 (0.93 -- 1.4),0.034 (-0.02 -- 0.093),20 (7.5 -- -34)
Małopolskie,325 (137 -- 704),Likely increasing,1.3 (0.91 -- 1.8),0.085 (-0.024 -- 0.2),8.1 (3.5 -- -29)
Mecklenburg-Vorpommern,345 (154 -- 862),Stable,1 (0.75 -- 1.4),0.0064 (-0.071 -- 0.1),110 (6.6 -- -9.7)
North Rhine-Westphalia,5706 (3017 -- 10651),Likely decreasing,0.74 (0.54 -- 1),-0.072 (-0.14 -- 0.0043),-9.6 (160 -- -5.1)
Opolskie,32 (11 -- 167),Stable,1 (0.72 -- 2.2),0.011 (-0.081 -- 0.29),62 (2.4 -- -8.6)
Podkarpackie,99 (44 -- 239),Likely increasing,1.1 (0.77 -- 1.5),0.024 (-0.066 -- 0.13),29 (5.4 -- -11)
Podlaskie,84 (44 -- 174),Likely increasing,1.1 (0.96 -- 1.4),0.036 (-0.01 -- 0.098),19 (7 -- -67)
Poland,1988 (1396 -- 2952),Increasing,1.3 (1.2 -- 1.5),0.087 (0.041 -- 0.14),8 (5 -- 17)
Pomorskie,130 (75 -- 259),Likely increasing,1.2 (0.99 -- 1.4),0.045 (-0.002 -- 0.11),16 (6.3 -- -340)
Rhineland-Palatinate,3808 (1937 -- 8211),Likely increasing,1.2 (0.92 -- 1.7),0.06 (-0.021 -- 0.18),12 (3.9 -- -33)
Saarland,812 (390 -- 1669),Likely increasing,1.1 (0.91 -- 1.3),0.038 (-0.026 -- 0.094),18 (7.4 -- -27)
Saxony,1078 (455 -- 2648),Likely increasing,1.2 (0.88 -- 1.5),0.045 (-0.034 -- 0.13),15 (5.3 -- -21)
Saxony-Anhalt,392 (171 -- 1032),Likely increasing,1.2 (0.86 -- 1.7),0.046 (-0.038 -- 0.18),15 (3.9 -- -18)
Schleswig-Holstein,1164 (624 -- 2393),Likely increasing,1.1 (0.87 -- 1.4),0.028 (-0.035 -- 0.12),24 (6 -- -20)
Thuringia,774 (254 -- 2042),Likely increasing,1.3 (0.78 -- 1.8),0.068 (-0.063 -- 0.2),10 (3.5 -- -11)
Warmińsko-Mazurskie,30 (16 -- 61),Likely increasing,1 (0.86 -- 1.2),0.012 (-0.039 -- 0.063),60 (11 -- -18)
Wielkopolskie,108 (58 -- 245),Likely increasing,1.2 (0.99 -- 1.5),0.044 (-0.0035 -- 0.14),16 (5 -- -200)
Zachodniopomorskie,219 (106 -- 503),Increasing,1.4 (1.1 -- 1.8),0.098 (0.029 -- 0.21),7.1 (3.4 -- 24)
Łódzkie,120 (65 -- 237),Likely increasing,1.2 (0.97 -- 1.5),0.052 (-0.0076 -- 0.12),13 (5.9 -- -91)
Śląskie,143 (67 -- 330),Likely increasing,1.2 (0.84 -- 1.6),0.046 (-0.044 -- 0.16),15 (4.4 -- -16)
Świętokrzyskie,38 (16 -- 86),Likely increasing,1.1 (0.82 -- 1.4),0.027 (-0.049 -- 0.1),25 (6.7 -- -14)
