Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,1270 (583 -- 2716),Likely increasing,1.2 (0.85 -- 1.5),0.054 (-0.041 -- 0.14),13 (5 -- -17)
Bavaria,391 (82 -- 1433),Likely decreasing,0.72 (0.3 -- 1.2),-0.082 (-0.22 -- 0.044),-8.5 (16 -- -3.1)
Berlin,661 (177 -- 2493),Likely increasing,1.2 (0.76 -- 1.8),0.062 (-0.069 -- 0.21),11 (3.4 -- -10)
Brandenburg,81 (9 -- 415),Stable,0.94 (0.39 -- 1.6),-0.017 (-0.19 -- 0.16),-41 (4.3 -- -3.7)
Bremen,95 (35 -- 252),Likely increasing,1.2 (0.85 -- 1.6),0.053 (-0.042 -- 0.16),13 (4.3 -- -16)
Dolnośląskie,39 (17 -- 105),Likely increasing,1.1 (0.86 -- 1.6),0.039 (-0.04 -- 0.16),18 (4.3 -- -17)
Germany,6966 (3188 -- 13195),Stable,1 (0.7 -- 1.3),0.0033 (-0.086 -- 0.083),210 (8.3 -- -8.1)
Hamburg,530 (270 -- 1081),Increasing,1.4 (1.1 -- 1.7),0.093 (0.02 -- 0.18),7.5 (3.8 -- 34)
Hesse,1024 (504 -- 1930),Likely increasing,1.2 (0.92 -- 1.5),0.054 (-0.023 -- 0.12),13 (5.8 -- -30)
Kujawsko-Pomorskie,8 (1 -- 25),Likely decreasing,0.88 (0.45 -- 1.3),-0.035 (-0.17 -- 0.072),-20 (9.7 -- -4.1)
Lower Saxony,1303 (522 -- 3107),Likely increasing,1.2 (0.79 -- 1.6),0.055 (-0.058 -- 0.16),13 (4.3 -- -12)
Lubelskie,89 (32 -- 298),Likely increasing,1.5 (0.99 -- 2.5),0.13 (-0.0041 -- 0.35),5.2 (2 -- -170)
Lubuskie,2 (0 -- 11),Likely decreasing,0.92 (0.51 -- 1.4),-0.022 (-0.15 -- 0.11),-32 (6.2 -- -4.7)
Mazowieckie,82 (39 -- 182),Likely increasing,1.2 (0.88 -- 1.6),0.048 (-0.032 -- 0.15),14 (4.6 -- -21)
Małopolskie,162 (64 -- 429),Increasing,1.7 (1.2 -- 2.5),0.18 (0.056 -- 0.36),3.8 (1.9 -- 12)
Mecklenburg-Vorpommern,142 (48 -- 504),Increasing,1.5 (1 -- 2.3),0.13 (0.0053 -- 0.31),5.5 (2.2 -- 130)
North Rhine-Westphalia,2229 (1039 -- 4741),Likely increasing,1.1 (0.77 -- 1.5),0.023 (-0.066 -- 0.12),30 (5.8 -- -11)
Opolskie,2 (0 -- 7),Likely decreasing,0.84 (0.52 -- 1.1),-0.046 (-0.14 -- 0.035),-15 (20 -- -4.8)
Podkarpackie,16 (5 -- 63),Likely increasing,1.1 (0.67 -- 1.8),0.023 (-0.096 -- 0.19),30 (3.6 -- -7.2)
Podlaskie,21 (7 -- 60),Likely increasing,1.1 (0.7 -- 1.5),0.018 (-0.086 -- 0.13),38 (5.3 -- -8.1)
Poland,535 (287 -- 940),Likely increasing,1.2 (0.92 -- 1.5),0.046 (-0.023 -- 0.12),15 (5.8 -- -30)
Pomorskie,26 (9 -- 78),Likely increasing,1.1 (0.77 -- 1.6),0.031 (-0.066 -- 0.16),22 (4.2 -- -11)
Rhineland-Palatinate,501 (194 -- 1107),Likely increasing,1.1 (0.73 -- 1.5),0.029 (-0.079 -- 0.12),24 (5.6 -- -8.8)
Saarland,263 (101 -- 815),Increasing,1.4 (1 -- 2),0.099 (0.0055 -- 0.25),7 (2.8 -- 130)
Saxony,251 (102 -- 699),Likely increasing,1.3 (0.94 -- 1.9),0.083 (-0.017 -- 0.21),8.3 (3.3 -- -40)
Saxony-Anhalt,47 (12 -- 142),Stable,1 (0.54 -- 1.5),0.0031 (-0.14 -- 0.14),220 (4.9 -- -5.1)
Schleswig-Holstein,595 (282 -- 1291),Increasing,1.4 (1 -- 1.8),0.1 (0.012 -- 0.2),6.7 (3.5 -- 56)
Thuringia,142 (53 -- 371),Likely increasing,1.3 (0.84 -- 1.8),0.073 (-0.044 -- 0.2),9.5 (3.5 -- -16)
Warmińsko-Mazurskie,5 (1 -- 14),Likely decreasing,0.83 (0.44 -- 1.2),-0.048 (-0.17 -- 0.043),-14 (16 -- -4.1)
Wielkopolskie,42 (19 -- 89),Likely increasing,1 (0.81 -- 1.3),0.013 (-0.054 -- 0.092),52 (7.5 -- -13)
Zachodniopomorskie,12 (4 -- 33),Stable,1 (0.74 -- 1.4),0.00034 (-0.075 -- 0.1),2000 (6.9 -- -9.2)
Łódzkie,24 (10 -- 61),Stable,1 (0.78 -- 1.4),0.0072 (-0.063 -- 0.1),97 (6.7 -- -11)
Śląskie,33 (15 -- 83),Likely increasing,1.1 (0.82 -- 1.5),0.029 (-0.05 -- 0.14),24 (5 -- -14)
Świętokrzyskie,7 (2 -- 25),Stable,0.99 (0.74 -- 1.5),-0.004 (-0.076 -- 0.13),-170 (5.4 -- -9.1)
