Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Württemberg State,3819 (2039 -- 7171),Likely decreasing,0.9 (0.74 -- 1.1),-0.028 (-0.074 -- 0.022),-25 (32 -- -9.3)
Berlin State,1548 (771 -- 2888),Decreasing,0.87 (0.71 -- 0.98),-0.035 (-0.082 -- -0.0055),-20 (-130 -- -8.4)
Brandenburg State,2349 (994 -- 4645),Likely decreasing,0.9 (0.67 -- 1),-0.027 (-0.097 -- 0.011),-26 (64 -- -7.2)
Dolnoslaskie,1220 (699 -- 2270),Stable,0.98 (0.82 -- 1.2),-0.0057 (-0.05 -- 0.052),-120 (13 -- -14)
Free Hanseatic City of Bremen,299 (186 -- 629),Stable,0.98 (0.9 -- 1.2),-0.0041 (-0.026 -- 0.052),-170 (13 -- -26)
Free Hanseatic City of Hamburg,820 (451 -- 1690),Likely decreasing,0.93 (0.78 -- 1.2),-0.018 (-0.062 -- 0.052),-38 (13 -- -11)
Free State of Bavaria,4991 (3089 -- 7994),Likely decreasing,0.9 (0.77 -- 1),-0.028 (-0.065 -- 0.0023),-25 (310 -- -11)
Free State of Saxony,1853 (1021 -- 3561),Likely decreasing,0.81 (0.66 -- 1),-0.053 (-0.099 -- 0.0033),-13 (210 -- -7)
Free State of Thuringia,3780 (1003 -- 15244),Likely increasing,1.1 (0.67 -- 1.7),0.022 (-0.097 -- 0.18),32 (3.8 -- -7.1)
Free State of Thüringia,1528 (657 -- 2740),Decreasing,0.84 (0.6 -- 1),-0.046 (-0.12 -- -0.00075),-15 (-920 -- -5.9)
Germany,36941 (21108 -- 83436),Likely decreasing,0.95 (0.76 -- 1.4),-0.014 (-0.068 -- 0.11),-51 (6.1 -- -10)
Hesse State,2765 (1626 -- 4636),Likely decreasing,0.94 (0.81 -- 1.1),-0.018 (-0.055 -- 0.018),-39 (39 -- -13)
Kujawsko-Pomorskie,1388 (869 -- 2157),Decreasing,0.92 (0.8 -- 1),-0.023 (-0.057 -- 0.0011),-30 (620 -- -12)
Lodzkie,751 (445 -- 1393),Likely decreasing,0.89 (0.77 -- 1.1),-0.03 (-0.068 -- 0.03),-23 (23 -- -10)
Lower Saxony State,3353 (1841 -- 5442),Likely decreasing,0.97 (0.8 -- 1.1),-0.0086 (-0.056 -- 0.019),-80 (36 -- -12)
Lubelskie,849 (535 -- 1472),Likely decreasing,0.96 (0.83 -- 1.1),-0.012 (-0.047 -- 0.024),-57 (29 -- -15)
Lubuskie,535 (348 -- 889),Likely decreasing,0.95 (0.85 -- 1.1),-0.013 (-0.042 -- 0.014),-52 (49 -- -16)
Malopolskie,723 (382 -- 1482),Likely decreasing,0.93 (0.73 -- 1.2),-0.019 (-0.077 -- 0.065),-37 (11 -- -9)
Mazowieckie,3001 (1721 -- 6788),Stable,0.99 (0.85 -- 1.4),-0.0034 (-0.044 -- 0.11),-200 (6.3 -- -16)
Mecklenburg-Western Pomerania State,810 (378 -- 1503),Likely decreasing,0.95 (0.74 -- 1.1),-0.015 (-0.076 -- 0.024),-45 (29 -- -9.1)
North Rhine-Westphalia State,7434 (4379 -- 14105),Likely decreasing,0.94 (0.79 -- 1.2),-0.017 (-0.06 -- 0.062),-41 (11 -- -12)
Opolskie,333 (186 -- 657),Likely decreasing,0.92 (0.77 -- 1.2),-0.021 (-0.067 -- 0.053),-33 (13 -- -10)
Podkarpackie,470 (174 -- 1768),Likely decreasing,0.92 (0.57 -- 1.7),-0.023 (-0.13 -- 0.17),-30 (4.1 -- -5.5)
Podlaskie,742 (425 -- 1394),Stable,1 (0.83 -- 1.3),0.00075 (-0.047 -- 0.073),930 (9.5 -- -15)
Poland,16786 (9884 -- 34753),Likely decreasing,0.94 (0.79 -- 1.3),-0.016 (-0.058 -- 0.077),-43 (9 -- -12)
Pomorskie,1424 (878 -- 2511),Likely decreasing,0.9 (0.77 -- 1.1),-0.027 (-0.066 -- 0.036),-25 (20 -- -10)
Rhineland-Palatinate State,2490 (1523 -- 4616),Likely decreasing,0.98 (0.89 -- 1.2),-0.0048 (-0.032 -- 0.045),-140 (15 -- -22)
Saarland State,797 (456 -- 1929),Stable,1 (0.9 -- 1.3),4e-04 (-0.027 -- 0.071),1700 (9.8 -- -25)
Sachsen-Anhalt State,1025 (380 -- 2216),Decreasing,0.75 (0.5 -- 0.94),-0.07 (-0.15 -- -0.016),-9.8 (-43 -- -4.6)
Schleswig-Holstein State,958 (433 -- 1946),Likely decreasing,0.92 (0.63 -- 1.2),-0.024 (-0.11 -- 0.052),-29 (13 -- -6.4)
Slaskie,1197 (632 -- 2387),Likely decreasing,0.93 (0.74 -- 1.2),-0.018 (-0.074 -- 0.061),-38 (11 -- -9.3)
Swietokrzyskie,335 (148 -- 1044),Stable,0.95 (0.68 -- 1.6),-0.014 (-0.095 -- 0.16),-50 (4.4 -- -7.3)
Warminsko-Mazurskie,1086 (638 -- 1765),Likely decreasing,0.93 (0.81 -- 1),-0.019 (-0.052 -- 0.0017),-37 (400 -- -13)
Wielkopolskie,1502 (849 -- 2921),Likely decreasing,0.9 (0.75 -- 1.1),-0.027 (-0.07 -- 0.03),-26 (23 -- -9.9)
Zachodniopomorskie,956 (534 -- 1920),Likely decreasing,0.87 (0.72 -- 1.2),-0.037 (-0.078 -- 0.053),-19 (13 -- -8.9)
