Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,6220 (626 -- 37660),Likely decreasing,0.82 (0.31 -- 1.4),-0.051 (-0.22 -- 0.11),-14 (6.4 -- -3.2)
Bavaria,10799 (2701 -- 34106),Likely decreasing,0.84 (0.54 -- 1.1),-0.046 (-0.13 -- 0.015),-15 (46 -- -5.2)
Berlin,3616 (1649 -- 7215),Likely decreasing,0.9 (0.71 -- 1),-0.027 (-0.084 -- 0.0082),-26 (85 -- -8.3)
Brandenburg,968 (169 -- 2990),Likely decreasing,0.82 (0.46 -- 1),-0.05 (-0.16 -- 0.01),-14 (67 -- -4.2)
Bremen,915 (234 -- 2884),Likely decreasing,0.88 (0.6 -- 1.1),-0.034 (-0.12 -- 0.036),-20 (19 -- -5.9)
Dolnośląskie,41 (11 -- 151),Likely decreasing,0.89 (0.5 -- 1.5),-0.029 (-0.15 -- 0.13),-24 (5.3 -- -4.6)
Germany,66375 (32327 -- 123679),Decreasing,0.85 (0.68 -- 0.94),-0.043 (-0.093 -- -0.017),-16 (-41 -- -7.5)
Hamburg,1865 (575 -- 5314),Likely decreasing,0.82 (0.56 -- 1),-0.051 (-0.13 -- 0.0088),-14 (79 -- -5.5)
Hesse,6595 (1916 -- 20447),Likely decreasing,0.86 (0.62 -- 1.1),-0.039 (-0.11 -- 0.029),-18 (24 -- -6.2)
Kujawsko-Pomorskie,11 (2 -- 51),Likely decreasing,0.69 (0.29 -- 1.3),-0.091 (-0.23 -- 0.086),-7.7 (8.1 -- -3.1)
Lower Saxony,7783 (1473 -- 33316),Likely decreasing,0.83 (0.48 -- 1.2),-0.047 (-0.16 -- 0.051),-15 (14 -- -4.4)
Lubelskie,28 (5 -- 123),Likely decreasing,0.75 (0.34 -- 1.4),-0.073 (-0.21 -- 0.1),-9.6 (6.7 -- -3.4)
Lubuskie,2 (0 -- 21),Likely decreasing,0.72 (0.3 -- 1.6),-0.08 (-0.22 -- 0.16),-8.7 (4.4 -- -3.1)
Mazowieckie,157 (50 -- 492),Likely decreasing,0.94 (0.55 -- 1.5),-0.018 (-0.13 -- 0.14),-39 (5 -- -5.2)
Małopolskie,35 (11 -- 120),Likely decreasing,0.76 (0.43 -- 1.3),-0.067 (-0.17 -- 0.071),-10 (9.7 -- -4)
Mecklenburg-Vorpommern,754 (232 -- 2707),Likely decreasing,0.82 (0.58 -- 1.1),-0.051 (-0.13 -- 0.038),-14 (18 -- -5.5)
North Rhine-Westphalia,17181 (6529 -- 29161),Decreasing,0.85 (0.59 -- 0.92),-0.042 (-0.12 -- -0.021),-17 (-33 -- -5.8)
Opolskie,7 (1 -- 35),Likely decreasing,0.69 (0.33 -- 1.3),-0.091 (-0.21 -- 0.076),-7.6 (9.1 -- -3.3)
Podkarpackie,18 (5 -- 54),Likely decreasing,0.73 (0.43 -- 1.1),-0.078 (-0.18 -- 0.022),-8.9 (31 -- -3.9)
Podlaskie,17 (4 -- 64),Likely decreasing,0.79 (0.42 -- 1.4),-0.06 (-0.18 -- 0.1),-11 (6.9 -- -3.9)
Poland,662 (222 -- 2086),Likely decreasing,0.9 (0.52 -- 1.5),-0.029 (-0.14 -- 0.12),-24 (5.7 -- -4.9)
Pomorskie,47 (10 -- 196),Likely decreasing,0.9 (0.43 -- 1.7),-0.027 (-0.18 -- 0.17),-26 (4.1 -- -4)
Rhineland-Palatinate,3013 (802 -- 8663),Likely decreasing,0.83 (0.58 -- 1.1),-0.047 (-0.12 -- 0.015),-15 (46 -- -5.6)
Saarland,579 (162 -- 1815),Likely decreasing,0.82 (0.55 -- 1.1),-0.051 (-0.13 -- 0.017),-14 (41 -- -5.2)
Saxony,1155 (236 -- 4249),Likely decreasing,0.78 (0.46 -- 1.1),-0.062 (-0.16 -- 0.014),-11 (48 -- -4.2)
Saxony-Anhalt,590 (104 -- 1555),Decreasing,0.75 (0.43 -- 0.91),-0.071 (-0.18 -- -0.025),-9.8 (-28 -- -3.9)
Schleswig-Holstein,3767 (1030 -- 8570),Decreasing,0.86 (0.58 -- 1),-0.04 (-0.12 -- 0.00092),-17 (750 -- -5.6)
Thuringia,454 (72 -- 1915),Likely decreasing,0.77 (0.36 -- 1.1),-0.067 (-0.2 -- 0.028),-10 (25 -- -3.5)
Warmińsko-Mazurskie,9 (1 -- 32),Likely decreasing,0.71 (0.34 -- 1.2),-0.084 (-0.21 -- 0.055),-8.3 (13 -- -3.4)
Wielkopolskie,30 (5 -- 142),Likely decreasing,0.89 (0.39 -- 1.7),-0.029 (-0.19 -- 0.18),-23 (3.8 -- -3.7)
Zachodniopomorskie,10 (2 -- 45),Likely decreasing,0.71 (0.32 -- 1.3),-0.085 (-0.21 -- 0.088),-8.1 (7.9 -- -3.3)
Łódzkie,52 (14 -- 218),Stable,1 (0.54 -- 1.9),0.0052 (-0.14 -- 0.22),130 (3.1 -- -5.1)
Śląskie,92 (24 -- 339),Likely decreasing,0.91 (0.48 -- 1.6),-0.025 (-0.16 -- 0.15),-27 (4.6 -- -4.4)
Świętokrzyskie,65 (20 -- 265),Likely increasing,1.3 (0.77 -- 2.2),0.072 (-0.064 -- 0.29),9.6 (2.4 -- -11)
