Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,5842 (1512 -- 35526),Likely increasing,1.1 (0.83 -- 1.5),0.019 (-0.047 -- 0.12),36 (5.7 -- -15)
Bavaria,8572 (2694 -- 53526),Likely increasing,1.2 (0.9 -- 1.8),0.042 (-0.027 -- 0.21),16 (3.3 -- -25)
Berlin,1544 (450 -- 8435),Likely increasing,1.1 (0.86 -- 1.5),0.032 (-0.038 -- 0.13),21 (5.4 -- -18)
Brandenburg,1707 (402 -- 10833),Likely increasing,1.1 (0.87 -- 1.6),0.035 (-0.037 -- 0.14),20 (4.9 -- -19)
Bremen,86 (3 -- 577),Likely decreasing,0.96 (0.47 -- 1.3),-0.012 (-0.16 -- 0.079),-58 (8.7 -- -4.3)
Dolnośląskie,2332 (316 -- 11788),Likely increasing,1.2 (0.83 -- 1.9),0.063 (-0.05 -- 0.23),11 (3.1 -- -14)
Germany,40277 (11958 -- 152199),Likely increasing,1.1 (0.87 -- 1.6),0.036 (-0.037 -- 0.14),19 (4.9 -- -18)
Hamburg,485 (14 -- 5102),Stable,0.96 (0.3 -- 1.6),-0.011 (-0.22 -- 0.15),-65 (4.7 -- -3.1)
Hesse,2169 (473 -- 16706),Likely increasing,1.1 (0.8 -- 1.9),0.038 (-0.058 -- 0.22),18 (3.1 -- -12)
Kujawsko-Pomorskie,2180 (509 -- 16760),Likely increasing,1.2 (0.87 -- 1.8),0.048 (-0.037 -- 0.21),14 (3.3 -- -19)
Lower Saxony,848 (166 -- 3557),Stable,1 (0.7 -- 1.3),-0.00039 (-0.086 -- 0.087),-1800 (8 -- -8)
Lubelskie,16873 (5376 -- 67130),Increasing,1.2 (1 -- 1.5),0.066 (0.0058 -- 0.14),11 (5 -- 120)
Lubuskie,113 (1 -- 1614),Stable,1 (0.27 -- 1.9),0.012 (-0.23 -- 0.21),58 (3.3 -- -3)
Mazowieckie,10930 (3620 -- 52058),Likely increasing,1.3 (1 -- 1.7),0.069 (-0.0011 -- 0.17),10 (4 -- -640)
Małopolskie,2433 (643 -- 13120),Likely increasing,1.2 (0.88 -- 1.5),0.043 (-0.035 -- 0.13),16 (5.2 -- -20)
Mecklenburg-Vorpommern,949 (140 -- 5528),Likely increasing,1.2 (0.7 -- 1.6),0.041 (-0.085 -- 0.15),17 (4.6 -- -8.1)
North Rhine-Westphalia,5113 (1693 -- 22066),Likely increasing,1.1 (0.86 -- 1.5),0.021 (-0.04 -- 0.13),34 (5.1 -- -17)
Opolskie,1190 (127 -- 85346),Likely increasing,1.2 (0.73 -- 3.3),0.054 (-0.079 -- 0.54),13 (1.3 -- -8.8)
Podkarpackie,2357 (543 -- 19623),Likely increasing,1.2 (0.85 -- 1.9),0.044 (-0.042 -- 0.23),16 (2.9 -- -16)
Podlaskie,7396 (1602 -- 43809),Likely increasing,1.3 (0.92 -- 1.7),0.071 (-0.023 -- 0.18),9.7 (3.9 -- -31)
Poland,60734 (27840 -- 180910),Increasing,1.2 (1.1 -- 1.5),0.062 (0.027 -- 0.12),11 (5.6 -- 26)
Pomorskie,495 (70 -- 3820),Likely increasing,1.1 (0.75 -- 1.6),0.027 (-0.071 -- 0.14),26 (4.9 -- -9.7)
Rhineland-Palatinate,1238 (332 -- 5854),Likely increasing,1.1 (0.8 -- 1.4),0.016 (-0.056 -- 0.1),44 (6.7 -- -12)
Saarland,248 (35 -- 4005),Likely increasing,1.1 (0.7 -- 2),0.018 (-0.086 -- 0.24),38 (2.8 -- -8.1)
Saxony,5859 (1418 -- 30131),Likely increasing,1.3 (0.9 -- 1.8),0.071 (-0.026 -- 0.2),9.8 (3.5 -- -26)
Saxony-Anhalt,1161 (206 -- 23055),Likely increasing,1.1 (0.81 -- 2),0.028 (-0.055 -- 0.24),25 (2.8 -- -13)
Schleswig-Holstein,436 (55 -- 3121),Likely increasing,1 (0.63 -- 1.5),0.012 (-0.11 -- 0.13),60 (5.4 -- -6.4)
Thuringia,4561 (1149 -- 22145),Likely increasing,1.2 (0.95 -- 1.6),0.064 (-0.014 -- 0.16),11 (4.4 -- -49)
Warmińsko-Mazurskie,2567 (497 -- 14764),Likely increasing,1.3 (0.87 -- 1.8),0.069 (-0.036 -- 0.2),10 (3.5 -- -19)
Wielkopolskie,1249 (138 -- 5546),Likely increasing,1.1 (0.64 -- 1.5),0.032 (-0.1 -- 0.12),21 (5.8 -- -6.7)
Zachodniopomorskie,818 (141 -- 4235),Likely increasing,1.1 (0.71 -- 1.5),0.033 (-0.085 -- 0.14),21 (5.1 -- -8.2)
Łódzkie,4572 (917 -- 29778),Likely increasing,1.2 (0.81 -- 1.8),0.061 (-0.053 -- 0.21),11 (3.3 -- -13)
Śląskie,4078 (928 -- 20128),Likely increasing,1.2 (0.87 -- 1.7),0.061 (-0.037 -- 0.17),11 (4 -- -19)
Świętokrzyskie,3176 (445 -- 35023),Likely increasing,1.3 (0.81 -- 2.2),0.084 (-0.054 -- 0.29),8.2 (2.4 -- -13)
