region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,972772 (540562 -- 1747210),972772,1037340,380460,540562,773265,895417,1067270,1214840,1747210,New confirmed cases by infection date,Likely increasing,0.13
North Rhine-Westphalia,251239 (143454 -- 465729),251239,271559,106745,143454,197692,230988,276648,323167,465729,New confirmed cases by infection date,Likely increasing,0.076
Poland,199027 (76882 -- 434269),199027,220139,110414,76882,138466,172367,226130,285416,434269,New confirmed cases by infection date,Stable,0.54
Bavaria,195447 (111017 -- 373773),195447,212614,84384,111017,155304,178053,212783,249670,373773,New confirmed cases by infection date,Likely increasing,0.12
Baden-Wurttemberg,118999 (58078 -- 245880),118999,131055,61837,58078,88915,106805,132231,158206,245880,New confirmed cases by infection date,Likely increasing,0.23
Lower Saxony,94518 (32283 -- 332526),94518,128273,133545,32283,60158,78136,113826,150172,332526,New confirmed cases by infection date,Likely increasing,0.091
Hesse,74233 (42668 -- 134503),74233,79876,29702,42668,59455,68127,81764,95758,134503,New confirmed cases by infection date,Likely increasing,0.18
Berlin,72118 (32423 -- 162575),72118,81245,43293,32423,52189,63120,81275,101691,162575,New confirmed cases by infection date,Likely increasing,0.16
Hamburg,46242 (23286 -- 92935),46242,51226,24718,23286,34683,42125,51657,61450,92935,New confirmed cases by infection date,Increasing,0.046
Saxony,36309 (13666 -- 105048),36309,45446,34335,13666,24791,31719,42281,55175,105048,New confirmed cases by infection date,Likely increasing,0.057
Pomorskie,33142 (16972 -- 59194),33142,35086,13413,16972,25851,30193,36527,41771,59194,New confirmed cases by infection date,Likely increasing,0.052
Łódzkie,30165 (15021 -- 56095),30165,32260,12906,15021,23462,27520,33102,38730,56095,New confirmed cases by infection date,Increasing,0.028
Saxony-Anhalt,30016 (15811 -- 70442),30016,35847,30764,15811,22506,27040,33440,41235,70442,New confirmed cases by infection date,Increasing,0.009
Brandenburg,29931 (13532 -- 60116),29931,32748,15174,13532,22177,26894,33544,40320,60116,New confirmed cases by infection date,Likely increasing,0.34
Wielkopolskie,29735 (14077 -- 54135),29735,31463,12739,14077,22359,26840,32700,38369,54135,New confirmed cases by infection date,Likely increasing,0.096
Śląskie,29588 (10716 -- 72512),29588,34017,20007,10716,20097,25331,34327,42907,72512,New confirmed cases by infection date,Likely decreasing,0.66
Rhineland-Palatinate,29531 (14469 -- 57655),29531,32093,14432,14469,21891,26305,32856,39496,57655,New confirmed cases by infection date,Likely increasing,0.31
Mazowieckie,28723 (11438 -- 57919),28723,30925,14435,11438,20355,25334,32550,39360,57919,New confirmed cases by infection date,Likely decreasing,0.61
Dolnośląskie,25853 (10379 -- 50055),25853,27455,12140,10379,19224,23538,28504,33684,50055,New confirmed cases by infection date,Likely increasing,0.22
Lubelskie,23683 (13198 -- 40120),23683,24899,8431,13198,19031,21916,25829,29594,40120,New confirmed cases by infection date,Increasing,0.019
Zachodniopomorskie,18633 (8960 -- 32299),18633,19400,7318,8960,14322,17109,20202,23319,32299,New confirmed cases by infection date,Increasing,0.04
Kujawsko-Pomorskie,16578 (9356 -- 29151),16578,17557,6201,9356,13232,15181,18198,20668,29151,New confirmed cases by infection date,Increasing,0.024
Mecklenburg-Vorpommern,16559 (8587 -- 32369),16559,18018,7774,8587,12694,15045,18364,21725,32369,New confirmed cases by infection date,Likely increasing,0.12
Thuringia,16051 (8010 -- 35233),16051,17910,8758,8010,11995,14312,17801,21687,35233,New confirmed cases by infection date,Increasing,0.0065
Małopolskie,15321 (7130 -- 27370),15321,15936,6244,7130,11635,13875,16636,19203,27370,New confirmed cases by infection date,Likely decreasing,0.6
Opolskie,12955 (6512 -- 23423),12955,13717,5527,6512,9792,11715,14267,16593,23423,New confirmed cases by infection date,Increasing,0.034
Warmińsko-Mazurskie,11946 (5865 -- 22209),11946,12809,5318,5865,8938,10780,13288,15594,22209,New confirmed cases by infection date,Likely increasing,0.087
Podlaskie,10565 (5894 -- 18210),10565,11176,4023,5894,8423,9756,11419,13229,18210,New confirmed cases by infection date,Increasing,0.0035
Schleswig-Holstein,10525 (4525 -- 21565),10525,11577,5694,4525,7687,9340,11788,14534,21565,New confirmed cases by infection date,Likely decreasing,0.85
Saarland,9305 (4690 -- 18811),9305,10228,4750,4690,7130,8440,10206,12393,18811,New confirmed cases by infection date,Likely increasing,0.34
Bremen,8028 (2095 -- 20336),8028,9279,6234,2095,5171,6767,9337,12037,20336,New confirmed cases by infection date,Likely increasing,0.39
Lubuskie,6710 (3289 -- 12926),6710,7224,3087,3289,5105,6069,7336,8673,12926,New confirmed cases by infection date,Increasing,0.046
Podkarpackie,6287 (2206 -- 15063),6287,7118,4076,2206,4117,5355,7273,9156,15063,New confirmed cases by infection date,Likely decreasing,0.82
Świętokrzyskie,6195 (3163 -- 10570),6195,6437,2264,3163,4919,5665,6805,7671,10570,New confirmed cases by infection date,Likely increasing,0.096
Podlaskie,1.5 (1.2 -- 1.8),1.5,1.5,0.19,1.2,1.4,1.5,1.6,1.6,1.8,Effective reproduction no.,Increasing,0.0035
Thuringia,1.5 (1.2 -- 2),1.5,1.5,0.26,1.2,1.4,1.5,1.6,1.7,2,Effective reproduction no.,Increasing,0.0065
Łódzkie,1.5 (1.1 -- 1.8),1.5,1.4,0.22,1.1,1.3,1.4,1.5,1.6,1.8,Effective reproduction no.,Increasing,0.028
Kujawsko-Pomorskie,1.4 (1.1 -- 1.7),1.4,1.4,0.19,1.1,1.3,1.4,1.5,1.5,1.7,Effective reproduction no.,Increasing,0.024
Lubelskie,1.4 (1.1 -- 1.7),1.4,1.4,0.17,1.1,1.3,1.4,1.4,1.5,1.7,Effective reproduction no.,Increasing,0.019
Lubuskie,1.4 (1 -- 1.8),1.4,1.4,0.23,1,1.3,1.4,1.5,1.6,1.8,Effective reproduction no.,Increasing,0.046
Opolskie,1.4 (1.1 -- 1.8),1.4,1.4,0.22,1.1,1.3,1.4,1.5,1.6,1.8,Effective reproduction no.,Increasing,0.034
Pomorskie,1.4 (0.99 -- 1.6),1.4,1.3,0.19,0.99,1.2,1.3,1.4,1.5,1.6,Effective reproduction no.,Likely increasing,0.052
Saxony,1.4 (0.98 -- 2),1.4,1.4,0.3,0.98,1.2,1.3,1.5,1.6,2,Effective reproduction no.,Likely increasing,0.057
Saxony-Anhalt,1.4 (1.2 -- 1.9),1.4,1.5,0.23,1.2,1.3,1.4,1.5,1.6,1.9,Effective reproduction no.,Increasing,0.009
Zachodniopomorskie,1.4 (1 -- 1.7),1.4,1.4,0.21,1,1.3,1.4,1.5,1.6,1.7,Effective reproduction no.,Increasing,0.04
Warmińsko-Mazurskie,1.3 (0.94 -- 1.6),1.3,1.3,0.21,0.94,1.1,1.2,1.3,1.4,1.6,Effective reproduction no.,Likely increasing,0.087
Wielkopolskie,1.3 (0.89 -- 1.6),1.3,1.3,0.22,0.89,1.1,1.3,1.4,1.4,1.6,Effective reproduction no.,Likely increasing,0.096
