Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,10804 (4318 -- 24764),Likely increasing,1.1 (0.9 -- 1.3),0.029 (-0.028 -- 0.073),24 (9.5 -- -24)
Bavaria,20075 (5620 -- 100933),Likely increasing,1.1 (0.74 -- 1.6),0.015 (-0.075 -- 0.16),45 (4.3 -- -9.2)
Berlin,3548 (1230 -- 19827),Likely increasing,1.1 (0.96 -- 1.7),0.038 (-0.012 -- 0.17),18 (4.2 -- -58)
Brandenburg,6259 (2440 -- 17369),Likely increasing,1.2 (0.93 -- 1.4),0.043 (-0.018 -- 0.097),16 (7.2 -- -38)
Bremen,408 (54 -- 4273),Likely increasing,1.1 (0.66 -- 1.7),0.022 (-0.1 -- 0.19),31 (3.6 -- -6.9)
Dolnośląskie,6175 (851 -- 25219),Likely increasing,1.1 (0.63 -- 1.3),0.024 (-0.11 -- 0.085),29 (8.1 -- -6.4)
Germany,76171 (32430 -- 166277),Likely increasing,1.1 (0.87 -- 1.3),0.027 (-0.036 -- 0.08),26 (8.7 -- -19)
Hamburg,430 (115 -- 2796),Stable,1 (0.78 -- 1.5),0.0028 (-0.063 -- 0.14),250 (5.1 -- -11)
Hesse,2990 (724 -- 13121),Likely increasing,1.1 (0.75 -- 1.6),0.018 (-0.072 -- 0.14),39 (4.9 -- -9.6)
Kujawsko-Pomorskie,4252 (776 -- 21794),Stable,0.98 (0.59 -- 1.5),-0.0068 (-0.12 -- 0.12),-100 (5.8 -- -5.8)
Lower Saxony,4001 (1169 -- 12222),Likely increasing,1.1 (0.78 -- 1.4),0.024 (-0.061 -- 0.094),28 (7.4 -- -11)
Lubelskie,2793 (327 -- 19307),Likely decreasing,0.82 (0.45 -- 1.3),-0.053 (-0.17 -- 0.068),-13 (10 -- -4.1)
Lubuskie,2014 (29 -- 27419),Stable,0.95 (0.26 -- 1.6),-0.013 (-0.24 -- 0.15),-54 (4.5 -- -2.9)
Mazowieckie,10345 (2568 -- 49052),Stable,0.98 (0.67 -- 1.4),-0.0065 (-0.095 -- 0.1),-110 (6.9 -- -7.3)
Małopolskie,14618 (3375 -- 44433),Likely increasing,1.2 (0.8 -- 1.4),0.041 (-0.058 -- 0.092),17 (7.5 -- -12)
Mecklenburg-Vorpommern,989 (150 -- 4935),Stable,1 (0.64 -- 1.3),0.0086 (-0.11 -- 0.077),80 (9 -- -6.6)
North Rhine-Westphalia,7900 (3598 -- 15766),Likely increasing,1.1 (0.88 -- 1.2),0.021 (-0.033 -- 0.061),33 (11 -- -21)
Opolskie,5523 (681 -- 24262),Likely increasing,1.1 (0.63 -- 1.5),0.039 (-0.11 -- 0.13),18 (5.4 -- -6.4)
Podkarpackie,8842 (1142 -- 46080),Likely increasing,1.1 (0.63 -- 1.6),0.022 (-0.11 -- 0.15),32 (4.7 -- -6.4)
Podlaskie,3321 (475 -- 16841),Likely decreasing,0.96 (0.58 -- 1.3),-0.012 (-0.12 -- 0.08),-57 (8.7 -- -5.6)
Poland,118952 (35401 -- 422104),Likely increasing,1 (0.79 -- 1.3),0.013 (-0.06 -- 0.073),52 (9.4 -- -12)
Pomorskie,8022 (886 -- 64155),Likely increasing,1.2 (0.65 -- 1.9),0.042 (-0.1 -- 0.22),17 (3.2 -- -6.8)
Rhineland-Palatinate,2858 (1372 -- 7934),Likely increasing,1.1 (0.97 -- 1.3),0.027 (-0.0087 -- 0.085),26 (8.2 -- -80)
Saarland,1006 (256 -- 4719),Likely increasing,1.1 (0.85 -- 1.4),0.033 (-0.041 -- 0.11),21 (6.1 -- -17)
Saxony,19956 (4572 -- 63605),Likely increasing,1.2 (0.81 -- 1.4),0.044 (-0.054 -- 0.11),16 (6.1 -- -13)
Saxony-Anhalt,3705 (681 -- 11649),Likely increasing,1.1 (0.71 -- 1.5),0.033 (-0.083 -- 0.12),21 (5.7 -- -8.4)
Schleswig-Holstein,660 (120 -- 2327),Likely increasing,1 (0.73 -- 1.3),0.011 (-0.076 -- 0.072),62 (9.7 -- -9.1)
Thuringia,14679 (4366 -- 54149),Likely increasing,1.1 (0.87 -- 1.5),0.04 (-0.036 -- 0.13),17 (5.1 -- -19)
Warmińsko-Mazurskie,8245 (2286 -- 36592),Likely increasing,1.2 (0.9 -- 1.5),0.044 (-0.029 -- 0.12),16 (5.9 -- -24)
Wielkopolskie,12992 (4403 -- 34496),Likely increasing,1.2 (0.91 -- 1.4),0.052 (-0.024 -- 0.1),13 (6.9 -- -28)
Zachodniopomorskie,3818 (613 -- 14192),Stable,1 (0.63 -- 1.4),0.013 (-0.11 -- 0.093),53 (7.4 -- -6.4)
Łódzkie,6931 (1091 -- 27782),Likely increasing,1.1 (0.68 -- 1.4),0.017 (-0.093 -- 0.098),42 (7.1 -- -7.5)
Śląskie,22945 (7487 -- 80420),Likely increasing,1.2 (0.94 -- 1.4),0.051 (-0.015 -- 0.096),13 (7.2 -- -46)
Świętokrzyskie,7355 (1835 -- 29962),Likely increasing,1.2 (0.85 -- 1.5),0.048 (-0.04 -- 0.13),15 (5.3 -- -17)
