Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,1541 (235 -- 9497),Stable,1 (0.63 -- 1.5),0.0031 (-0.11 -- 0.14),220 (5.1 -- -6.3)
Bavaria,1567 (347 -- 5682),Likely decreasing,0.95 (0.65 -- 1.2),-0.013 (-0.1 -- 0.065),-53 (11 -- -6.8)
Berlin,662 (135 -- 3401),Likely increasing,1.1 (0.77 -- 1.4),0.02 (-0.065 -- 0.12),35 (5.8 -- -11)
Brandenburg,1948 (420 -- 29542),Likely increasing,1.2 (0.94 -- 2.3),0.055 (-0.018 -- 0.31),13 (2.2 -- -39)
Bremen,236 (25 -- 1713),Likely increasing,1.1 (0.65 -- 1.6),0.021 (-0.1 -- 0.15),33 (4.8 -- -6.7)
Dolnośląskie,500 (32 -- 3543),Likely increasing,1.1 (0.57 -- 1.5),0.035 (-0.13 -- 0.13),20 (5.3 -- -5.5)
Germany,13673 (5363 -- 51418),Likely increasing,1.1 (0.86 -- 1.6),0.023 (-0.038 -- 0.14),30 (4.8 -- -18)
Hamburg,881 (66 -- 175586),Likely increasing,1.1 (0.65 -- 4.6),0.038 (-0.1 -- 0.74),18 (0.94 -- -6.9)
Hesse,609 (106 -- 3381),Stable,1 (0.67 -- 1.6),-0.0011 (-0.095 -- 0.15),-640 (4.8 -- -7.3)
Kujawsko-Pomorskie,195 (9 -- 1724),Stable,0.97 (0.45 -- 1.4),-0.0074 (-0.17 -- 0.1),-94 (6.8 -- -4.1)
Lower Saxony,1141 (207 -- 5529),Likely increasing,1 (0.74 -- 1.4),0.012 (-0.076 -- 0.1),59 (6.7 -- -9.1)
Lubelskie,4932 (731 -- 24134),Likely increasing,1.2 (0.79 -- 1.5),0.057 (-0.058 -- 0.13),12 (5.4 -- -12)
Lubuskie,1878 (75 -- 168057),Likely increasing,1.7 (0.88 -- 4.5),0.18 (-0.034 -- 0.78),3.9 (0.89 -- -20)
Mazowieckie,2279 (587 -- 11581),Likely increasing,1.2 (0.9 -- 1.6),0.049 (-0.03 -- 0.15),14 (4.6 -- -23)
Małopolskie,713 (92 -- 4570),Likely increasing,1.1 (0.65 -- 1.6),0.027 (-0.1 -- 0.14),26 (4.8 -- -6.8)
Mecklenburg-Vorpommern,406 (63 -- 3600),Likely increasing,1.1 (0.71 -- 1.7),0.031 (-0.084 -- 0.18),22 (3.9 -- -8.3)
North Rhine-Westphalia,3322 (911 -- 15135),Stable,1 (0.79 -- 1.5),0.0098 (-0.062 -- 0.13),71 (5.2 -- -11)
Opolskie,308 (4 -- 3637),Stable,1.1 (0.34 -- 1.7),0.018 (-0.21 -- 0.19),38 (3.7 -- -3.3)
Podkarpackie,969 (92 -- 5078),Likely increasing,1.1 (0.65 -- 1.5),0.038 (-0.1 -- 0.12),18 (5.7 -- -6.8)
Podlaskie,3691 (749 -- 25466),Likely increasing,1.3 (0.95 -- 2),0.085 (-0.013 -- 0.24),8.2 (2.8 -- -52)
Poland,15940 (6949 -- 39948),Increasing,1.2 (1 -- 1.4),0.048 (0.0054 -- 0.094),14 (7.4 -- 130)
Pomorskie,17 (0 -- 562),Likely decreasing,0.76 (0.14 -- 1.3),-0.07 (-0.29 -- 0.084),-10 (8.2 -- -2.4)
Rhineland-Palatinate,550 (76 -- 2018),Stable,1 (0.63 -- 1.3),0.00047 (-0.11 -- 0.077),1500 (9 -- -6.4)
Saarland,146 (7 -- 2528),Stable,1 (0.51 -- 1.9),0.0088 (-0.15 -- 0.22),79 (3.2 -- -4.7)
Saxony,1055 (341 -- 6868),Likely increasing,1.1 (0.92 -- 1.6),0.028 (-0.023 -- 0.15),25 (4.5 -- -30)
Saxony-Anhalt,299 (24 -- 3079),Stable,1 (0.58 -- 1.7),0.0011 (-0.12 -- 0.17),630 (4.1 -- -5.6)
Schleswig-Holstein,353 (40 -- 4527),Stable,1 (0.61 -- 1.8),0.011 (-0.12 -- 0.19),62 (3.7 -- -6)
Thuringia,1111 (143 -- 9920),Likely increasing,1.2 (0.7 -- 1.9),0.046 (-0.087 -- 0.23),15 (3 -- -8)
Warmińsko-Mazurskie,939 (155 -- 8534),Likely increasing,1.2 (0.8 -- 1.9),0.061 (-0.056 -- 0.24),11 (2.9 -- -12)
Wielkopolskie,918 (172 -- 4089),Likely increasing,1.2 (0.81 -- 1.6),0.046 (-0.055 -- 0.15),15 (4.7 -- -13)
Zachodniopomorskie,598 (111 -- 5072),Likely increasing,1.1 (0.82 -- 1.8),0.039 (-0.05 -- 0.19),18 (3.6 -- -14)
Łódzkie,825 (85 -- 6276),Likely increasing,1.1 (0.58 -- 1.6),0.029 (-0.12 -- 0.16),24 (4.3 -- -5.6)
Śląskie,1068 (119 -- 6081),Likely increasing,1.2 (0.66 -- 1.6),0.04 (-0.099 -- 0.16),17 (4.4 -- -7)
Świętokrzyskie,395 (50 -- 8509),Likely increasing,1.1 (0.75 -- 2.2),0.032 (-0.071 -- 0.29),21 (2.4 -- -9.7)
